# _root_ But most of them , led by Morgan Stanley & Co. , moved back in earlier this year .
#goldHeads=13,13,2,3,13,13,6,9,10,7,10,13,0,13,14,18,18,13,13,
#predictedHeads=13,13,2,3,13,13,6,9,10,7,10,13,0,13,14,18,18,13,13,
(0,6),(6,7),(6,14),-0.00916455 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,15),-0.00778278 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,18),-0.0422452 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,19),0.0564898 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,20),-0.0920934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,8),(6,9),-0.00564355 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,10),-0.0424675 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,11),-0.00564752 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,12),-0.0609916 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,13),-0.0270844 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,14),-0.0384237 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,15),-0.0272317 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,18),0.0027503 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,19),0.0275785 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,20),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,9),(6,10),-0.0424675 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,11),-0.00698546 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,12),-0.0609916 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,13),-0.0270844 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,14),-0.0384237 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,15),-0.0272317 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,18),0.00141236 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,19),0.0276566 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,20),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,10),(6,11),0.00063124 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,12),0.115533 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,13),-0.0401095 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,14),0.00679231 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,15),0.258224 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,18),0.293609 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,19),0.238339 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,20),-0.132491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,11),(6,12),-0.0609957 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,13),-0.0278278 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,14),-0.0361838 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,15),-0.0249918 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,18),0.00141231 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,19),0.0296035 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,20),-0.137923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,12),(6,13),-0.0197691 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,14),-0.042841 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,15),-0.0503717 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,18),-0.108212 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,19),-0.00204921 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,20),-0.0762482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,13),(6,14),-0.0114883 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,15),0.00608862 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,18),0.00748295 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,19),-0.0355117 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,20),-0.117712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,14),(6,15),-0.0276216 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,18),-0.0105191 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,19),0.0575944 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,20),-0.0663438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,15),(6,18),0.000128968 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,19),0.0640961 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,20),-0.0730517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,18),(6,19),0.0211851 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,18),(6,20),-0.137987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,19),(6,20),0.139162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,5),0.127252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,4),0.172674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,3),0.206845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,1),0.0610762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,-1),-0.644352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,6),(6,5),(6,4),0.106999 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,3),0.332572 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,1),0.0981258 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,-1),-0.367496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,4),(6,3),0.101345 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,1),0.214302 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,-1),-0.141008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,3),(6,1),0.0961373 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,3),(6,-1),-0.242641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,1),(6,-1),0.0441466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,10),(10,11),-0.281818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,12),0.106512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,13),0.127379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,14),-0.0805757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,15),-0.0904001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,16),-0.0808392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,18),-0.285696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,19),-0.0169393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,20),-0.124524 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,10),(10,11),(10,12),-0.107811 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,13),-0.0445741 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,14),-0.0374077 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,15),-0.0384852 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,16),-0.0374077 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,18),-0.0158162 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,19),-0.126448 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,20),-0.0481328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,12),(10,13),-0.0145691 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,14),-0.0377328 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,15),-0.0387767 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,16),-0.0377474 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,18),-0.0278293 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,19),-0.046344 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,20),-0.0570897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,13),(10,14),-0.0437182 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,15),-0.040837 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,16),-0.0437182 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,18),-0.00804316 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,19),0.134238 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,20),-0.0965574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,14),(10,15),-0.0380141 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,16),-0.042011 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,18),-0.0551471 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,19),-0.136095 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,20),-0.0470408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,15),(10,16),-0.0420538 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,15),(10,18),-0.0551484 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,15),(10,19),-0.138295 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,15),(10,20),-0.0480789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,16),(10,18),-0.0551476 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,19),-0.136211 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,20),-0.047188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,18),(10,19),-0.127992 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,18),(10,20),-0.0481328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,19),(10,20),-0.0414748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,10),(10,9),-0.240666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,8),-0.240665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,7),0.101858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,6),0.359075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,5),0.339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,4),0.0874422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,3),0.10205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,1),0.103021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,-1),-0.380374 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,10),(10,9),(10,8),0.16424 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,7),0.116058 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,6),0.104552 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,5),-0.0281718 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,4),0.108998 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,3),0.115907 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,1),0.148454 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,-1),-0.0407676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,8),(10,7),0.116058 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,6),0.104552 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,5),-0.0281596 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,4),0.108998 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,3),0.115907 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,1),0.148556 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,-1),-0.0407676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,7),(10,6),0.131104 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,7),(10,5),0.0827087 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,7),(10,4),0.118655 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,7),(10,3),0.131013 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,7),(10,1),0.163593 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,7),(10,-1),-0.169006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,6),(10,5),-0.00819891 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,6),(10,4),0.155291 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,6),(10,3),0.0968719 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,6),(10,1),0.109556 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,6),(10,-1),-0.0516736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,5),(10,4),0.11154 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,5),(10,3),0.230303 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,5),(10,1),0.0856486 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,5),(10,-1),-0.119045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,4),(10,3),0.113091 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,4),(10,1),0.0721871 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,4),(10,-1),-0.097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,3),(10,1),0.167457 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,3),(10,-1),-0.163517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,1),(10,-1),-0.147557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,13),(13,14),-0.0287138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,15),-0.0143225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,16),-0.0127003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,17),0.0101226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,18),-0.0757399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,19),-0.145004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,20),-0.240693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,13),(13,14),(13,15),-0.0276216 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,16),-0.0352242 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,17),-0.0237016 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,18),-0.00933172 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,19),0.0574106 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,20),-0.0663438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,15),(13,16),-0.0312799 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,17),-0.0271701 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,18),0.0013163 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,19),0.0639123 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,20),-0.0730517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,16),(13,17),-0.0271701 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,18),-0.0105386 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,19),0.0584904 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,20),-0.0663815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,17),(13,18),0.000463303 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,17),(13,19),-0.0399012 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,17),(13,20),-0.0303993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,18),(13,19),0.0220424 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,18),(13,20),-0.137991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,19),(13,20),0.144114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,13),(13,12),0.127558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,11),0.307003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,10),0.107404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,9),0.294627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,8),0.296171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,7),0.206966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,6),0.0296341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,5),0.127558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,4),0.176958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,3),0.206845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,2),0.259432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,1),0.0589511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,-1),-0.643998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,13),(13,12),(13,11),0.108618 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,10),0.105496 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,9),0.107367 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,8),0.109182 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,7),0.318259 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,6),0.134021 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,5),0.0839901 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,4),0.106999 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,3),0.329897 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,2),0.154815 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,1),0.0975216 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,-1),-0.367496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,11),(13,10),0.129996 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,9),0.145944 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,8),0.145944 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,7),-0.0762937 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,6),0.16239 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,5),0.344771 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,4),0.120988 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,3),-0.0909201 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,2),0.0860639 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,1),0.17734 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,-1),0.0579623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,10),(13,9),0.214228 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,8),0.1905 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,7),0.132205 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,6),0.256057 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,5),0.511557 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,4),0.179699 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,3),0.00995976 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,2),0.29671 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,1),0.447455 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,-1),0.0240163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,9),(13,8),0.146035 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,7),-0.0753427 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,6),0.162748 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,5),0.342556 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,4),0.120988 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,3),-0.0899691 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,2),0.0860639 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,1),0.179475 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,-1),0.049197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,8),(13,7),-0.0753427 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,8),(13,6),0.162748 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,8),(13,5),0.343146 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,8),(13,4),0.120988 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,8),(13,3),-0.0899691 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,8),(13,2),0.0860639 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,8),(13,1),0.179475 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,8),(13,-1),0.049272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,7),(13,6),0.107551 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,7),(13,5),0.113546 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,7),(13,4),0.117369 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,7),(13,3),0.154992 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,7),(13,2),0.117626 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,7),(13,1),0.0941858 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,7),(13,-1),-0.247889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,6),(13,5),0.0594484 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,6),(13,4),0.0708842 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,6),(13,3),0.131627 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,6),(13,2),0.111921 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,6),(13,1),0.102254 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,6),(13,-1),0.0205562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,5),(13,4),0.106999 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,5),(13,3),0.329897 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,5),(13,2),0.154815 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,5),(13,1),0.0975216 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,5),(13,-1),-0.367496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,4),(13,3),0.101345 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,4),(13,2),0.109794 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,4),(13,1),0.214302 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,4),(13,-1),-0.137894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,3),(13,2),0.116988 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,3),(13,1),0.0956074 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,3),(13,-1),-0.245147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,2),(13,1),0.114556 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,2),(13,-1),-0.0030192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,1),(13,-1),0.0408845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.0582086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,5),-0.0390446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,7),-0.04853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,10),-0.0550802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,20),-0.036884 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,5),-0.0430117 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,7),-0.0432427 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,10),-0.0421142 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,20),-0.0617993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,5),(2,7),-0.0422971 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,10),-0.0420202 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,20),-0.033668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,7),(2,10),-0.0421142 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,20),-0.0536402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,10),(2,20),-0.0546032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,-1),-0.192925 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,4),-0.0579517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,5),-0.0340103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,6),-0.0512056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,7),-0.0589442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,8),0.0143475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,10),0.00803605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,12),-0.0340103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
