# _root_ Excluding the $ 2 billion provision and allowing for the taxes Morgan paid , earnings were about 65 cents a share , Mr. Salem said .
#goldHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
#predictedHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
(21,17),(21,22),0.0809963 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0115833 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.000199886 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0147397 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.13424 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.405314 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0830669 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0247991 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0321009 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0567692 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.246151 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0808218 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.070349 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0628373 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0280834 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.192615 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.216878 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.203968 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0155257 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.56564 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.606303 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.296472 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.146879 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0423894 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0343849 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.022211 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.152444 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0635338 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.282523 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.140879 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.143985 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.165991 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0787342 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.410455 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.16935 # DEPENDENCYPART_SIBL
(25,1),(25,3),-0.0242029 # DEPENDENCYPART_SIBL
(25,1),(25,6),-0.037183 # DEPENDENCYPART_SIBL
(25,1),(25,7),-0.0907034 # DEPENDENCYPART_SIBL
(25,1),(25,8),0.0797111 # DEPENDENCYPART_SIBL
(25,1),(25,9),-0.0339116 # DEPENDENCYPART_SIBL
(25,1),(25,11),-0.10123 # DEPENDENCYPART_SIBL
(25,1),(25,12),-0.0581262 # DEPENDENCYPART_SIBL
(25,1),(25,13),-0.169493 # DEPENDENCYPART_SIBL
(25,1),(25,14),0.541248 # DEPENDENCYPART_SIBL
(25,1),(25,15),-0.0702196 # DEPENDENCYPART_SIBL
(25,1),(25,16),-0.131121 # DEPENDENCYPART_SIBL
(25,1),(25,17),-0.00934514 # DEPENDENCYPART_SIBL
(25,1),(25,18),-0.0819176 # DEPENDENCYPART_SIBL
(25,1),(25,19),-0.091304 # DEPENDENCYPART_SIBL
(25,1),(25,21),-0.0342204 # DEPENDENCYPART_SIBL
(25,1),(25,22),0.541248 # DEPENDENCYPART_SIBL
(25,1),(25,23),-0.103278 # DEPENDENCYPART_SIBL
(25,1),(25,24),-0.0552442 # DEPENDENCYPART_SIBL
(25,1),(25,26),0.0292068 # DEPENDENCYPART_SIBL
(25,3),(25,6),-0.109299 # DEPENDENCYPART_SIBL
(25,3),(25,7),-0.154256 # DEPENDENCYPART_SIBL
(25,3),(25,8),0.0657585 # DEPENDENCYPART_SIBL
(25,3),(25,9),-0.00230306 # DEPENDENCYPART_SIBL
(25,3),(25,11),-0.182266 # DEPENDENCYPART_SIBL
(25,3),(25,12),-0.0662956 # DEPENDENCYPART_SIBL
(25,3),(25,13),-0.131918 # DEPENDENCYPART_SIBL
(25,3),(25,14),-0.0767553 # DEPENDENCYPART_SIBL
(25,3),(25,15),-0.185833 # DEPENDENCYPART_SIBL
(25,3),(25,16),-0.0923372 # DEPENDENCYPART_SIBL
(25,3),(25,17),-0.0102281 # DEPENDENCYPART_SIBL
(25,3),(25,18),-0.0902566 # DEPENDENCYPART_SIBL
(25,3),(25,19),-0.179433 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.12306 # DEPENDENCYPART_SIBL
(25,3),(25,22),-0.0767553 # DEPENDENCYPART_SIBL
(25,3),(25,23),-0.109131 # DEPENDENCYPART_SIBL
(25,3),(25,24),-0.06349 # DEPENDENCYPART_SIBL
(25,3),(25,26),-0.0781848 # DEPENDENCYPART_SIBL
(25,6),(25,7),-0.390822 # DEPENDENCYPART_SIBL
(25,6),(25,8),-0.079689 # DEPENDENCYPART_SIBL
(25,6),(25,9),-0.0378104 # DEPENDENCYPART_SIBL
(25,6),(25,11),-0.632814 # DEPENDENCYPART_SIBL
(25,6),(25,12),-0.490371 # DEPENDENCYPART_SIBL
(25,6),(25,13),-0.366834 # DEPENDENCYPART_SIBL
(25,6),(25,14),-0.244553 # DEPENDENCYPART_SIBL
(25,6),(25,15),-0.624613 # DEPENDENCYPART_SIBL
(25,6),(25,16),-0.316892 # DEPENDENCYPART_SIBL
(25,6),(25,17),-0.119955 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.35684 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.621542 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.586416 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.244553 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.693862 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.500353 # DEPENDENCYPART_SIBL
(25,6),(25,26),0.0585485 # DEPENDENCYPART_SIBL
(25,7),(25,8),0.102449 # DEPENDENCYPART_SIBL
(25,7),(25,9),0.0715426 # DEPENDENCYPART_SIBL
(25,7),(25,11),-0.00621765 # DEPENDENCYPART_SIBL
(25,7),(25,12),0.0299935 # DEPENDENCYPART_SIBL
(25,7),(25,13),-0.0454221 # DEPENDENCYPART_SIBL
(25,7),(25,14),0.0395403 # DEPENDENCYPART_SIBL
(25,7),(25,15),-0.00793294 # DEPENDENCYPART_SIBL
(25,7),(25,16),0.0545489 # DEPENDENCYPART_SIBL
(25,7),(25,17),0.0232254 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.0513162 # DEPENDENCYPART_SIBL
(25,7),(25,19),0.00264725 # DEPENDENCYPART_SIBL
(25,7),(25,21),0.00378882 # DEPENDENCYPART_SIBL
(25,7),(25,22),0.0395403 # DEPENDENCYPART_SIBL
(25,7),(25,23),-0.00653297 # DEPENDENCYPART_SIBL
(25,7),(25,24),0.032801 # DEPENDENCYPART_SIBL
(25,7),(25,26),0.116008 # DEPENDENCYPART_SIBL
(25,8),(25,9),-0.0522539 # DEPENDENCYPART_SIBL
(25,8),(25,11),-0.159489 # DEPENDENCYPART_SIBL
(25,8),(25,12),-0.0699854 # DEPENDENCYPART_SIBL
(25,8),(25,13),-0.192357 # DEPENDENCYPART_SIBL
(25,8),(25,14),0.47237 # DEPENDENCYPART_SIBL
(25,8),(25,15),-0.14416 # DEPENDENCYPART_SIBL
(25,8),(25,16),-0.153986 # DEPENDENCYPART_SIBL
(25,8),(25,17),-0.038311 # DEPENDENCYPART_SIBL
(25,8),(25,18),-0.10479 # DEPENDENCYPART_SIBL
(25,8),(25,19),-0.151766 # DEPENDENCYPART_SIBL
(25,8),(25,21),-0.0686627 # DEPENDENCYPART_SIBL
(25,8),(25,22),0.47237 # DEPENDENCYPART_SIBL
(25,8),(25,23),-0.115138 # DEPENDENCYPART_SIBL
(25,8),(25,24),-0.0671034 # DEPENDENCYPART_SIBL
(25,8),(25,26),0.0283109 # DEPENDENCYPART_SIBL
(25,9),(25,11),-0.0402002 # DEPENDENCYPART_SIBL
(25,9),(25,12),-0.00198667 # DEPENDENCYPART_SIBL
(25,9),(25,13),-0.188811 # DEPENDENCYPART_SIBL
(25,9),(25,14),0.294935 # DEPENDENCYPART_SIBL
(25,9),(25,15),-0.0663164 # DEPENDENCYPART_SIBL
(25,9),(25,16),-0.158718 # DEPENDENCYPART_SIBL
(25,9),(25,17),-0.0494213 # DEPENDENCYPART_SIBL
(25,9),(25,18),-0.100074 # DEPENDENCYPART_SIBL
(25,9),(25,19),-0.0323856 # DEPENDENCYPART_SIBL
(25,9),(25,21),0.0103952 # DEPENDENCYPART_SIBL
(25,9),(25,22),0.294935 # DEPENDENCYPART_SIBL
(25,9),(25,23),-0.0735737 # DEPENDENCYPART_SIBL
(25,9),(25,24),0.00127492 # DEPENDENCYPART_SIBL
(25,9),(25,26),0.0804207 # DEPENDENCYPART_SIBL
(25,11),(25,12),-0.62086 # DEPENDENCYPART_SIBL
(25,11),(25,13),-0.400426 # DEPENDENCYPART_SIBL
(25,11),(25,14),-0.215185 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.905121 # DEPENDENCYPART_SIBL
(25,11),(25,16),-0.36212 # DEPENDENCYPART_SIBL
(25,11),(25,17),-0.126422 # DEPENDENCYPART_SIBL
(25,11),(25,18),-0.424805 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.882627 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.604096 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.215185 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.68001 # DEPENDENCYPART_SIBL
(25,11),(25,24),-0.615259 # DEPENDENCYPART_SIBL
(25,11),(25,26),-0.00503213 # DEPENDENCYPART_SIBL
(25,12),(25,13),-0.297495 # DEPENDENCYPART_SIBL
(25,12),(25,14),-0.10634 # DEPENDENCYPART_SIBL
(25,12),(25,15),-0.442471 # DEPENDENCYPART_SIBL
(25,12),(25,16),-0.249759 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.0513256 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.289717 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.423856 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.305595 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.10634 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.718816 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.565003 # DEPENDENCYPART_SIBL
(25,12),(25,26),0.0510348 # DEPENDENCYPART_SIBL
(25,13),(25,14),0.326591 # DEPENDENCYPART_SIBL
(25,13),(25,15),-0.036947 # DEPENDENCYPART_SIBL
(25,13),(25,16),-0.380468 # DEPENDENCYPART_SIBL
(25,13),(25,17),-0.115185 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.105293 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.0211843 # DEPENDENCYPART_SIBL
(25,13),(25,21),0.00290745 # DEPENDENCYPART_SIBL
(25,13),(25,22),0.326591 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.0307988 # DEPENDENCYPART_SIBL
(25,13),(25,24),0.0178483 # DEPENDENCYPART_SIBL
(25,13),(25,26),0.0599546 # DEPENDENCYPART_SIBL
(25,14),(25,15),0.15454 # DEPENDENCYPART_SIBL
(25,14),(25,16),-0.00818754 # DEPENDENCYPART_SIBL
(25,14),(25,17),0.0689833 # DEPENDENCYPART_SIBL
(25,14),(25,18),0.0602036 # DEPENDENCYPART_SIBL
(25,14),(25,19),0.122358 # DEPENDENCYPART_SIBL
(25,14),(25,21),0.0450159 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.324472 # DEPENDENCYPART_SIBL
(25,14),(25,23),0.165488 # DEPENDENCYPART_SIBL
(25,14),(25,24),0.110007 # DEPENDENCYPART_SIBL
(25,14),(25,26),0.01006 # DEPENDENCYPART_SIBL
(25,15),(25,16),-0.35862 # DEPENDENCYPART_SIBL
(25,15),(25,17),-0.110733 # DEPENDENCYPART_SIBL
(25,15),(25,18),-0.420832 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.877496 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.643437 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.147639 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.678822 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.614071 # DEPENDENCYPART_SIBL
(25,15),(25,26),0.00155731 # DEPENDENCYPART_SIBL
(25,16),(25,17),-0.120069 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.0944495 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.0134854 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.0244742 # DEPENDENCYPART_SIBL
(25,16),(25,22),0.404783 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.0250017 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.0237187 # DEPENDENCYPART_SIBL
(25,16),(25,26),0.0455417 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.00599786 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.0682605 # DEPENDENCYPART_SIBL
(25,17),(25,21),0.0155102 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0633754 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.124488 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.0521871 # DEPENDENCYPART_SIBL
(25,17),(25,26),-0.246683 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.248092 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.157192 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.189938 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.175633 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.124748 # DEPENDENCYPART_SIBL
(25,18),(25,26),-0.075063 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.605885 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.217437 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.682049 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.617298 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.0215362 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.252682 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.704394 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.510885 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0215659 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.165488 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.110007 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.01006 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.688477 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.16624 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0296571 # DEPENDENCYPART_SIBL
(0,16),(16,1),1.01562 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.382801 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.0798481 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.18174 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.208176 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.670014 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.340624 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.461142 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-1.26195 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.223127 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.327159 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.0907659 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),1.0062 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.344515 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.309412 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.245264 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.198873 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.690311 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.0977887 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),0.311686 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),0.347983 # DEPENDENCYPART_GRANDPAR
(0,16),(16,26),1.50737 # DEPENDENCYPART_GRANDPAR
(0,25),(25,1),0.994142 # DEPENDENCYPART_GRANDPAR
(0,25),(25,3),-0.0402044 # DEPENDENCYPART_GRANDPAR
(0,25),(25,6),0.00424991 # DEPENDENCYPART_GRANDPAR
(0,25),(25,7),-0.597012 # DEPENDENCYPART_GRANDPAR
(0,25),(25,8),-0.350725 # DEPENDENCYPART_GRANDPAR
(0,25),(25,9),-0.435922 # DEPENDENCYPART_GRANDPAR
(0,25),(25,11),-0.228313 # DEPENDENCYPART_GRANDPAR
(0,25),(25,12),-0.0988012 # DEPENDENCYPART_GRANDPAR
(0,25),(25,13),0.263083 # DEPENDENCYPART_GRANDPAR
(0,25),(25,14),1.25368 # DEPENDENCYPART_GRANDPAR
(0,25),(25,15),0.320201 # DEPENDENCYPART_GRANDPAR
(0,25),(25,16),0.211139 # DEPENDENCYPART_GRANDPAR
(0,25),(25,17),-0.751315 # DEPENDENCYPART_GRANDPAR
(0,25),(25,18),-0.41232 # DEPENDENCYPART_GRANDPAR
(0,25),(25,19),-0.309763 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),-0.603805 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),0.525402 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),0.406176 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),0.276831 # DEPENDENCYPART_GRANDPAR
(0,25),(25,26),1.57508 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.612141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.266812 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.233022 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.565957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.839581 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0151121 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0185762 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.158707 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.132704 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.693318 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.0605564 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.104753 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.226812 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),0.0525974 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.065996 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.345524 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.385829 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.222423 # DEPENDENCYPART_GRANDPAR
(1,3),(3,25),-0.802408 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.582956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.98378 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.420919 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.12584 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.118127 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.133767 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.536988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),1.06935 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.392901 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.11344 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.151774 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.132246 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.699117 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.0163914 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.151044 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.0137124 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.147561 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.122445 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.150578 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.396655 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.0935924 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.307006 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-0.404024 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.0241245 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),1.4837 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.0282579 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.200412 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.237035 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.0415341 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.27534 # DEPENDENCYPART_GRANDPAR
(1,7),(7,25),-0.87144 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.315496 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.136408 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.260131 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.157598 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.171332 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),0.148188 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.124992 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),0.0870738 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.00525008 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.294354 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.100624 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.317415 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.161677 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.392421 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.253384 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.0992984 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.120816 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.130365 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.129124 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.366305 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.329633 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),0.451501 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.135163 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.228579 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),0.076058 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.145749 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.426822 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.0445439 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.281769 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.350029 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.347809 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-0.475402 # DEPENDENCYPART_GRANDPAR
(1,11),(11,25),-0.74204 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.636594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),0.7588 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.296826 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.207011 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),0.0692769 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),0.202053 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),0.357967 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.0858045 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.430046 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.245313 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.317985 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.187588 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.46376 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.262112 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.380753 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.479951 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.386157 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.433005 # DEPENDENCYPART_GRANDPAR
(1,13),(13,22),-0.344015 # DEPENDENCYPART_GRANDPAR
(1,13),(13,24),-0.503045 # DEPENDENCYPART_GRANDPAR
(1,13),(13,25),-0.951274 # DEPENDENCYPART_GRANDPAR
(1,13),(13,26),-1.00977 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.825681 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.36065 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.488219 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-0.305874 # DEPENDENCYPART_GRANDPAR
(1,17),(17,24),-0.512105 # DEPENDENCYPART_GRANDPAR
(1,17),(17,25),-0.881812 # DEPENDENCYPART_GRANDPAR
(1,19),(19,1),-0.577639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,19),(19,3),0.468895 # DEPENDENCYPART_GRANDPAR
(1,19),(19,10),-0.187801 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),-0.388537 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.247832 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.349953 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.592101 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.31478 # DEPENDENCYPART_GRANDPAR
(1,19),(19,22),-0.353625 # DEPENDENCYPART_GRANDPAR
(1,19),(19,23),-0.769748 # DEPENDENCYPART_GRANDPAR
(1,19),(19,24),-0.493889 # DEPENDENCYPART_GRANDPAR
(1,19),(19,25),-0.758207 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.60435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.267558 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.86817 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.807203 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.533739 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.817572 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.98107 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.03172 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.15795 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-1.19758 # DEPENDENCYPART_GRANDPAR
