# _root_ Laboring in blue and gray overalls , they are supposed to concentrate on cleaning out crevices , and not strain their eyes looking for diamonds .
#goldHeads=9,1,4,6,4,2,9,9,0,9,12,18,12,13,14,14,18,10,18,18,22,20,20,23,24,9,
#predictedHeads=18,1,4,6,4,2,9,9,18,9,12,10,12,13,14,14,18,0,20,18,22,20,20,23,24,18,
(4,9),(9,8),(9,2),-0.145008 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,1),-0.144801 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,-1),-0.185948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,7),(9,6),0.0781199 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,5),0.110913 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,4),0.0975321 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,3),-0.14553 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,2),-0.158789 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,1),-0.153644 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,-1),-0.159158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,6),(9,5),0.0825906 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,4),0.112323 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,3),-0.144778 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,2),-0.166859 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,1),-0.149468 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,-1),-0.0710364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,5),(9,4),0.104981 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,3),-0.145499 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,2),-0.144834 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,1),-0.145984 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,-1),-0.140885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,4),(9,3),0.0653457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,4),(9,2),0.106896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,4),(9,1),0.0346981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,4),(9,-1),-0.125965 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,3),(9,2),-0.144834 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,3),(9,1),-0.145984 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,3),(9,-1),-0.140868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,2),(9,1),-0.145602 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,2),(9,-1),-0.0742551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,1),(9,-1),-0.037559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,10),(10,11),-0.0503964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,12),0.0386837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,13),-0.0505683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,14),0.0386837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,16),-0.0225675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,17),-0.0443473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,18),-0.0108626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,19),0.0321276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,20),0.0386837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,23),0.0384788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,26),-0.0235284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,27),0.192805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,10),(10,11),(10,12),0.00128422 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,13),0.00270643 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,14),0.00128422 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,16),-0.0549901 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,17),-0.032213 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,18),-0.0239233 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,19),-0.00886612 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,20),0.00128422 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,23),0.00128422 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,26),-0.0199863 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,27),0.00903767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,12),(10,13),-0.022056 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,14),-0.0262402 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,16),-0.0119845 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,17),-0.0334283 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,18),-0.0215324 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,19),-0.0226341 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,20),-0.0262402 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,23),-0.0262409 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,26),-0.0218966 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,27),0.0877843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,13),(10,14),-0.0139616 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,16),-0.0080816 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,17),-0.0419815 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,18),-0.0237555 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,19),-0.0281271 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,20),-0.0139616 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,23),-0.0139616 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,26),-0.0213882 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,27),-0.104888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,14),(10,16),-0.0119845 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,14),(10,17),-0.0334283 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,14),(10,18),-0.0215324 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,14),(10,19),-0.0226341 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,14),(10,20),-0.0262402 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,14),(10,23),-0.0262409 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,14),(10,26),-0.0218966 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,14),(10,27),0.0877843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,16),(10,17),-0.00736114 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,16),(10,18),-0.038411 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,16),(10,19),-0.0142498 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,16),(10,20),0.0167445 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,16),(10,23),0.0167445 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,16),(10,26),-0.0249677 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,16),(10,27),-0.0133497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,17),(10,18),-0.0452601 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,17),(10,19),-0.0134911 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,17),(10,20),-0.0747127 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,17),(10,23),-0.0747127 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,17),(10,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,17),(10,27),-0.0292307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,18),(10,19),0.0539324 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,18),(10,20),0.189136 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,18),(10,23),0.17895 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,18),(10,26),0.0882704 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,18),(10,27),-0.0319471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,19),(10,20),-0.0272948 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,19),(10,23),-0.0272948 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,19),(10,26),-0.0198099 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,19),(10,27),-0.0012506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,20),(10,23),-0.0262409 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,20),(10,26),-0.0218966 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,20),(10,27),0.0877843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,23),(10,26),-0.0218966 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,23),(10,27),0.0876535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,26),(10,27),-0.0429407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,10),(10,9),0.173073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,7),0.0877426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,6),0.24104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,4),0.219286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,3),-0.145055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,2),-0.140832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,-1),-0.212323 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,10),(10,9),(10,7),0.105265 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,6),0.0917737 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,4),0.101003 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,2),-0.14565 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,-1),-0.0619502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,7),(10,6),0.0808086 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,7),(10,4),0.0977666 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,7),(10,3),-0.14553 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,7),(10,2),-0.15861 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,7),(10,-1),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,6),(10,4),0.113889 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,6),(10,3),-0.144763 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,6),(10,2),-0.166803 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,6),(10,-1),-0.0695963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,4),(10,3),0.0653457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,4),(10,2),0.106915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,4),(10,-1),-0.117114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,10),(10,3),(10,2),-0.144834 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,3),(10,-1),-0.139407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,2),(10,-1),-0.0780934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,12),(12,13),-0.0505683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,14),0.0386864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,15),-0.0322229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,16),-0.0225675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,17),-0.0443473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,18),-0.0108626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,19),0.0321276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,20),0.0386864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,22),-0.0226334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,23),0.0384815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,24),-0.0605693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,26),-0.0235284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,27),0.197352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,12),(12,13),(12,14),-0.0139616 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,15),-0.0194559 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,16),-0.0080816 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,17),-0.0419815 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,18),-0.0237555 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,19),-0.0281271 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,20),-0.0139616 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,22),-0.0080816 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,23),-0.0139616 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,24),-0.00692668 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,26),-0.0213882 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,27),-0.104888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,14),(12,15),-0.0204963 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,16),-0.0119845 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,17),-0.0334283 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,18),-0.0215324 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,19),-0.0226341 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,20),-0.0262402 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,22),-0.0119845 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,23),-0.0262409 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,24),-0.0207394 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,26),-0.0218966 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,27),0.087787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,15),(12,16),-0.0244614 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,17),-0.0271412 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,18),-0.0138006 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,19),-0.00901184 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,20),-0.0235746 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,22),-0.0244614 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,23),-0.0235746 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,24),-0.0142205 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,26),-0.0258581 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,27),-0.00199417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,16),(12,17),-0.00736114 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,16),(12,18),-0.038411 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,16),(12,19),-0.0142498 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,16),(12,20),0.0167445 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,16),(12,22),-0.00612935 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,16),(12,23),0.0167445 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,16),(12,24),-0.0881916 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,16),(12,26),-0.0249677 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,16),(12,27),-0.0133497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,17),(12,18),-0.0452601 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,17),(12,19),-0.0134911 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,17),(12,20),-0.0747127 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,17),(12,22),0.0167855 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,17),(12,23),-0.0747127 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,17),(12,24),-0.00783774 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,17),(12,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,17),(12,27),-0.0292307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,18),(12,19),0.0539324 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,18),(12,20),0.189136 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,18),(12,22),-0.0157898 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,18),(12,23),0.17895 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,18),(12,24),-0.18233 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,18),(12,26),0.0882704 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,18),(12,27),-0.0319471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,19),(12,20),-0.0272948 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,19),(12,22),-0.0458621 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,19),(12,23),-0.0272948 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,19),(12,24),-0.00947411 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,19),(12,26),-0.0198099 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,19),(12,27),-0.0012506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,20),(12,22),-0.0119845 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,20),(12,23),-0.0262409 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,20),(12,24),-0.0207394 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,20),(12,26),-0.0218966 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,20),(12,27),0.087787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,22),(12,23),0.0167445 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,22),(12,24),-0.0881916 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,22),(12,26),-0.0249677 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,22),(12,27),-0.0133497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,23),(12,24),-0.0207394 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,23),(12,26),-0.0218966 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,23),(12,27),0.0876562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,24),(12,26),-0.0204279 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,24),(12,27),-0.104104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,26),(12,27),-0.0429407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,12),(12,11),0.017396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,9),0.176378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,8),0.0912157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,7),0.0877426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,6),0.2416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,2),-0.140832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,-1),-0.211996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,12),(12,11),(12,9),0.0987678 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,8),0.109014 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,7),0.123549 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,6),0.0577303 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,2),-0.147132 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,-1),-0.0720815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,9),(12,8),0.109202 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,7),0.105265 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,6),0.0917737 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,2),-0.14565 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,-1),-0.0586448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,8),(12,7),0.156881 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,8),(12,6),0.121057 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,8),(12,2),-0.145008 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,8),(12,-1),-0.185663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,7),(12,6),0.0808086 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,7),(12,2),-0.15861 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,7),(12,-1),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,6),(12,2),-0.166803 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,6),(12,-1),-0.0690366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,2),(12,-1),-0.0780934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,13),(13,14),-0.00858997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,15),-0.0208348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,16),0.0400484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,18),0.0735596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,19),-0.0348145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,20),-0.00858997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,22),0.0400484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,23),-0.00859304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,27),-0.121805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,13),(13,14),(13,15),-0.0195319 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,16),-0.0205642 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,19),-0.0194894 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,20),-0.0197731 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,22),-0.0205642 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,23),-0.0197731 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,27),-0.0104376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,15),(13,16),-0.0195319 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,22),-0.0195319 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,27),-0.0211802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,16),(13,18),-0.0201552 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,19),-0.0223274 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,20),-0.0196716 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,22),-0.0255841 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,23),-0.0196716 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,27),0.00151155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,18),(13,19),0.0648529 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,20),0.184894 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,22),-0.0143411 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,23),0.174707 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,27),0.063388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,19),(13,20),-0.0195128 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,19),(13,22),-0.0215441 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,19),(13,23),-0.0195128 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,19),(13,27),-0.0200837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,20),(13,22),-0.0205642 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,20),(13,23),-0.0197731 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,20),(13,27),-0.0104376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,22),(13,23),-0.0196716 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,22),(13,27),0.00151155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,23),(13,27),-0.0104407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,13),(13,11),0.107026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,-1),-0.079018 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
