# _root_ `` I do n't think anyone is now immune from takeover , '' said Robert Schneider of Duff & Phelps Inc. , Chicago .
#goldHeads=14,3,14,3,3,7,5,7,7,9,10,14,14,0,16,14,16,19,21,19,17,21,21,14,
#predictedHeads=14,3,14,3,3,7,5,9,7,9,10,14,14,0,16,14,16,19,21,19,17,21,21,14,
(4,6),(6,7),-0.40869 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.190504 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.409511 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.360321 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.861029 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.707515 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.728682 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.683781 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.03087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0453003 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.241743 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.210092 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.446247 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.354163 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.475098 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.388847 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.483944 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.553226 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.588255 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.637948 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.795217 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),-0.072331 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.301192 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.366617 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.473359 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.371645 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.560183 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.401687 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.538497 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.638126 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.14237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),-0.296412 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.319171 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.404756 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.534696 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.368606 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.472652 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.522302 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.653789 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.658062 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.862663 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.377977 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.340019 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.480847 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.283289 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.266257 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.366835 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.466886 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.667921 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.489345 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.499961 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.719532 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.701894 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.691077 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.659578 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.236716 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.30252 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.363855 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.267252 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.331592 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.42311 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.485029 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.798121 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.862016 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.639565 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.930295 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.580692 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.874445 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-0.764806 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.160797 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.03163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),-0.120964 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.020149 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0919662 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.10794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.0513197 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.184753 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.211482 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.248187 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.336901 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.525393 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),0.0377978 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.447651 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.567046 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.765834 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.0166768 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-0.823862 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.109736 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.191668 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.0609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.0793789 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.127172 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.204261 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.264472 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.289312 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.497379 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.62794 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.487086 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.459675 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.385931 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.59528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.167111 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.206062 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.201434 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.133961 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.102197 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.745905 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.602703 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.590634 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.497804 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.617643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.512481 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.337502 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.21931 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0186327 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.112058 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.622622 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.015881 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.233161 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.12282 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),0.568148 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.39077 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.727586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.503956 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.262594 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.127716 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0204176 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0505656 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.438436 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.219882 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.602438 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.380068 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.562411 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.148425 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.116366 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0503303 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.484846 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.00896635 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.188912 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.675976 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.29635 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.502157 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.47126 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.141492 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.00152803 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.130522 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.623589 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.076747 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.157049 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.0459253 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.434107 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.204174 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.179714 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.0646461 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.62786 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.45946 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.47979 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.0929059 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0744143 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.144546 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.525945 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.0431684 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.187771 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.442929 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0957581 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.645028 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.3525 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),0.47147 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.175362 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.420386 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.696717 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.546373 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.532253 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.44772 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.798939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.437517 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.197772 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.0517311 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.0270756 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.0590419 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.143537 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.534681 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.241388 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.377008 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.0255043 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.615484 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.314612 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.164687 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.267255 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),0.681565 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.13224 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.354437 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.0666121 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.605224 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.166843 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.0985259 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.516939 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.650353 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.386106 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.296962 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.508475 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.352654 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),0.471484 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.175516 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.420338 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.747034 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.580675 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.589167 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.491338 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.740841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.542001 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),0.260762 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),0.0800559 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.0199491 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.0555276 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.037022 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),0.582103 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.131598 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.209099 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.494706 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.133505 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.733536 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.417084 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.412026 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.259921 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),0.419072 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.121145 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.456058 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.201976 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.108496 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0656228 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.215402 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.277781 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0245671 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.40264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.792084 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.729232 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.874274 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.622784 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.966127 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.641364 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.76027 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.898708 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.16087 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.773412 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-1.44715 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.194695 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.194117 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0113591 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.2607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.619453 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.618693 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.783524 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.471741 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.824225 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.069072 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.22712 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.219279 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.262447 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.40101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.792093 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.729181 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.874172 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.621926 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.964506 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.641631 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.760217 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.898757 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.989083 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-1.16011 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.77368 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-1.44709 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.659615 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.716995 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.820024 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.314249 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.731652 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.817134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.154367 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.36587 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0394455 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.21253 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.119788 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.183134 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.336526 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.504529 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.251836 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.937384 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.557944 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.746005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0311542 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.359695 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0808716 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.26548 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0589362 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.283136 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.29464 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.203847 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.78593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),-0.194732 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0868636 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.166061 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0278476 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.128478 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.238647 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.282648 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.506627 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.89958 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.832039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),-0.165601 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.327039 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.15426 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0574495 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.122513 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.307963 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.178734 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.296385 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.44244 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.16263 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.420903 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.289154 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0244999 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.306877 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.166259 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.439608 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.410145 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.643597 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.599095 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.639052 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.274838 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.123504 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.489982 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.843746 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.17508 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.131396 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.165701 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.525199 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.185471 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.120906 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.195871 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.908973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.175013 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),0.169769 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),0.0441496 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.150185 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),0.00503872 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.250654 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.52501 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.556016 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.259153 # DEPENDENCYPART_GRANDPAR
(7,3),(3,24),-0.582439 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.324837 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0613212 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.181159 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.346898 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.86589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.163452 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),0.134925 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),0.0538792 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.144174 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.0958793 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.452302 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.169951 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.402603 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.169982 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.907219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.176928 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),0.171777 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),0.0490342 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.145266 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),0.00664669 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.248735 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.5233 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.76701 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.55341 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.257545 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-0.58052 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.035672 # DEPENDENCYPART_GRANDPAR
