# _root_ Further , under the agreement , First Tennesse would continue to develop the software that creates customer products and sevices .
#goldHeads=9,9,9,5,3,9,8,9,0,9,12,10,14,12,16,14,19,19,16,19,9,
#predictedHeads=9,9,9,5,3,9,8,9,0,9,12,10,14,12,16,14,18,19,16,19,9,
(9,9),(9,7),-0.163388 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,6),-1.09052 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,5),-0.12636 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,4),-0.410646 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,3),-0.422152 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,2),-1.60484 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,1),-0.514456 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.699937 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,7),-0.556008 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,6),0.0343871 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,5),-1.04897 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,4),-0.776327 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,3),-0.499207 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,2),-1.30695 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,1),-1.0136 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,-1),-0.743137 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,7),(9,6),-0.542889 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,5),-0.915851 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,4),-0.590871 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,3),-0.694257 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,2),-1.22268 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,1),-1.09141 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,-1),-1.01264 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,6),(9,5),0.0396132 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,4),-0.962098 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,3),-0.0122971 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,2),-1.00017 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,1),-0.789307 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,-1),-0.92056 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,5),(9,4),-0.23268 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,3),-0.192544 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,2),-0.97422 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,1),-0.672025 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,-1),-0.685144 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,4),(9,3),-0.745477 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,2),-1.10484 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,1),-1.12858 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,-1),-0.913476 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,3),(9,2),-0.368887 # DEPENDENCYPART_NEXTSIBL
(9,3),(9,1),-0.666738 # DEPENDENCYPART_NEXTSIBL
(9,3),(9,-1),-0.509373 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,2),(9,1),-0.462915 # DEPENDENCYPART_NEXTSIBL
(9,2),(9,-1),-1.14117 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,1),(9,-1),-0.231143 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,11),-0.29712 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,12),-0.118859 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,14),-0.243454 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,16),-0.528929 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,18),-0.244107 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,19),0.267014 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,20),-0.0984812 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,21),-0.878371 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,22),-0.653528 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,12),-1.08861 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,14),-0.9458 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,16),-0.956805 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,18),-0.867527 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,19),-1.20394 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,20),-0.82236 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,21),-0.865224 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,22),-0.544456 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,12),(10,14),-0.857082 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,16),-0.980161 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,18),-0.873922 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,19),-1.26296 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,20),-0.788491 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,21),-0.18494 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,22),-0.798788 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,14),(10,16),-0.660892 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,18),-1.00519 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,19),-0.788416 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,20),-1.04398 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,21),-0.223401 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,22),-0.764969 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,16),(10,18),-0.922389 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,19),-1.13138 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,20),-0.839929 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,21),-0.172221 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,22),-0.617583 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,18),(10,19),-1.24686 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,20),-1.17837 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,21),-0.832662 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,22),-0.60623 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,19),(10,20),-1.23179 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,21),-1.19189 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,22),-0.862311 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,20),(10,21),-0.6171 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,22),-0.528991 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,21),(10,22),-1.30839 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,9),-0.150677 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,8),-0.198005 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,7),-0.260042 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,6),-1.29908 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,5),-0.225822 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,3),-0.418462 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,2),-1.81341 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,1),-0.430871 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.598113 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,8),-0.523816 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,7),-0.828799 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,6),-0.968063 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,5),-1.06795 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,3),-1.27476 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,2),-1.23877 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,1),-1.01097 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,-1),-0.716369 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,8),(10,7),-0.653907 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,6),-0.12192 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,5),-1.13936 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,3),-0.532164 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,2),-1.46326 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,1),-1.02004 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,-1),-0.945063 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,7),(10,6),-0.70421 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,5),-1.01653 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,3),-0.729061 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,2),-1.384 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,1),-1.09892 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,-1),-1.19577 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,6),(10,5),-0.0372356 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,3),-0.246023 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,2),-1.14812 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,1),-0.796768 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,-1),-0.847123 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,5),(10,3),-0.226839 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,2),-1.12875 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,1),-0.67667 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,-1),-0.875565 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,3),(10,2),-0.398191 # DEPENDENCYPART_NEXTSIBL
(10,3),(10,1),-0.686484 # DEPENDENCYPART_NEXTSIBL
(10,3),(10,-1),-0.717667 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,2),(10,1),-0.470376 # DEPENDENCYPART_NEXTSIBL
(10,2),(10,-1),-1.06773 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,1),(10,-1),-0.174401 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,12),-0.213811 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,14),-0.168386 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,19),0.265956 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,22),-0.717234 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,14),-0.884826 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,19),-1.31288 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,22),-0.943375 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,19),-0.84847 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,22),-0.654039 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,19),(11,22),-0.791634 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,-1),-0.245216 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,12),(12,13),-0.939936 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,14),-0.199266 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,16),-0.600074 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,17),0.00488418 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,18),-0.198832 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,19),0.312904 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,20),-0.0542928 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,21),-0.884273 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,22),-0.660745 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,14),-0.902094 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,16),-1.0552 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,17),-1.1552 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,18),-1.171 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,19),-1.01651 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,20),-1.19151 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,21),-1.10255 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,22),-1.05191 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,14),(12,16),-0.673456 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,17),-0.975491 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,18),-0.961966 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,19),-0.75055 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,20),-1.00133 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,21),-0.208858 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,22),-0.714426 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,16),(12,17),-0.996433 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,18),-0.93154 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,19),-1.15248 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,20),-0.849715 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,21),-0.202769 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,22),-0.656636 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,17),(12,18),-0.937048 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,19),-1.11473 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,20),-1.19017 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,21),-0.873843 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,22),-0.49858 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,18),(12,19),-1.20842 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,20),-1.13515 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,21),-0.817545 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,22),-0.551909 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,19),(12,20),-1.19482 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,21),-1.18303 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,22),-0.832849 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,20),(12,21),-0.602557 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,22),-0.478448 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,21),(12,22),-1.32527 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,11),0.0611176 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,9),-0.153004 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,8),-0.204602 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,7),-0.266639 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,6),-1.29646 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,5),-0.232419 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,3),-0.410479 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,2),-1.81079 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,-1),-0.619651 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,11),(12,9),-0.669209 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,8),-0.7854 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,7),-0.840301 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,6),-1.07026 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,5),-0.753191 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,3),-1.08592 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,2),-1.17328 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,-1),-0.623875 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,9),(12,8),-0.52879 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,7),-0.833774 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,6),-0.966085 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,5),-1.07292 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,3),-1.26925 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,2),-1.23679 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,-1),-0.71876 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,8),(12,7),-0.662278 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,6),-0.121855 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,5),-1.14773 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,3),-0.522505 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,2),-1.46319 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,-1),-0.979593 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,7),(12,6),-0.704144 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,5),-1.0249 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,3),-0.719402 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,2),-1.38393 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,-1),-1.2303 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,6),(12,5),-0.0384602 # DEPENDENCYPART_NEXTSIBL
(12,6),(12,3),-0.235728 # DEPENDENCYPART_NEXTSIBL
(12,6),(12,2),-1.14287 # DEPENDENCYPART_NEXTSIBL
(12,6),(12,-1),-0.843364 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,5),(12,3),-0.21718 # DEPENDENCYPART_NEXTSIBL
(12,5),(12,2),-1.12869 # DEPENDENCYPART_NEXTSIBL
(12,5),(12,-1),-0.910095 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,3),(12,2),-0.3893 # DEPENDENCYPART_NEXTSIBL
(12,3),(12,-1),-0.692671 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,2),(12,-1),-1.06398 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,22),-0.0739391 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,13),(13,-1),-0.207831 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,14),(14,15),-0.572921 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,16),-0.544461 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,17),-0.236314 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,18),-0.468878 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,19),0.0646734 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,20),-0.299172 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,21),-0.525272 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,22),-0.363628 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,15),(14,16),-1.06462 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,17),-1.22853 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,18),-1.34061 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,19),-1.15456 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,20),-1.31688 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,21),-1.12688 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,22),-0.253219 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,16),(14,17),-0.973948 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,18),-0.920633 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,19),-1.10515 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,20),-0.829458 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,21),-0.198089 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,22),-0.699365 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,17),(14,18),-1.02042 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,19),-1.17231 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,20),-1.26604 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,21),-0.784872 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,22),-0.566816 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,18),(14,19),-1.2768 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,20),-1.22319 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,21),-0.739072 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,22),-0.682261 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,19),(14,20),-1.21036 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,21),-1.04738 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,22),-0.747262 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,20),(14,21),-0.515852 # DEPENDENCYPART_NEXTSIBL
(14,20),(14,22),-0.552692 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,21),(14,22),-1.22969 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,13),-0.563549 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,12),-0.215013 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,11),-0.249839 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,-1),-0.383688 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,13),(14,12),-0.901534 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,11),-1.12627 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,-1),-0.302895 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,12),(14,11),-0.637546 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,-1),-0.974519 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,11),(14,-1),-0.726873 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,22),0.151306 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,15),(15,-1),-0.234537 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,16),(16,17),-0.00975185 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,18),-0.214478 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,19),0.320902 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,20),-0.0689288 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,21),-0.881162 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,22),-0.658215 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,18),-0.955381 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,19),-1.12151 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,20),-1.208 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,21),-0.880327 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,22),-0.541408 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,18),(16,19),-1.21571 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,20),-1.15348 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,21),-0.824534 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,22),-0.598445 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,19),(16,20),-1.20103 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,21),-1.17646 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,22),-0.827838 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,20),(16,21),-0.609041 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,22),-0.521275 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,21),(16,22),-1.31884 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,15),-0.179226 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,14),-0.231561 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,11),0.0356514 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,9),-0.15043 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,8),-0.194327 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,6),-1.30064 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,5),-0.222144 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,3),-0.407259 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,2),-1.81497 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,1),-0.427542 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,-1),-0.612244 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,15),(16,14),-0.357211 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,11),-0.472746 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,9),-0.532756 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,8),-0.673577 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,6),-0.447204 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,5),-0.686528 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,3),-0.818879 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,2),-0.570167 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,1),-0.570663 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,-1),0.326412 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,14),(16,11),-1.42904 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,9),-1.36303 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,8),-1.72005 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,6),-1.61212 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,5),-1.60949 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,3),-1.32065 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,2),-2.16021 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,1),-1.36375 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,-1),-1.00255 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,11),(16,9),-0.679245 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,8),-0.79861 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,6),-1.08534 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,5),-0.766401 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,3),-1.09746 # DEPENDENCYPART_NEXTSIBL
