# _root_ If the pound falls closer to 2.80 marks , the Bank of England may raise Britain 's base lending rate by one percentage point to 16 % , says Mr. Rendell .
#goldHeads=4,3,4,14,4,5,8,6,14,11,14,11,12,29,14,20,16,20,20,15,15,24,24,21,15,27,25,29,0,31,29,29,
#predictedHeads=4,3,4,14,4,4,8,6,14,11,14,11,12,29,14,20,16,20,20,15,15,24,24,21,15,27,25,29,0,31,29,29,
(0,15),(15,8),(15,-1),0.0393436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,4),(15,1),0.130439 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,4),(15,-1),0.0178406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,1),(15,-1),-0.304191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,29),(29,30),-0.0739285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,31),-0.0722116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,32),-0.129286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,33),-0.242716 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,29),(29,30),(29,31),-0.0138454 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,30),(29,32),0.0390335 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,30),(29,33),-0.136732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,31),(29,32),0.0409836 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,31),(29,33),-0.136732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,32),(29,33),0.183838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,29),(29,28),0.144921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,27),0.307192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,26),0.215092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,25),-0.120906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,24),0.298699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,23),0.302949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,22),0.225919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,21),0.205919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,20),0.296765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,19),0.302314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,16),0.297144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,15),0.0431264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,14),0.0573334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,13),0.300087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,11),0.287053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,9),0.144921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,4),0.0436083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,3),0.300987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,1),0.210405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,29),(29,29),(29,-1),-0.636359 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,29),(29,28),(29,27),0.095962 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,26),0.0854432 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,25),0.225198 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,24),0.0953157 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,23),0.0962025 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,22),0.079264 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,21),0.316442 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,20),0.0951509 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,19),0.0962025 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,16),0.0962025 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,15),0.113953 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,14),0.195953 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,13),0.0962019 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,11),0.0947736 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,9),0.0836279 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,4),0.110659 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,3),0.0979263 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,1),0.307852 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,28),(29,-1),-0.379479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,27),(29,26),0.102936 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,25),0.125248 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,24),0.142193 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,23),0.142266 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,22),0.0970854 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,21),-0.0774297 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,20),0.145533 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,19),0.142266 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,16),0.142256 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,15),0.170562 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,14),0.11813 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,13),0.142266 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,11),0.144551 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,9),0.331889 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,4),0.17585 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,3),0.142266 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,1),-0.104557 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,27),(29,-1),0.0558052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,26),(29,25),0.119069 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,24),0.116462 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,23),0.116462 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,22),0.118578 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,21),0.102932 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,20),0.116462 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,19),0.116462 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,16),0.116462 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,15),0.118277 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,13),0.116462 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,11),0.116462 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,9),0.151508 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,4),0.118277 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,3),0.116462 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,1),0.102932 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,26),(29,-1),-0.0794324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,25),(29,24),0.0789861 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,23),0.0789861 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,22),0.119027 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,21),0.118195 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,20),0.0789861 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,19),0.0789861 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,16),0.0789861 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,15),0.117608 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,14),0.119059 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,13),0.0789861 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,11),0.0789861 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,9),0.113712 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,4),0.117608 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,3),0.0789861 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,1),0.117982 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,25),(29,-1),-0.191455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,24),(29,23),0.140478 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,24),(29,22),0.0971384 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,24),(29,21),-0.0770729 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,24),(29,20),0.143745 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,24),(29,19),0.140478 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,24),(29,16),0.140468 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,24),(29,15),0.171321 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,24),(29,14),0.11813 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,24),(29,13),0.140478 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,24),(29,11),0.142763 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,24),(29,9),0.326809 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,24),(29,4),0.176609 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,24),(29,3),0.140478 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,24),(29,1),-0.1042 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,24),(29,-1),0.0536681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,23),(29,22),0.0971384 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,23),(29,21),-0.0770136 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,23),(29,20),0.144165 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,23),(29,19),0.140898 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,23),(29,16),0.140888 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,23),(29,15),0.171321 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,23),(29,14),0.11813 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,23),(29,13),0.140898 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,23),(29,11),0.143183 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,23),(29,9),0.32868 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,23),(29,4),0.176609 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,23),(29,3),0.140898 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,23),(29,1),-0.104141 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,23),(29,-1),0.0551608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,22),(29,21),0.101523 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,22),(29,20),0.115766 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,22),(29,19),0.115766 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,22),(29,16),0.115766 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,22),(29,15),0.118254 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,22),(29,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,22),(29,13),0.115766 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,22),(29,11),0.115766 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,22),(29,9),0.151094 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,22),(29,4),0.118254 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,22),(29,3),0.115766 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,22),(29,1),0.101523 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,22),(29,-1),-0.071428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,21),(29,20),0.188246 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,21),(29,19),0.188656 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,21),(29,16),0.188656 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,21),(29,15),0.107551 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,21),(29,14),0.118507 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,21),(29,13),0.188656 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,21),(29,11),0.187125 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,21),(29,9),0.115799 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,21),(29,4),0.107551 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,21),(29,3),0.188656 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,21),(29,1),0.154721 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,21),(29,-1),-0.249328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,20),(29,19),0.140787 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,20),(29,16),0.140777 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,20),(29,15),0.171321 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,20),(29,14),0.11813 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,20),(29,13),0.140787 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,20),(29,11),0.143072 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,20),(29,9),0.323852 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,20),(29,4),0.176609 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,20),(29,3),0.140787 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,20),(29,1),-0.100053 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,20),(29,-1),0.0526883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,19),(29,16),0.140888 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,19),(29,15),0.171321 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,19),(29,14),0.11813 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,19),(29,13),0.140898 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,19),(29,11),0.143183 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,19),(29,9),0.328221 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,19),(29,4),0.176609 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,19),(29,3),0.140898 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,19),(29,1),-0.104141 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,19),(29,-1),0.0559683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,16),(29,15),0.171321 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,16),(29,14),0.11813 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,16),(29,13),0.140898 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,16),(29,11),0.143183 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,16),(29,9),0.323866 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,16),(29,4),0.176609 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,16),(29,3),0.140898 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,16),(29,1),-0.104141 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,16),(29,-1),0.0551389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,15),(29,14),0.115619 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,15),(29,13),0.0904491 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,15),(29,11),0.0914163 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,15),(29,9),0.0551305 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,15),(29,4),0.127268 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,15),(29,3),0.0900796 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,15),(29,1),0.129665 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,15),(29,-1),0.0356665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,14),(29,13),0.0928281 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,14),(29,11),0.0928281 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,14),(29,9),0.0675597 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,14),(29,4),0.106957 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,14),(29,3),0.0928281 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,14),(29,1),0.115676 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,14),(29,-1),-0.0127899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,13),(29,11),0.143183 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,13),(29,9),0.326802 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,13),(29,4),0.176609 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,13),(29,3),0.140898 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,13),(29,1),-0.104141 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,13),(29,-1),0.0551602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,11),(29,9),0.326305 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,11),(29,4),0.179934 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,11),(29,3),0.13912 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,11),(29,1),-0.100878 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,11),(29,-1),0.0356178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,9),(29,4),0.110659 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,9),(29,3),0.0979263 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,9),(29,1),0.307852 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,9),(29,-1),-0.379479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,4),(29,3),0.0900796 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,4),(29,1),0.129665 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,4),(29,-1),0.0349743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,3),(29,1),-0.104141 # DEPENDENCYPART_GRANDSIBL
(0,29),(29,3),(29,-1),0.0560174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,29),(29,1),(29,-1),-0.308238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,4),-0.0374327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,33),-0.0752397 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,4),(2,33),-0.0311532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,1),0.11615 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,2),(2,-1),-0.160644 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,1),(2,-1),-0.12792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,4),-0.0775997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,5),0.00021181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,6),0.0402202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,8),-0.174136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,9),-0.0705592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,32),-0.0688293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,33),0.0572197 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,4),(3,5),-0.035329 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,6),-0.0247369 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,8),-0.044295 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,9),0.0166114 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,32),-0.0426243 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,33),-0.100351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,5),(3,6),-0.0467932 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,8),-0.0350641 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,9),-0.0390292 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,32),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,33),0.0673378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,6),(3,8),-0.0349873 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,9),-0.0296231 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,32),-0.0427984 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,33),0.013745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,8),(3,9),-0.0792336 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,32),-0.0457371 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,33),-0.115222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,9),(3,32),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,33),-0.0626812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,32),(3,33),-0.0634498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,3),(3,2),0.038415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,1),0.165195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,-1),-0.170371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,2),(3,1),0.0887975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,2),(3,-1),-0.102041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,1),(3,-1),-0.104845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,4),(4,5),-0.0764122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,6),-0.0799312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,7),-0.00789663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,8),0.0416861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,9),-0.0896332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,11),0.0393281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,12),-0.0933271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,14),-0.0227469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,15),-0.0574288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,21),-0.122483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,28),-0.0896332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,29),-0.0603409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,32),-0.0448079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,33),-0.0454778 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,5),(4,6),-0.0339057 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,8),-0.0494115 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,9),-0.0517991 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,11),-0.0494115 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,12),-0.0264847 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,14),-0.0417461 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,15),-0.0619377 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,21),-0.0264375 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,28),-0.0517991 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,29),-0.0619377 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,32),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,33),-0.0472834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,6),(4,7),-0.0420356 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,8),-0.0332823 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,9),-0.00343118 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,11),-0.0332823 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,12),-0.0457932 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,14),-0.0438817 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,15),-0.0523261 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,21),-0.0439972 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,28),-0.00343118 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,29),-0.0523261 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,32),-0.0450061 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,33),-0.0268606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,7),(4,8),-0.045711 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,9),-0.0448299 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,11),-0.045711 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,12),-0.0425598 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,15),-0.0415041 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,21),-0.0403348 # DEPENDENCYPART_GRANDSIBL
