# _root_ All the while , Ms. Bartlett had been busy at her assignment , serene in her sense of self-tilth .
#goldHeads=3,3,7,7,6,7,0,7,14,9,12,10,14,8,14,17,15,17,18,7,
#predictedHeads=3,3,7,7,6,7,0,7,8,8,12,10,8,8,14,17,15,17,18,7,
(3,12),(12,20),(12,21),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,12),(12,11),0.123668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,10),0.186967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,9),0.0815987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,8),0.123775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,7),0.122552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,6),0.145233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,4),0.165787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,3),0.145221 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,12),(12,-1),0.0015217 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,11),(12,10),0.118463 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,9),0.11915 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,8),0.119135 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,7),0.119135 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,6),0.121582 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,4),0.11824 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,3),0.121582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,11),(12,-1),-0.122038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,10),(12,9),0.120799 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,8),0.118558 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,7),0.118538 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,6),0.116387 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,4),0.114131 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,3),0.116386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,10),(12,-1),-0.104165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,9),(12,8),0.130154 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,7),0.130146 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,6),0.134798 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,4),0.090421 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,3),0.135238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,9),(12,-1),-0.167189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,8),(12,7),0.118214 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,6),0.129523 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,4),0.12322 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,3),0.129485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,8),(12,-1),-0.175678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,7),(12,6),0.129245 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,4),0.123206 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,3),0.129207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,7),(12,-1),-0.17677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,6),(12,4),0.122613 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,3),0.110086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,6),(12,-1),-0.147093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,4),(12,3),0.112757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,4),(12,-1),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,3),(12,-1),-0.147193 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,13),(13,15),-0.0588733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,21),-0.00909653 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,15),(13,21),-0.0625933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,-1),-0.0939583 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,14),(14,14),(14,15),0.0687453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,14),(14,14),(14,17),-0.0433981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,14),(14,14),(14,18),0.0376925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,14),(14,14),(14,19),-0.0433981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,14),(14,14),(14,20),-0.042021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,14),(14,14),(14,21),0.0284739 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,14),(14,15),(14,17),-0.0442836 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,15),(14,18),-0.0451028 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,15),(14,19),-0.0442836 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,15),(14,20),-0.0420146 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,15),(14,21),0.0569867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,17),(14,18),-0.0493024 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,17),(14,19),-0.0178255 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,17),(14,20),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,17),(14,21),0.00335235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,18),(14,19),-0.0445315 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,18),(14,20),-0.0420223 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,18),(14,21),0.0192431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,19),(14,20),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,19),(14,21),0.00335235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,20),(14,21),-0.042022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,14),(14,13),0.123894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,14),(14,14),(14,12),0.123629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,14),(14,14),(14,11),0.129169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,14),(14,14),(14,10),0.106583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,14),(14,14),(14,9),0.102476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,14),(14,14),(14,3),0.122524 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,14),(14,14),(14,-1),0.00120285 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,14),(14,13),(14,12),0.115249 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,13),(14,11),0.119164 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,13),(14,10),0.118255 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,13),(14,9),0.114325 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,13),(14,3),0.115249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,13),(14,-1),-0.111979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,12),(14,11),0.119164 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,12),(14,10),0.119102 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,12),(14,9),0.119116 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,12),(14,3),0.117555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,12),(14,-1),-0.121307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,11),(14,10),0.119039 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,11),(14,9),0.119164 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,11),(14,3),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,11),(14,-1),-0.114792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,10),(14,9),0.132878 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,10),(14,3),0.11898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,10),(14,-1),-0.166929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,9),(14,3),0.118821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,9),(14,-1),-0.116537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,3),(14,-1),-0.122413 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,15),(15,15),(15,16),-0.000834136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,17),0.0872083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,18),-0.0774071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,19),0.0848275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,20),-0.0531823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,21),-0.362901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,15),(15,16),(15,17),-0.0365955 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,18),-0.0424836 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,19),-0.0365955 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,21),-0.00447839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,17),(15,18),-0.0464393 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,17),(15,19),-0.0842959 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,17),(15,20),-0.0425555 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,17),(15,21),0.0389764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,18),(15,19),-0.0489525 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,18),(15,20),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,18),(15,21),-0.101419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,19),(15,20),-0.0425555 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,19),(15,21),0.0365745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,20),(15,21),-0.0543651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,15),(15,14),0.13584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,13),0.105855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,12),0.0610555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,10),0.107268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,-1),-0.0771224 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,15),(15,14),(15,13),0.0971511 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,14),(15,12),0.117096 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,14),(15,10),0.117148 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,14),(15,-1),-0.162241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,13),(15,12),0.116221 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,13),(15,10),0.116814 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,13),(15,-1),-0.11174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,12),(15,10),0.118047 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,12),(15,-1),-0.141849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,10),(15,-1),-0.143648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,20),(20,20),(20,21),-0.00516393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,20),(20,20),(20,18),0.118511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,20),(20,20),(20,-1),-0.0509464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,20),(20,18),(20,-1),-0.127341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,2),(2,3),0.115247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,4),0.119309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,21),0.147134 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,3),(2,4),0.118865 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,21),-0.131135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,4),(2,21),-0.129666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,2),(2,1),-0.0765712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,-1),0.211262 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,1),(2,-1),-0.0765712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,3),(3,4),0.165728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,5),-0.142781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,3),(3,6),-0.142781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,7),-0.154473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,8),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,9),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,10),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,12),-0.142781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,13),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,14),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,15),-0.144064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,20),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,21),0.00416491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,4),(3,5),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,4),(3,6),-0.129532 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,7),-0.127045 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,8),-0.127045 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,9),-0.12731 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,10),-0.125395 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,12),-0.129532 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,13),-0.125325 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,14),-0.12731 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,15),-0.125395 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,21),-0.00338785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,5),(3,6),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,7),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,8),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,9),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,10),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,12),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,13),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,14),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,15),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,20),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,21),-0.146323 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,6),(3,7),-0.125545 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,8),-0.125545 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,9),-0.125126 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,10),-0.125035 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,12),-0.125449 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,13),-0.126785 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,14),-0.125126 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,15),-0.125035 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,21),-0.145574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,7),(3,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,10),-0.124893 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,12),-0.124957 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,13),-0.125503 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,15),-0.124893 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,7),(3,21),-0.17492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,8),(3,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,10),-0.124893 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,12),-0.124957 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,13),-0.125503 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,15),-0.124893 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,21),-0.173828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,9),(3,10),-0.124895 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,12),-0.124914 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,13),-0.125225 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,14),-0.125158 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,15),-0.124894 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,21),-0.157963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,10),(3,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,13),-0.124891 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,15),-0.126677 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,21),-0.104158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,12),(3,13),-0.126785 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,12),(3,14),-0.125126 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,12),(3,15),-0.125035 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,12),(3,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,12),(3,21),-0.145115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,13),(3,14),-0.12731 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,13),(3,15),-0.125395 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,13),(3,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,13),(3,21),-0.00338785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,14),(3,15),-0.124894 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,14),(3,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,14),(3,21),-0.157963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,15),(3,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,15),(3,21),-0.0811495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,20),(3,21),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,3),(3,2),-0.0399501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,1),-0.0478565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,-1),0.0911454 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,2),(3,1),-0.0655735 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,2),(3,-1),-0.00997704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,1),(3,-1),-0.0684178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,21),-0.0916944 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,4),(4,-1),-0.00682778 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,6),(6,7),0.0538042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,8),0.046807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,9),-0.0647593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,10),-0.0287134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,12),-0.177906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,13),0.13881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,21),0.0926141 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,7),(6,8),-0.0452447 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,9),-0.0438367 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,10),-0.0516478 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,12),-0.0484601 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,13),-0.056236 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,21),-0.00945885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,8),(6,9),-0.0438367 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,10),-0.0516474 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,12),-0.0484092 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,13),-0.0560249 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,21),-0.0126025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,9),(6,10),-0.0448105 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,12),-0.0605472 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,13),-0.0325485 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,21),-0.0496714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,10),(6,12),-0.0425468 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,13),-0.0679473 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,21),-0.0489379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,12),(6,13),-0.0517442 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,21),0.00784363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,13),(6,21),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,5),0.150608 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,6),(6,4),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,3),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,2),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,-1),0.0185762 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,5),(6,4),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,3),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,2),-0.12581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,-1),-0.144674 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,4),(6,3),-0.129532 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,2),-0.124894 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,-1),-0.00338329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,3),(6,2),-0.12581 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,3),(6,-1),-0.144024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,2),(6,-1),-0.162443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,8),-0.0663369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,9),-0.00922934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,10),-0.0106219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,12),-0.0376878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,13),-0.074562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
