# _root_ `` They all went in the wrong direction , '' said Andreas Insam , an investment adviser for the Bank in Liechtenstein 's Frankfurt branch .
#goldHeads=11,4,2,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,18,17,25,22,25,21,11,
#predictedHeads=11,4,4,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,25,20,21,20,25,18,11,
(8,17),(17,14),-0.311314 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.285216 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.298789 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.241097 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.522893 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.404562 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.159137 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.839846 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.955033 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.267217 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.260882 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.344448 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.247648 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.24517 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.641641 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.79029 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.335213 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.125268 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),0.0723682 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.470276 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.280559 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.139347 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.194826 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.11801 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.595392 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.850911 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.318931 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.298463 # DEPENDENCYPART_GRANDPAR
(8,25),(25,1),-0.954737 # DEPENDENCYPART_GRANDPAR
(8,25),(25,15),0.29503 # DEPENDENCYPART_GRANDPAR
(8,25),(25,18),-0.283915 # DEPENDENCYPART_GRANDPAR
(8,25),(25,19),-0.241816 # DEPENDENCYPART_GRANDPAR
(8,25),(25,20),-0.359458 # DEPENDENCYPART_GRANDPAR
(8,25),(25,21),-0.076667 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),-0.760117 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),0.171426 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),-0.472171 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.277852 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.186459 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.014644 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0109729 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.011843 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.645421 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.212553 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.183224 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.15351 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0422633 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.205075 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.256766 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.199198 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.114289 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.72229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.630766 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.846914 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.834545 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.734587 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-1.04285 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-1.0466 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-1.14945 # DEPENDENCYPART_GRANDPAR
(10,4),(4,25),-0.607817 # DEPENDENCYPART_GRANDPAR
(10,4),(4,26),-1.07034 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.295941 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.052153 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.264711 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0930629 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.180316 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.333911 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.040121 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.78533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.652676 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.80783 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.934937 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.964702 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.855779 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.923956 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-1.14034 # DEPENDENCYPART_GRANDPAR
(10,8),(8,25),-0.729077 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.696639 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.342473 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.602079 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.504529 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.588361 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.717161 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.351624 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.584551 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.2725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.124037 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.122263 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.314469 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.778147 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.289185 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.290315 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.623828 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.720356 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.512922 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.704692 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-1.02643 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.167324 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.0427943 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.354477 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.214625 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.381486 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.114391 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.0798447 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.0330277 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.0759434 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.543271 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.0795188 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.30022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.223725 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.285878 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.162589 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.126384 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.62935 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.161239 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.312175 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.613952 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.28539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,1),0.0598009 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.628873 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.148092 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.214921 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.452916 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.178136 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.143835 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.392299 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.184163 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.0965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.0258022 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),0.0119951 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),0.089017 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),0.239865 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.68309 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.373141 # DEPENDENCYPART_GRANDPAR
(11,4),(4,25),-0.265792 # DEPENDENCYPART_GRANDPAR
(11,4),(4,26),-0.305936 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.161082 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.237224 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.0235357 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.281613 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.571553 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0933465 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.0157994 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.211579 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.0435442 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.36381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.224963 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.270674 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.257036 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.234436 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.249456 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.0542461 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.170968 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.456826 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.136015 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.226719 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.316389 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.285042 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.00937959 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0909036 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0236633 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0537612 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.572336 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0705847 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.33727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.0722791 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.334312 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.432051 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.269231 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),0.243272 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-1.00222 # DEPENDENCYPART_GRANDPAR
(11,8),(8,25),-0.624279 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.0803581 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.0357976 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.215714 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.331808 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.184262 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.308523 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.405105 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0769711 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.06813 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.313492 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.427452 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.3095 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.649698 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.576242 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.872948 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.507894 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.704323 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.368532 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.308523 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.759955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.952752 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0751156 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.41474 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0672989 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.31266 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.241815 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.228537 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.244208 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.142265 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-1.27398 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.0388021 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.4336 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.236756 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.757396 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.532266 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-1.00748 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.49224 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.253167 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.858602 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.452128 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.48754 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.275766 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0258027 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.163082 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.100806 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.209669 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.284567 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.622521 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-1.32723 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.090992 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.432221 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.306321 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.184191 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.389707 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.540834 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-1.1832 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.45945 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.0840983 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.257711 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.234805 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.58175 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.42276 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.338839 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.172875 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.589091 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-1.31259 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.536356 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.0598659 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),0.263383 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.626597 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.463581 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-1.15598 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.361228 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),0.000605626 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.22573 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.957708 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.668291 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.749293 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.51963 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.538622 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.28145 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.12759 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.4229 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.1553 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.44455 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.26063 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.27109 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.22663 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.14167 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.04789 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.816802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.576975 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.00426257 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.281183 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.445656 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.145065 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.970663 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.0820191 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.433847 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-1.20308 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),-0.614292 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.714824 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.318444 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.0126648 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.154088 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.295544 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.477302 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-1.25638 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.06349 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-1.50456 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.11193 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-1.54865 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-1.23359 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-1.08336 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.858434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.0934276 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.593521 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.75445 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.262645 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0180401 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.917133 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.140981 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.401489 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.322274 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-1.2164 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.439365 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.367351 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.636278 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.335236 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.468639 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.489958 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.351362 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.39295 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.313788 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.186609 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.270961 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.287714 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.06722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.655843 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.27523 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.467484 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.258085 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.240581 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.271209 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.334049 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.17331 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.325509 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.211381 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.558559 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.286085 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.599239 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.470816 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.31855 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.456883 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.288511 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.309452 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.06721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.629098 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.253228 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.139756 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.552939 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.594141 # DEPENDENCYPART_GRANDPAR
(13,4),(4,25),-0.663936 # DEPENDENCYPART_GRANDPAR
(13,4),(4,26),-1.03665 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.384799 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.312006 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.564016 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.617326 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.372995 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.2509 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.657444 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.415952 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.310263 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.677709 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.215444 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.676479 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.430039 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.288379 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.21875 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.128081 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.316505 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.17395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.778614 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.394511 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.0431019 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.665391 # DEPENDENCYPART_GRANDPAR
(13,8),(8,25),-0.805287 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.678055 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.407948 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.48181 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.336337 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.06481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,1),-0.245627 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.233216 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.558406 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.103188 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.248367 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.640136 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.387241 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.313275 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.224324 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.094926 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.452045 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.07045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.636655 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.260011 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.145856 # DEPENDENCYPART_GRANDPAR
