# _root_ UNC also is selling new parts , if needed , directly to the military instead of through a prime contractor .
#goldHeads=3,3,0,3,6,4,4,9,4,4,4,4,14,12,16,4,16,20,20,17,3,
#predictedHeads=3,3,0,3,6,4,4,9,4,9,9,11,14,12,16,14,16,20,20,17,3,
(2,3),(3,11),(3,14),-0.0380811 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,15),-0.0434641 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,22),-0.0457079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,12),(3,14),-0.0421518 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,15),-0.0421232 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,22),-0.046807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,14),(3,15),-0.0420257 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,21),-0.0421159 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,22),-0.0661552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,15),(3,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,22),-0.045708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,21),(3,22),-0.0474712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,3),(3,2),0.131996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,1),-0.126668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,-1),-0.201283 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,2),(3,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,2),(3,-1),-0.149191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,1),(3,-1),-0.173515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,5),-0.0540165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,6),-0.0811771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,7),-0.0438261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,8),-0.0426556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,9),-0.0576651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,10),-0.0438261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,11),-0.0347523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,12),-0.0522907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,14),-0.0540165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,15),-0.0347525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,16),-0.0428331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,17),-0.0426663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,22),0.0742778 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,5),(4,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,7),-0.0420109 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,8),-0.0399711 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,9),-0.0372052 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,10),-0.0420109 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,11),-0.0420257 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,12),-0.0434821 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,15),-0.0420257 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,16),-0.0399742 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,17),-0.0399715 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,21),-0.0421159 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,22),-0.0653775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,6),(4,7),-0.0453752 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,8),-0.045937 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,9),-0.0310735 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,10),-0.0453752 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,11),-0.0441674 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,12),-0.0515156 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,14),-0.0420585 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,15),-0.0441674 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,16),-0.0466924 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,17),-0.0459185 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,21),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,22),-0.0740175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,7),(4,8),-0.0451142 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,9),-0.0460963 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,10),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,11),-0.0427534 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,12),-0.0420911 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,14),-0.0421433 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,15),-0.0427534 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,16),-0.0451147 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,17),-0.0451142 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,22),-0.0223371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,8),(4,9),-0.042618 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,10),-0.0443029 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,11),-0.0394214 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,12),-0.0445223 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,14),-0.0420079 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,15),-0.0394214 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,16),-0.0431542 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,17),-0.0431542 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,21),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,22),-0.065629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,9),(4,10),-0.0420796 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,11),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,12),-0.0419992 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,14),-0.0421857 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,15),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,16),-0.0424435 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,17),-0.0424435 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,22),-0.023348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,10),(4,11),-0.0427534 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,12),-0.0420911 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,14),-0.0421433 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,15),-0.0427534 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,16),-0.0451147 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,17),-0.0451142 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,22),-0.0223371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,11),(4,12),-0.0345423 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,14),-0.040475 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,15),-0.0428214 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,16),-0.0459994 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,17),-0.0459994 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,22),-0.0448761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,12),(4,14),-0.0421518 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,15),-0.0421232 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,16),-0.0471852 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,17),-0.0471852 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,22),-0.0464964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,14),(4,15),-0.0420257 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,16),-0.0399742 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,17),-0.0399715 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,21),-0.0421159 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,22),-0.0653775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,15),(4,16),-0.0459994 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,17),-0.0459994 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,22),-0.0448762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,16),(4,17),-0.0431876 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,16),(4,21),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,16),(4,22),-0.0664453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,17),(4,21),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,17),(4,22),-0.0656162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,21),(4,22),-0.047371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,3),0.109975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,2),0.13243 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,4),(4,-1),-0.200223 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,3),(4,2),0.118985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,3),(4,-1),-0.137809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,2),(4,-1),-0.147753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,6),(6,7),-0.0367725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,8),-0.0299485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,9),-0.025427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,10),-0.0367725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,11),-0.0449396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,12),-0.0599363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,13),-0.045152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,14),-0.0433799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,15),-0.0449578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,16),-0.0422239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,20),-0.059879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,22),-0.0818554 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,7),(6,8),-0.0397625 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,9),-0.0257332 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,10),-0.0421035 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,11),-0.0475357 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,12),-0.0420166 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,13),-0.0420504 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,14),-0.0423331 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,15),-0.0475357 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,16),-0.0397625 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,20),-0.0412506 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,22),-0.046019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,8),(6,9),-0.0430361 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,10),-0.0382608 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,11),-0.0436516 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,12),-0.0426372 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,13),-0.0420018 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,14),-0.0420879 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,15),-0.0436659 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,16),-0.0418767 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,20),-0.0424357 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,22),-0.0204309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,9),(6,10),-0.043416 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,11),-0.0420762 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,12),-0.042002 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,13),-0.045745 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,14),-0.0421612 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,15),-0.0420762 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,16),-0.0426517 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,20),-0.0380203 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,22),-0.00196749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,10),(6,11),-0.0475357 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,12),-0.0420166 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,13),-0.0420504 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,14),-0.0423331 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,15),-0.0475357 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,16),-0.0397625 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,20),-0.0412506 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,22),-0.046019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,11),(6,12),-0.0420278 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,13),-0.0431126 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,14),-0.0421087 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,15),-0.0422658 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,16),-0.0399766 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,20),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,22),-0.0346837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,12),(6,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,14),-0.0419994 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,15),-0.042009 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,16),-0.0423881 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,20),-0.0425925 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,22),-0.0547092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,13),(6,14),-0.0420021 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,15),-0.035478 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,16),-0.0413582 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,20),-0.0425107 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,22),-0.0939953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,14),(6,15),-0.0426093 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,16),-0.0435779 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,20),-0.0359164 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,22),-0.00308782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,15),(6,16),-0.0399766 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,20),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,22),-0.0347163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,16),(6,20),-0.0424548 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,22),-0.0365044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,20),(6,22),-0.0789455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.138105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,4),0.124141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,3),0.123108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,2),0.119481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,6),(6,1),-0.125302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,-1),-0.178851 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,5),(6,4),0.123639 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,3),0.12364 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,2),0.11809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,5),(6,1),-0.124887 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,-1),-0.106765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,3),0.118186 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,2),0.119009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,1),-0.124896 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,-1),-0.121206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,3),(6,2),0.119009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,3),(6,1),-0.124896 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,3),(6,-1),-0.1224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,2),(6,1),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,2),(6,-1),-0.144693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,1),(6,-1),-0.0786559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,8),-0.0472455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,22),-0.0593248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,8),(7,22),-0.0477116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,-1),-0.152136 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,11),(11,12),-0.0531836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,13),-0.0280172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,14),-0.0547933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,15),-0.0207562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,16),-0.086456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,17),-0.0814822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,21),-0.0428552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,22),0.0350244 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,12),(11,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,16),-0.0425488 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,17),-0.0425488 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,22),-0.0539221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,13),(11,14),-0.0420959 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,16),-0.0421086 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,17),-0.0420537 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,22),-0.0276539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,14),(11,15),-0.042419 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,16),-0.0422068 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,17),-0.0421097 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,22),-0.0633129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,15),(11,16),-0.0461782 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,17),-0.0461782 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,22),-0.00663476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,16),(11,17),-0.0429194 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,22),-0.0766143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,17),(11,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,17),(11,22),-0.0734447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,21),(11,22),-0.0428552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,10),0.105256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,8),0.0975249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,7),0.105256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,6),0.105893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,5),0.11454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,4),0.118765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,1),-0.125558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,-1),-0.128411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,10),(11,8),0.118833 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,7),0.119164 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,6),0.116584 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,5),0.119125 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,4),0.118342 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,-1),-0.121084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,8),(11,7),0.130541 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,6),0.119157 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,5),0.119164 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,4),0.119164 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,-1),-0.145979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,7),(11,6),0.116584 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,5),0.119125 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,4),0.118342 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,-1),-0.121084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,6),(11,5),0.119164 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,4),0.119164 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,-1),-0.140284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,5),(11,4),0.119164 # DEPENDENCYPART_GRANDSIBL
