# _root_ The new generation of plants will possess the flourishing , high-production trait known as `` hybrid vigor , '' similar to that now seen in hybrid corn .
#goldHeads=3,3,6,3,4,0,6,12,12,12,12,7,12,13,14,17,14,12,12,12,20,21,24,22,24,27,25,6,
#predictedHeads=3,3,6,3,4,0,6,12,12,12,12,7,12,13,17,17,14,17,17,17,20,21,24,20,24,27,25,6,
(13,12),(12,20),-0.420314 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.192579 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.620624 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.222786 # DEPENDENCYPART_GRANDPAR
(13,12),(12,28),-0.687352 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.515599 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.593584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.715492 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.166703 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.532795 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.498272 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.352304 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.156753 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),0.221012 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),0.15805 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.483538 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.295747 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.421813 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.495542 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.273728 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.214402 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.0164344 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.503968 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.521341 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.656189 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.333551 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.334607 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.434512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.268408 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.504209 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0367786 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.384989 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.243623 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.0208422 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.114117 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.342736 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),0.0412007 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),0.0985208 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.30121 # DEPENDENCYPART_GRANDPAR
(13,17),(17,27),-0.237087 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.421816 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.305556 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.0648135 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.264923 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.340496 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.0455965 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),0.206016 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),0.0707017 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),0.0911262 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.291325 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.72192 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.281659 # DEPENDENCYPART_GRANDPAR
(13,20),(20,28),-0.406733 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.432397 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.105726 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.246951 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),0.0545772 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.118031 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.0905236 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),-0.296122 # DEPENDENCYPART_GRANDPAR
(13,23),(23,3),-0.567744 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),0.115495 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.399983 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),0.0709308 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.220613 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.754646 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),-0.275671 # DEPENDENCYPART_GRANDPAR
(13,24),(24,10),-0.627903 # DEPENDENCYPART_GRANDPAR
(13,24),(24,14),0.459754 # DEPENDENCYPART_GRANDPAR
(13,24),(24,16),-0.134477 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),0.200273 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),0.340282 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),-0.143117 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.342587 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.0225439 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.117645 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.678115 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-0.122025 # DEPENDENCYPART_GRANDPAR
(13,24),(24,28),-0.365849 # DEPENDENCYPART_GRANDPAR
(13,28),(28,24),0.00842705 # DEPENDENCYPART_GRANDPAR
(13,28),(28,25),-0.298384 # DEPENDENCYPART_GRANDPAR
(13,28),(28,27),-0.439437 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.16015 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.127611 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.0341255 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.00460005 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0979374 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0517025 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.264811 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.936134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.291099 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.0484971 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),0.231956 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),0.113478 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),0.0458645 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.593135 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.414177 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.791039 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.464217 # DEPENDENCYPART_GRANDPAR
(14,12),(12,28),-0.823569 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.175696 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.125997 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.141355 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0815152 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.106232 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0252126 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.00346994 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.989874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.329298 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),0.0287767 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),0.216834 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),0.206804 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),0.0976074 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.515861 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.372886 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.338824 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.406575 # DEPENDENCYPART_GRANDPAR
(14,13),(13,28),-0.771178 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.491951 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.435649 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.555228 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.787292 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.75652 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.61428 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0633981 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.639189 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.545522 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.547938 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.489219 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.551741 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.400943 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.569716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.811648 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.547228 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.759353 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.635034 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.0490973 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.232767 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.236249 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.207296 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),0.0537106 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.480365 # DEPENDENCYPART_GRANDPAR
(14,17),(17,27),-0.352846 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.555228 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.582159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,16),0.443192 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.70904 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.620642 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.480016 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.161486 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),0.136315 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),0.0231823 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.53841 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.290019 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.324768 # DEPENDENCYPART_GRANDPAR
(14,20),(20,28),-0.389821 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.648609 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.176103 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.318627 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),0.00355128 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.597382 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.382148 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),-0.458287 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-0.741645 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.00292624 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.371199 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.0689806 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.571766 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.373422 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.402115 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.52544 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.125582 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.459891 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.260808 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.377441 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.139858 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.262078 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.31706 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.0334076 # DEPENDENCYPART_GRANDPAR
(16,9),(9,17),-0.286733 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.4922 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.52544 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.260808 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.170229 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.322888 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.31706 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.0334076 # DEPENDENCYPART_GRANDPAR
(16,11),(11,17),-0.286733 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.471436 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.327483 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.259678 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.216389 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.366994 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.191889 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.264574 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0719592 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.104793 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.50962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.24743 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.480998 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.503928 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.820097 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.435443 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.698938 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-0.691542 # DEPENDENCYPART_GRANDPAR
(16,12),(12,28),-0.956331 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.728224 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.57088 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.795149 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.54638 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.617896 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.735263 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.360459 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.474719 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.08444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0528433 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.0780659 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.465894 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0471072 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.328782 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.0491304 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.330437 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.267577 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),-0.654633 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.657198 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.372096 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.1031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.105431 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0656035 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.137136 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0225473 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.00780008 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.272641 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.227036 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.52856 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.626968 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.575336 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.447463 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),0.0475438 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.047637 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.0672302 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.868639 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.588362 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.475506 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.145847 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.0477096 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.098243 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.398033 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.0447807 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.1427 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.05835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,19),-0.325771 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.868639 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.145847 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.101044 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.133522 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.0447807 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.1427 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.05835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,1),-0.314215 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.350248 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.195839 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.0319644 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.113447 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.23274 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.0358689 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.104085 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.176745 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.50944 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.06117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.330992 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.36934 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.252113 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.230855 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.480425 # DEPENDENCYPART_GRANDPAR
(17,12),(12,24),-0.403283 # DEPENDENCYPART_GRANDPAR
(17,12),(12,28),-0.725826 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.908082 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.516836 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.19816 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.0673008 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),0.0202624 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.133475 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.251133 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0454358 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.153363 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.348955 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.19963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.339907 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.421854 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.281679 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.306991 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.245357 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.484184 # DEPENDENCYPART_GRANDPAR
(17,13),(13,28),-0.777186 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.268689 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.100978 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.175538 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.608475 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.240386 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.335018 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.209147 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.18945 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.148964 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),0.100587 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.100188 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.213659 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.216502 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.05835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-0.325771 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.19222 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.867161 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.50402 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.0201908 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.592185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.14664 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.026717 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.458317 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.362528 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.189096 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.0055469 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.0776072 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.105441 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.223384 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.108709 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.13898 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.0743611 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.228969 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.0635842 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.15348 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.259047 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.250994 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.0945682 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.0813735 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-1.52091 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.369272 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.0868334 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.143111 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.0432255 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.124212 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.208267 # DEPENDENCYPART_GRANDPAR
(17,24),(24,10),-0.536579 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-0.696199 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-0.10965 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.650825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),0.147365 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.168037 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.0271312 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.317432 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.0280231 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.140703 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.146396 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.316983 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),0.400565 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),0.362031 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),0.224367 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.115067 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.157513 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.302065 # DEPENDENCYPART_GRANDPAR
(17,27),(27,16),-0.0800831 # DEPENDENCYPART_GRANDPAR
(17,27),(27,20),0.342387 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),0.113582 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),0.341309 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),0.261661 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.0412913 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.0202401 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.175304 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),-0.147865 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),0.0244674 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),0.00587269 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),0.0915685 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.0235424 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.114188 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),0.0917794 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.337979 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.164147 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),0.290194 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.11556 # DEPENDENCYPART_GRANDPAR
