# _root_ The DAX Index of 30 West German blue chips plunged 12.8 % , a one-day record , wiping out the summer 's gains .
#goldHeads=3,3,10,3,9,9,9,9,4,0,12,10,12,16,16,12,12,10,18,21,23,21,18,10,
#predictedHeads=3,3,10,3,9,7,9,9,4,0,12,10,10,16,16,12,10,10,18,21,23,21,18,10,
(7,2),(2,3),-0.246792 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0982375 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.217883 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.602369 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.79047 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.04707 # DEPENDENCYPART_GRANDPAR
(7,2),(2,24),-1.0381 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.667113 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.331685 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.129191 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.225873 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.256069 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.2918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.168624 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.602378 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.790476 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.904181 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-1.05118 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-1.0695 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-1.13434 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-1.31964 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-1.11371 # DEPENDENCYPART_GRANDPAR
(7,3),(3,24),-1.0381 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.193378 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.343441 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.510647 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.26061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.137435 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.626432 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.796897 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.915383 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-1.07655 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-1.13781 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-1.01572 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.370077 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.253395 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.267413 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.27655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,10),-0.780856 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.849087 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.910299 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.969839 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.535203 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.278863 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.176855 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0946514 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.114393 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.29057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.166905 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.795067 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.924333 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.83337 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.667671 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.810022 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.880989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),-0.245415 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.217581 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.23378 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.946036 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.853794 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.603103 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.720347 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.886576 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.917372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.241109 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.241069 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0548209 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.253907 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.26701 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.420329 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.350165 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.40758 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.50218 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.09109 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.899349 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.807617 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.657773 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.654074 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.803764 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.966752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.164525 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.221316 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.209474 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.282471 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.351885 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.33344 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.325911 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.452767 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.43504 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.476098 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.504252 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.580726 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.912719 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.532235 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.746378 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.601427 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.123281 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.565839 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.381801 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.666849 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.464956 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.525396 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.26034 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.992951 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.900706 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.628731 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.685816 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.840989 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.910924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.21107 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.231478 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.261924 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.260569 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.345159 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.269831 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.411219 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.428314 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.448244 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.507987 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.562856 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-1.00196 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.525686 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.496958 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.061346 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.375091 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.535988 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.605767 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.499141 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.620122 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.617854 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.891979 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.569906 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.672526 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.678105 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.2802 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0890639 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.290535 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.332704 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.244755 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.43093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.476447 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.916546 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.964376 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-1.0129 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-1.15355 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-1.1816 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-1.33936 # DEPENDENCYPART_GRANDPAR
(8,3),(3,23),-1.14517 # DEPENDENCYPART_GRANDPAR
(8,3),(3,24),-1.05579 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.336053 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.286552 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.34408 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.249061 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.906926 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.909282 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.872019 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.982762 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.554304 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.235472 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.152 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.138054 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.186981 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.367249 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.42844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.920363 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.88528 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.177959 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0944869 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.112317 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.182285 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.093344 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.42739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.466706 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.920018 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.774743 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.932876 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.884543 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-1.05324 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.979849 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.10212 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.847896 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.774699 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.69787 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.718715 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.880904 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.775664 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.09719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0951676 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.207299 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.343968 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.326711 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.359969 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.375072 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.538118 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.495407 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.489043 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.524645 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.650309 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.932469 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.569651 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.764078 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.27137 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.941497 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.867789 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.668829 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.750457 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.918129 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.81274 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.0507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.105452 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.387941 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.258447 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.318972 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.315807 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.493378 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.487668 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.458004 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.525184 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.629247 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-1.01852 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.559917 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.511474 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0656613 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.67914 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0942795 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.218143 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.162284 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.34641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.671633 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.926747 # DEPENDENCYPART_GRANDPAR
(9,2),(2,24),-1.15629 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.622486 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0942162 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.255796 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.161839 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0940695 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.107579 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.0662492 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.34657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.671789 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.658339 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.931036 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.688336 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-1.08787 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-1.60598 # DEPENDENCYPART_GRANDPAR
(9,3),(3,23),-1.11572 # DEPENDENCYPART_GRANDPAR
(9,3),(3,24),-1.15644 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.112195 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0936316 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.16859 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.153438 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.181057 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.41158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.717095 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.709858 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.735863 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-1.18078 # DEPENDENCYPART_GRANDPAR
(9,4),(4,24),-1.17331 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.207617 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.163591 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0514199 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0684662 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-0.663441 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.60353 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.791146 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.731176 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.739426 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.210996 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.167366 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.163496 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.191408 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0743603 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0231854 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.706705 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.834808 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.122106 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0784764 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.213304 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.217175 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.418225 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0407728 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.36898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.7067 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.84497 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.659365 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.83441 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.991247 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.758486 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.132025 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.203399 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.179772 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0023435 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.7067 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.659365 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.17025 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.793187 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.765113 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.722822 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.299029 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.56906 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.576528 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.584219 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.93797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.235111 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.119912 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.245659 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.395632 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.365151 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.12746 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.402495 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.205941 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.63175 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.520639 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-1.28867 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.452308 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.88534 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.677254 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.85784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),-0.232878 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.163094 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.176806 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.319931 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.19261 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.42226 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.971227 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.94264 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.803252 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.413863 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.702709 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.710028 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.717719 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.921219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.135547 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.252992 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0240963 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.292633 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.0852726 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.180933 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.124689 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.555603 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.337484 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-1.31048 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.330049 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.52434 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-1.41883 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.693016 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.700335 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.708025 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.844664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,11),-0.291826 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0841643 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.269432 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.0972759 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.235674 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.263718 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.254066 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.692899 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.537134 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-1.45596 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.468382 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.652218 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.946054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,12),-0.133219 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.208814 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.534583 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.660742 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.360931 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.460841 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-1.281 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.48543 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.792718 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.747607 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),0.542933 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.153593 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.169699 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.520739 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.132676 # DEPENDENCYPART_GRANDPAR
