# _root_ A Ford spokesman said the Dearborn , Mich. , auto maker is n't aware of any injuries caused by the windshield problem .
#goldHeads=3,3,4,0,11,8,8,11,8,11,12,4,12,12,14,17,15,17,18,22,22,19,4,
#predictedHeads=3,3,4,0,11,8,8,11,8,11,12,4,12,12,14,17,15,17,18,22,22,19,4,
(2,4),(4,13),(4,19),-0.0225176 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,23),-0.0467789 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,24),0.01338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,14),(4,18),-0.0551824 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,19),-0.0586466 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,23),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,24),0.0297892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,18),(4,19),-0.0543615 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,18),(4,23),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,18),(4,24),-0.0619933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,19),(4,23),-0.0530748 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,19),(4,24),-0.00252866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,23),(4,24),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,3),0.164862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,2),0.164455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,4),(4,1),-0.126643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,-1),0.00933272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,3),(4,2),0.093627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,3),(4,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,3),(4,-1),-0.0144317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,2),(4,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,2),(4,-1),-0.0162398 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,1),(4,-1),-0.134064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,7),0.138962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,8),-0.180038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,9),0.138962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,10),-0.183083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,11),-0.184007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,12),0.0532162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,13),-0.0717731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,15),-0.0210072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,18),0.0503815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,19),-0.0480224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,22),-0.182991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,24),0.098653 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,7),(6,8),0.142221 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,9),-0.0496519 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,10),0.134207 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,11),0.131845 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,12),-0.120657 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,13),-0.0503676 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,15),-0.0267764 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,18),-0.117144 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,19),-0.0280111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,22),0.13421 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,24),-0.0437623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,8),(6,9),-0.0479911 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,10),-0.0135857 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,11),-0.0135119 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,12),-0.044555 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,13),-0.0370397 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,15),-0.037029 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,18),-0.042986 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,19),-0.0297706 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,22),-0.013508 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,24),0.00690633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,9),(6,10),0.134207 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,11),0.131845 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,12),-0.120657 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,13),-0.0503676 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,15),-0.0267764 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,18),-0.117144 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,19),-0.0280111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,22),0.13421 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,24),-0.0437623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,10),(6,11),-0.0133801 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,12),-0.044555 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,13),-0.0370397 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,15),-0.037029 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,18),-0.042986 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,19),-0.0297706 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,22),-0.0133762 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,24),0.00280257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,11),(6,12),-0.0445892 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,13),-0.0370397 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,15),-0.0370399 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,18),-0.0430202 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,19),-0.0297815 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,22),-0.0135127 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,24),-0.000123634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,12),(6,13),-0.042131 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,15),-0.052585 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,18),-0.0452775 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,19),-0.053565 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,22),-0.0484271 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,24),-0.0112624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,13),(6,15),-0.0480059 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,18),-0.0450168 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,19),-0.0477934 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,22),-0.0438932 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,24),-0.0820648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,15),(6,18),-0.0362572 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,19),-0.0462915 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,22),-0.0360075 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,24),-0.0509307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,18),(6,19),-0.0527088 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,18),(6,22),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,18),(6,24),-0.00939815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,19),(6,22),-0.0412902 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,19),(6,24),-0.0878714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,22),(6,24),0.0028856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.113192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,4),0.125345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,3),0.152558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,1),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,-1),0.0252922 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,5),(6,4),0.118431 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,3),0.147667 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,-1),-0.162379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,3),0.129348 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,1),-0.124981 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,-1),-0.174522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,3),(6,1),-0.125509 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,3),(6,-1),-0.143858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,1),(6,-1),-0.100301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,24),-0.00862295 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,7),(7,-1),-0.0934975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,8),(8,9),0.148627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,10),-0.183083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,11),-0.184007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,12),0.0532161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,13),-0.0717731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,15),-0.0210072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,17),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,18),0.0503814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,22),-0.182991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,24),0.0965056 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,9),(8,10),0.144494 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,11),0.142132 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,12),-0.120659 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,13),-0.0503676 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,15),-0.0267764 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,17),0.144496 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,18),-0.117146 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,22),0.144496 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,24),-0.0448795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,10),(8,11),-0.0101675 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,12),-0.044555 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,13),-0.0370397 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,15),-0.0370297 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,17),-0.0101635 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,18),-0.042986 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,22),-0.0101635 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,24),0.013484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,11),(8,12),-0.0445892 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,13),-0.0370397 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,15),-0.0370405 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,17),-0.0103001 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,18),-0.0430202 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,22),-0.0103001 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,24),0.0105578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,12),(8,13),-0.042131 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,15),-0.052585 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,17),-0.0484271 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,18),-0.0452775 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,22),-0.0484271 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,24),-0.0112641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,13),(8,15),-0.0480059 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,17),-0.0438932 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,18),-0.0450168 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,22),-0.0438932 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,24),-0.0820648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,15),(8,17),-0.0360075 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,15),(8,18),-0.0362572 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,15),(8,22),-0.0360075 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,15),(8,24),-0.0509314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,17),(8,18),-0.042986 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,17),(8,22),-0.0100934 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,17),(8,24),0.0135703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,18),(8,22),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,18),(8,24),-0.00939988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,22),(8,24),0.013567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,7),0.175774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,6),0.152017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,5),0.113192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,4),0.125345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,3),0.15201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,-1),0.0219055 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,7),(8,6),0.111023 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,5),0.112259 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,4),0.119859 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,3),0.111023 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,-1),0.00830718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,6),(8,5),0.132621 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,4),0.113673 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,3),0.110069 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,-1),-0.146012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,5),(8,4),0.118431 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,5),(8,3),0.147667 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,5),(8,-1),-0.162379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,4),(8,3),0.129348 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,4),(8,-1),-0.174522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,3),(8,-1),-0.146145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,24),-0.00862295 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,9),(9,-1),-0.0934975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,11),(11,12),0.0535445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,13),-0.0717733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,14),-0.0647798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,15),-0.0138875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,24),0.0827219 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,12),(11,13),-0.042131 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,14),-0.0438368 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,15),-0.052585 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,24),-0.00458844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,13),(11,14),-0.0421069 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,15),-0.0480059 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,24),-0.082139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,14),(11,15),-0.0395578 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,24),-0.0496894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,15),(11,24),-0.0494975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,10),0.153017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,9),0.164828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,8),0.15338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,7),0.164828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,6),0.153758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,5),0.11754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,4),0.125335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,3),0.153751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,2),0.153569 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,11),(11,1),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,-1),0.0070758 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,10),(11,9),0.122622 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,8),0.108669 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,7),0.122622 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,6),0.108737 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,5),0.137643 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,4),0.113673 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,3),0.108751 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,2),0.108748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,10),(11,1),-0.125509 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,-1),-0.147152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,9),(11,8),0.108615 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,7),0.115514 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,6),0.111811 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,5),0.112259 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,4),0.119859 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,3),0.111811 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,2),0.111811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,9),(11,1),-0.124899 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,-1),-0.00378932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,8),(11,7),0.120423 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,6),0.109996 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,5),0.138419 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,4),0.113673 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,3),0.11001 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,2),0.110006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,8),(11,1),-0.125509 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,-1),-0.149238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,7),(11,6),0.111811 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,5),0.112259 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,4),0.119859 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,3),0.111811 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,2),0.111811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,7),(11,1),-0.124899 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,-1),-0.00378932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,6),(11,5),0.138419 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,4),0.113673 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,3),0.110025 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,2),0.110021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,6),(11,1),-0.125509 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,-1),-0.148011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,5),(11,4),0.118431 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,3),0.147667 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,2),0.147667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,5),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,-1),-0.146892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,4),(11,3),0.129346 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,4),(11,2),0.129348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,4),(11,1),-0.124981 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,4),(11,-1),-0.174531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,3),(11,2),0.110021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,3),(11,1),-0.125509 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,3),(11,-1),-0.148144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,2),(11,1),-0.125509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,2),(11,-1),-0.148001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,1),(11,-1),-0.084814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,12),(12,13),-0.0158374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,14),0.00658589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,15),-0.0503448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,17),-0.035304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,18),-0.0203288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,19),0.0480327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,22),-0.0339567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,23),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,24),0.0562323 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,13),(12,14),-0.048553 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,15),-0.0212238 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,17),-0.0356197 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,18),-0.0499843 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,19),-0.0211071 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,22),-0.0356197 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,23),-0.046923 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,24),0.0238602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,14),(12,15),-0.0590143 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,17),-0.0347568 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,18),-0.051178 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,19),-0.0671444 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,22),-0.0347574 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,23),-0.0429968 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,24),0.0527857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
