# _root_ Jaguar 's own defenses against a hostile bid are weakened , analysts add , because fewer than 3 % of its shares are owned by employees and management .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,23,17,19,17,23,19,22,20,10,23,24,27,25,27,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,23,17,19,17,23,19,22,20,13,23,24,27,25,27,9,
(5,13),(13,20),(13,25),-0.0212657 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,20),(13,27),-0.00511731 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,20),(13,29),-0.0194454 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,20),(13,30),0.0108353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,23),(13,24),-0.0201445 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,23),(13,25),-0.0243135 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,23),(13,27),-0.0204496 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,23),(13,29),-0.0198525 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,23),(13,30),-0.0418396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,24),(13,25),-0.0241631 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,24),(13,27),-0.0204496 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,24),(13,29),-0.0197471 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,24),(13,30),-0.0427666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,25),(13,27),-0.00377349 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,25),(13,29),-0.0194454 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,25),(13,30),0.00514967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,27),(13,29),0.257543 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,27),(13,30),-0.0193764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,29),(13,30),-0.0256361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,13),(13,12),0.117447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,11),0.0949198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,10),0.0970285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,9),0.097028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,8),0.115526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,7),0.0964927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,6),0.0878092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,5),0.120909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,4),-0.1534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,3),-0.144871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,1),-0.1534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,-1),-0.176875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,12),(13,11),0.101049 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,10),0.108692 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,9),0.108648 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,8),0.101854 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,7),0.105666 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,6),0.104681 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,5),0.105734 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,4),-0.144732 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,1),-0.144732 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,-1),-0.127123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,11),(13,10),0.107775 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,9),0.107775 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,8),0.0887371 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,7),0.108979 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,6),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,5),0.102635 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,-1),-0.153622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,10),(13,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,8),0.111936 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,7),0.109531 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,6),0.109013 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,5),0.109278 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,-1),-0.134612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,9),(13,8),0.111935 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,7),0.109531 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,6),0.109013 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,5),0.109278 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,-1),-0.127704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,8),(13,7),0.105666 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,6),0.104681 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,5),0.107598 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,4),-0.144732 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,1),-0.144732 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,-1),-0.131092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,7),(13,6),0.108814 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,7),(13,5),0.109043 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,7),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,7),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,7),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,7),(13,-1),-0.162026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,6),(13,5),0.108546 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,6),(13,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,6),(13,3),-0.144713 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,6),(13,1),-0.144706 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,6),(13,-1),-0.174846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,5),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,5),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,5),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,5),(13,-1),-0.157921 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,4),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,4),(13,1),-0.144732 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,4),(13,-1),-0.13109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,3),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,3),(13,-1),-0.162031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,1),(13,-1),-0.131095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,5),(5,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,7),-0.144769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,8),-0.148048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,9),-0.146076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,12),-0.148038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,13),-0.146076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,30),-0.137395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,6),(5,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,30),-0.147691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,7),(5,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,30),-0.144135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,8),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,30),-0.148667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,9),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,30),-0.146122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,11),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,30),-0.145996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,12),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,12),(5,30),-0.148654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,13),(5,30),-0.146122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,5),(5,4),0.00609807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,3),-0.0241893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,-1),-0.0828475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,4),(5,3),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,4),(5,-1),0.00887006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,3),(5,-1),-0.0239824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,9),-0.019959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,10),-0.0199565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,12),-0.0197031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,30),-0.0878289 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,9),(7,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,30),-0.0127357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,10),(7,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,30),-0.0127316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,12),(7,30),-0.0196842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,6),0.106461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,-1),-0.213721 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,6),(7,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,6),(7,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,6),(7,-1),-0.147781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,4),(7,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,4),(7,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,3),(7,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,3),(3,5),0.114065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,30),-0.0687173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,3),(3,5),(3,30),-0.142841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,3),(3,1),-0.0256025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,-1),0.0320566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,3),(3,1),(3,-1),-0.023464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,4),(4,5),0.102015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,6),0.109507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,7),-0.14637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,8),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,9),-0.145088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,10),-0.145088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,12),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,13),-0.145088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,24),-0.145088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,30),-0.0768582 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,5),(4,6),0.109357 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,9),-0.14472 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,10),-0.14472 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,13),-0.14472 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,24),-0.14472 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,30),-0.151362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,6),(4,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,30),-0.13844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,7),(4,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,11),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,14),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,30),-0.17027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,8),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,11),-0.144702 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,14),-0.144702 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,30),-0.152346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,9),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,11),-0.144704 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,30),-0.159438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,10),(4,11),-0.144704 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,10),(4,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,10),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,10),(4,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,10),(4,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,10),(4,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,10),(4,30),-0.158656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,11),(4,12),-0.144756 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,11),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,11),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,11),(4,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,11),(4,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,11),(4,30),-0.147995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,12),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,12),(4,14),-0.144702 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,12),(4,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,12),(4,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,12),(4,30),-0.152346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,13),(4,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,13),(4,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,13),(4,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,13),(4,30),-0.158656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,14),(4,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,14),(4,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,14),(4,30),-0.147995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,24),(4,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,24),(4,30),-0.158656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,29),(4,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,4),(4,3),-0.0261963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,2),-0.0195208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,1),-0.0346142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,-1),-0.0390822 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,3),(4,2),-0.0194551 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,3),(4,1),-0.0195561 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,3),(4,-1),-0.0480728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,2),(4,1),-0.0194533 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,2),(4,-1),-0.0197483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,1),(4,-1),-0.045621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,6),(6,7),-0.146075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,30),-0.122378 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,7),(6,30),-0.146315 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,6),(6,5),-0.0201212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,-1),0.00562107 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,5),(6,-1),-0.0201212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,10),-0.048369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,11),-0.0317779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,12),-0.00649381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,13),-0.0483805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,14),-0.0317779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,15),-0.0377293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,16),0.0081684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,23),-0.0496669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,27),-0.0340539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,29),-0.0217878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,30),0.113985 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,10),(9,11),-0.0185784 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,12),-0.0196042 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,13),-0.0196617 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,14),-0.0185784 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,15),-0.0237917 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,16),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,23),-0.0196617 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,27),-0.0194511 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,29),-0.0197872 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,30),-0.0354098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,11),(9,12),-0.020057 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,13),-0.0238955 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,15),-0.0214372 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,16),-0.0198558 # DEPENDENCYPART_GRANDSIBL
