# _root_ Today , with business activity in Hong Kong staggering along at an uneven pace , the economy itself seems locked in a struggle between hope and fear .
#goldHeads=19,19,19,5,9,5,8,6,3,9,9,14,14,11,19,17,19,17,0,19,20,23,21,23,26,24,26,19,
#predictedHeads=19,19,19,5,9,5,8,6,3,9,9,14,14,11,19,17,19,17,0,19,20,23,21,23,26,24,26,19,
(3,10),(10,9),(10,5),0.128122 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,3),0.119146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,9),(10,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,1),-0.124921 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,-1),-0.107907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,8),(10,7),0.114066 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,6),0.11829 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,5),0.114066 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,3),0.118016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,8),(10,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,1),-0.125216 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,-1),-0.0609506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,7),(10,6),0.11829 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,5),0.114066 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,3),0.118016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,7),(10,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,1),-0.125216 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,-1),-0.060943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,6),(10,5),0.121517 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,3),0.119156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,6),(10,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,1),-0.124897 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,-1),-0.133056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,5),(10,3),0.118016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,5),(10,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,5),(10,1),-0.125216 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,5),(10,-1),-0.0610944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,3),(10,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,3),(10,1),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,3),(10,-1),-0.132664 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,2),(10,1),-0.125218 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,2),(10,-1),-0.149005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,1),(10,-1),-0.060943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,26),(26,27),0.215012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,28),-0.0420242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,29),-0.215601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,26),(26,27),(26,28),-0.0375543 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,27),(26,29),0.0935584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,28),(26,29),-0.0465205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,26),(26,25),0.352611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,24),0.111231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,23),0.352611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,22),0.100725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,21),0.109814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,20),0.0643377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,19),0.0643377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,18),0.124399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,17),0.353833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,16),0.0995803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,15),0.0234902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,14),0.352611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,13),0.0308154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,12),0.100737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,11),0.11046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,10),0.0992799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,9),0.0643377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,8),0.35151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,7),0.352312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,6),0.109814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,5),0.354455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,3),0.111351 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,26),(26,26),(26,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,1),-0.125507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,-1),-0.180372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,26),(26,25),(26,24),0.0893568 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,23),0.0216909 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,22),0.142108 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,21),0.0885566 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,20),0.130463 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,19),0.130463 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,18),0.128506 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,17),0.0216909 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,16),0.131607 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,15),0.352528 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,14),0.0216909 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,13),0.173692 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,12),0.129695 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,11),0.0879172 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,10),0.112286 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,9),0.130463 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,8),0.0235282 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,7),0.0242114 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,6),0.0885566 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,5),0.0216154 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,3),0.0904146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,25),(26,2),-0.125757 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,1),-0.127313 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,-1),-0.138616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,24),(26,23),0.108609 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,22),0.134866 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,21),0.116976 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,20),0.118683 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,19),0.118683 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,18),0.118166 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,17),0.108609 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,16),0.138609 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,15),0.0991501 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,14),0.108609 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,13),0.117242 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,12),0.134866 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,11),0.116976 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,10),0.118679 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,9),0.118683 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,8),0.108609 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,7),0.108609 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,6),0.116976 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,5),0.108609 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,3),0.116561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,24),(26,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,1),-0.125173 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,-1),-0.199692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,23),(26,22),0.142108 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,21),0.0885566 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,20),0.130463 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,19),0.130463 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,18),0.128506 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,17),0.0216909 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,16),0.131607 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,15),0.352528 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,14),0.0216909 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,13),0.173692 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,12),0.129695 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,11),0.0879172 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,10),0.112286 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,9),0.130463 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,8),0.0235282 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,7),0.0242114 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,6),0.0885566 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,5),0.0216154 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,3),0.0904146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,23),(26,2),-0.125757 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,1),-0.127313 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,-1),-0.138616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,22),(26,21),0.117101 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,20),0.119054 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,19),0.119054 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,17),0.117165 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,16),0.116929 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,15),0.117316 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,14),0.117165 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,12),0.117488 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,11),0.116817 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,10),0.118754 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,9),0.119054 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,8),0.117165 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,7),0.117165 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,6),0.117101 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,5),0.117165 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,3),0.117101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,22),(26,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,1),-0.1249 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,-1),-0.177035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,21),(26,20),0.118683 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,19),0.118683 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,18),0.118166 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,17),0.107847 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,16),0.138609 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,15),0.0979317 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,14),0.107847 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,13),0.117242 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,12),0.134866 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,11),0.116965 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,10),0.118641 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,9),0.118683 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,8),0.107847 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,7),0.107847 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,6),0.116965 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,5),0.107847 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,3),0.116549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,21),(26,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,1),-0.125173 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,-1),-0.201187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,20),(26,19),0.109442 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,18),0.0989267 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,17),0.00382483 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,16),0.0906239 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,15),0.147556 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,14),0.00382601 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,13),0.127477 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,12),0.0923289 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,11),0.112684 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,10),0.111293 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,9),0.109442 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,8),0.00382601 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,7),0.00382601 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,6),0.112575 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,5),0.00382524 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,3),0.112142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,20),(26,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,-1),0.0660781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,19),(26,18),0.0989267 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,17),0.00382483 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,16),0.0906239 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,15),0.147556 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,14),0.00382601 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,13),0.127477 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,12),0.0923289 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,11),0.112684 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,10),0.111293 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,9),0.109442 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,8),0.00382601 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,7),0.00382601 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,6),0.112575 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,5),0.00382524 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,3),0.112142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,19),(26,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,-1),0.0660781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,18),(26,17),0.119161 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,16),0.115605 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,15),0.116528 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,14),0.119161 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,12),0.115605 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,11),0.114574 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,10),0.119147 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,9),0.119134 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,8),0.119161 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,7),0.119161 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,6),0.114574 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,5),0.119161 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,3),0.114556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,18),(26,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,-1),-0.151129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,17),(26,16),0.12957 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,15),0.353016 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,14),0.0216871 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,13),0.172945 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,12),0.127659 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,11),0.0879172 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,10),0.112286 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,9),0.130463 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,8),0.0235243 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,7),0.0242076 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,6),0.0885566 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,5),0.0216116 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,3),0.0904146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,17),(26,2),-0.125757 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,1),-0.127313 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,-1),-0.138189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,16),(26,15),0.116844 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,14),0.116587 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,12),0.11693 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,11),0.117178 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,10),0.118753 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,9),0.11909 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,8),0.116587 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,7),0.116587 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,6),0.117463 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,5),0.116587 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,3),0.117462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,16),(26,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,-1),-0.199758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,15),(26,14),0.269132 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,13),0.0308753 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,12),0.113351 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,11),0.0973597 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,10),0.113921 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,9),0.127936 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,8),0.273231 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,7),0.269132 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,6),0.0968354 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,5),0.269132 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,3),0.0979097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,15),(26,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,1),-0.125778 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,-1),-0.167235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,14),(26,13),0.173692 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,14),(26,12),0.129695 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,14),(26,11),0.0879172 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,14),(26,10),0.112286 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,14),(26,9),0.130463 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,14),(26,8),0.0235282 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,14),(26,7),0.0242114 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,14),(26,6),0.0885566 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,14),(26,5),0.0216154 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,14),(26,3),0.0904146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,14),(26,2),-0.125757 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,14),(26,1),-0.127313 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,14),(26,-1),-0.138616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,13),(26,12),0.119527 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,13),(26,11),0.115625 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,13),(26,10),0.115995 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,13),(26,9),0.118028 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,13),(26,8),0.0828328 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,13),(26,7),0.0828801 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,13),(26,6),0.115918 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,13),(26,5),0.0828801 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,13),(26,3),0.115697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,13),(26,2),-0.124886 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,13),(26,1),-0.124898 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,13),(26,-1),-0.129553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,12),(26,11),0.1173 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,12),(26,10),0.118754 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,12),(26,9),0.11909 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,12),(26,8),0.117167 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,12),(26,7),0.117167 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,12),(26,6),0.117584 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,12),(26,5),0.117167 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,12),(26,3),0.117583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,12),(26,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,12),(26,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,12),(26,-1),-0.185977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,11),(26,10),0.118627 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,11),(26,9),0.118683 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,11),(26,8),0.107932 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,11),(26,7),0.107932 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,11),(26,6),0.116561 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,11),(26,5),0.107932 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,11),(26,3),0.116146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,11),(26,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
