# _root_ `` Parenthood , '' this summer 's successful and amusing movie about parents and children , apparently was only the beginning .
#goldHeads=2,18,2,2,6,11,6,9,11,9,2,11,14,12,14,2,18,0,21,21,18,18,
#predictedHeads=18,18,2,2,6,11,6,9,11,9,2,11,14,12,14,2,18,0,21,21,18,18,
(0,2),(2,14),(2,18),-0.120242 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,19),0.418306 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,21),-0.183525 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,22),0.543391 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,23),-0.052972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,15),(2,16),-0.0177929 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,17),-0.0213528 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,18),-0.0272415 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,19),-0.0213528 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,21),0.00335548 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,22),0.0669074 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,23),-0.0279941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,16),(2,17),-0.0152857 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,18),-0.0654076 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,19),-0.0152961 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,21),0.00959908 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,22),-0.0384839 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,23),-0.039327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,17),(2,18),-0.026255 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,19),-0.0194599 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,21),-0.0198484 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,22),-0.017882 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,23),-0.0198806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,18),(2,19),-0.019957 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,18),(2,21),-0.0214097 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,18),(2,22),-0.139956 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,18),(2,23),-0.0228628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,19),(2,21),-0.0198484 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,19),(2,22),-0.017882 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,19),(2,23),-0.0198806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,21),(2,22),0.0669074 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,21),(2,23),-0.0279941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,22),(2,23),-0.0134956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.0977033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.275735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),-0.184313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,9),(9,10),-0.083459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,11),-0.306204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,12),-0.0953927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,13),-0.306036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,14),0.0334458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,15),-0.306036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,16),0.104694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,17),-0.0513673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,18),0.205945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,21),-0.307084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,22),-0.00595584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,23),-0.0827967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,9),(9,10),(9,11),-0.0025294 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,12),-0.0194603 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,13),-0.0025294 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,14),-0.0199842 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,15),-0.0025294 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,16),-0.0227992 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,18),-0.0291849 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,21),-0.0025294 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,22),-0.0846337 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,10),(9,23),-0.022069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,11),(9,12),-0.02129 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,13),-0.00331072 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,14),-0.0194833 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,15),-0.00331072 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,16),-0.0618112 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,17),-0.0246594 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,18),-0.0148398 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,21),-0.00331072 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,22),-0.11522 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,23),-0.0141472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,12),(9,13),0.00407849 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,14),-0.0195587 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,15),0.00407849 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,16),-0.0159341 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,18),-0.00584641 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,21),0.00407849 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,22),-0.0652729 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,23),-0.0269921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,13),(9,14),-0.0194833 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,15),-0.00331072 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,16),-0.0618112 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,17),-0.0246594 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,18),-0.0148398 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,21),-0.00331072 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,22),-0.115508 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,23),-0.0141472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,14),(9,15),-0.27145 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,16),0.0554498 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,17),-0.0302986 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,18),-0.120471 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,21),-0.18302 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,22),0.607924 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,23),-0.0210446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,15),(9,16),-0.0618112 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,17),-0.0246594 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,18),-0.0148398 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,21),-0.00331072 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,22),-0.115052 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,23),-0.0141472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,16),(9,17),-0.0077497 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,16),(9,18),-0.0140737 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,16),(9,21),-0.00108227 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,16),(9,22),-0.0278461 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,16),(9,23),-0.0279204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,17),(9,18),0.0337019 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,17),(9,21),-0.0334502 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,17),(9,22),-0.121711 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,17),(9,23),-0.022209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,18),(9,21),0.0340803 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,18),(9,22),0.188343 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,18),(9,23),-0.063076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,21),(9,22),-0.115145 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,21),(9,23),-0.0141472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,22),(9,23),-0.0354495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,9),(9,8),0.0964597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,6),-0.284358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,5),0.0950242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,4),0.148859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,3),0.3581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,2),-0.284358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,1),0.075987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,-1),-0.392852 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,9),(9,8),(9,6),0.108168 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,5),0.108925 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,4),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,3),0.090847 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,2),0.108168 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,1),0.108394 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,-1),-0.160933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,6),(9,5),0.0991183 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,4),0.121968 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,3),-0.090057 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,2),0.114958 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,1),0.116771 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,-1),-0.0355568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,5),(9,4),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,3),0.102758 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,2),0.102528 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,1),0.108732 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,-1),-0.188175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,4),(9,3),0.232899 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,4),(9,2),0.118057 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,4),(9,1),0.106135 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,4),(9,-1),-0.146884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,3),(9,2),-0.113652 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,3),(9,1),0.154487 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,3),(9,-1),-0.139311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,2),(9,1),0.116771 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,2),(9,-1),-0.0354831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,1),(9,-1),-0.124039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,11),(11,12),-0.0580037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,13),-0.0203685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,14),-0.0755147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,15),-0.0203685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,16),-0.0577805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,17),-0.0269703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,18),-0.0889732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,19),-0.0269693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,21),-0.0203685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,22),0.00810306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,23),-0.0458627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,11),(11,12),(11,13),-0.0185571 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,14),-0.0211297 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,15),-0.0185571 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,16),-0.00875645 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,17),-0.0194492 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,18),-0.0319061 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,19),-0.0194492 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,21),-0.0185604 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,22),0.00557052 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,23),-0.0752347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,13),(11,14),-0.0203337 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,15),0.00335548 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,16),-0.0177929 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,17),-0.0213528 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,18),-0.0272415 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,19),-0.0213528 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,21),0.00335548 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,22),0.0669074 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,23),-0.0279941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,14),(11,15),-0.271955 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,16),0.0414136 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,17),-0.0302972 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,18),-0.120242 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,19),0.418306 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,21),-0.183525 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,22),0.543391 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,23),-0.052972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,15),(11,16),-0.0177929 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,17),-0.0213528 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,18),-0.0272415 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,19),-0.0213528 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,21),0.00335548 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,22),0.0669074 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,23),-0.0279941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,16),(11,17),-0.0152857 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,18),-0.0654076 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,19),-0.0152961 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,21),0.00959908 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,22),-0.0384839 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,23),-0.039327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,17),(11,18),-0.026255 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,19),-0.0194599 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,21),-0.0198484 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,22),-0.017882 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,23),-0.0198806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,18),(11,19),-0.019957 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,21),-0.0214097 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,22),-0.139956 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,23),-0.0228628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,19),(11,21),-0.0198484 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,22),-0.017882 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,23),-0.0198806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,21),(11,22),0.0669074 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,21),(11,23),-0.0279941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,22),(11,23),-0.0134956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,11),(11,10),0.0825956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,9),0.0819515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,8),0.0825957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,6),0.232114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,5),0.16207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,3),0.0398463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,2),0.232114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,1),0.0977033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,-1),-0.275735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,11),(11,10),(11,9),0.116228 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,8),0.101563 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,6),0.100867 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,5),0.0976428 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,3),0.102271 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,2),0.100867 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,1),0.103112 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,-1),-0.169087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,9),(11,8),0.0826659 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,6),-0.138315 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,5),0.00271596 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,3),0.23883 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,2),-0.0898108 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,1),0.395669 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,-1),-0.157667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,8),(11,6),0.100867 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,5),0.0976428 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,3),0.104717 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,2),0.100867 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,1),0.103112 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,-1),-0.168805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,6),(11,5),0.096913 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,6),(11,3),0.137876 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,6),(11,2),0.0668537 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,6),(11,1),0.10294 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,6),(11,-1),-0.111277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,5),(11,3),0.123589 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,5),(11,2),0.109506 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,5),(11,1),0.0983507 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,5),(11,-1),-0.188958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,3),(11,2),0.0426848 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,3),(11,1),0.109535 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,3),(11,-1),-0.146361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,2),(11,1),0.10294 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,2),(11,-1),-0.111277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,1),(11,-1),-0.184313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,14),(14,15),-0.306036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,16),0.104694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,17),-0.0513673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,18),0.205945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,19),-0.046812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,21),-0.307084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,22),-0.00595584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,23),-0.0827967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,14),(14,15),(14,16),-0.0618112 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,17),-0.0246594 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,18),-0.0148398 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,19),-0.0246594 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,21),-0.00331072 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,22),-0.115052 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,23),-0.0141472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,16),(14,17),-0.0077497 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,18),-0.0140737 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,19),-0.0077497 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,21),-0.00108227 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,22),-0.0278461 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,23),-0.0279204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,17),(14,18),0.0337019 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,19),-0.0270071 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,21),-0.0334502 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,22),-0.121711 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,23),-0.022209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,18),(14,19),-0.0210342 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,21),0.0340803 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,22),0.188343 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,23),-0.063076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,19),(14,21),-0.0334502 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,19),(14,22),-0.117118 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,19),(14,23),-0.022209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,21),(14,22),-0.115145 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,21),(14,23),-0.0141472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,22),(14,23),-0.0354495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,14),(14,13),-0.284358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,12),0.107652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,11),-0.284358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,10),0.0964597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,9),0.0808072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,8),0.0964597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,6),-0.284358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
