# _root_ The plan had been to make one of Shearson 's easy-to-film , black-and-white `` Where We Stand '' commercials , which have been running occasionally in response to news events since 1985 .
#goldHeads=2,3,0,3,4,5,6,7,19,9,19,19,19,19,17,17,19,19,8,19,22,19,22,23,24,24,26,27,30,28,24,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,19,9,19,6,19,19,17,17,19,19,8,19,22,19,22,23,24,24,26,27,30,28,24,31,3,
(17,11),(17,27),-0.00316199 # DEPENDENCYPART_SIBL
(17,11),(17,28),0.0168082 # DEPENDENCYPART_SIBL
(17,11),(17,31),0.0181408 # DEPENDENCYPART_SIBL
(17,11),(17,33),-0.00395263 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.00179249 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.117872 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.285523 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0135145 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0290475 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0457273 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0156388 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.108585 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0652884 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.00647958 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.0443739 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.038748 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.0213228 # DEPENDENCYPART_SIBL
(17,12),(17,27),0.0383139 # DEPENDENCYPART_SIBL
(17,12),(17,28),-0.0300758 # DEPENDENCYPART_SIBL
(17,12),(17,31),0.0213298 # DEPENDENCYPART_SIBL
(17,12),(17,33),0.0945287 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0520384 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.152734 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.192622 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.00244167 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0537949 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0923515 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0923519 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0522519 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0120406 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.02137 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0949903 # DEPENDENCYPART_SIBL
(17,13),(17,26),-0.0680574 # DEPENDENCYPART_SIBL
(17,13),(17,27),-0.00404232 # DEPENDENCYPART_SIBL
(17,13),(17,28),0.00997568 # DEPENDENCYPART_SIBL
(17,13),(17,31),0.0181003 # DEPENDENCYPART_SIBL
(17,13),(17,33),-0.00395263 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.1216 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00501336 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.401105 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0992675 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.067735 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.103599 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0453453 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0117663 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0377638 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0866537 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.0553923 # DEPENDENCYPART_SIBL
(17,14),(17,27),-0.0296887 # DEPENDENCYPART_SIBL
(17,14),(17,28),-0.0152167 # DEPENDENCYPART_SIBL
(17,14),(17,31),-0.0587465 # DEPENDENCYPART_SIBL
(17,14),(17,33),0.134305 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.016919 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0156685 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.162329 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.114657 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0303322 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0756452 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.370163 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.207666 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.0426749 # DEPENDENCYPART_SIBL
(17,15),(17,26),0.228641 # DEPENDENCYPART_SIBL
(17,15),(17,27),0.269414 # DEPENDENCYPART_SIBL
(17,15),(17,28),-0.0427505 # DEPENDENCYPART_SIBL
(17,15),(17,31),0.0983319 # DEPENDENCYPART_SIBL
(17,15),(17,33),-0.263227 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.043642 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.011105 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.025096 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.00962563 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0453652 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.183387 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.158837 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.0769651 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.0543146 # DEPENDENCYPART_SIBL
(17,16),(17,27),0.140892 # DEPENDENCYPART_SIBL
(17,16),(17,28),0.10502 # DEPENDENCYPART_SIBL
(17,16),(17,31),0.0514859 # DEPENDENCYPART_SIBL
(17,16),(17,33),0.153912 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0570008 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.182297 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.084462 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0272909 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0914111 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.104173 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0640483 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.0503643 # DEPENDENCYPART_SIBL
(17,18),(17,27),0.0763357 # DEPENDENCYPART_SIBL
(17,18),(17,28),0.0692808 # DEPENDENCYPART_SIBL
(17,18),(17,31),0.150732 # DEPENDENCYPART_SIBL
(17,18),(17,33),-0.156023 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.033096 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0556964 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0065906 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.105951 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.0716257 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.0550812 # DEPENDENCYPART_SIBL
(17,19),(17,26),0.167731 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.0664598 # DEPENDENCYPART_SIBL
(17,19),(17,28),0.086136 # DEPENDENCYPART_SIBL
(17,19),(17,31),0.243368 # DEPENDENCYPART_SIBL
(17,19),(17,33),0.0126398 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.155605 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.191881 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.159492 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.516894 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.123057 # DEPENDENCYPART_SIBL
(17,20),(17,26),0.0399907 # DEPENDENCYPART_SIBL
(17,20),(17,27),0.117957 # DEPENDENCYPART_SIBL
(17,20),(17,28),0.0282498 # DEPENDENCYPART_SIBL
(17,20),(17,31),0.39211 # DEPENDENCYPART_SIBL
(17,20),(17,33),-0.0677512 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.021791 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.109437 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0205682 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0559443 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.0991206 # DEPENDENCYPART_SIBL
(17,21),(17,27),-0.148594 # DEPENDENCYPART_SIBL
(17,21),(17,28),-0.0667611 # DEPENDENCYPART_SIBL
(17,21),(17,31),-0.0401852 # DEPENDENCYPART_SIBL
(17,21),(17,33),-0.124561 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.159696 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.0422629 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0378255 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.0753771 # DEPENDENCYPART_SIBL
(17,22),(17,27),-0.114597 # DEPENDENCYPART_SIBL
(17,22),(17,28),-0.0979405 # DEPENDENCYPART_SIBL
(17,22),(17,31),-0.0293721 # DEPENDENCYPART_SIBL
(17,22),(17,33),0.0413923 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.211476 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.285335 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.262388 # DEPENDENCYPART_SIBL
(17,23),(17,27),-0.267337 # DEPENDENCYPART_SIBL
(17,23),(17,28),-0.23963 # DEPENDENCYPART_SIBL
(17,23),(17,31),-0.135475 # DEPENDENCYPART_SIBL
(17,23),(17,33),0.119241 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.1275 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.124675 # DEPENDENCYPART_SIBL
(17,24),(17,27),-0.227163 # DEPENDENCYPART_SIBL
(17,24),(17,28),-0.114751 # DEPENDENCYPART_SIBL
(17,24),(17,31),-0.100155 # DEPENDENCYPART_SIBL
(17,24),(17,33),0.030264 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.0371015 # DEPENDENCYPART_SIBL
(17,25),(17,27),-0.0253243 # DEPENDENCYPART_SIBL
(17,25),(17,28),0.00524946 # DEPENDENCYPART_SIBL
(17,25),(17,31),0.00425898 # DEPENDENCYPART_SIBL
(17,25),(17,33),-0.0314605 # DEPENDENCYPART_SIBL
(17,26),(17,27),0.0279329 # DEPENDENCYPART_SIBL
(17,26),(17,28),-0.0312733 # DEPENDENCYPART_SIBL
(17,26),(17,31),0.0380262 # DEPENDENCYPART_SIBL
(17,26),(17,33),0.00065689 # DEPENDENCYPART_SIBL
(17,27),(17,28),-0.000909784 # DEPENDENCYPART_SIBL
(17,27),(17,31),0.103267 # DEPENDENCYPART_SIBL
(17,27),(17,33),-0.0118103 # DEPENDENCYPART_SIBL
(17,28),(17,31),-0.0121711 # DEPENDENCYPART_SIBL
(17,28),(17,33),-0.00623586 # DEPENDENCYPART_SIBL
(17,31),(17,33),0.0591428 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.0564454 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.0482302 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.158281 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0418657 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0808867 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0808867 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.182047 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.112864 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0987707 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0456149 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.357484 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0469897 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0556847 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.0741961 # DEPENDENCYPART_SIBL
(19,2),(19,23),0.0510719 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.00861761 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.0322115 # DEPENDENCYPART_SIBL
(19,2),(19,26),0.00273064 # DEPENDENCYPART_SIBL
(19,2),(19,27),0.0406622 # DEPENDENCYPART_SIBL
(19,2),(19,28),-0.0722583 # DEPENDENCYPART_SIBL
(19,2),(19,30),0.0256304 # DEPENDENCYPART_SIBL
(19,2),(19,33),0.0423396 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.00130436 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0373327 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.1633 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.0136879 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0136879 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0502749 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0164689 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.127626 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0121442 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.471605 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.00492681 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0673128 # DEPENDENCYPART_SIBL
(19,3),(19,22),0.02351 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0809304 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.0638122 # DEPENDENCYPART_SIBL
(19,3),(19,25),-0.0555207 # DEPENDENCYPART_SIBL
(19,3),(19,26),-0.0259885 # DEPENDENCYPART_SIBL
(19,3),(19,27),0.0073631 # DEPENDENCYPART_SIBL
(19,3),(19,28),-0.0865117 # DEPENDENCYPART_SIBL
(19,3),(19,30),-0.0356393 # DEPENDENCYPART_SIBL
(19,3),(19,33),0.0435603 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.0226169 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0802818 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0424279 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0424279 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0149245 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0475327 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0604911 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0132644 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.350132 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0225239 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.069686 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.00421248 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0590043 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.0687112 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.0457876 # DEPENDENCYPART_SIBL
(19,4),(19,26),-0.0447739 # DEPENDENCYPART_SIBL
(19,4),(19,27),-0.0336406 # DEPENDENCYPART_SIBL
(19,4),(19,28),-0.0560869 # DEPENDENCYPART_SIBL
(19,4),(19,30),0.0143239 # DEPENDENCYPART_SIBL
(19,4),(19,33),0.00236347 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.176495 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.101312 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.101312 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.0782045 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0619391 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0344149 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0266981 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.296064 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0117772 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.032276 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0151431 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.0855229 # DEPENDENCYPART_SIBL
(19,7),(19,24),0.00614148 # DEPENDENCYPART_SIBL
(19,7),(19,25),-0.0173049 # DEPENDENCYPART_SIBL
(19,7),(19,26),-0.0498101 # DEPENDENCYPART_SIBL
(19,7),(19,27),0.0271425 # DEPENDENCYPART_SIBL
(19,7),(19,28),-0.021175 # DEPENDENCYPART_SIBL
(19,7),(19,30),-0.0594972 # DEPENDENCYPART_SIBL
(19,7),(19,33),-0.0087774 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0199456 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0199472 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0909092 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0421246 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.100123 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0148072 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.447712 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0428406 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.10759 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0126642 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.100963 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.114636 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.0915383 # DEPENDENCYPART_SIBL
(19,9),(19,26),-0.0434655 # DEPENDENCYPART_SIBL
(19,9),(19,27),-0.00436688 # DEPENDENCYPART_SIBL
(19,9),(19,28),-0.15102 # DEPENDENCYPART_SIBL
(19,9),(19,30),-0.0155137 # DEPENDENCYPART_SIBL
(19,9),(19,33),0.022575 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.106053 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.105227 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.107773 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.00427627 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0452935 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.449257 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0216905 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.106692 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.00589836 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0617881 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.03003 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.0864 # DEPENDENCYPART_SIBL
(19,11),(19,26),-0.071923 # DEPENDENCYPART_SIBL
(19,11),(19,27),0.00758228 # DEPENDENCYPART_SIBL
(19,11),(19,28),-0.0381492 # DEPENDENCYPART_SIBL
(19,11),(19,30),-0.0390359 # DEPENDENCYPART_SIBL
(19,11),(19,33),-0.134095 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.105227 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.107773 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.00427627 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0452935 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.449257 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0183319 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.106692 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.00589836 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0617881 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.03003 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0864 # DEPENDENCYPART_SIBL
(19,13),(19,26),-0.0719635 # DEPENDENCYPART_SIBL
(19,13),(19,27),0.00670195 # DEPENDENCYPART_SIBL
(19,13),(19,28),-0.0449817 # DEPENDENCYPART_SIBL
(19,13),(19,30),-0.0390359 # DEPENDENCYPART_SIBL
(19,13),(19,33),-0.134095 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0568722 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.286304 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.244286 # DEPENDENCYPART_SIBL
(19,14),(19,18),1.72274 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0808831 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0129842 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0500921 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0568123 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0360987 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0321589 # DEPENDENCYPART_SIBL
(19,14),(19,26),0.0386335 # DEPENDENCYPART_SIBL
(19,14),(19,27),0.0862931 # DEPENDENCYPART_SIBL
(19,14),(19,28),0.0207763 # DEPENDENCYPART_SIBL
(19,14),(19,30),0.0218897 # DEPENDENCYPART_SIBL
(19,14),(19,33),0.0560906 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0758219 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.140389 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.17974 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.136376 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0895554 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0447918 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.248547 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0575639 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.165521 # DEPENDENCYPART_SIBL
(19,15),(19,26),0.48922 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.278264 # DEPENDENCYPART_SIBL
(19,15),(19,28),0.0489741 # DEPENDENCYPART_SIBL
(19,15),(19,30),0.401447 # DEPENDENCYPART_SIBL
(19,15),(19,33),-0.0767368 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0555617 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.375211 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0386035 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.130692 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0754668 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.00764945 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0679817 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0526815 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.189665 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0837538 # DEPENDENCYPART_SIBL
(19,16),(19,28),-0.0911925 # DEPENDENCYPART_SIBL
(19,16),(19,30),-0.0988555 # DEPENDENCYPART_SIBL
(19,16),(19,33),0.0410241 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.494245 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00850577 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0417089 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0490054 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0530948 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.035135 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0225222 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.0129685 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.04047 # DEPENDENCYPART_SIBL
(19,17),(19,28),-0.0542296 # DEPENDENCYPART_SIBL
(19,17),(19,30),0.00766467 # DEPENDENCYPART_SIBL
(19,17),(19,33),0.0327712 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0210794 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0635977 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0401226 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0698081 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.00214185 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0824479 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.0135508 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.00788769 # DEPENDENCYPART_SIBL
(19,18),(19,28),-0.126426 # DEPENDENCYPART_SIBL
(19,18),(19,30),-0.0439961 # DEPENDENCYPART_SIBL
(19,18),(19,33),0.156383 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0134551 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.534134 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.391921 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.470402 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.258283 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.204294 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.561762 # DEPENDENCYPART_SIBL
(19,20),(19,28),0.138876 # DEPENDENCYPART_SIBL
(19,20),(19,30),0.708322 # DEPENDENCYPART_SIBL
(19,20),(19,33),0.0146343 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0664296 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0562267 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0489435 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.074263 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.0753591 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.0842433 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.0676496 # DEPENDENCYPART_SIBL
(19,21),(19,30),-0.0328893 # DEPENDENCYPART_SIBL
(19,21),(19,33),-0.0846859 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0485311 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0183664 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.00731413 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.0131027 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.0235505 # DEPENDENCYPART_SIBL
(19,22),(19,28),0.00814035 # DEPENDENCYPART_SIBL
(19,22),(19,30),0.0580933 # DEPENDENCYPART_SIBL
(19,22),(19,33),0.05941 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0818314 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.149817 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.0954358 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.101082 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.0951308 # DEPENDENCYPART_SIBL
(19,23),(19,30),-0.00291656 # DEPENDENCYPART_SIBL
(19,23),(19,33),0.0861694 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0216632 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.00184311 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.0702426 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.00942873 # DEPENDENCYPART_SIBL
(19,24),(19,30),-0.0366771 # DEPENDENCYPART_SIBL
(19,24),(19,33),0.05954 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.00222977 # DEPENDENCYPART_SIBL
(19,25),(19,27),0.0739021 # DEPENDENCYPART_SIBL
(19,25),(19,28),-0.0058364 # DEPENDENCYPART_SIBL
(19,25),(19,30),0.141727 # DEPENDENCYPART_SIBL
(19,25),(19,33),-0.00145485 # DEPENDENCYPART_SIBL
(19,26),(19,27),0.0683167 # DEPENDENCYPART_SIBL
(19,26),(19,28),-0.015557 # DEPENDENCYPART_SIBL
(19,26),(19,30),0.0745803 # DEPENDENCYPART_SIBL
(19,26),(19,33),0.0306997 # DEPENDENCYPART_SIBL
(19,27),(19,28),-0.0823504 # DEPENDENCYPART_SIBL
(19,27),(19,30),-0.121764 # DEPENDENCYPART_SIBL
(19,27),(19,33),0.0473913 # DEPENDENCYPART_SIBL
(19,28),(19,30),0.14963 # DEPENDENCYPART_SIBL
(19,28),(19,33),0.174641 # DEPENDENCYPART_SIBL
(19,30),(19,33),0.0152279 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.138342 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.00447347 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.0942892 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.242134 # DEPENDENCYPART_SIBL
