# _root_ `` I think we could very well have { an economic } slowdown , beginning very soon if not already , '' he says .
#goldHeads=24,3,24,5,3,5,6,5,13,13,13,13,8,13,13,18,16,15,18,18,24,24,24,0,24,
#predictedHeads=24,3,24,5,3,5,6,5,13,13,13,13,8,3,3,15,16,16,16,19,24,24,24,0,24,
(13,19),(19,22),0.0409983 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.261233 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.495925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,15),0.0949095 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.141047 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.00674063 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),0.441668 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.0390926 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.254423 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.077074 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.595106 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.43636 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.68587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.116099 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0998211 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0185426 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0405735 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.0562141 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.0263222 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.0940417 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.315511 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.318543 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.349927 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),0.0290077 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.291718 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.249963 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.163558 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.163859 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.0352785 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.340227 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.422326 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.34189 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),0.341318 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-0.908905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),-0.0289035 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),0.0583131 # DEPENDENCYPART_GRANDPAR
(15,3),(3,21),-0.20047 # DEPENDENCYPART_GRANDPAR
(15,3),(3,22),-0.333151 # DEPENDENCYPART_GRANDPAR
(15,3),(3,25),-0.725898 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.191248 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.122465 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.244526 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.302237 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.122944 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.271866 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.476612 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.845958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.0195095 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),0.0117562 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.00673939 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.0844829 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.233551 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.295432 # DEPENDENCYPART_GRANDPAR
(15,13),(13,25),-0.690271 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.876915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,8),-0.412005 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.627911 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.704887 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.0877472 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.504704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.539346 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.432019 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.493175 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.377568 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.251992 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.0734008 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.412004 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.62791 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.704831 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.0877457 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.509214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.365189 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.396829 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.415229 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.299547 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.117843 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.354438 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.328856 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.340035 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.182542 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.313783 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.101947 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.190018 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.429894 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.706253 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.484834 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.498805 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.22645 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.211565 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.0801554 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.138321 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.704846 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.509856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,18),0.448171 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.341426 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.222402 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.103335 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.0975113 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.245759 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),-0.848737 # DEPENDENCYPART_GRANDPAR
(15,24),(24,3),-0.592085 # DEPENDENCYPART_GRANDPAR
(15,24),(24,5),-0.61086 # DEPENDENCYPART_GRANDPAR
(15,24),(24,6),-0.536258 # DEPENDENCYPART_GRANDPAR
(15,24),(24,7),-0.533801 # DEPENDENCYPART_GRANDPAR
(15,24),(24,8),-0.47867 # DEPENDENCYPART_GRANDPAR
(15,24),(24,11),-0.624989 # DEPENDENCYPART_GRANDPAR
(15,24),(24,13),-0.745646 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-0.121551 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-0.550983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,16),0.290071 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.26868 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),0.438633 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),0.235711 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),0.167061 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),0.319045 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.0980192 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.369768 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.330259 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.153132 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.192993 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.196223 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.100239 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.194142 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.0954215 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.0945365 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.030703 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.0295318 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.0772128 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.050191 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.0655835 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.104794 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.176764 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.14833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.259361 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.481351 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.167016 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.238855 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.187734 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.419687 # DEPENDENCYPART_GRANDPAR
(16,8),(8,24),-0.470546 # DEPENDENCYPART_GRANDPAR
(16,8),(8,25),-0.663897 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.102988 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.0849474 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.00216329 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0194639 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0318439 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.05747 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.124111 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.12899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),-0.384464 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.40997 # DEPENDENCYPART_GRANDPAR
(16,11),(11,24),-0.419792 # DEPENDENCYPART_GRANDPAR
(16,11),(11,25),-0.655452 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.150785 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.149905 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0233714 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.0240862 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.108022 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0843067 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.136512 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.21234 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.13634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.247651 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.154574 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.227144 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.22635 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.417188 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-0.662048 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.106914 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.227554 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.000532218 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0452982 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.14776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.258787 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.474193 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.166442 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.238281 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.187435 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.419676 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.469379 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.663886 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.43981 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.35184 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.400978 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.301983 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.284084 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.787234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.116046 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.282809 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.183617 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.0927344 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.806755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0802888 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.297624 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.191464 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.245326 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.011171 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.094315 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.299594 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.401788 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.155862 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.0218908 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.166102 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.16889 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.0580128 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.0904442 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.400983 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.284084 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.024549 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.222307 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.163774 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.0612422 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.0837182 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.133191 # DEPENDENCYPART_GRANDPAR
(16,24),(24,1),-0.579641 # DEPENDENCYPART_GRANDPAR
(16,24),(24,3),-0.589614 # DEPENDENCYPART_GRANDPAR
(16,24),(24,5),-0.554359 # DEPENDENCYPART_GRANDPAR
(16,24),(24,6),-0.339344 # DEPENDENCYPART_GRANDPAR
(16,24),(24,7),-0.346352 # DEPENDENCYPART_GRANDPAR
(16,24),(24,8),-0.492658 # DEPENDENCYPART_GRANDPAR
(16,24),(24,11),-0.345635 # DEPENDENCYPART_GRANDPAR
(16,24),(24,13),-0.42566 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-0.325117 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-0.335699 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.731968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,17),0.15577 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.100271 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),0.271489 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.187768 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.325778 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.00313845 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),0.126961 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.27037 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.0283598 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.106488 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.175875 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.0099877 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.178907 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),0.146449 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.168976 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),0.0618018 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),0.107126 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),0.154108 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),0.090591 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.185261 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.0467718 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.194525 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.315523 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.25103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.400596 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.346423 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-0.256845 # DEPENDENCYPART_GRANDPAR
(17,8),(8,21),-0.282571 # DEPENDENCYPART_GRANDPAR
(17,8),(8,22),-0.487072 # DEPENDENCYPART_GRANDPAR
(17,8),(8,24),-0.557161 # DEPENDENCYPART_GRANDPAR
(17,8),(8,25),-0.743332 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.156008 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),0.161379 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.0769343 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.0608833 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.1515 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.000471641 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.142891 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.273019 # DEPENDENCYPART_GRANDPAR
(17,11),(11,18),-0.303843 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),-0.477489 # DEPENDENCYPART_GRANDPAR
(17,11),(11,24),-0.506577 # DEPENDENCYPART_GRANDPAR
(17,11),(11,25),-0.735021 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.130207 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),0.224804 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.00966309 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),0.101315 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.184925 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.11977 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0827195 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.234333 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.257382 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.23954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.334205 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.245359 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.321321 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.484706 # DEPENDENCYPART_GRANDPAR
(17,13),(13,25),-0.741616 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.125662 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.207206 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.110672 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0123337 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.315525 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.25045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.393437 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.345849 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.256271 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.282273 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.487061 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.555994 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.743321 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),0.00800086 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.0730181 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.0548176 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0296363 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.0644269 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.23782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.337709 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.332342 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.243641 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.259413 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.506823 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.0985336 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.911316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.115482 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.170738 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.14816 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.0587562 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.189026 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.381572 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.283794 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.8357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.102847 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.148828 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.0753904 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.124487 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.181701 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.282989 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.265319 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.105505 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0430052 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.0701905 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.127801 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.175059 # DEPENDENCYPART_GRANDPAR
(17,24),(24,1),-0.454125 # DEPENDENCYPART_GRANDPAR
(17,24),(24,3),-0.563175 # DEPENDENCYPART_GRANDPAR
(17,24),(24,5),-0.538373 # DEPENDENCYPART_GRANDPAR
(17,24),(24,6),-0.287182 # DEPENDENCYPART_GRANDPAR
(17,24),(24,7),-0.270963 # DEPENDENCYPART_GRANDPAR
(17,24),(24,8),-0.38491 # DEPENDENCYPART_GRANDPAR
(17,24),(24,11),-0.270151 # DEPENDENCYPART_GRANDPAR
(17,24),(24,13),-0.307528 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-0.382219 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-0.316762 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-0.11448 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.83682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),0.180305 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.0911602 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.168855 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.230026 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.0715397 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.0795877 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.350535 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.225324 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.297646 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.385685 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.26998 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.231046 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0904112 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.19297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.274533 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.443751 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.353374 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.46582 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.230132 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.292219 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.381289 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.267308 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.235854 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0508122 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.19297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.274533 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.443751 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.46582 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.862371 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.323134 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.75583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0515387 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0686972 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0955532 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.0794711 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.861107 # DEPENDENCYPART_GRANDPAR
