# _root_ Ms. Bogart does better with music than with words when she wants , as she so often does want , to express herself through Gorky 's helpless play .
#goldHeads=2,3,0,3,4,5,4,7,8,12,12,3,18,18,18,18,16,12,18,18,22,12,22,22,28,25,28,24,3,
#predictedHeads=2,3,0,3,3,5,4,7,8,12,12,3,12,18,18,18,18,12,18,19,22,19,22,22,28,25,28,24,3,
(0,3),(3,18),(3,30),-0.0598263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,20),(3,29),-0.0133511 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,20),(3,30),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,29),(3,30),0.17506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,2),0.316607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,1),0.31309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,-1),-0.633482 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,2),(3,1),0.103581 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,2),(3,-1),0.0642454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,1),(3,-1),0.0621154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,12),(12,13),0.0139113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,14),-0.189832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,16),-0.0208937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,17),-0.0147258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,18),-0.0361489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,19),-0.0464362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,20),0.0139113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,21),-0.0819467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,22),-0.0407196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,24),-0.17882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,29),-0.111078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,30),-0.195809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,12),(12,13),(12,14),0.0770963 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,16),0.0363778 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,17),0.00876373 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,18),-0.023965 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,19),-0.0178943 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,20),-0.0438422 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,21),0.0100159 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,22),-0.0192379 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,24),0.0780639 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,29),-0.013299 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,30),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,14),(12,16),0.0100419 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,17),0.00991341 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,18),-0.0484063 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,19),-0.0480928 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,20),0.0367396 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,21),0.00812355 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,22),-0.0475219 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,24),-0.0162366 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,29),0.113476 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,30),-0.0587347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,16),(12,17),-0.0110074 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,18),-0.0435643 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,19),-0.0437257 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,20),-0.0471093 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,21),-0.00446591 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,22),-0.0423593 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,24),-0.0283252 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,29),0.0765554 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,30),-0.0306367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,17),(12,18),-0.0568449 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,19),-0.0570063 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,20),-0.0444393 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,21),-0.00446582 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,22),-0.0556398 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,24),-0.0321824 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,29),0.0767755 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,30),-0.0304645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,18),(12,19),-0.0406815 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,20),-0.0515191 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,21),-0.0307739 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,22),-0.0435445 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,24),0.0382988 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,29),-0.0345142 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,30),-0.0598187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,19),(12,20),-0.0464171 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,21),-0.0307739 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,22),-0.0467016 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,24),0.038299 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,29),-0.0343197 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,30),-0.0596483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,20),(12,21),0.0100159 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,22),-0.0192379 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,24),0.0780639 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,29),-0.013299 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,30),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,21),(12,22),-0.039446 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,21),(12,24),-0.0266647 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,21),(12,29),0.0209926 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,21),(12,30),-0.0538975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,22),(12,24),0.0382993 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,22),(12,29),-0.0307988 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,22),(12,30),-0.0596388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,24),(12,29),0.0966166 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,24),(12,30),-0.0576299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,29),(12,30),0.174836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,12),(12,11),0.186927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,10),0.057879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,9),0.32105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,8),0.165596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,7),0.165897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,6),0.32105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,5),0.165596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,3),0.0500357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,2),0.324205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,1),0.320689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,-1),-0.633935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,12),(12,11),(12,10),0.112427 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,9),0.111088 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,8),0.0917226 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,7),0.0886829 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,6),0.111088 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,5),0.0917226 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,3),0.121609 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,2),0.111088 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,1),0.109903 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,-1),-0.141835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,10),(12,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,8),0.109489 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,7),0.109489 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,6),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,5),0.109489 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,3),0.106701 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,2),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,1),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,-1),-0.245108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,9),(12,8),-0.0785941 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,7),-0.0748887 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,6),0.105898 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,5),-0.0785941 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,3),0.117566 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,2),0.105898 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,1),0.103982 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,-1),0.0644227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,8),(12,7),0.115737 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,6),0.161529 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,5),0.115318 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,3),0.10087 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,2),0.161529 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,1),0.161529 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,-1),-0.236032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,7),(12,6),0.162898 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,5),0.11633 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,3),0.100871 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,2),0.162898 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,1),0.162898 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,-1),-0.238377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,6),(12,5),-0.0785941 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,3),0.117566 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,2),0.105898 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,1),0.103982 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,-1),0.0644227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,5),(12,3),0.10087 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,5),(12,2),0.161529 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,5),(12,1),0.161529 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,5),(12,-1),-0.236032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,3),(12,2),0.0536447 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,3),(12,1),0.0536448 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,3),(12,-1),-0.0592911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,2),(12,1),0.103982 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,2),(12,-1),0.0643966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,1),(12,-1),0.0622666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,18),(18,19),-0.0612529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,20),0.0139006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,21),-0.0814998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,22),-0.0555363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,24),-0.180628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,28),-0.0140263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,29),-0.112732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,30),-0.195809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,18),(18,19),(18,20),-0.0488689 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,19),(18,21),-0.0307739 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,19),(18,22),-0.0470418 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,19),(18,24),0.0382844 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,19),(18,28),-0.00100872 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,19),(18,29),-0.0272013 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,19),(18,30),-0.059656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,20),(18,21),0.0100159 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,20),(18,22),-0.0250408 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,20),(18,24),0.0780639 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,20),(18,28),-0.0987174 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,20),(18,29),-0.0133511 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,20),(18,30),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,21),(18,22),-0.0393177 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,21),(18,24),-0.0266647 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,21),(18,28),0.00434503 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,21),(18,29),0.0210935 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,21),(18,30),-0.051534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,22),(18,24),0.0382847 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,22),(18,28),-0.00100872 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,22),(18,29),-0.0236803 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,22),(18,30),-0.0596464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,24),(18,28),-0.00982319 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,24),(18,29),0.0959223 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,24),(18,30),-0.0576358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,28),(18,29),0.0537277 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,28),(18,30),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,29),(18,30),0.17506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,18),(18,17),0.196529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,16),0.208515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,15),0.189515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,14),0.169805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,13),0.116473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,12),0.0577343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,11),0.189515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,10),0.0500853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,9),0.313451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,8),0.164796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,7),0.165097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,6),0.313451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,5),0.164796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,3),0.0526262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,2),0.316607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,-1),-0.633482 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,18),(18,17),(18,16),0.0914615 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,15),0.12452 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,14),0.110309 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,13),0.0997951 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,12),0.102282 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,11),0.12452 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,10),0.10261 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,9),0.156402 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,8),0.106032 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,7),0.106208 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,6),0.156402 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,5),0.106032 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,3),0.10145 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,2),0.156402 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,-1),-0.167157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,16),(18,15),0.124513 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,14),0.110309 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,13),0.100383 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,12),0.101607 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,11),0.124513 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,10),0.102557 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,9),0.158039 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,8),0.106032 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,7),0.106208 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,6),0.158039 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,5),0.106032 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,3),0.100775 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,2),0.158039 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,-1),-0.152702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,15),(18,14),0.0843136 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,13),0.0485176 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,12),0.120635 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,11),0.109335 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,10),0.112427 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,9),0.111083 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,8),0.0917226 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,7),0.0886829 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,6),0.111083 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,5),0.0917226 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,3),0.120631 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,2),0.111083 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,-1),-0.142619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,14),(18,13),0.108739 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,12),0.100011 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,11),0.107387 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,10),0.109751 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,9),0.165144 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,8),0.11633 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,7),0.116749 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,6),0.165144 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,5),0.11633 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,3),0.100011 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,2),0.165144 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,14),(18,-1),-0.263644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,13),(18,12),0.0907659 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,11),0.104304 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,10),0.102207 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,9),0.0989569 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,8),0.295189 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,7),0.307371 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,6),0.0989569 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,5),0.295189 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,3),0.0894832 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,2),0.0989569 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,13),(18,-1),-0.349717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,12),(18,11),0.0664364 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,10),0.108582 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,9),0.0511362 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,8),0.103419 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,7),0.10046 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,6),0.0511362 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,5),0.103419 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,3),0.1105 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,2),0.0511362 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,12),(18,-1),-0.0501508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,11),(18,10),0.112427 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,9),0.111083 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,8),0.0917226 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,7),0.0886829 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,6),0.111083 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,5),0.0917226 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,3),0.120631 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,2),0.111083 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,-1),-0.142619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,10),(18,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,8),0.109489 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,7),0.109489 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,6),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,5),0.109489 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,3),0.106701 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,2),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,-1),-0.249962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,9),(18,8),-0.0796951 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,7),-0.0759897 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,6),0.105498 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,5),-0.0796951 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,3),0.116041 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,2),0.105498 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,-1),0.0642715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,8),(18,7),0.115737 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,6),0.161529 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,5),0.115318 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,3),0.10086 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,2),0.161529 # DEPENDENCYPART_GRANDSIBL
