# _root_ In 1987 , it sold a 2.5 % stake in the Veslefrikk field to the Swedish national oil company , resulting in a $ 7 million after-tax gain .
#goldHeads=5,1,5,5,0,9,8,9,5,9,13,13,10,5,19,19,19,19,14,5,5,21,28,28,24,24,28,22,5,
#predictedHeads=5,1,5,5,0,9,8,9,5,9,13,13,10,5,19,19,19,19,14,19,19,21,28,28,24,24,28,22,5,
(5,19),(19,13),(19,10),0.122212 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,13),(19,9),0.117893 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,13),(19,8),0.120387 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,13),(19,6),0.0579632 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,13),(19,-1),-0.105281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,12),(19,11),0.0354799 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,12),(19,10),0.122212 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,12),(19,9),0.117893 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,12),(19,8),0.120387 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,12),(19,6),0.0575626 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,12),(19,-1),-0.105273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,11),(19,10),0.150476 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,11),(19,9),0.14474 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,11),(19,8),0.143914 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,11),(19,6),0.116282 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,11),(19,-1),-0.224565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,10),(19,9),0.132477 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,10),(19,8),0.131412 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,10),(19,6),0.111047 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,10),(19,-1),-0.016855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,9),(19,8),0.117798 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,9),(19,6),0.0575626 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,9),(19,-1),-0.105534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,8),(19,6),0.0643503 # DEPENDENCYPART_GRANDSIBL
(5,19),(19,8),(19,-1),-0.0811007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,19),(19,6),(19,-1),-0.170968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,20),(20,21),-0.0386512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,20),(20,20),(20,30),0.0261201 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,20),(20,21),(20,30),-0.0440496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,20),(20,20),(20,-1),-0.06174 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,21),(21,21),(21,22),-0.0783094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,23),-0.0328294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,24),-0.0448528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,25),-0.0386588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,26),-0.0445011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,27),-0.0431282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,28),0.022565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,29),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,30),0.0496887 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,21),(21,22),(21,23),-0.038352 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,24),-0.0346906 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,25),-0.0483001 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,26),-0.0483001 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,27),-0.0426685 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,28),-0.0135891 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,29),-0.0509348 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,22),(21,30),-0.0332549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,23),(21,24),-0.0425188 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,25),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,26),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,27),-0.0449407 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,28),-0.0474513 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,29),-0.0428512 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,23),(21,30),-0.0494395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,24),(21,25),-0.0505853 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,24),(21,26),-0.0505853 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,24),(21,27),-0.04272 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,24),(21,28),-0.0400495 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,24),(21,29),-0.0447342 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,24),(21,30),-0.0802121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,25),(21,26),-0.0506124 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,25),(21,27),-0.0426254 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,25),(21,28),-0.0507194 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,25),(21,29),-0.0420004 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,25),(21,30),-0.0288697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,26),(21,27),-0.0429297 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,26),(21,28),-0.0523506 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,26),(21,29),-0.0420004 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,26),(21,30),-0.0309549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,27),(21,28),-0.0686966 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,27),(21,29),-0.0363898 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,27),(21,30),-0.0430093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,28),(21,29),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,28),(21,30),-0.0683415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,29),(21,30),-0.055015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,21),(21,20),0.086247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,19),0.139908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,13),0.151923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,21),(21,21),(21,5),0.113487 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,21),(21,21),(21,-1),-0.246732 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,21),(21,20),(21,19),0.127621 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,20),(21,13),0.128947 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,20),(21,5),0.163047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,20),(21,-1),-0.121814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,19),(21,13),0.11084 # DEPENDENCYPART_GRANDSIBL
(5,21),(21,19),(21,5),0.112476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,19),(21,-1),-0.140015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,13),(21,5),0.113427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,13),(21,-1),-0.127541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,5),(21,-1),-0.122364 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,22),(22,22),(22,23),-0.0246896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,24),-0.0176471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,25),0.111094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,26),0.125966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,27),-0.0482922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,28),0.0305935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,29),-0.0473954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,30),-0.0968655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,22),(22,23),(22,24),-0.0424757 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,23),(22,25),-0.0454982 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,23),(22,26),-0.0454982 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,23),(22,27),-0.0435526 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,23),(22,28),-0.0480591 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,23),(22,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,23),(22,30),0.0011735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,22),(22,24),(22,25),-0.0448154 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,24),(22,26),-0.0447979 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,24),(22,27),-0.0446149 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,24),(22,28),-0.0387224 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,24),(22,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,24),(22,30),-0.0100633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,22),(22,25),(22,26),-0.0509475 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,25),(22,27),-0.0421511 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,25),(22,28),-0.0373334 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,25),(22,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,25),(22,30),0.0643621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,22),(22,26),(22,27),-0.0421759 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,26),(22,28),-0.0349257 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,26),(22,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,26),(22,30),0.0700673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,22),(22,27),(22,28),-0.0480163 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,27),(22,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,27),(22,30),0.00951559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,22),(22,28),(22,29),-0.042006 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,28),(22,30),0.0216386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,22),(22,29),(22,30),-0.0474431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,22),(22,22),(22,20),0.122414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,14),0.11368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,-1),0.0357082 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,22),(22,20),(22,14),0.117119 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,20),(22,-1),-0.149869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,22),(22,14),(22,-1),-0.127975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,28),(28,29),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,30),0.0457772 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,28),(28,29),(28,30),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,28),(28,27),0.141392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,26),0.150995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,25),0.162669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,24),0.136851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,23),0.0918361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,22),0.181168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,17),0.129105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,16),0.137189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,15),0.107844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,-1),-0.168899 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,28),(28,27),(28,26),0.129692 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,27),(28,25),0.124035 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,27),(28,24),0.111774 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,27),(28,23),0.158169 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,27),(28,22),0.134306 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,27),(28,17),0.118963 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,27),(28,16),0.118963 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,27),(28,15),0.159818 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,27),(28,-1),-0.0574188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,26),(28,25),0.10276 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,26),(28,24),0.10534 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,26),(28,23),0.127837 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,26),(28,22),0.0951399 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,26),(28,17),0.12194 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,26),(28,16),0.12194 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,26),(28,15),0.133154 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,26),(28,-1),-0.0494273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,25),(28,24),0.105261 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,25),(28,23),0.128857 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,25),(28,22),0.0962642 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,25),(28,17),0.119467 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,25),(28,16),0.119467 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,25),(28,15),0.134174 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,25),(28,-1),-0.0542801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,24),(28,23),0.140697 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,24),(28,22),0.121027 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,24),(28,17),0.127495 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,24),(28,16),0.127495 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,24),(28,15),0.133784 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,24),(28,-1),-0.154173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,23),(28,22),0.124675 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,23),(28,17),0.114405 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,23),(28,16),0.114405 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,23),(28,15),0.113071 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,23),(28,-1),-0.162736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,22),(28,17),0.0947397 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,22),(28,16),0.0947581 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,22),(28,15),0.111261 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,22),(28,-1),-0.0143573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,17),(28,16),0.117234 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,17),(28,15),0.160977 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,17),(28,-1),-0.0667154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,16),(28,15),0.157045 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,16),(28,-1),-0.0572652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,15),(28,-1),-0.216333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,29),(29,29),(29,30),-0.0487601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,29),(29,29),(29,28),0.0808899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,29),(29,29),(29,-1),-0.0149215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,29),(29,28),(29,-1),-0.159121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,8),-0.0426544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,9),-0.0426544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,10),-0.0448469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,19),-0.0426544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,30),-0.0647735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,8),(7,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,10),-0.0420542 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,20),-0.0421023 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,30),-0.0444253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,9),(7,10),-0.0420542 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,20),-0.0421023 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,30),-0.0444252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,10),(7,19),-0.0429364 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,30),-0.0431155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,19),(7,20),-0.0421023 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,19),(7,30),-0.0444252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,20),(7,30),-0.0421546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,6),0.118687 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,7),(7,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,-1),-0.151057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,6),(7,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,6),(7,-1),-0.12727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,1),(7,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,9),-0.0440038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,10),-0.0336534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,13),-0.0440038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,14),-0.0420248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,19),-0.0440038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,30),-0.056786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,9),(8,10),-0.0420335 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,13),-0.0422147 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,19),-0.0422147 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,30),-0.0448153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,10),(8,13),-0.042125 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,14),-0.0426893 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,19),-0.042125 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,30),-0.0365415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,13),(8,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,19),-0.0422147 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,30),-0.0448153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,14),(8,19),-0.042 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,30),-0.042023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,19),(8,30),-0.0448153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,7),0.115587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,6),0.121042 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,8),(8,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,-1),-0.124985 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,7),(8,6),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,7),(8,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,-1),-0.128476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,6),(8,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,-1),-0.126242 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,4),(8,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,4),(8,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,4),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,4),(8,-1),-0.126411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,3),(8,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,3),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,3),(8,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,2),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,2),(8,-1),-0.128476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,1),(8,-1),-0.125035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,11),-0.0296389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,12),0.00523183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,13),0.00523183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,14),-0.0431518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,16),-0.042231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,17),-0.042231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,18),0.00662123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,19),0.00203036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,20),-0.0420172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,30),-0.135052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,11),(10,12),-0.0421241 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,13),-0.0421241 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,16),-0.0420082 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,17),-0.0420082 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,18),-0.0421241 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,19),-0.0421241 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,20),-0.0420334 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,30),-0.0293417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,12),(10,13),-0.0421011 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,14),-0.0419992 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,16),-0.0421787 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,17),-0.0421787 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,18),-0.0421011 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,19),-0.0421011 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,20),-0.0443022 # DEPENDENCYPART_GRANDSIBL
