# _root_ The sky filled with 12.8-pound shells , several of which fell back to Earth , destroying homes and buildings .
#goldHeads=2,3,0,3,6,4,6,9,11,9,6,11,11,13,11,11,18,16,18,3,
#predictedHeads=2,3,0,3,6,4,6,6,8,9,10,11,11,13,11,11,18,16,18,3,
(4,18),(18,13),-0.538336 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.0778843 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.125676 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),0.0338265 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.19418 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.13746 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.470818 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.285034 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.388771 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.126128 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.49901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.237945 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.464615 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.791566 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.584158 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.735315 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.638222 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.515495 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.938608 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.173756 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.47344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.298718 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.393519 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.766004 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.607272 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.70438 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.572374 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.610963 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.83606 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.76185 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.722216 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.852683 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.422794 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.07391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0364593 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.422582 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.300119 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.372968 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.147118 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.249886 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.601328 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.0873392 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.378665 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.518426 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.530626 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.76152 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.436424 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.09503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.117857 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0469064 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.261348 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.314868 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.10749 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.575198 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.0454874 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.44586 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.55761 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.456033 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.0244946 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0591355 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.477678 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.5166 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.306566 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.101468 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.232055 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.385183 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.366825 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.52553 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.176447 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.261223 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0583805 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0808001 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.157995 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.367809 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.05406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.384243 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.161822 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.0470553 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.141112 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.489845 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.326291 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.740576 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0933498 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.113309 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.212071 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.198275 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.19252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.393159 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.191393 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.198085 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.221871 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.465372 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.565978 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.335207 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.439519 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.497405 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.791936 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0314628 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.303051 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.09451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.292759 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.117464 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.0459454 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.0791225 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.368701 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.446966 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.365667 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0516538 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.00705963 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.05124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.280917 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.101928 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.0126253 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.702788 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.599302 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.16262 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.57472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.103115 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.497357 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.435824 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.166596 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.124375 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.331668 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),0.227788 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.242143 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.631435 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.651014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.109391 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.298625 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.146111 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.440705 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.190588 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0147877 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.188643 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.251411 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.227584 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.843434 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.827866 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.773677 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.251329 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.633254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.0892074 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.249706 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.3612 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.353197 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.139078 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0027665 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0709663 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.197849 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.129886 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.00799342 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.269442 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.188785 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.331085 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.702174 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.621766 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.532763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.191236 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.394282 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.467706 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.107671 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.0275615 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.254316 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.035145 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.237953 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0414964 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0844912 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.226889 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.176012 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),0.0217818 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),0.26051 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.181059 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.221763 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.40785 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.504353 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.208976 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.520847 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.0664874 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.052706 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.31482 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.135966 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.0177713 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),0.106396 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.220579 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.188394 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0999319 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.827865 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.637943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,14),-0.107446 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.152639 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),0.00278458 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),0.273348 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.193994 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.333214 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.494246 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.830329 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.771471 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.738689 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.225373 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.549572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.274632 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),0.360334 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.419817 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.396495 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.582237 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.0568345 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.120554 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.021566 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),0.332585 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.351922 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.0906857 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.220843 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.202088 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.000562661 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.0158167 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.245671 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.189472 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.0425873 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.208827 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.107202 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.239924 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.257362 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.254012 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.727093 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.169774 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.102367 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.102151 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.125863 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.23544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.130313 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.208986 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.364009 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.2301 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.579769 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.016605 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.300908 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0294074 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.150646 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.23498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.108436 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.00770605 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0463029 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0842837 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.19312 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.117702 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.208827 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.26121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.107202 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.239924 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.378239 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.257362 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.47925 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.254012 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.447973 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.602043 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.727093 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.0840615 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.391927 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.196745 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.947167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.176908 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.189634 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.108059 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.149987 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0870209 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.110544 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.312834 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.433779 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.440467 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.100244 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.177608 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.370515 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.199512 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.900595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.217319 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0604764 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0729282 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.152866 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0574715 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.219268 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0589197 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.280462 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.117276 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.320864 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.352682 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.43782 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.0987857 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.374557 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.202666 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.863575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.260407 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.163968 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.137792 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.173741 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.36147 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.406948 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.235447 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.843232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.244533 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.064008 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.220494 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0377059 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.165574 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.172701 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0871343 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.359591 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.265849 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.405068 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.320445 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.0523467 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.440838 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.497482 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.467461 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.159347 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.229069 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.434218 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.224622 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.86548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.233279 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.113009 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.339008 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.00771775 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.324557 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.0379606 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.413062 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.116194 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.26608 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.356453 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.333662 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.401826 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.235777 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.464721 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.205046 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0499595 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.966056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),0.109972 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.351789 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.47103 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.159588 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.122056 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.55312 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.219746 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.032541 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.167707 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.233496 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0825055 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.974897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),0.0437321 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.399058 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.523324 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.405009 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.255628 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.2859 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.216948 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.758929 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.420012 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0604062 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.128041 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.319904 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0223022 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.932757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),0.124686 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.343906 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.392539 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.146216 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.124675 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.707485 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.514921 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.972249 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.660138 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.573815 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.596431 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.87497 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.555344 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.402719 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.720412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
