# _root_ Departing from its newspaper ads featuring prim sketches of a suit or a coat , Brooks Brothers is marketing an updated image in a new campaign that carries the slogan , `` The Surprise of Brooks Brothers . ''
#goldHeads=18,1,5,5,2,5,8,6,8,11,12,9,14,12,18,17,18,0,18,22,22,19,19,26,26,23,28,26,30,28,30,30,34,30,34,37,35,18,18,
#predictedHeads=18,1,5,5,2,5,8,6,8,11,12,9,14,12,18,17,18,0,18,22,22,19,19,26,26,23,28,26,30,28,28,28,34,28,34,37,35,18,18,
(5,1),(1,8),(1,38),-0.144704 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,8),(1,39),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,8),(1,40),-0.0828253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,9),(1,12),-0.144708 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,9),(1,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,9),(1,18),-0.144987 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,9),(1,19),-0.144987 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,9),(1,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,9),(1,39),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,9),(1,40),-0.214413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,12),(1,15),0.0923561 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,12),(1,18),0.201674 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,12),(1,19),0.159537 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,12),(1,38),0.00336273 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,12),(1,39),-0.164797 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,12),(1,40),-0.154145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,15),(1,18),-0.145086 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,15),(1,19),-0.145031 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,15),(1,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,15),(1,39),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,15),(1,40),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,18),(1,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,18),(1,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,18),(1,39),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,18),(1,40),-0.158333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,19),(1,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,19),(1,39),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,19),(1,40),-0.157526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,38),(1,39),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,1),(1,38),(1,40),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,39),(1,40),-0.169179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,1),(1,-1),0.0624233 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,2),(2,4),0.0385607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,5),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,6),-0.148496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,7),-0.14665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,8),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,9),-0.145024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,11),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,12),-0.1549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,40),-0.10385 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,4),(2,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,9),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,40),-0.196678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,5),(2,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,9),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,40),-0.196677 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,6),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,8),-0.144786 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,11),-0.144786 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,40),-0.155888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,7),(2,8),-0.144732 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,9),-0.144744 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,11),-0.144732 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,12),-0.144707 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,40),-0.171132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,8),(2,9),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,40),-0.196677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,9),(2,11),-0.144702 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,12),-0.144715 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,40),-0.145835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,11),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,40),-0.196678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,12),(2,40),-0.158362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,2),(2,1),-0.0170245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,-1),-0.35406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,1),(2,-1),-0.0174865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,3),(3,40),-0.0647451 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,3),(3,-1),0.0504243 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,4),(4,5),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,6),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,8),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,9),-0.158083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,40),-0.0192835 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,5),(4,6),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,8),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,9),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,40),-0.174734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,6),(4,8),-0.14472 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,40),-0.196509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,8),(4,9),-0.14479 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,40),-0.174734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,9),(4,40),-0.0828671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,3),-0.0278548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,2),-0.0220723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,1),0.0478428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,-1),0.137036 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,3),(4,2),-0.0194536 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,3),(4,1),-0.0198376 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,3),(4,-1),-0.0132763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,2),(4,1),-0.0149046 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,2),(4,-1),-0.023277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,1),(4,-1),0.0020865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,7),0.00649491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,8),-0.00982082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,9),0.000164531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,10),-0.0219493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,11),-0.00832264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,12),-0.0131042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,14),-0.00998936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,15),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,18),-0.046684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,19),-0.0428167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,21),-0.0428113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,23),-0.00150992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,38),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,39),-0.00512769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,40),0.058136 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,7),(6,8),-0.0133713 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,9),-0.0323893 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,10),-0.0195068 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,11),-0.0133713 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,12),-0.016655 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,14),-0.0133713 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,15),-0.0132115 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,18),-0.0246496 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,19),-0.0244888 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,21),-0.0244888 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,23),-0.0364934 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,38),-0.0243432 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,39),-0.0230175 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,40),0.0225043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,8),(6,9),-0.00219873 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,10),-0.0195814 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,11),-0.00100245 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,12),-0.0277369 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,14),-0.00100245 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,15),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,18),-0.033767 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,19),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,21),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,23),0.0104797 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,38),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,39),-0.0116627 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,40),-0.0162634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,9),(6,10),-0.0197175 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,11),-0.0147427 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,12),-0.0222639 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,14),-0.0147427 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,15),-0.0236606 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,18),0.00255343 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,19),-4.69109e-06 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,21),-4.69109e-06 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,23),-0.0259245 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,38),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,39),-0.00847299 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,40),5.14706e-07 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,10),(6,11),-0.0202678 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,12),-0.0194842 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,14),-0.0202678 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,15),-0.0201435 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,18),-0.0194847 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,19),-0.0194847 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,21),-0.0194847 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,23),-0.0247021 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,39),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,40),-0.0156782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,11),(6,12),-0.0278489 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,14),-0.00100245 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,15),-0.0346289 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,18),-0.033767 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,19),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,21),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,23),0.00888878 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,38),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,39),-0.0116627 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,40),-0.0159849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,12),(6,14),0.0578585 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,15),0.222952 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,18),0.32773 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,19),0.285935 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,21),0.232263 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,23),0.221786 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,38),0.128017 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,39),-0.0403233 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,40),-0.0347654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,14),(6,15),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,14),(6,18),-0.033767 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,14),(6,19),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,14),(6,21),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,14),(6,23),0.00888878 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,14),(6,38),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,14),(6,39),-0.0116627 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,14),(6,40),-0.0153089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,15),(6,18),-0.017685 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,15),(6,19),-0.0158223 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,15),(6,21),-0.0158223 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,15),(6,23),-0.0366484 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,15),(6,38),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,15),(6,39),-0.0189219 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,15),(6,40),-0.0246416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,18),(6,19),-0.0223632 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,18),(6,21),-0.0223632 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,18),(6,23),-0.0166512 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,18),(6,38),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,18),(6,39),-0.010215 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,18),(6,40),-0.0283245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,19),(6,21),-0.0223406 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,19),(6,23),-0.0166139 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,19),(6,38),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,19),(6,39),-0.0102148 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,19),(6,40),-0.0239576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,21),(6,23),-0.0166139 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,21),(6,38),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,21),(6,39),-0.0102148 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,21),(6,40),-0.0239522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,23),(6,38),-0.033254 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,23),(6,39),-0.00544797 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,23),(6,40),0.0244427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,38),(6,39),-0.0295565 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,38),(6,40),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,39),(6,40),-0.0205402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,5),0.135857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,4),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,2),-0.172638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,-1),0.00396394 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,5),(6,4),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,2),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,-1),-0.0813 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,4),(6,2),-0.145537 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,-1),-0.0838665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,2),(6,-1),-0.226535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,8),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,9),0.0462199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,11),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,40),0.0396564 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,8),(7,9),-0.0221431 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,11),0.00247557 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,40),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,9),(7,11),-0.0209588 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,40),0.0360713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,11),(7,40),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,5),0.125167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,4),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,2),-0.149022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,-1),-0.0122627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,5),(7,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,-1),-0.121725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,4),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,4),(7,-1),-0.121725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,2),(7,-1),-0.177853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,9),0.00760936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,10),-0.0491508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,11),-0.132434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,12),-0.0404177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,13),-0.0491508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,14),-0.132434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,15),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,16),-0.132389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,18),0.0489475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,19),0.0486948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,20),-0.0385079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,21),0.0476853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,23),-0.00420483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,28),0.0476853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,31),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,38),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,40),0.132676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,9),(8,10),-0.0194479 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,11),-0.017428 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,12),-0.017881 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,13),-0.0194479 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,14),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,15),-0.0589335 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,16),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,18),-0.0108491 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,19),-0.0119245 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,20),-0.0194483 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,21),-0.0119245 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,23),-0.0466695 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,28),-0.0119245 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,31),-0.0589335 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,38),-0.0210534 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,40),-0.00940097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,10),(8,11),-0.0115753 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,12),-0.0204118 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,13),-0.0113748 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,14),-0.0115753 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,15),-0.0207824 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,16),-0.0115753 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,18),-0.0194622 # DEPENDENCYPART_GRANDSIBL
