# _root_ In his Rolling Stone interview in 1980 , Mr. Bush volunteered his abortion-rights remarks to contrast himself with his rival , Ronald Reagan .
#goldHeads=11,5,5,5,1,5,6,11,10,11,0,14,14,11,16,11,16,16,20,18,20,23,20,11,
#predictedHeads=11,5,5,5,1,5,6,11,10,11,0,14,14,11,16,11,16,16,20,18,20,23,20,11,
(3,1),(1,4),-0.212013 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.328146 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.272315 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.519977 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.395604 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.835294 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.818548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.370555 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.171074 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0330868 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.211087 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.231365 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0473222 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-0.870586 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.00586 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.835294 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.816469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.454831 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.168347 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0320748 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.206023 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.322141 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.228734 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0449213 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.0753076 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.159858 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.0804518 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.145047 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.0859051 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.871599 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.94918 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.310373 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.0806381 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.188199 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.203702 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.238881 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0434481 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.0413507 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.932602 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.53828 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.423184 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.236358 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0939524 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.00187605 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.0360379 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.102695 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.26778 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.197976 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.356328 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.818012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,5),0.334822 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.055343 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.182372 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0552822 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.0510894 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.0518661 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.0866199 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.147839 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-0.873166 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-1.12393 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.237687 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.285585 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.12992 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0603322 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.0104826 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.108634 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.21004 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.0221641 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.127128 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.0999273 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),0.0626674 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.567815 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.115197 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.110948 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.991046 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-1.12393 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.23784 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.284975 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.129921 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.0643694 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.0103302 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),0.108787 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.404186 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.214012 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.234245 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.32079 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),0.0637196 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.571612 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.124072 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.513549 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.114745 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.992209 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.554324 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.365337 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.45918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.309322 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.513176 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.716298 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.594254 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.7427 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.787852 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.06305 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.941582 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.639077 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.83256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.00910336 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.106837 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.286578 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.422706 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.0494517 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.127623 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.275253 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.128736 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.176801 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.151129 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),0.018542 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.850009 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.00637 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.281938 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0655549 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.261473 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.291426 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0467566 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.133431 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.254138 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.989792 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.75635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.394526 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0530756 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.172788 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0969705 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.144964 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.187116 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.469444 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.0952475 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.552406 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.99947 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.00797185 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.639099 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.313403 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.190456 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.266724 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.168604 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.133791 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.251812 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.182969 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.153921 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-0.851576 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.18112 # DEPENDENCYPART_GRANDPAR
(4,11),(11,5),0.209028 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.102302 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.270551 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.139167 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.0955993 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0651319 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.260148 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.223829 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.163185 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.197995 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),0.0531489 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.651783 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.0124689 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.307027 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-0.971175 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),-0.54989 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.114812 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.434181 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.162442 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.2473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.207881 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.565603 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.104777 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0314751 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.186429 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.198877 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.19808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.264558 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.621289 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.293355 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.626449 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.611998 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.19075 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.502094 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.19809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.264558 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.621289 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.23486 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.293361 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.62645 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-1.21246 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.479321 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.609439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0272344 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.471135 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.612534 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.350469 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0221145 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.0824242 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.462739 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.403318 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.496834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.304328 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.384671 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.420653 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.161324 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0730106 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.130307 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),0.0779473 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.241009 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.472417 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.259224 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.109782 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.470017 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.330697 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0311515 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.0388501 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.0207257 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),0.00623068 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.155285 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.583224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),-0.0994396 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.474601 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.477634 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0202923 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.0865567 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.00986656 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),0.0136758 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.563449 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.65407 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.684703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.355371 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.176722 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.349856 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.408306 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.230797 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.132733 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.124054 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.116867 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0225567 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),0.223973 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.242904 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),0.163282 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),0.0131157 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.679777 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.53633 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.389191 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.584727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.36744 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.100588 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.48008 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.473693 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.320216 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.116024 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.100334 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.0269531 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.153896 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.00643251 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),0.0232368 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.299812 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),0.194973 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.0480292 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.561437 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.186924 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.0235254 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.0291018 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.239597 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),0.0152289 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.65407 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.68455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.354761 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.176723 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.353893 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.408459 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.230949 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.0732816 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.0796628 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.220134 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.0991232 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),0.225025 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.2467 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),0.154408 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.0206894 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),0.00931925 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.68094 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.122939 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),0.0590746 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.152998 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),0.173545 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),0.0661173 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),0.118901 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.633616 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.246481 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.255253 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.371536 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.3419 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.282832 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.33678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),0.195688 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),0.0603003 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.064688 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.20531 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.354173 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.335803 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.40709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.124139 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.0818546 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.207968 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),0.0885768 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.665892 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.713162 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.454289 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.802469 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.742611 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.622173 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-0.69078 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.538564 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.869523 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.797327 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.94432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.681369 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.294455 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.598026 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.136358 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.20819 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),0.141051 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.69455 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.550131 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.961382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.683274 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.47083 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.631287 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0838381 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.176599 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.232397 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.112114 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.912551 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.813995 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.676768 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.459195 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.207182 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0776106 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.14293 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.226169 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.113107 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.134902 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.581716 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.827319 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.01707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.497359 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.299724 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0827901 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.444863 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.274972 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.00696243 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.187365 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.359621 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0437482 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.454041 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),0.028676 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.493561 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.193749 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.6028 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.772704 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.814146 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.895228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.694069 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.482477 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.24001 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.674329 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.0738555 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.244317 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.390836 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.314046 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.2101 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.0822274 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.583565 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),0.229477 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.630108 # DEPENDENCYPART_GRANDPAR
