# _root_ The suits relate to a $ 200 million loss , disclosed in December , that was suffered by West Virginia 's consolidated investment pool .
#goldHeads=2,3,0,3,9,9,6,6,4,9,9,11,12,9,16,9,16,17,20,24,20,24,24,18,3,
#predictedHeads=2,3,0,3,9,9,6,6,4,3,3,11,12,13,16,13,16,17,20,24,20,24,24,18,3,
(3,2),(2,2),(2,12),-0.0792984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,14),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,16),-0.12697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,17),-0.125784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,26),-0.183801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,3),(2,4),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,5),-0.148975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,9),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,10),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,11),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,12),-0.146868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,14),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,16),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,17),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,25),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,26),-0.138476 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,4),(2,5),-0.14498 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,9),-0.144848 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,10),-0.144712 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,11),-0.144823 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,12),-0.147986 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,14),-0.144712 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,16),-0.144883 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,17),-0.144823 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,26),-0.0587288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,5),(2,9),-0.144889 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,11),-0.144724 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,12),-0.127326 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,16),-0.144724 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,17),-0.144724 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,26),-0.173108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,9),(2,10),-0.158908 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,9),(2,11),-0.145067 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,9),(2,12),-0.141989 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,9),(2,14),-0.158908 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,9),(2,16),-0.145067 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,9),(2,17),-0.145067 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,9),(2,25),-0.144958 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,9),(2,26),-0.114518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,10),(2,11),-0.159637 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,10),(2,12),-0.150283 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,10),(2,14),-0.144812 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,10),(2,16),-0.16003 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,10),(2,17),-0.159637 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,10),(2,25),-0.144938 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,10),(2,26),-0.137242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,11),(2,12),-0.146868 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,11),(2,14),-0.161397 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,11),(2,16),-0.142049 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,11),(2,17),-0.142049 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,11),(2,25),-0.144708 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,11),(2,26),-0.138456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,12),(2,14),-0.14957 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,12),(2,16),-0.144827 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,12),(2,17),-0.144827 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,12),(2,25),-0.144742 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,12),(2,26),-0.0511014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,14),(2,16),-0.16003 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,14),(2,17),-0.159637 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,14),(2,25),-0.144938 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,14),(2,26),-0.137242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,16),(2,17),-0.142049 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,16),(2,25),-0.144708 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,16),(2,26),-0.143679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,17),(2,25),-0.144708 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,17),(2,26),-0.137722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,25),(2,26),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,2),(2,1),-0.0864316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,-1),0.0611623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,1),(2,-1),0.0447339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,5),-0.0399805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,6),0.0212323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,7),0.0975956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,8),0.101495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,9),0.0746203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,10),-0.0283018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,12),-0.0145538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,26),-0.10671 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,6),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,8),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,9),-0.0197142 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,12),-0.0226745 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,26),-0.0330979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,6),(4,7),-0.0271013 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,8),-0.027219 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,9),-0.0240233 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,10),-0.0202732 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,12),-0.0147033 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,26),0.0255446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,7),(4,8),-0.0363111 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,9),-0.0195363 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,10),-0.0210244 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,12),-0.0236365 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,26),0.0881936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,8),(4,9),-0.0206497 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,10),-0.0210244 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,12),-0.0238723 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,26),0.0895253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,9),(4,10),-0.0206376 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,12),-0.00170837 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,26),0.0617423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,10),(4,12),-0.0265625 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,26),-0.00777374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,12),(4,26),-0.02436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,-1),0.130698 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,5),(5,10),-0.0238724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,11),-0.0319484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,12),-0.00396764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,26),-0.0579339 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,10),(5,11),-0.0223903 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,12),-0.0194703 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,26),-0.0274725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,11),(5,12),-0.0194806 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,26),-0.0292737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,12),(5,26),-0.0119573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,-1),-0.33005 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,6),(6,7),-0.048543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,8),-0.0369293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,9),-0.0257898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,10),-0.0194449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,11),-0.0209597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,12),-0.0166908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,13),-0.0257898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,14),-0.0194449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,16),-0.0209628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,17),-0.0209597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,18),-0.0162822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,22),-0.0160862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,26),-0.0993624 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,7),(6,8),-0.0243824 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,9),-0.000968731 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,10),-0.00650148 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,11),-0.014443 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,12),-0.0108319 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,13),-0.000968704 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,14),-0.00650148 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,16),-0.0152545 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,17),-0.014443 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,18),-0.0277376 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,22),-0.0193459 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,26),-0.0396941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,8),(6,9),-0.000667123 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,10),-0.00629637 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,11),-0.00950975 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,12),-0.00288709 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,13),-0.000667097 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,14),-0.00629637 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,16),-0.0103213 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,17),-0.00950975 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,18),-0.0197929 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,22),-0.0211218 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,26),-0.0384936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,9),(6,10),-0.0118306 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,11),-0.0203686 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,12),-0.00563032 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,13),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,14),-0.0118306 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,16),-0.0203686 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,17),-0.0203686 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,18),-0.00992244 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,22),-0.0194471 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,26),-0.0229744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,10),(6,11),-0.0240743 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,12),-0.0187294 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,13),-0.0120546 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,14),-0.020677 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,16),-0.0205326 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,17),-0.0240743 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,18),-0.0183894 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,22),-0.00970192 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,26),-0.0213979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,11),(6,12),-0.0234778 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,13),-0.0206818 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,14),-0.0167607 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,16),-0.0194531 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,17),-0.0194531 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,18),-0.0222295 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,22),-0.0204059 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,26),-0.0391916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,12),(6,13),-0.0294351 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,14),-0.0209753 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,16),-0.0359339 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,17),-0.0359339 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,18),-0.0351958 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,22),-0.020621 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,25),-0.0194593 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,26),0.0367799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,13),(6,14),-0.0118305 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,13),(6,16),-0.0203686 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,13),(6,17),-0.0203686 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,13),(6,18),-0.0099224 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,13),(6,22),-0.0194471 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,13),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,13),(6,26),-0.0229744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,14),(6,16),-0.0205326 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,17),-0.0240743 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,18),-0.0183894 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,22),-0.00970192 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,26),-0.0213979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,16),(6,17),-0.0194531 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,16),(6,18),-0.0222295 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,16),(6,22),-0.0204059 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,16),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,16),(6,26),-0.0355339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,17),(6,18),-0.0222295 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,17),(6,22),-0.0204059 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,17),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,17),(6,26),-0.0391916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,18),(6,22),-0.0222913 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,18),(6,25),-0.0194593 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,18),(6,26),0.0158481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,22),(6,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,22),(6,26),-0.022439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,25),(6,26),-0.0194656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,5),0.0994298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,-1),-0.200356 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,5),(6,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,-1),-0.166013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,1),(6,-1),-0.168049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,8),-0.0477819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,9),-0.0662976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,10),-0.0252446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,11),-0.0143214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,12),0.00894031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,13),-0.0662903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,18),-0.00278446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,26),-0.171105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,8),(7,9),-0.0211879 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,10),-0.0204582 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,11),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,12),-0.0206405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,13),-0.0211879 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,18),-0.0205533 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,26),-0.0450902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,9),(7,10),-0.0233961 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,11),-0.0199311 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,12),-0.0193753 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,13),-0.0203445 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,18),-0.0209412 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,26),-0.050581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,10),(7,11),-0.0339213 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,12),-0.0261767 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,13),-0.0209132 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,18),-0.0261764 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,26),-0.0387576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,11),(7,12),-0.0197101 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,13),-0.0194488 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,18),-0.0195932 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,26),-0.0217043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,12),(7,13),-0.0239456 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,18),-0.0213966 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,26),0.00420905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,13),(7,18),-0.0209397 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,26),-0.050576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,18),(7,26),-0.00994776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,6),0.1396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,5),0.115413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,-1),-0.406864 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,6),(7,5),0.102935 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,-1),-0.0948688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,-1),-0.135782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,9),(9,10),0.064824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,11),-0.0358897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,12),-0.0777267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,13),0.0336006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,14),0.064824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,16),-0.0430839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,17),-0.0339478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,18),-0.0736838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,22),-0.00944204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,24),0.0337342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,25),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,26),0.0741189 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,10),(9,11),-0.00253578 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,12),-0.0281415 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,13),-0.0496042 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,14),-0.0237999 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,16),0.00194642 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,17),-0.00225601 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,18),-0.0246419 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,22),0.00305256 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,24),-0.0496042 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,25),-0.0194519 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,26),-0.0668818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,11),(9,12),0.00789756 # DEPENDENCYPART_GRANDSIBL
