# _root_ After Mr. Stanley 's article was published in two Namibian newspapers , Mr. O'Linn had criminal charges brought against their editors , publisher and lawyer .
#goldHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,15,18,21,19,21,21,23,24,15,
#predictedHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,17,18,21,19,21,21,23,24,15,
(6,7),(7,9),-0.106503 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.114946 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.238347 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.141595 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.225354 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.138841 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.474007 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),0.156201 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.360148 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.638677 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.253749 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.552667 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.558198 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-1.2652 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.545704 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0711055 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.312696 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.252166 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.360666 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.155494 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.206473 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.49577 # DEPENDENCYPART_GRANDPAR
(6,8),(8,26),-1.43299 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0376289 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.362501 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.241761 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.398853 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.0562378 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.353915 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.400314 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.166952 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.0840628 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.547347 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.409664 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.701532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.314748 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0263858 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.250197 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.301068 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.408146 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.613676 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.499495 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.211938 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.686115 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.651644 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.131747 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.805889 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.796213 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.5203 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.886148 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.764894 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-1.05123 # DEPENDENCYPART_GRANDPAR
(6,11),(11,26),-1.46706 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.219949 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.195595 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.125782 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.00304552 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.511592 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.566014 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.567668 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.387147 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.590782 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.417712 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.955578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.0717557 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.108803 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.348646 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.458851 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.210852 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.491419 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.628534 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.348067 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.405887 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.400046 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.21796 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.567736 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.555915 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.266075 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.510714 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.218297 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.672351 # DEPENDENCYPART_GRANDPAR
(6,15),(15,26),-1.38683 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.11208 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.255165 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.901133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.0637116 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.0679816 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.238919 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.698462 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.46969 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),0.0103529 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.693996 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.515579 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.333624 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.479992 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.596657 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.250919 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.571514 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.578276 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.736026 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),-1.2851 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.483632 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.00666679 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.640304 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.657233 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.462816 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.720832 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.716832 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.876496 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.711053 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-1.1473 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),-1.31607 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.266042 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.229674 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.270059 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.0962237 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.144082 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.09976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),0.01927 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.606443 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.65685 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.66987 # DEPENDENCYPART_GRANDPAR
(7,1),(1,24),-0.609228 # DEPENDENCYPART_GRANDPAR
(7,1),(1,26),-1.05001 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.256941 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.129625 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0308283 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0454541 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.176778 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.17739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,11),-0.658056 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.874341 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.253631 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.130687 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.112126 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.557911 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.128331 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.22444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.164804 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.873788 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.756209 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.172458 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.146101 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.417322 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.114714 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.16027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.154714 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.520317 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.506903 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.6158 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.690014 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.759136 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.671984 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.583345 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.237063 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.833911 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-0.625216 # DEPENDENCYPART_GRANDPAR
(7,6),(6,26),-0.999948 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.61909 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.260018 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.136599 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0277227 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.151755 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0203194 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.27743 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.0864841 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-0.65613 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.179978 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.00571162 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.19008 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.254892 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.227491 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.333977 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.611613 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0425968 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.423384 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.704417 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.681251 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.489165 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.630842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.25137 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.088803 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.00102752 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.25289 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.6157 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.242761 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.25895 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.273184 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.229356 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.0578173 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),0.045454 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.342186 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.396787 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.496386 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.298101 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.620688 # DEPENDENCYPART_GRANDPAR
(7,11),(11,26),-0.637712 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.00589095 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.180802 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.0682671 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0408837 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.5464 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.346113 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.317353 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.482193 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.63146 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.51963 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.422756 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.717311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.215558 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.110207 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.096735 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.258469 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.429018 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.722024 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.306144 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.214249 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.167945 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.0881447 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),0.0752339 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.285081 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.481812 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.449043 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.199826 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.568046 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-0.681849 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.583924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,9),-0.0619607 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.0333072 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.170256 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.743623 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.328624 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.111169 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.252436 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.04033 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),0.110455 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.337298 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.35978 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.486708 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.293696 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.61101 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),-0.610783 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.441015 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.573451 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.391699 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.831823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.149183 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.232313 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.778563 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.409724 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.325107 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.463573 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.340228 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),0.194104 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.515227 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.341237 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.349208 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.50578 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.193408 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.629436 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-0.670531 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.250804 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.123754 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.501992 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.1909 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.264189 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.369002 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.215028 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.490161 # DEPENDENCYPART_GRANDPAR
(7,21),(21,9),-0.0891852 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.285745 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.313318 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.0420353 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),0.174691 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.412337 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.379517 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.495104 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.285681 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.619407 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.582532 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),-0.0608308 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),0.178317 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-0.47031 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.430738 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.382412 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.339469 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.675918 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),-0.560091 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.75912 # DEPENDENCYPART_GRANDPAR
(7,24),(24,26),-0.617007 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.318381 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.574652 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.594205 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-1.019 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0327274 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0778265 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.6371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,12),-0.537281 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.324686 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.815701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.276849 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.317327 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.12404 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.336964 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),0.204302 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.20156 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.763175 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.97322 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.37704 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.33051 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.994533 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.02616 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.759429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.808572 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.579633 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0949098 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.304804 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.100315 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.219812 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.563058 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.200117 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.267844 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.360121 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.431621 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.0181154 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.0933273 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),0.00495459 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),-0.426292 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-1.44454 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.757562 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.685288 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.436503 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.400494 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.257303 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.573029 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.248799 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.966864 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.23247 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.13402 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.863677 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.881872 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.937143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.502642 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.182784 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0116018 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.0257542 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.6008 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.274119 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.471196 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.0978678 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.126217 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.280244 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.337101 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),0.0229445 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),0.103434 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),0.325062 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.223678 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-1.53575 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-1.02665 # DEPENDENCYPART_GRANDPAR
(8,17),(17,9),0.769458 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.529476 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.32837 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.24628 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.0833149 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.585929 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.334431 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.191623 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.236353 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.38985 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),0.0985919 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.0424809 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),0.0501282 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.375446 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-1.37384 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.578326 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.35592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.69339 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.736255 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.758641 # DEPENDENCYPART_GRANDPAR
