# _root_ A few years ago , Mrs. Hammack insisted on buying earthquake insurance for this house , which had been converted into apartments .
#goldHeads=3,3,4,8,8,7,8,0,8,9,12,10,12,15,13,15,18,15,18,19,20,21,8,
#predictedHeads=3,3,4,8,8,7,8,0,8,9,12,10,10,15,13,15,18,15,18,19,20,21,8,
(13,18),(18,5),(18,-1),-0.153623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,4),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,4),(18,-1),-0.0994418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,3),(18,-1),-0.148235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,21),(21,22),-0.0832409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,24),0.0252872 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,22),(21,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,24),-0.0485507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,23),(21,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,21),(21,-1),-0.0807485 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,10),(10,11),0.134863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,12),0.135734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,13),0.168175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,14),0.0949072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,15),-0.193417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,16),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,18),-0.189814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,19),-0.18977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,20),-0.18977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,21),-0.172112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,24),-0.028583 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,11),(10,12),0.093873 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,13),0.107045 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,14),0.110024 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,15),-0.144891 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,16),-0.144936 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,18),-0.146174 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,19),-0.146174 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,20),-0.146174 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,21),-0.145537 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,23),-0.144704 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,24),-0.0720671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,12),(10,13),0.107035 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,14),0.110024 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,15),-0.144891 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,16),-0.144936 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,18),-0.146174 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,19),-0.146174 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,20),-0.146174 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,21),-0.145537 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,23),-0.144704 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,24),-0.0711887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,13),(10,14),0.10854 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,15),-0.144709 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,18),-0.144847 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,19),-0.144847 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,20),-0.144847 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,21),-0.145076 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,24),-0.223625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,14),(10,15),-0.14479 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,16),-0.144726 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,18),-0.144756 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,19),-0.144756 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,20),-0.144756 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,21),-0.144708 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,24),-0.156857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,15),(10,16),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,18),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,19),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,20),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,21),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,23),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,24),-0.0705307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,16),(10,18),-0.145031 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,19),-0.145031 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,20),-0.145031 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,21),-0.145222 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,24),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,18),(10,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,18),(10,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,18),(10,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,18),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,18),(10,24),-0.157851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,19),(10,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,19),(10,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,19),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,19),(10,24),-0.157471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,20),(10,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,20),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,20),(10,24),-0.157433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,21),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,21),(10,24),-0.232884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,23),(10,24),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,10),(10,9),-0.0107284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,8),-0.0388086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,3),-0.0178928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,-1),0.0350752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,9),(10,8),-0.00676264 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,3),0.00152876 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,-1),-0.0199855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,8),(10,3),-0.0218352 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,-1),-0.0210296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,3),(10,-1),-0.017607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,11),(11,12),0.156711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,13),0.142067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,15),-0.156047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,18),-0.172933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,24),-0.0265543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,12),(11,13),0.109918 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,15),-0.145195 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,18),-0.144755 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,24),-0.175696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,13),(11,15),-0.14498 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,18),-0.144824 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,24),-0.119318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,15),(11,18),-0.144755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,24),-0.175268 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,18),(11,24),-0.197941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,11),(11,10),0.0469337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,9),-0.00307217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,7),-0.132003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,-1),0.129553 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,10),(11,9),-0.0237197 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,7),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,-1),0.00168381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,9),(11,7),-0.0205031 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,-1),-0.0259262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,7),(11,-1),0.0256418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,12),(12,13),0.142067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,14),0.101332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,15),-0.156047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,16),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,18),-0.172933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,19),-0.172314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,20),-0.172314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,21),-0.155566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,24),-0.0259586 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,13),(12,14),0.108756 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,15),-0.14498 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,18),-0.144824 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,19),-0.144823 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,20),-0.144823 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,21),-0.146151 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,24),-0.119318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,14),(12,15),-0.144709 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,14),(12,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,14),(12,18),-0.144713 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,14),(12,19),-0.144713 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,14),(12,20),-0.144713 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,14),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,14),(12,24),-0.156114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,15),(12,16),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,18),-0.144755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,19),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,20),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,21),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,24),-0.171896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,16),(12,18),-0.147152 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,19),-0.146637 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,20),-0.146635 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,21),-0.14486 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,24),-0.0334672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,18),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,18),(12,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,18),(12,21),-0.144703 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,18),(12,24),-0.197963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,19),(12,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,19),(12,21),-0.144703 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,19),(12,24),-0.196604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,20),(12,21),-0.144703 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,20),(12,24),-0.196586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,21),(12,24),-0.114363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,12),(12,11),-0.126082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,10),0.0472051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,9),-0.00307217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,8),0.0471607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,7),-0.12608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,6),-0.120491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,2),-0.0413571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,1),-0.0488968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,-1),0.124296 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,11),(12,10),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,11),(12,9),-0.0197018 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,11),(12,8),-0.0207787 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,11),(12,7),-0.00173056 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,11),(12,6),-0.00173056 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,11),(12,2),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,11),(12,1),-0.0260996 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,11),(12,-1),0.0315768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,10),(12,9),-0.0237197 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,10),(12,8),-0.0237863 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,10),(12,7),-0.0233256 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,10),(12,6),-0.0233256 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,10),(12,2),-0.0198766 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,10),(12,1),-0.0145911 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,10),(12,-1),0.0018067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,9),(12,8),-0.0158674 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,9),(12,7),-0.0205031 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,9),(12,6),-0.0205031 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,9),(12,2),-0.0186897 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,9),(12,1),-0.0194458 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,9),(12,-1),-0.0259543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,8),(12,7),-0.0233256 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,8),(12,6),-0.0233256 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,8),(12,2),-0.0198766 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,8),(12,1),-0.0145911 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,8),(12,-1),0.00178115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,7),(12,6),-0.00173056 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,7),(12,2),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,7),(12,1),-0.0260996 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,7),(12,-1),0.0315785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,6),(12,2),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,6),(12,1),-0.0260996 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,6),(12,-1),0.0385559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,2),(12,1),-0.043216 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,2),(12,-1),-0.0294609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,1),(12,-1),-0.0718677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,13),(13,14),0.111932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,15),-0.161892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,18),-0.148653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,21),-0.144919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,24),-0.103607 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,14),(13,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,16),-0.146462 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,18),-0.144871 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,24),-0.166907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,15),(13,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,21),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,24),-0.192271 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,16),(13,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,24),-0.143664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,18),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,18),(13,24),-0.15815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,21),(13,24),-0.144005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,13),(13,12),0.108815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,10),0.0398302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,-1),-0.354602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,12),(13,10),-0.0249338 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,-1),0.0417888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,10),(13,-1),0.0406946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,24),-0.00731744 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,14),(14,-1),0.113452 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,16),(16,24),-0.0414201 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,16),(16,-1),-0.181854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,18),(18,19),-0.059266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,20),-0.0416705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,21),-0.00990944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,22),-0.0255532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,23),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,24),0.0421825 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,19),(18,20),-0.0227722 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,21),-0.027823 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,22),-0.0218593 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,23),-0.0231234 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,24),-0.0294302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,20),(18,21),-0.0273148 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,22),-0.0218329 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,23),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,24),-0.0161579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,21),(18,22),-0.0126685 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,23),-0.0310507 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,24),-0.00995762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,22),(18,23),-0.0254999 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,22),(18,24),-0.0333099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,23),(18,24),-0.0610605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,17),0.16729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,16),0.119627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,15),0.145942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,14),-0.145121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,13),-0.172763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,12),-0.193515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,10),-0.189868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,9),-0.173353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,8),-0.189868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,7),-0.193515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,5),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,4),-0.148939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,3),-0.193515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,-1),-0.0278384 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,17),(18,16),0.114896 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,15),0.109043 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,-1),-0.0509067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,16),(18,15),0.122343 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,13),-0.145271 # DEPENDENCYPART_GRANDSIBL
