# _root_ Armstrong , which has faced a takeover threat from the Belzberg family of Canada since July , said that disposing of the carpet business would improve `` total financial performance . ''
#goldHeads=18,1,4,1,4,8,8,5,8,12,12,9,12,13,5,15,1,0,25,25,20,24,24,21,18,25,26,30,30,26,18,18,
#predictedHeads=18,1,4,1,4,8,8,5,8,12,12,9,12,13,5,15,1,0,25,25,20,24,24,21,18,25,26,30,30,26,18,18,
(25,24),(25,23),-0.476633 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,22),-0.644691 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,21),-0.734734 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,20),-0.916149 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,19),-0.795514 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,18),-1.16656 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,17),-1.42839 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,16),-1.29303 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,15),-1.48643 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,14),-1.36906 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,13),-2.16468 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,12),-1.40369 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,11),-1.25204 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,9),-1.95828 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,8),-1.40266 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,7),-1.21465 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,5),-0.369373 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,4),-0.382172 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,2),-2.36302 # DEPENDENCYPART_NEXTSIBL
(25,24),(25,-1),-0.375561 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,23),(25,22),-0.471646 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,21),-0.764073 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,20),-1.05312 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,19),-0.98455 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,18),-1.20132 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,17),-2.11064 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,16),-1.54939 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,15),-1.78733 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,14),-1.66479 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,13),-2.30063 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,12),-1.77768 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,11),-1.58924 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,9),-2.16739 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,8),-1.76724 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,7),-1.61972 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,5),-0.471067 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,4),-0.521327 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,2),-3.07203 # DEPENDENCYPART_NEXTSIBL
(25,23),(25,-1),-0.618611 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,22),(25,21),-0.85412 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,20),-1.37059 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,19),-0.916939 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,18),-1.45167 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,17),-1.34496 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,16),-1.52555 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,15),-1.40042 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,14),-1.4214 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,13),-1.40709 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,12),-1.3317 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,11),-1.37364 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,9),-1.52857 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,8),-1.26571 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,7),-1.21762 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,5),-1.34392 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,4),-1.35601 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,2),-1.61794 # DEPENDENCYPART_NEXTSIBL
(25,22),(25,-1),-0.499855 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,21),(25,20),-1.04056 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,19),-0.968672 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,18),-1.34173 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,17),-1.19053 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,16),-1.27728 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,15),-1.67043 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,14),-1.32418 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,13),-1.68534 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,12),-1.28113 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,11),-1.33434 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,9),-1.87082 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,8),-1.34669 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,7),-1.3851 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,5),-1.4215 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,4),-1.39835 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,2),-1.82681 # DEPENDENCYPART_NEXTSIBL
(25,21),(25,-1),-0.49638 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,20),(25,19),-0.0979007 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,18),-1.10657 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,17),-0.690117 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,16),-0.918734 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,15),-0.969488 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,14),-0.986153 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,13),-1.23483 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,12),-0.974734 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,11),-0.877196 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,9),-1.25817 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,8),-0.981701 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,7),-0.894337 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,5),-0.565836 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,4),-0.461994 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,2),-0.719443 # DEPENDENCYPART_NEXTSIBL
(25,20),(25,-1),-0.241721 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,19),(25,18),-0.721406 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,17),-0.601732 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,16),-1.01925 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,15),-1.05529 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,14),-1.12987 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,13),-1.34023 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,12),-1.13516 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,11),-1.14804 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,9),-1.47019 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,8),-1.20531 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,7),-1.21806 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,5),-1.03492 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,4),-1.04013 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,2),-1.46575 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,-1),0.347232 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,18),(25,17),-0.694527 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,16),-0.95793 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,15),-0.998848 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,14),-1.07726 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,13),-1.18597 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,12),-1.12504 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,11),-1.00163 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,9),-1.27559 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,8),-1.00732 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,7),-0.967279 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,5),-0.372366 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,4),-0.0142412 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,2),-1.17299 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,-1),-1.01131 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,17),(25,16),-0.126903 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,15),-0.26097 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,14),-0.449476 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,13),-0.280532 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,12),-0.584396 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,11),-0.583693 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,9),-0.12054 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,8),-0.369417 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,7),-0.510624 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,5),1.02026 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,4),0.742488 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,2),-0.995704 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,-1),-0.558489 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,16),(25,15),-0.38145 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,14),-1.4281 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,13),-1.27149 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,12),-1.72794 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,11),-1.47348 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,9),-1.55731 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,8),-1.83769 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,7),-1.54514 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,5),-1.01649 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,4),-1.03079 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,2),-2.25582 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,-1),-0.859115 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,15),(25,14),-0.772606 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,13),-0.936285 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,12),-1.05723 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,11),-1.204 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,9),-1.53226 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,8),-1.16405 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,7),-1.2396 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,5),-1.30041 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,4),-1.28639 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,2),-1.62218 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,-1),-0.0303278 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,14),(25,13),-0.849726 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,12),-1.66186 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,11),-1.72653 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,9),-1.32951 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,8),-2.0604 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,7),-1.90501 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,5),-1.34042 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,4),-1.3646 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,2),-2.01536 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,-1),-0.636495 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,13),(25,12),-0.85152 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,11),-1.19812 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,9),-1.46501 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,8),-1.31991 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,7),-1.44205 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,5),-1.46221 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,4),-1.46876 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,2),-1.721 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,-1),-0.614399 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,12),(25,11),-0.815972 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,9),-0.821162 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,8),-1.37113 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,7),-1.3071 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,5),-1.21436 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,4),-1.199 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,2),-1.39839 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,-1),-0.90446 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,11),(25,9),-0.764196 # DEPENDENCYPART_NEXTSIBL
(25,11),(25,8),-1.39733 # DEPENDENCYPART_NEXTSIBL
(25,11),(25,7),-1.25096 # DEPENDENCYPART_NEXTSIBL
(25,11),(25,5),-1.20181 # DEPENDENCYPART_NEXTSIBL
(25,11),(25,4),-1.22086 # DEPENDENCYPART_NEXTSIBL
(25,11),(25,2),-1.86708 # DEPENDENCYPART_NEXTSIBL
(25,11),(25,-1),-0.891027 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,9),(25,8),-0.745947 # DEPENDENCYPART_NEXTSIBL
(25,9),(25,7),-1.04542 # DEPENDENCYPART_NEXTSIBL
(25,9),(25,5),-1.22452 # DEPENDENCYPART_NEXTSIBL
(25,9),(25,4),-1.26713 # DEPENDENCYPART_NEXTSIBL
(25,9),(25,2),-1.44122 # DEPENDENCYPART_NEXTSIBL
(25,9),(25,-1),-0.660355 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,8),(25,7),-0.736093 # DEPENDENCYPART_NEXTSIBL
(25,8),(25,5),-1.07288 # DEPENDENCYPART_NEXTSIBL
(25,8),(25,4),-1.11444 # DEPENDENCYPART_NEXTSIBL
(25,8),(25,2),-1.17224 # DEPENDENCYPART_NEXTSIBL
(25,8),(25,-1),-0.560125 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,7),(25,5),-1.09847 # DEPENDENCYPART_NEXTSIBL
(25,7),(25,4),-1.2364 # DEPENDENCYPART_NEXTSIBL
(25,7),(25,2),-1.53421 # DEPENDENCYPART_NEXTSIBL
(25,7),(25,-1),-1.01924 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,5),(25,4),-1.23432 # DEPENDENCYPART_NEXTSIBL
(25,5),(25,2),-1.08406 # DEPENDENCYPART_NEXTSIBL
(25,5),(25,-1),-0.953155 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,4),(25,2),-0.909957 # DEPENDENCYPART_NEXTSIBL
(25,4),(25,-1),-0.845183 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,2),(25,-1),-1.71912 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,26),(26,27),-0.774713 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,28),-0.519063 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,29),-0.183285 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,30),-0.195661 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,31),-1.5266 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,32),-0.771951 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,33),-0.81979 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,27),(26,28),-0.485715 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,29),-0.583065 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,30),-0.271189 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,31),-1.26093 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,32),-1.13018 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,33),-0.810751 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,28),(26,29),-0.973339 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,30),-1.07174 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,31),-0.947014 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,32),-0.807985 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,33),-0.494857 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,29),(26,30),-0.832397 # DEPENDENCYPART_NEXTSIBL
(26,29),(26,31),-0.811139 # DEPENDENCYPART_NEXTSIBL
(26,29),(26,32),-0.752415 # DEPENDENCYPART_NEXTSIBL
(26,29),(26,33),-0.962052 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,30),(26,31),-0.593734 # DEPENDENCYPART_NEXTSIBL
(26,30),(26,32),-0.679933 # DEPENDENCYPART_NEXTSIBL
(26,30),(26,33),-0.36008 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,31),(26,32),-0.200156 # DEPENDENCYPART_NEXTSIBL
(26,31),(26,33),-2.15878 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,32),(26,33),-1.41179 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,26),(26,24),-0.470855 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,23),-0.548179 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,21),-0.584936 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,19),-1.12454 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,-1),-0.759144 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,24),(26,23),-0.584229 # DEPENDENCYPART_NEXTSIBL
(26,24),(26,21),-0.813055 # DEPENDENCYPART_NEXTSIBL
(26,24),(26,19),-0.891223 # DEPENDENCYPART_NEXTSIBL
(26,24),(26,-1),-0.621457 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,23),(26,21),-0.845361 # DEPENDENCYPART_NEXTSIBL
(26,23),(26,19),-1.08721 # DEPENDENCYPART_NEXTSIBL
(26,23),(26,-1),-0.850208 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,21),(26,19),-1.07109 # DEPENDENCYPART_NEXTSIBL
(26,21),(26,-1),-0.680916 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,19),(26,-1),0.136116 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,27),(27,28),-0.779803 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,33),-0.352439 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(27,28),(27,33),-0.684896 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,27),(27,-1),-0.514636 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(28,28),(28,29),-0.31699 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,30),-0.414461 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,32),-0.682793 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,33),-0.465483 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(28,29),(28,30),-0.859887 # DEPENDENCYPART_NEXTSIBL
(28,29),(28,32),-0.736972 # DEPENDENCYPART_NEXTSIBL
(28,29),(28,33),-1.00459 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,30),(28,32),-0.734669 # DEPENDENCYPART_NEXTSIBL
(28,30),(28,33),-0.473059 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,32),(28,33),-1.40589 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,28),(28,27),-0.763614 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,24),-0.657887 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,21),-0.514074 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,-1),-0.437397 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(28,27),(28,24),-0.751887 # DEPENDENCYPART_NEXTSIBL
(28,27),(28,21),-1.49788 # DEPENDENCYPART_NEXTSIBL
(28,27),(28,-1),-0.891674 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,24),(28,21),-0.775789 # DEPENDENCYPART_NEXTSIBL
(28,24),(28,-1),-0.340992 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,21),(28,-1),-0.633634 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,29),(29,30),-0.414151 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,32),-0.682793 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,33),-0.462794 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(29,30),(29,32),-0.737462 # DEPENDENCYPART_NEXTSIBL
(29,30),(29,33),-0.474376 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,32),(29,33),-1.40589 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,29),(29,28),-0.70522 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,27),-0.763614 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,24),-0.651313 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,-1),-0.447604 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(29,28),(29,27),-0.168756 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,24),-0.748479 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,-1),-0.527963 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,27),(29,24),-0.755778 # DEPENDENCYPART_NEXTSIBL
(29,27),(29,-1),-0.891674 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,24),(29,-1),-0.350316 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,30),(30,31),-1.16612 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,32),-0.690157 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,33),-0.49539 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(30,31),(30,32),-0.207487 # DEPENDENCYPART_NEXTSIBL
(30,31),(30,33),-2.05825 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,32),(30,33),-1.47521 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,30),(30,29),-0.289123 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,28),-0.617029 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,27),-0.774125 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,26),-0.632865 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,24),-0.538982 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,23),-0.631828 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,22),-1.16245 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,21),-0.438741 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,20),-0.695642 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,-1),-0.557661 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(30,29),(30,28),-0.361682 # DEPENDENCYPART_NEXTSIBL
(30,29),(30,27),-0.577119 # DEPENDENCYPART_NEXTSIBL
(30,29),(30,26),-0.773661 # DEPENDENCYPART_NEXTSIBL
(30,29),(30,24),-0.910154 # DEPENDENCYPART_NEXTSIBL
(30,29),(30,23),-1.01267 # DEPENDENCYPART_NEXTSIBL
(30,29),(30,22),-1.13747 # DEPENDENCYPART_NEXTSIBL
(30,29),(30,21),-1.07009 # DEPENDENCYPART_NEXTSIBL
(30,29),(30,20),-0.889286 # DEPENDENCYPART_NEXTSIBL
(30,29),(30,-1),-0.946805 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,28),(30,27),-0.0825516 # DEPENDENCYPART_NEXTSIBL
(30,28),(30,26),-0.463597 # DEPENDENCYPART_NEXTSIBL
(30,28),(30,24),-0.628227 # DEPENDENCYPART_NEXTSIBL
(30,28),(30,23),-0.707162 # DEPENDENCYPART_NEXTSIBL
(30,28),(30,22),-0.864398 # DEPENDENCYPART_NEXTSIBL
(30,28),(30,21),-0.897112 # DEPENDENCYPART_NEXTSIBL
(30,28),(30,20),-0.675748 # DEPENDENCYPART_NEXTSIBL
(30,28),(30,-1),-0.467098 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,27),(30,26),-0.643686 # DEPENDENCYPART_NEXTSIBL
(30,27),(30,24),-0.71311 # DEPENDENCYPART_NEXTSIBL
(30,27),(30,23),-0.727711 # DEPENDENCYPART_NEXTSIBL
(30,27),(30,22),-0.916329 # DEPENDENCYPART_NEXTSIBL
(30,27),(30,21),-1.52176 # DEPENDENCYPART_NEXTSIBL
(30,27),(30,20),-0.892194 # DEPENDENCYPART_NEXTSIBL
(30,27),(30,-1),-0.967067 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,26),(30,24),-0.805187 # DEPENDENCYPART_NEXTSIBL
(30,26),(30,23),-0.797526 # DEPENDENCYPART_NEXTSIBL
(30,26),(30,22),-0.823547 # DEPENDENCYPART_NEXTSIBL
(30,26),(30,21),-0.996437 # DEPENDENCYPART_NEXTSIBL
(30,26),(30,20),-1.21128 # DEPENDENCYPART_NEXTSIBL
(30,26),(30,-1),-0.573911 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,24),(30,23),-0.296495 # DEPENDENCYPART_NEXTSIBL
(30,24),(30,22),-0.426576 # DEPENDENCYPART_NEXTSIBL
(30,24),(30,21),-0.75956 # DEPENDENCYPART_NEXTSIBL
(30,24),(30,20),-0.752945 # DEPENDENCYPART_NEXTSIBL
(30,24),(30,-1),-0.366603 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,23),(30,22),-0.252468 # DEPENDENCYPART_NEXTSIBL
(30,23),(30,21),-0.791819 # DEPENDENCYPART_NEXTSIBL
(30,23),(30,20),-0.895983 # DEPENDENCYPART_NEXTSIBL
(30,23),(30,-1),-0.614124 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,22),(30,21),-0.70202 # DEPENDENCYPART_NEXTSIBL
(30,22),(30,20),-1.15137 # DEPENDENCYPART_NEXTSIBL
