# _root_ Simulated golf games , in which players hit golf balls into nets , have been installed at airports in Denver and Pittsburgh ... .
#goldHeads=3,3,14,3,8,5,8,3,10,8,8,11,3,0,14,15,16,17,18,21,19,21,14,14,
#predictedHeads=3,3,14,3,8,5,8,3,10,8,8,11,3,0,14,15,16,17,18,21,19,21,14,14,
(2,8),(8,9),(8,19),-0.00316342 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,21),-0.0661906 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,23),-0.0500662 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,24),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,25),-0.0553787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,10),(8,11),0.00914808 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,12),-0.0342202 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,13),-0.0662857 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,14),-0.0532748 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,15),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,16),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,17),-0.00546323 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,19),-0.00316342 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,21),-0.0661906 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,23),-0.0500662 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,24),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,25),-0.0553787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,11),(8,12),-0.0397012 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,13),-0.0195073 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,14),-0.0263822 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,15),-0.0251756 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,16),-0.0251749 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,17),-0.0465098 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,19),-0.0465164 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,21),-0.0380083 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,23),-0.0471088 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,24),-0.0529863 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,25),-0.0204304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,12),(8,13),-0.0662857 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,14),-0.0532748 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,15),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,16),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,17),-0.00546323 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,19),-0.00316342 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,21),-0.0661906 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,23),-0.0500662 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,24),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,25),-0.0553787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,13),(8,14),-0.07626 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,15),-0.0757787 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,16),-0.0757783 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,17),-0.0646751 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,19),-0.0627951 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,21),-0.0249004 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,23),-0.0422247 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,25),-0.0932733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,14),(8,15),-0.0439336 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,16),-0.0439037 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,17),-0.049073 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,19),-0.0350789 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,21),-0.0296008 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,23),-0.0429737 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,24),-0.0420614 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,25),-0.0877645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,15),(8,16),-0.0440326 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,15),(8,17),-0.0505102 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,15),(8,19),-0.0365161 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,15),(8,21),-0.0296008 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,15),(8,23),-0.0443277 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,15),(8,24),-0.0432331 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,15),(8,25),-0.0950682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,16),(8,17),-0.049067 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,19),-0.0350729 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,21),-0.0296008 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,23),-0.0422153 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,24),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,25),-0.0824015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,17),(8,19),-0.0428628 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,17),(8,21),-0.0374329 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,17),(8,23),-0.0480485 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,17),(8,24),-0.0529877 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,17),(8,25),-0.0195835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,19),(8,21),-0.0376587 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,19),(8,23),-0.0503669 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,19),(8,24),-0.0556684 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,19),(8,25),0.00777897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,21),(8,23),-0.424466 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,21),(8,24),-0.0395731 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,21),(8,25),-0.0481187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,23),(8,24),-0.0420049 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,23),(8,25),-0.0323685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,24),(8,25),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,7),0.168778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,6),0.190415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,5),0.199991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,4),0.139933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,3),0.166091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,2),0.166039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,8),(8,1),-0.130851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,-1),0.0383092 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,7),(8,6),0.0941567 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,5),0.108271 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,4),0.0567466 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,3),0.0938872 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,2),0.0938841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,7),(8,1),-0.12492 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,-1),-0.0269601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,6),(8,5),0.116276 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,4),0.12201 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,3),0.119033 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,2),0.119033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,6),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,-1),-0.0180808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,5),(8,4),0.171351 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,5),(8,3),0.115519 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,5),(8,2),0.115519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,5),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,5),(8,-1),-0.184638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,4),(8,3),0.117642 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,4),(8,2),0.117642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,4),(8,1),-0.124971 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,4),(8,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,3),(8,2),0.0946081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,3),(8,1),-0.12492 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,3),(8,-1),-0.030384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,2),(8,1),-0.12492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,2),(8,-1),-0.0304371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,1),(8,-1),-0.204126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,13),(13,25),-0.0107392 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,13),(13,-1),-0.0956097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,2),0.123636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,8),-0.135911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,25),0.00758237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,2),(1,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,25),-0.1213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,4),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,25),-0.111979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,8),(1,25),-0.144888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,-1),0.0348088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,3),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,4),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,5),-0.144064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,7),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,8),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,13),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,25),0.0231363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,3),(2,4),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,5),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,7),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,8),-0.125547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,13),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,25),-0.143134 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,4),(2,5),-0.125395 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,7),-0.129532 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,8),-0.127045 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,13),-0.125325 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,25),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,5),(2,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,8),-0.125137 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,13),-0.124891 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,25),-0.0811592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,7),(2,8),-0.125547 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,7),(2,13),-0.126785 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,7),(2,25),-0.143182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,8),(2,13),-0.125503 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,8),(2,25),-0.173882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,13),(2,25),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,2),(2,1),-0.0647593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,-1),0.102243 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,1),(2,-1),-0.0496714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,5),-0.0588733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,25),-0.00736334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,25),-0.0625933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,-1),-0.0922279 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,5),(5,6),-0.137305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,7),0.0915881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,8),-0.0250427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,9),0.0901808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,10),0.0888403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,11),-0.071301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,12),0.0888403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,25),-0.362224 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,6),(5,7),-0.045526 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,9),-0.045526 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,10),-0.045526 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,12),-0.045526 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,25),-0.14591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,7),(5,8),-0.0521189 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,9),-0.0842748 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,10),-0.0842748 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,11),-0.04576 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,12),-0.0842748 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,25),0.043342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,8),(5,9),-0.044723 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,10),-0.044723 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,11),-0.0435573 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,12),-0.044723 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,25),-0.0129226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,9),(5,10),-0.0842748 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,11),-0.04576 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,12),-0.0842748 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,25),0.0419341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,10),(5,11),-0.04576 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,12),-0.0842748 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,25),0.0405936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,11),(5,12),-0.0485445 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,25),-0.102936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,12),(5,25),0.0405936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,4),0.105855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,3),0.0607321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,5),(5,2),-0.144665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,-1),-0.0732871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,4),(5,3),0.116221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,4),(5,2),-0.124899 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,-1),-0.11174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,3),(5,2),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,3),(5,-1),-0.142172 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,2),(5,-1),-0.142173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,8),0.0477226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,10),-0.183055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,11),-0.037347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,13),0.138962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,14),0.0411095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,25),0.0975202 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,8),(7,10),-0.0484251 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,11),-0.0510821 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,13),-0.0559401 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,14),-0.0450649 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,25),-0.0129054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,10),(7,11),-0.0332177 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,13),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,14),-0.0429864 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,25),0.00280358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,11),(7,13),-0.0735989 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,14),-0.0393068 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,25),-0.0748561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,13),(7,14),-0.123044 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,25),-0.0437626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,14),(7,25),-0.0257388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,6),0.111996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,5),0.207743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,4),0.165796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,3),0.150801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,7),(7,2),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,1),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,-1),0.0187428 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,6),(7,5),0.119164 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,4),0.119145 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,3),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,6),(7,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,-1),-0.147909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,4),0.112996 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,3),0.116268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,-1),-0.0814058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,4),(7,3),0.112775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,4),(7,2),-0.129532 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,1),-0.12731 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,-1),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,3),(7,2),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,3),(7,1),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,3),(7,-1),-0.143137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,2),(7,1),-0.125126 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,2),(7,-1),-0.14401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,1),(7,-1),-0.157495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,9),-0.029791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,10),-0.029791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,11),-0.04734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,12),-0.029791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,13),-0.0777344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,14),-0.0380303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,15),-0.0597127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,16),-0.0386806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,17),-0.0164113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,19),-0.00518442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,21),-0.0766572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,23),-0.0353851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,24),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,25),0.07212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,9),(8,10),-0.0342202 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,11),0.00914808 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,12),-0.0342202 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,13),-0.0664371 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,14),-0.0532748 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,15),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,16),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,17),-0.00546323 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,19),-0.00316342 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,21),-0.0661906 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,23),-0.0500662 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,24),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,25),-0.0559566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,10),(8,11),0.00914808 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,12),-0.0342202 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,13),-0.0664371 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,14),-0.0532748 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,15),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,16),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,17),-0.00546323 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,19),-0.00316342 # DEPENDENCYPART_GRANDSIBL
