# _root_ But the guidelines could `` make it impossible to commercialize research , '' says Kenneth Smith , associate provost and vice president for research at Massachusetts Institute of Technology .
#goldHeads=4,3,4,14,4,4,10,10,10,6,10,14,14,0,16,14,16,19,20,16,22,20,22,23,20,27,25,27,28,14,
#predictedHeads=4,3,4,14,4,4,10,10,10,6,10,14,14,0,16,14,16,19,20,16,22,20,22,23,22,27,25,27,28,14,
(0,6),(6,13),(6,18),-0.0203441 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,19),-0.0360328 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,20),-0.0425957 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,22),-0.0360328 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,23),-0.0505555 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,25),-0.049865 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,30),-0.0482825 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,31),0.0362621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,14),(6,16),-0.000719348 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,17),-0.0520508 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,18),-0.0172908 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,19),-0.000719348 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,20),-0.0317774 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,22),-0.000864548 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,23),0.0427352 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,25),0.0403306 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,30),-0.0483369 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,31),-0.0599013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,16),(6,17),-0.0677109 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,18),-0.0350247 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,19),0.0259389 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,20),-0.0081767 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,22),0.0259384 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,23),0.0578251 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,25),0.0618969 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,30),0.0520036 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,31),-0.0766886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,17),(6,18),-0.0125129 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,19),-0.0987174 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,20),0.00849453 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,22),-0.0991781 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,23),0.0785972 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,25),0.0732508 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,30),-0.013299 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,31),-0.056355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,18),(6,19),-0.0206344 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,18),(6,20),-0.0266141 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,18),(6,22),-0.0206344 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,18),(6,23),0.0213065 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,18),(6,25),0.017021 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,18),(6,30),0.0732062 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,18),(6,31),-0.0328265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,19),(6,20),-0.0081767 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,19),(6,22),0.0259384 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,19),(6,23),0.0578251 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,19),(6,25),0.0618969 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,19),(6,30),0.0522062 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,19),(6,31),-0.0753829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,20),(6,22),-0.38523 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,20),(6,23),-0.0854277 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,20),(6,25),-0.170365 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,20),(6,30),0.490403 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,20),(6,31),-0.0889377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,22),(6,23),0.0565477 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,22),(6,25),0.0606194 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,22),(6,30),0.0464818 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,22),(6,31),-0.0754004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,23),(6,25),-0.0196412 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,23),(6,30),0.102228 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,23),(6,31),-0.0586718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,25),(6,30),0.0996624 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,25),(6,31),-0.059531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,30),(6,31),0.173534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,5),0.0556839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,4),0.0419546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,3),0.318803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,2),0.231511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,1),0.07793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,-1),-0.633935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,6),(6,5),(6,4),0.106568 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,3),0.0418743 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,2),0.110513 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,1),0.096079 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,-1),-0.0750599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,4),(6,3),0.0850374 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,2),0.105921 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,1),0.0934225 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,-1),-0.0573789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,3),(6,2),0.0802404 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,3),(6,1),0.159666 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,3),(6,-1),0.0631715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,2),(6,1),0.116049 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,2),(6,-1),-0.129863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,1),(6,-1),0.00335654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,10),(10,11),-0.0276648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,12),0.0139113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,13),-0.0491538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,14),-0.0451251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,16),-0.0310538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,17),0.0139113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,18),0.0614191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,19),-0.0279368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,20),0.0875296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,22),-0.0330434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,23),-0.196391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,25),-0.188031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,30),-0.111076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,31),-0.195809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,10),(10,11),(10,12),-0.0666371 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,13),-0.0168224 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,14),0.00198595 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,16),0.0259389 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,17),-0.0666371 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,18),-0.0350245 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,19),0.0259389 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,20),-0.00827778 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,22),0.0259384 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,23),0.0582552 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,25),0.062327 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,30),0.050973 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,31),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,12),(10,13),-0.0680195 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,14),-0.0160197 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,16),-0.0987174 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,17),-0.0438422 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,18),-0.0125129 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,19),-0.0987174 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,20),0.00852048 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,22),-0.0991781 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,23),0.0786093 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,25),0.073263 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,30),-0.013299 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,31),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,13),(10,14),-0.0817405 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,16),-0.0360328 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,17),-0.0274344 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,18),-0.0203441 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,19),-0.0360328 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,20),-0.0425957 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,22),-0.0360328 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,23),-0.0505555 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,25),-0.049865 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,30),-0.0482781 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,31),0.0399191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,14),(10,16),-0.000719348 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,17),-0.0520508 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,18),-0.0172908 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,19),-0.000719348 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,20),-0.0317774 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,22),-0.000864548 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,23),0.0427352 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,25),0.0403306 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,30),-0.0463936 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,31),-0.0598357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,16),(10,17),-0.0676826 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,18),-0.0350245 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,19),0.0259389 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,20),-0.00815739 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,22),0.0259384 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,23),0.0547557 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,25),0.0588275 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,30),0.0527496 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,31),-0.076642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,17),(10,18),-0.0125129 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,17),(10,19),-0.0987174 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,17),(10,20),0.00852048 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,17),(10,22),-0.0991781 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,17),(10,23),0.0786093 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,17),(10,25),0.073263 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,17),(10,30),-0.013299 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,17),(10,31),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,18),(10,19),-0.0206285 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,18),(10,20),-0.0266141 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,18),(10,22),-0.0206285 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,18),(10,23),0.0213065 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,18),(10,25),0.017021 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,18),(10,30),0.0680269 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,18),(10,31),-0.0328261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,19),(10,20),-0.00815739 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,19),(10,22),0.0259384 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,19),(10,23),0.0547557 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,19),(10,25),0.0588275 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,19),(10,30),0.0529521 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,19),(10,31),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,20),(10,22),-0.38523 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,20),(10,23),-0.0854277 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,20),(10,25),-0.170365 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,20),(10,30),0.492859 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,20),(10,31),-0.088922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,22),(10,23),0.0534782 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,22),(10,25),0.05755 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,22),(10,30),0.0472278 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,22),(10,31),-0.0753539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,23),(10,25),-0.01964 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,23),(10,30),0.0991647 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,23),(10,31),-0.0586688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,25),(10,30),0.0965993 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,25),(10,31),-0.059528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,30),(10,31),0.171996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,10),(10,9),-0.0552013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,8),0.218671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,7),0.181671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,6),0.053672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,5),0.0556839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,4),0.0424743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,3),0.3246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,-1),-0.633935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,10),(10,9),(10,8),0.108954 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,7),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,6),0.109098 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,5),0.128914 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,4),0.109539 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,3),0.0875777 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,-1),-0.217516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,8),(10,7),0.109525 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,6),0.108849 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,5),0.101858 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,4),0.109528 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,3),0.0991657 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,-1),-0.0625869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,7),(10,6),0.130895 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,7),(10,5),0.0680954 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,7),(10,4),0.124293 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,7),(10,3),0.112586 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,7),(10,-1),-0.147146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,6),(10,5),0.184567 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,6),(10,4),0.10903 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,6),(10,3),0.0536165 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,6),(10,-1),-0.0574107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,5),(10,4),0.107249 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,5),(10,3),0.0418743 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,5),(10,-1),-0.0752664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,4),(10,3),0.0850374 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,4),(10,-1),-0.0560036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,3),(10,-1),0.0685522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,14),(14,15),-0.0303216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,16),-0.033349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,17),0.00992492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,18),0.0627074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,19),-0.0302321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,20),0.096985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,22),-0.0353387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,23),-0.199259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,24),-0.0299601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,25),-0.190899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,30),-0.0932914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,31),-0.197173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,14),(14,15),(14,16),0.0203309 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,17),-0.080183 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,18),-0.0354027 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,19),0.0203309 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,20),-0.00827059 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,22),0.0203304 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,23),0.047186 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,24),0.0203309 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,25),0.0512578 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,30),0.0694556 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,31),-0.0758824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,16),(14,17),-0.0812822 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,18),-0.0353132 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,19),0.0203309 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,20),-0.00827059 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,22),0.0203304 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,23),0.047186 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,24),0.0203309 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,25),0.0512578 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,30),0.0692531 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,31),-0.0771881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,17),(14,18),-0.00939387 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,19),-0.105057 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,20),0.00560368 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,22),-0.105518 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,23),0.0764125 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,24),-0.105057 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,25),0.0710662 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,30),-0.015457 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,31),-0.0589072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,18),(14,19),-0.0213352 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,20),-0.0266141 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,22),-0.0213352 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,23),0.0213016 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,24),-0.0213352 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,25),0.0170162 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,30),0.0737803 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,31),-0.0328274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,19),(14,20),-0.00827059 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,19),(14,22),0.0203304 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,19),(14,23),0.047186 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,19),(14,24),0.0203309 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,19),(14,25),0.0512578 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,19),(14,30),0.0694556 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,19),(14,31),-0.0758824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,20),(14,22),-0.38523 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,20),(14,23),-0.0854277 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,20),(14,24),-0.370011 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,20),(14,25),-0.170365 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,20),(14,30),0.502657 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,20),(14,31),-0.0895062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,22),(14,23),0.0459085 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,22),(14,24),0.0203309 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,22),(14,25),0.0499803 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,22),(14,30),0.0637313 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,22),(14,31),-0.0758999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,23),(14,24),-0.0104145 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,23),(14,25),-0.0197399 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,23),(14,30),0.0890447 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,23),(14,31),-0.058749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,24),(14,25),0.0547573 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,24),(14,30),0.0674765 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,24),(14,31),-0.0758824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,25),(14,30),0.0864793 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,25),(14,31),-0.0596082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,30),(14,31),0.212267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,14),(14,13),0.0887535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,12),0.120758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,11),0.332349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,10),0.0731189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
