# _root_ In the U.S. , radiation limits are set and monitored by the Nuclear Regulatory Commission , which licenses reactors that process the topaz .
#goldHeads=7,3,1,7,6,7,0,9,7,9,9,15,15,15,11,15,18,15,18,21,19,23,21,7,
#predictedHeads=7,3,1,7,6,7,0,9,7,9,10,15,15,15,11,15,18,15,18,21,19,23,21,7,
(0,9),(9,11),(9,23),-0.0227783 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,24),-0.0786212 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,11),(9,25),-0.0549375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,12),(9,13),-0.0427302 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,14),-0.0427302 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,15),-0.0427302 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,16),-0.0420207 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,18),-0.0433527 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,19),-0.0427302 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,21),-0.0433527 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,23),-0.0427302 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,24),-0.0496681 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,12),(9,25),-0.0447281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,13),(9,14),-0.0213271 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,15),-0.0216881 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,16),-0.127088 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,18),-0.0430355 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,19),-0.0213271 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,21),-0.0430355 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,23),-0.0213271 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,24),-0.13412 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,13),(9,25),-0.0479338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,14),(9,15),-0.0216881 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,16),-0.127088 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,18),-0.0430355 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,19),-0.0213271 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,21),-0.0430355 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,23),-0.0213271 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,24),-0.13412 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,14),(9,25),-0.0479338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,15),(9,16),-0.12777 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,18),-0.0430355 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,19),-0.0213271 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,21),-0.0430355 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,23),-0.0213271 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,24),-0.13412 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,15),(9,25),-0.0479344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,16),(9,18),-0.0181838 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,16),(9,19),-0.0227184 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,16),(9,21),-0.0181838 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,16),(9,23),-0.0227184 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,16),(9,24),-0.0463753 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,16),(9,25),-0.0598833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,18),(9,19),0.0109773 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,18),(9,21),-0.116357 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,18),(9,23),0.0109773 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,18),(9,24),0.170067 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,18),(9,25),-0.107828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,19),(9,21),-0.0430355 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,19),(9,23),-0.0213271 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,19),(9,24),-0.13412 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,19),(9,25),-0.0479338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,21),(9,23),0.0109773 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,21),(9,24),0.170067 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,21),(9,25),-0.107828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,23),(9,24),-0.13412 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,23),(9,25),-0.0479338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,24),(9,25),-0.0174048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,9),(9,8),0.395709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,7),0.378479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,6),-0.35583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,5),-0.357664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,4),0.404281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,3),-0.358021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,2),0.089063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,1),0.0933481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,-1),-0.395383 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,9),(9,8),(9,7),0.0419311 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,6),0.409683 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,5),0.409683 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,4),-0.0312037 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,3),0.408815 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,2),0.0923187 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,1),0.096996 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,-1),-0.0250475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,7),(9,6),0.407155 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,5),0.407155 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,4),-0.0335048 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,3),0.406288 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,2),0.0918722 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,1),0.0944639 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,-1),-0.0154563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,6),(9,5),0.172965 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,4),-0.078504 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,3),0.172304 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,2),0.105003 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,1),0.118244 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,-1),-0.0356841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,5),(9,4),-0.078504 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,3),0.170469 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,2),0.105003 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,1),0.118244 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,-1),-0.0356841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,4),(9,3),-0.093848 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,4),(9,2),0.115972 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,4),(9,1),0.282753 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,4),(9,-1),-0.126269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,3),(9,2),0.105003 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,3),(9,1),0.118084 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,3),(9,-1),-0.0401196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,2),(9,1),0.117886 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,2),(9,-1),-0.175396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,1),(9,-1),-0.156813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,10),(10,11),-0.232985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,13),-0.0687632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,14),-0.0687629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,15),-0.0685567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,16),-0.0367839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,18),-0.105761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,19),-0.0687629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,21),-0.107839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,24),-0.144976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,25),-0.240693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,10),(10,11),(10,13),-0.0422794 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,14),-0.0422794 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,15),-0.0422871 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,16),0.001757 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,18),-0.0669358 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,19),-0.0422794 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,21),-0.0669374 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,24),0.0594449 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,25),-0.0920742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,13),(10,14),-0.00733941 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,15),-0.00733941 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,16),-0.0575029 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,18),-0.0250747 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,19),-0.00733941 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,21),-0.0250747 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,24),0.0295591 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,25),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,14),(10,15),-0.00733941 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,16),-0.0575029 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,18),-0.0250747 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,19),-0.00733941 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,21),-0.0250747 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,24),0.0295595 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,25),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,15),(10,16),-0.0575029 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,15),(10,18),-0.0250753 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,15),(10,19),-0.00733941 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,15),(10,21),-0.0250753 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,15),(10,24),0.0292248 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,15),(10,25),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,16),(10,18),-0.0192052 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,19),-0.103533 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,21),-0.0192052 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,24),-0.00173262 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,25),-0.0762482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,18),(10,19),0.00912816 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,18),(10,21),-0.0599083 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,18),(10,24),-0.0392963 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,18),(10,25),-0.117387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,19),(10,21),-0.0250747 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,19),(10,24),0.0295595 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,19),(10,25),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,21),(10,24),-0.0413529 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,21),(10,25),-0.117387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,24),(10,25),0.141843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,10),(10,6),0.293429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,-1),-0.643998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,10),(10,6),(10,-1),0.0437718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,18),(18,19),-0.0696844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,21),-0.107839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,23),-0.0696844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,24),-0.144976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,25),-0.240693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,18),(18,19),(18,21),-0.0250729 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,19),(18,23),-0.00698149 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,19),(18,24),0.0297461 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,19),(18,25),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,21),(18,23),0.00912816 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,21),(18,24),-0.0426306 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,21),(18,25),-0.117387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,23),(18,24),0.0297461 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,23),(18,25),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,24),(18,25),0.140921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,18),(18,17),0.0898571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,16),0.127561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,15),0.301443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,11),0.206966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,10),0.0296432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,9),0.0822489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,8),0.0296229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,7),0.0309761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,4),0.127561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,3),0.285943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,1),0.206394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,18),(18,18),(18,-1),-0.643998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,18),(18,17),(18,16),0.117624 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,15),0.11737 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,11),0.118653 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,10),0.117688 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,9),0.119128 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,8),0.117688 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,7),0.117688 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,4),0.117624 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,3),0.11737 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,1),0.118614 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,17),(18,-1),-0.156613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,16),(18,15),0.105845 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,11),0.321768 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,10),0.131027 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,9),0.115239 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,8),0.134026 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,7),0.137629 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,4),0.0839901 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,3),0.110255 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,1),0.294361 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,16),(18,-1),-0.367496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,15),(18,11),-0.0750103 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,10),0.16276 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,9),0.131218 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,8),0.16276 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,7),0.165365 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,4),0.345521 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,3),0.14281 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,1),-0.021638 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,15),(18,-1),0.0516598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,11),(18,10),0.107551 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,9),0.119267 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,8),0.107551 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,7),0.107551 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,4),0.113546 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,3),0.190251 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,1),0.174568 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,11),(18,-1),-0.244549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,10),(18,9),0.142524 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,8),0.129828 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,7),0.129693 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,4),0.0590073 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,3),0.0922215 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,1),0.114025 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,10),(18,-1),0.0178901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,9),(18,8),0.0995624 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,7),0.0988044 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,4),0.681109 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,3),0.184617 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,1),0.00759247 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,9),(18,-1),0.0469343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,8),(18,7),0.129693 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,4),0.062403 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,3),0.0917571 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,1),0.114025 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,8),(18,-1),0.0178653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,7),(18,4),0.0557766 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,7),(18,3),0.0933101 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,7),(18,1),0.109373 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,7),(18,-1),0.0327391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,4),(18,3),0.110255 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,4),(18,1),0.294361 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,4),(18,-1),-0.367496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,3),(18,1),-0.02453 # DEPENDENCYPART_GRANDSIBL
(0,18),(18,3),(18,-1),0.0447371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,18),(18,1),(18,-1),-0.228525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,21),(21,22),-0.00389328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,23),-0.0696844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,24),-0.144976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,25),-0.240693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,21),(21,22),(21,23),-0.0101156 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,22),(21,24),-0.0395205 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,22),(21,25),-0.0341643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,23),(21,24),0.0297442 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,23),(21,25),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,24),(21,25),0.140543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,21),(21,20),0.144375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,19),0.291713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,18),0.0296432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,17),0.0898571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,16),0.127561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,11),0.206966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,9),0.0822489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,8),0.0296229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,7),0.0309761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,4),0.127561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,3),0.285121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,1),0.206394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,-1),-0.643998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,21),(21,20),(21,19),0.11525 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,18),0.115397 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,16),0.136612 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,11),0.12035 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,9),0.123667 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,8),0.115397 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,7),0.115397 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,4),0.136612 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,3),0.11525 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,1),0.120311 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,-1),-0.16504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,19),(21,18),0.16276 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,17),0.118486 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,16),0.343826 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,11),-0.0750103 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,9),0.1313 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,8),0.16276 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,7),0.165365 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,4),0.343826 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,3),0.143027 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,1),-0.021638 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,-1),0.0440219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,18),(21,17),0.115611 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,18),(21,16),0.0590073 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,18),(21,11),0.135086 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,18),(21,9),0.142524 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,18),(21,8),0.129828 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,18),(21,7),0.129693 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,18),(21,4),0.0590073 # DEPENDENCYPART_GRANDSIBL
