# _root_ With the exception of August , when exports rose 2.1 % , exports have declined every month from year-earlier levels since March .
#goldHeads=14,3,1,3,4,5,9,9,5,11,9,14,14,0,14,17,15,15,20,18,15,21,14,
#predictedHeads=14,3,1,3,4,5,9,9,5,11,9,14,14,0,14,17,15,15,20,18,20,21,14,
(5,11),(11,15),-0.103291 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),0.0121288 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.202655 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.307243 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.484235 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.14383 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-1.08387 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.631242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,7),0.198209 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.366417 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.367758 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.173357 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.0937519 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.0911429 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.0879372 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.14371 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.0833891 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.227237 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-1.30659 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-1.14895 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-1.24349 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.773456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.135391 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.148291 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.219298 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.287929 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.0961063 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.0470172 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.0505069 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.014769 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.100201 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.0960091 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.0107764 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.102623 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.277461 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.235069 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),0.102195 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.672344 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.29767 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-1.1472 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.735191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.146955 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.142917 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.257492 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.306497 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.00376491 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.0389422 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.0529633 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.205849 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.119296 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.0562361 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.140022 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.274909 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.280184 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),0.0400231 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.360961 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.682158 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.0164297 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.239019 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.215116 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.198213 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.0128747 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.339407 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.644703 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.103386 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.144525 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.233297 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.0606674 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.114747 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.239585 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.23529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.56722 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.495887 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.783304 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.24151 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0523763 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.291787 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.245448 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.122072 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0246138 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.337047 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.19486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.629233 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.614634 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.587382 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.551225 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.849252 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.982443 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.84383 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.765499 # DEPENDENCYPART_GRANDPAR
(8,3),(3,23),-1.32805 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.0980295 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.135732 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0982267 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.228708 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.24157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.569801 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.658391 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.597932 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.244313 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0505075 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0195266 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.336856 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.19487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.629233 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.545267 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.614635 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.587382 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.551226 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.849252 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.982443 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.84383 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-1.32805 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.285358 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.866555 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.766018 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.58235 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.641359 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.277408 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.467032 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.772544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0244309 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0800796 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0573522 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.0360452 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.370171 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.507336 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.172847 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.301174 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.192825 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.928468 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.249664 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0767978 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.711654 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.430461 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.505024 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.268894 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.658567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.0408595 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0247619 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.110273 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.117097 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.307944 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.455626 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.102951 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.320219 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.300447 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.721667 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.710304 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.428904 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.502739 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.485219 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.6668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.0301759 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.0715934 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.038936 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0175229 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.34836 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.496043 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.198467 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.415244 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.87305 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.767582 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.588521 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.642923 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.280148 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.474477 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.813082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.0492154 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.148235 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.178843 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.123503 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.169442 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.446917 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.135151 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.120144 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.288611 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.440841 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.34692 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.15723 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.905419 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.00430468 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.183023 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.0492624 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.264483 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.287975 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.0256988 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.834598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,12),-0.125144 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.196399 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.150992 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.172663 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0505797 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0942804 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.123116 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.1824 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.813503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),0.418229 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.183106 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.0756152 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.178182 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.291466 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.112181 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.0855298 # DEPENDENCYPART_GRANDPAR
(9,3),(3,23),-0.684423 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.299777 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.173978 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.183782 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.270048 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.106404 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.842404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),0.237574 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.258708 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.175485 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.105536 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0827899 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.121889 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.182979 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.813504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),0.172337 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),0.418226 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.183107 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.0756186 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.178183 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.291467 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.112182 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.684424 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.158346 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.138896 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.167752 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.10021 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0649609 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0705621 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.174524 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.731707 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.813503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.172338 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.418227 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.183106 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.0756173 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.178182 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.640841 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.291883 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),0.219641 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.0240526 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.342083 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.688822 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.0857115 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.365696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.482029 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.310705 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.323969 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.068511 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0598097 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.0248621 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),0.156011 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),0.0164669 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.347812 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),0.222452 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.0210265 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.337945 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.557811 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.081574 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.367128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.439112 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.704181 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.374531 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.125809 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.00251404 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.0158787 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.0702636 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.00533403 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.490769 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.231913 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.532879 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.679216 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),0.628642 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.277121 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.527734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.374591 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.635764 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.224753 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.113512 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0195351 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.01558 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.103954 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.105309 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.365325 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.230748 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),0.208287 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.361828 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),0.0152324 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.476583 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.518692 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.667336 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),0.639422 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.262935 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.488954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),0.686136 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.254542 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.158742 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.197067 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0341904 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.0835312 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.0803388 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.349885 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),0.210841 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),0.160416 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),0.0885835 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.365347 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.165957 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.306817 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.164684 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.0811869 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.0758506 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.360788 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.131807 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.0974644 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.00869681 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.341284 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.0732733 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.143483 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.21955 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.438592 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),0.213848 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),0.249963 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.269073 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.154057 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),0.00791597 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.525828 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.0380725 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),0.101987 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.00758316 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.719771 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.698014 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.803587 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.847012 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.638575 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.611999 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.786119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.00528876 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0943746 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.208467 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.258963 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.0218147 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.0551258 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.183667 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.326383 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.30477 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.878806 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.303683 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.667742 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.252259 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.549042 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.106238 # DEPENDENCYPART_GRANDPAR
(11,1),(1,12),-0.361723 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-0.523491 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.233328 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.228714 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.650907 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.263775 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.532203 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.190872 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.26268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.350942 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.408448 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.721704 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.39619 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.140634 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.386831 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.129907 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.4931 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.22156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.455374 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.306617 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.591551 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.691753 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.780328 # DEPENDENCYPART_GRANDPAR
