# _root_ Those withdrawals , most of which were transferred to other T. Rowe Price funds , followed little change in the fund 's sales picture this year through August .
#goldHeads=2,16,2,5,7,5,2,7,8,14,14,14,14,9,2,0,18,16,18,21,24,21,24,19,26,16,26,27,16,
#predictedHeads=2,16,2,5,7,5,2,7,8,14,14,14,14,9,2,0,18,16,18,21,24,21,24,19,26,16,16,27,16,
(21,19),(19,28),-0.813869 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),-0.464325 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.421101 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.713518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.324137 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.259202 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.156107 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.029809 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.155423 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.443399 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.86618 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.761774 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.421014 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.721877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.330336 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.25824 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.0762385 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),0.182545 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.00414147 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.131347 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.325794 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.414253 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,23),0.251582 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.271282 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.32516 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.0213981 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.162728 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.341009 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),0.220138 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),0.117664 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),0.123318 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.127158 # DEPENDENCYPART_GRANDPAR
(21,28),(28,21),-0.721219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,28),(28,23),0.258897 # DEPENDENCYPART_GRANDPAR
(21,28),(28,24),0.278063 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),0.25847 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),0.156768 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.325492 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),0.109812 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.0454849 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.143838 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.247394 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.361796 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.917908 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.32781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.0601138 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.33027 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.274092 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.441799 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-0.603172 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-0.53839 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.840882 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.773959 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.176929 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.486638 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.0365481 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.761829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.107017 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.334831 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.204354 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),0.190803 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.0396029 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.170168 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.479901 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.766977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.517771 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.493997 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),0.188035 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),0.160351 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.0538811 # DEPENDENCYPART_GRANDPAR
(23,27),(27,24),0.505297 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.307767 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.249886 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.218102 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-0.486655 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.761172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),0.523042 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),0.423142 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),0.243227 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.0393016 # DEPENDENCYPART_GRANDPAR
(24,17),(17,9),-0.0313733 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),0.0492414 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),0.205702 # DEPENDENCYPART_GRANDPAR
(24,17),(17,21),0.586116 # DEPENDENCYPART_GRANDPAR
(24,17),(17,24),-1.0791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,2),0.0618956 # DEPENDENCYPART_GRANDPAR
(24,18),(18,10),-0.469767 # DEPENDENCYPART_GRANDPAR
(24,18),(18,11),-0.143052 # DEPENDENCYPART_GRANDPAR
(24,18),(18,12),-0.274894 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),-0.324215 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-0.306108 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),0.0219792 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.262057 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),0.212614 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),0.335245 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),0.682221 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),0.606707 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-1.07578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,26),-0.192246 # DEPENDENCYPART_GRANDPAR
(24,18),(18,27),-0.210342 # DEPENDENCYPART_GRANDPAR
(24,18),(18,28),-0.371442 # DEPENDENCYPART_GRANDPAR
(24,18),(18,29),-0.500497 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),0.357893 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),0.196467 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),0.866863 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),0.65125 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),0.577597 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.12488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,26),-0.23995 # DEPENDENCYPART_GRANDPAR
(24,19),(19,27),-0.172233 # DEPENDENCYPART_GRANDPAR
(24,19),(19,28),-0.420774 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),0.22489 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),0.224343 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),0.246916 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),0.786176 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),1.44577 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.603616 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.07585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,26),-0.192312 # DEPENDENCYPART_GRANDPAR
(24,21),(21,27),-0.210807 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-0.371508 # DEPENDENCYPART_GRANDPAR
(24,22),(22,29),-0.420513 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),0.728666 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),0.687449 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),0.733478 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.07001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,26),-0.186804 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.213565 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.365668 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),0.332637 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),0.228007 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),0.0752373 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),0.00916222 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.460192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.605449 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),0.271587 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),0.231832 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),0.138196 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.491574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.411043 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.406868 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),0.231348 # DEPENDENCYPART_GRANDPAR
(24,28),(28,21),0.0684832 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),0.00240865 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-0.453411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,25),0.53876 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.420557 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),0.153713 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),0.0917874 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.512519 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-1.02316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.155524 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),0.0258417 # DEPENDENCYPART_GRANDPAR
(26,21),(21,17),0.0141961 # DEPENDENCYPART_GRANDPAR
(26,21),(21,18),-0.417927 # DEPENDENCYPART_GRANDPAR
(26,21),(21,19),-0.457856 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),0.530744 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),0.799951 # DEPENDENCYPART_GRANDPAR
(26,21),(21,23),-0.0528954 # DEPENDENCYPART_GRANDPAR
(26,21),(21,24),-0.246808 # DEPENDENCYPART_GRANDPAR
(26,21),(21,26),-1.38201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,21),(21,27),-0.542749 # DEPENDENCYPART_GRANDPAR
(26,21),(21,28),-0.727851 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),0.473234 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),0.0402711 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),0.0639515 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.234392 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.3765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),-0.545507 # DEPENDENCYPART_GRANDPAR
(26,23),(23,28),-0.722011 # DEPENDENCYPART_GRANDPAR
(26,24),(24,17),0.00166108 # DEPENDENCYPART_GRANDPAR
(26,24),(24,18),-0.45372 # DEPENDENCYPART_GRANDPAR
(26,24),(24,19),-0.493131 # DEPENDENCYPART_GRANDPAR
(26,24),(24,20),0.490557 # DEPENDENCYPART_GRANDPAR
(26,24),(24,21),0.0643471 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),0.0792762 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.0577816 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),0.366116 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.38185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-0.542015 # DEPENDENCYPART_GRANDPAR
(26,24),(24,28),-0.727693 # DEPENDENCYPART_GRANDPAR
(26,24),(24,29),-0.632324 # DEPENDENCYPART_GRANDPAR
(26,25),(25,27),-0.491926 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-0.907262 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.318146 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.760418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),-0.133666 # DEPENDENCYPART_GRANDPAR
(26,28),(28,21),-0.55235 # DEPENDENCYPART_GRANDPAR
(26,28),(28,23),-0.655347 # DEPENDENCYPART_GRANDPAR
(26,28),(28,24),-0.865114 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-0.404746 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.770933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,29),0.00638406 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),-0.2589 # DEPENDENCYPART_GRANDPAR
(27,24),(24,17),0.0637352 # DEPENDENCYPART_GRANDPAR
(27,24),(24,18),-0.427137 # DEPENDENCYPART_GRANDPAR
(27,24),(24,19),0.181106 # DEPENDENCYPART_GRANDPAR
(27,24),(24,20),0.135841 # DEPENDENCYPART_GRANDPAR
(27,24),(24,21),-0.308341 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),-0.0806275 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.191458 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),0.230487 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),0.0903513 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-1.16006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,28),0.490123 # DEPENDENCYPART_GRANDPAR
(27,24),(24,29),-0.26865 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.13389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,20),0.149884 # DEPENDENCYPART_GRANDPAR
(27,26),(26,21),-0.317507 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),-0.200625 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),-0.220713 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),0.14994 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-1.16178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,28),0.496288 # DEPENDENCYPART_GRANDPAR
(27,26),(26,29),-0.269224 # DEPENDENCYPART_GRANDPAR
(27,28),(28,21),-0.793005 # DEPENDENCYPART_GRANDPAR
(27,28),(28,23),-0.669469 # DEPENDENCYPART_GRANDPAR
(27,28),(28,24),-0.707185 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),-0.48832 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.592509 # DEPENDENCYPART_GRANDPAR
(27,28),(28,29),0.270728 # DEPENDENCYPART_GRANDPAR
(28,21),(21,17),-0.604066 # DEPENDENCYPART_GRANDPAR
(28,21),(21,18),-0.680038 # DEPENDENCYPART_GRANDPAR
(28,21),(21,19),-0.678758 # DEPENDENCYPART_GRANDPAR
(28,21),(21,20),0.0614249 # DEPENDENCYPART_GRANDPAR
(28,21),(21,22),0.112274 # DEPENDENCYPART_GRANDPAR
(28,21),(21,23),-0.400383 # DEPENDENCYPART_GRANDPAR
(28,21),(21,24),-0.535636 # DEPENDENCYPART_GRANDPAR
(28,21),(21,26),-0.378773 # DEPENDENCYPART_GRANDPAR
(28,21),(21,27),-0.374546 # DEPENDENCYPART_GRANDPAR
(28,21),(21,28),-1.29667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,23),(23,20),0.00391476 # DEPENDENCYPART_GRANDPAR
(28,23),(23,21),-0.324451 # DEPENDENCYPART_GRANDPAR
(28,23),(23,22),-0.60663 # DEPENDENCYPART_GRANDPAR
(28,23),(23,24),-0.522696 # DEPENDENCYPART_GRANDPAR
(28,23),(23,26),-0.361939 # DEPENDENCYPART_GRANDPAR
(28,23),(23,27),-0.353062 # DEPENDENCYPART_GRANDPAR
(28,23),(23,28),-1.29083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,24),(24,17),-0.616601 # DEPENDENCYPART_GRANDPAR
(28,24),(24,18),-0.71583 # DEPENDENCYPART_GRANDPAR
(28,24),(24,19),-0.714033 # DEPENDENCYPART_GRANDPAR
(28,24),(24,20),0.021237 # DEPENDENCYPART_GRANDPAR
(28,24),(24,21),-0.300375 # DEPENDENCYPART_GRANDPAR
(28,24),(24,22),-0.591305 # DEPENDENCYPART_GRANDPAR
(28,24),(24,23),-0.374836 # DEPENDENCYPART_GRANDPAR
(28,24),(24,25),-0.0722994 # DEPENDENCYPART_GRANDPAR
(28,24),(24,26),-0.374191 # DEPENDENCYPART_GRANDPAR
(28,24),(24,27),-0.370381 # DEPENDENCYPART_GRANDPAR
(28,24),(24,28),-1.29651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,24),(24,29),-0.173 # DEPENDENCYPART_GRANDPAR
(28,25),(25,27),-0.45734 # DEPENDENCYPART_GRANDPAR
(28,26),(26,20),-0.00450349 # DEPENDENCYPART_GRANDPAR
(28,26),(26,21),-0.331756 # DEPENDENCYPART_GRANDPAR
(28,26),(26,23),-0.406217 # DEPENDENCYPART_GRANDPAR
(28,26),(26,24),-0.536332 # DEPENDENCYPART_GRANDPAR
(28,26),(26,25),-0.420896 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),-0.289241 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-1.28978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,26),(26,29),-0.173001 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-0.834978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,28),(28,21),0.152668 # DEPENDENCYPART_GRANDPAR
(29,28),(28,23),0.0895441 # DEPENDENCYPART_GRANDPAR
(29,28),(28,24),0.00501859 # DEPENDENCYPART_GRANDPAR
(29,28),(28,25),-0.176698 # DEPENDENCYPART_GRANDPAR
(29,28),(28,26),-0.0746913 # DEPENDENCYPART_GRANDPAR
(29,28),(28,29),-1.12253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,1),(1,1),(1,2),-0.0528971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0420434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.0422289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,30),-0.0488153 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0466977 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,30),-0.043933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,5),-0.0457026 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,30),-0.0421274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,30),-0.0457148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.160891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,2),(2,3),-0.0997809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,4),-0.0408374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,5),-0.0997631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,7),-0.139202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,8),-0.135246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,9),0.0286219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,14),-0.0480795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,15),-0.0997809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,16),-0.135249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,18),-0.0474089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,19),-0.0870006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,29),-0.0181231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,30),-0.0864733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,3),(2,4),-0.043304 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,5),-0.00503263 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,7),-0.107144 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,8),-0.10692 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,9),-0.0453671 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,14),-0.00213889 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,15),-0.043308 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,16),-0.106921 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,18),-0.00213518 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,19),-0.00698836 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,29),-0.074127 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,30),-0.0696832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,4),(2,5),-0.0430123 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,7),-0.0448833 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,8),-0.0448825 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,9),-0.0420814 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,14),-0.0423745 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,15),-0.018885 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,16),-0.0448825 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,18),-0.0423745 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,19),-0.0431816 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,29),-0.0370185 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,30),-0.0429388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,5),(2,7),-0.0778909 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,8),-0.0761508 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,9),-0.0390531 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,14),-0.0371184 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,15),-0.0341228 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,16),-0.0761653 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,18),-0.0371179 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,19),-0.0144417 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,29),0.0103482 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,30),-0.106302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,7),(2,8),-0.0163728 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,9),-0.0431505 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,14),-0.0505297 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,15),-0.0772747 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,16),-0.0163728 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,18),-0.0505277 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,19),-0.0345151 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,29),-0.208286 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,30),-0.0706226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,8),(2,9),-0.0431505 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,14),-0.0505137 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,15),-0.0768722 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,16),-0.0163205 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,18),-0.0505117 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,19),-0.0345148 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,29),-0.207954 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,30),-0.0705658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,9),(2,14),-0.0431383 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,15),-0.0310633 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,16),-0.0372636 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,18),-0.0431383 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,19),-0.0199272 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,29),-0.0278096 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,30),-0.0451886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,14),(2,15),0.000134517 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,16),-0.0527355 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,18),-0.0094526 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,19),-0.0473704 # DEPENDENCYPART_GRANDSIBL
