# _root_ `` For $ 10 million , you can move $ 100 million of stocks , '' a specialist on the Big Board gripes .
#goldHeads=8,8,2,3,3,8,8,23,8,9,10,10,10,13,8,8,18,23,18,22,22,19,0,23,
#predictedHeads=23,8,2,3,3,8,8,23,8,9,10,10,10,13,23,23,18,23,18,22,22,19,0,23,
(5,2),(2,3),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,25),-0.125344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,4),(2,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,4),(2,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,25),-0.139346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,5),(2,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,25),-0.139345 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,6),(2,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,25),-0.129225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,8),(2,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,9),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,25),-0.128186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,13),(2,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,13),(2,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,13),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,13),(2,25),-0.125998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,16),(2,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,16),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,16),(2,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,19),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,19),(2,25),-0.125765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,24),(2,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,2),(2,1),-0.0420247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,-1),-0.126211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,1),(2,-1),-0.042007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,3),(3,4),0.0950357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,5),-0.129024 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,3),(3,6),-0.125081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,9),-0.125042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,10),-0.125364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,11),-0.128243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,12),-0.129024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,13),-0.126289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,15),-0.125081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,18),-0.12713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,19),-0.126072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,25),0.0233612 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,4),(3,5),-0.139118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,4),(3,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,11),-0.13682 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,12),-0.139118 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,13),-0.125911 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,19),-0.125655 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,25),-0.15301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,5),(3,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,11),-0.13682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,12),-0.139118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,13),-0.126168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,19),-0.125911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,5),(3,25),-0.156115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,6),(3,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,9),-0.125044 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,8),(3,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,8),(3,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,9),(3,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,25),-0.125218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,10),(3,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,25),-0.125364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,11),(3,12),-0.139118 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,11),(3,13),-0.125911 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,11),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,11),(3,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,11),(3,19),-0.125655 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,11),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,11),(3,25),-0.153198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,12),(3,13),-0.126168 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,12),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,12),(3,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,12),(3,19),-0.125911 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,12),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,12),(3,25),-0.156115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,13),(3,15),-0.124901 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,13),(3,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,13),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,13),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,13),(3,25),-0.128011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,15),(3,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,15),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,15),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,15),(3,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,18),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,18),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,18),(3,25),-0.127749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,19),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,19),(3,25),-0.127548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,24),(3,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,3),(3,2),-0.0681874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,-1),0.162303 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,2),(3,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,2),(3,-1),-0.0653723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,1),(3,-1),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,5),-0.124948 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,4),(4,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,25),-0.153992 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,5),(4,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,25),-0.128877 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,6),(4,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,25),-0.132487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,8),(4,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,9),(4,25),-0.126804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,3),-0.0868082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,2),-0.0472084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,-1),0.0266834 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,3),(4,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,3),(4,-1),-0.0858136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,2),(4,-1),-0.0482867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,25),-0.00681214 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,6),(6,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,-1),-0.0904591 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,2),(6,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,9),-0.0275665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,13),-0.0419992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,23),-0.0275665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,25),-0.0423483 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,9),(8,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,15),-0.0421498 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,25),-0.0360812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,13),(8,15),-0.0420031 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,25),-0.0419992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,15),(8,16),-0.0419997 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,23),-0.0420286 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,15),(8,25),-0.0421806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,16),(8,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,16),(8,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,16),(8,25),-0.0419997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,23),(8,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,23),(8,25),-0.0360812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,24),(8,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,7),0.120175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,6),0.119013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,5),0.119153 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,8),(8,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,-1),-0.141696 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,7),(8,6),0.119163 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,5),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,7),(8,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,-1),-0.120436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,6),(8,5),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,6),(8,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,6),(8,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,6),(8,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,6),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,6),(8,-1),-0.125063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,5),(8,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,-1),-0.124897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,4),(8,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,4),(8,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,4),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,4),(8,-1),-0.124893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,3),(8,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,3),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,3),(8,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,2),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,2),(8,-1),-0.130305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,1),(8,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,10),-0.0578953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,11),-0.0692273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,12),-0.0630601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,13),-0.00428604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,14),-0.0311701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,15),-0.043571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,16),-0.0421451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,18),-0.0311701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,19),-0.00378114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,22),-0.0311701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,23),-0.0323308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,24),-0.0420176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,25),-0.0286623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,10),(9,11),-0.0425363 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,12),-0.0425363 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,13),-0.0434908 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,14),-0.0423035 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,15),-0.0420187 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,18),-0.0423035 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,19),-0.0436824 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,22),-0.0423035 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,23),-0.041999 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,25),-0.0545616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,11),(9,12),-0.042272 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,13),-0.0426965 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,14),-0.0420031 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,18),-0.0420031 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,19),-0.042692 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,22),-0.0420031 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,23),-0.0419995 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,25),-0.0680576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,12),(9,13),-0.0427009 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,14),-0.0420031 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,18),-0.0420031 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,19),-0.0426965 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,22),-0.0420031 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,23),-0.0419995 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,25),-0.0618904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,13),(9,14),-0.045087 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,15),-0.0387767 # DEPENDENCYPART_GRANDSIBL
