# _root_ `` We 're encouraged that talks are scheduled again but beyond that , we have made no expression of expectations , '' a Boeing spokesman said .
#goldHeads=26,3,26,3,4,7,5,7,8,3,15,11,15,15,10,15,18,16,18,19,26,26,25,25,26,0,26,
#predictedHeads=26,3,26,3,4,7,5,7,8,3,15,11,15,15,10,15,18,16,18,19,26,26,25,25,26,0,26,
(20,21),(20,22),0.370309 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.32955 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.462186 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.548381 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.311888 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.195265 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.30311 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.303202 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.123338 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.110649 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0144853 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.063031 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0656625 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0577943 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0936722 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.041774 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.183828 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.168825 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.00859522 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.0181916 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0980158 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0165394 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0162068 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0411842 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.102274 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.137306 # DEPENDENCYPART_SIBL
(25,17),(25,20),0.074534 # DEPENDENCYPART_SIBL
(25,17),(25,22),0.301752 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.636773 # DEPENDENCYPART_SIBL
(25,17),(25,24),0.321583 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.213102 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.333665 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.00675691 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.262282 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0395501 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.519148 # DEPENDENCYPART_SIBL
(26,1),(26,3),0.0483567 # DEPENDENCYPART_SIBL
(26,1),(26,4),0.0518292 # DEPENDENCYPART_SIBL
(26,1),(26,5),-0.149525 # DEPENDENCYPART_SIBL
(26,1),(26,6),-0.070873 # DEPENDENCYPART_SIBL
(26,1),(26,7),0.0271709 # DEPENDENCYPART_SIBL
(26,1),(26,8),0.0505409 # DEPENDENCYPART_SIBL
(26,1),(26,9),0.00590138 # DEPENDENCYPART_SIBL
(26,1),(26,10),-0.0281216 # DEPENDENCYPART_SIBL
(26,1),(26,11),-0.0495854 # DEPENDENCYPART_SIBL
(26,1),(26,12),-0.021551 # DEPENDENCYPART_SIBL
(26,1),(26,13),0.0743268 # DEPENDENCYPART_SIBL
(26,1),(26,14),-0.0369674 # DEPENDENCYPART_SIBL
(26,1),(26,15),0.0358768 # DEPENDENCYPART_SIBL
(26,1),(26,16),0.0614965 # DEPENDENCYPART_SIBL
(26,1),(26,17),0.0680199 # DEPENDENCYPART_SIBL
(26,1),(26,18),-0.0460117 # DEPENDENCYPART_SIBL
(26,1),(26,19),-0.110346 # DEPENDENCYPART_SIBL
(26,1),(26,20),-0.0687606 # DEPENDENCYPART_SIBL
(26,1),(26,21),0.0743268 # DEPENDENCYPART_SIBL
(26,1),(26,22),0.312413 # DEPENDENCYPART_SIBL
(26,1),(26,23),0.0294023 # DEPENDENCYPART_SIBL
(26,1),(26,24),0.0669239 # DEPENDENCYPART_SIBL
(26,1),(26,25),-0.0702578 # DEPENDENCYPART_SIBL
(26,1),(26,27),0.415924 # DEPENDENCYPART_SIBL
(26,3),(26,4),-0.0718899 # DEPENDENCYPART_SIBL
(26,3),(26,5),-0.200502 # DEPENDENCYPART_SIBL
(26,3),(26,6),-0.111104 # DEPENDENCYPART_SIBL
(26,3),(26,7),-0.663647 # DEPENDENCYPART_SIBL
(26,3),(26,8),-0.0731958 # DEPENDENCYPART_SIBL
(26,3),(26,9),-0.0699304 # DEPENDENCYPART_SIBL
(26,3),(26,10),-0.210737 # DEPENDENCYPART_SIBL
(26,3),(26,11),-0.124213 # DEPENDENCYPART_SIBL
(26,3),(26,12),-0.184352 # DEPENDENCYPART_SIBL
(26,3),(26,13),0.149464 # DEPENDENCYPART_SIBL
(26,3),(26,14),-0.112882 # DEPENDENCYPART_SIBL
(26,3),(26,15),-0.579573 # DEPENDENCYPART_SIBL
(26,3),(26,16),-0.0803216 # DEPENDENCYPART_SIBL
(26,3),(26,17),-0.123822 # DEPENDENCYPART_SIBL
(26,3),(26,18),-0.0597851 # DEPENDENCYPART_SIBL
(26,3),(26,19),-0.168905 # DEPENDENCYPART_SIBL
(26,3),(26,20),-0.109395 # DEPENDENCYPART_SIBL
(26,3),(26,21),0.149464 # DEPENDENCYPART_SIBL
(26,3),(26,22),0.116753 # DEPENDENCYPART_SIBL
(26,3),(26,23),-0.132645 # DEPENDENCYPART_SIBL
(26,3),(26,24),0.0126213 # DEPENDENCYPART_SIBL
(26,3),(26,25),-0.0496718 # DEPENDENCYPART_SIBL
(26,3),(26,27),0.162695 # DEPENDENCYPART_SIBL
(26,4),(26,5),-0.189649 # DEPENDENCYPART_SIBL
(26,4),(26,6),-0.119865 # DEPENDENCYPART_SIBL
(26,4),(26,7),-0.355346 # DEPENDENCYPART_SIBL
(26,4),(26,8),-0.0480897 # DEPENDENCYPART_SIBL
(26,4),(26,9),-0.0615996 # DEPENDENCYPART_SIBL
(26,4),(26,10),-0.177567 # DEPENDENCYPART_SIBL
(26,4),(26,11),-0.11879 # DEPENDENCYPART_SIBL
(26,4),(26,12),-0.194832 # DEPENDENCYPART_SIBL
(26,4),(26,13),0.212743 # DEPENDENCYPART_SIBL
(26,4),(26,14),-0.158012 # DEPENDENCYPART_SIBL
(26,4),(26,15),-0.313603 # DEPENDENCYPART_SIBL
(26,4),(26,16),-0.055291 # DEPENDENCYPART_SIBL
(26,4),(26,17),-0.140469 # DEPENDENCYPART_SIBL
(26,4),(26,18),-0.0719886 # DEPENDENCYPART_SIBL
(26,4),(26,19),-0.163213 # DEPENDENCYPART_SIBL
(26,4),(26,20),-0.118793 # DEPENDENCYPART_SIBL
(26,4),(26,21),0.212743 # DEPENDENCYPART_SIBL
(26,4),(26,22),-0.148019 # DEPENDENCYPART_SIBL
(26,4),(26,23),-0.164791 # DEPENDENCYPART_SIBL
(26,4),(26,24),0.073938 # DEPENDENCYPART_SIBL
(26,4),(26,25),-0.0812873 # DEPENDENCYPART_SIBL
(26,4),(26,27),0.0754638 # DEPENDENCYPART_SIBL
(26,5),(26,6),-0.105742 # DEPENDENCYPART_SIBL
(26,5),(26,7),-0.41137 # DEPENDENCYPART_SIBL
(26,5),(26,8),-0.0976924 # DEPENDENCYPART_SIBL
(26,5),(26,9),-0.0404722 # DEPENDENCYPART_SIBL
(26,5),(26,10),-0.26534 # DEPENDENCYPART_SIBL
(26,5),(26,11),-0.0873017 # DEPENDENCYPART_SIBL
(26,5),(26,12),-0.194066 # DEPENDENCYPART_SIBL
(26,5),(26,13),-0.00116973 # DEPENDENCYPART_SIBL
(26,5),(26,14),-0.138772 # DEPENDENCYPART_SIBL
(26,5),(26,15),-0.370692 # DEPENDENCYPART_SIBL
(26,5),(26,16),-0.103902 # DEPENDENCYPART_SIBL
(26,5),(26,17),-0.144177 # DEPENDENCYPART_SIBL
(26,5),(26,18),-0.0487782 # DEPENDENCYPART_SIBL
(26,5),(26,19),-0.145246 # DEPENDENCYPART_SIBL
(26,5),(26,20),-0.109226 # DEPENDENCYPART_SIBL
(26,5),(26,21),-0.00116973 # DEPENDENCYPART_SIBL
(26,5),(26,22),-0.229193 # DEPENDENCYPART_SIBL
(26,5),(26,23),-0.15119 # DEPENDENCYPART_SIBL
(26,5),(26,24),-0.00246079 # DEPENDENCYPART_SIBL
(26,5),(26,25),-0.0656533 # DEPENDENCYPART_SIBL
(26,5),(26,27),-0.0616915 # DEPENDENCYPART_SIBL
(26,6),(26,7),-0.559344 # DEPENDENCYPART_SIBL
(26,6),(26,8),-0.223592 # DEPENDENCYPART_SIBL
(26,6),(26,9),-0.0899595 # DEPENDENCYPART_SIBL
(26,6),(26,10),-0.401927 # DEPENDENCYPART_SIBL
(26,6),(26,11),-0.128105 # DEPENDENCYPART_SIBL
(26,6),(26,12),-0.517058 # DEPENDENCYPART_SIBL
(26,6),(26,13),-0.222318 # DEPENDENCYPART_SIBL
(26,6),(26,14),-0.731393 # DEPENDENCYPART_SIBL
(26,6),(26,15),-0.521643 # DEPENDENCYPART_SIBL
(26,6),(26,16),-0.230811 # DEPENDENCYPART_SIBL
(26,6),(26,17),-0.348264 # DEPENDENCYPART_SIBL
(26,6),(26,18),-0.596296 # DEPENDENCYPART_SIBL
(26,6),(26,19),-0.12744 # DEPENDENCYPART_SIBL
(26,6),(26,20),-0.883541 # DEPENDENCYPART_SIBL
(26,6),(26,21),-0.222318 # DEPENDENCYPART_SIBL
(26,6),(26,22),-0.390332 # DEPENDENCYPART_SIBL
(26,6),(26,23),-0.421881 # DEPENDENCYPART_SIBL
(26,6),(26,24),-0.108717 # DEPENDENCYPART_SIBL
(26,6),(26,25),-0.614375 # DEPENDENCYPART_SIBL
(26,6),(26,27),-0.0941855 # DEPENDENCYPART_SIBL
(26,7),(26,8),-0.0893577 # DEPENDENCYPART_SIBL
(26,7),(26,9),-0.0608575 # DEPENDENCYPART_SIBL
(26,7),(26,10),-0.226361 # DEPENDENCYPART_SIBL
(26,7),(26,11),-0.153198 # DEPENDENCYPART_SIBL
(26,7),(26,12),-0.196268 # DEPENDENCYPART_SIBL
(26,7),(26,13),0.206071 # DEPENDENCYPART_SIBL
(26,7),(26,14),-0.0777451 # DEPENDENCYPART_SIBL
(26,7),(26,15),-0.664205 # DEPENDENCYPART_SIBL
(26,7),(26,16),-0.09761 # DEPENDENCYPART_SIBL
(26,7),(26,17),-0.140519 # DEPENDENCYPART_SIBL
(26,7),(26,18),-0.0919702 # DEPENDENCYPART_SIBL
(26,7),(26,19),-0.197939 # DEPENDENCYPART_SIBL
(26,7),(26,20),-0.11055 # DEPENDENCYPART_SIBL
(26,7),(26,21),0.206071 # DEPENDENCYPART_SIBL
(26,7),(26,22),0.154239 # DEPENDENCYPART_SIBL
(26,7),(26,23),-0.149823 # DEPENDENCYPART_SIBL
(26,7),(26,24),-0.0110342 # DEPENDENCYPART_SIBL
(26,7),(26,25),-0.0651368 # DEPENDENCYPART_SIBL
(26,7),(26,27),0.0871627 # DEPENDENCYPART_SIBL
(26,8),(26,9),-0.0628948 # DEPENDENCYPART_SIBL
(26,8),(26,10),-0.178815 # DEPENDENCYPART_SIBL
(26,8),(26,11),-0.120517 # DEPENDENCYPART_SIBL
(26,8),(26,12),-0.196226 # DEPENDENCYPART_SIBL
(26,8),(26,13),0.197558 # DEPENDENCYPART_SIBL
(26,8),(26,14),-0.159755 # DEPENDENCYPART_SIBL
(26,8),(26,15),-0.314863 # DEPENDENCYPART_SIBL
(26,8),(26,16),-0.0566679 # DEPENDENCYPART_SIBL
(26,8),(26,17),-0.141863 # DEPENDENCYPART_SIBL
(26,8),(26,18),-0.0670548 # DEPENDENCYPART_SIBL
(26,8),(26,19),-0.164941 # DEPENDENCYPART_SIBL
(26,8),(26,20),-0.12325 # DEPENDENCYPART_SIBL
(26,8),(26,21),0.197558 # DEPENDENCYPART_SIBL
(26,8),(26,22),-0.149284 # DEPENDENCYPART_SIBL
(26,8),(26,23),-0.166185 # DEPENDENCYPART_SIBL
(26,8),(26,24),0.0714832 # DEPENDENCYPART_SIBL
(26,8),(26,25),-0.0763535 # DEPENDENCYPART_SIBL
(26,8),(26,27),0.0651418 # DEPENDENCYPART_SIBL
(26,9),(26,10),-0.125346 # DEPENDENCYPART_SIBL
(26,9),(26,11),0.016673 # DEPENDENCYPART_SIBL
(26,9),(26,12),-0.109695 # DEPENDENCYPART_SIBL
(26,9),(26,13),0.0954279 # DEPENDENCYPART_SIBL
(26,9),(26,14),-0.113648 # DEPENDENCYPART_SIBL
(26,9),(26,15),-0.294079 # DEPENDENCYPART_SIBL
(26,9),(26,16),-0.035095 # DEPENDENCYPART_SIBL
(26,9),(26,17),0.0132396 # DEPENDENCYPART_SIBL
(26,9),(26,18),0.00506139 # DEPENDENCYPART_SIBL
(26,9),(26,19),-0.0628134 # DEPENDENCYPART_SIBL
(26,9),(26,20),-0.0132444 # DEPENDENCYPART_SIBL
(26,9),(26,21),0.0954279 # DEPENDENCYPART_SIBL
(26,9),(26,22),-0.182031 # DEPENDENCYPART_SIBL
(26,9),(26,23),0.0240291 # DEPENDENCYPART_SIBL
(26,9),(26,24),0.115747 # DEPENDENCYPART_SIBL
(26,9),(26,25),-0.0248925 # DEPENDENCYPART_SIBL
(26,9),(26,27),-0.021717 # DEPENDENCYPART_SIBL
(26,10),(26,11),0.127054 # DEPENDENCYPART_SIBL
(26,10),(26,12),-0.0192071 # DEPENDENCYPART_SIBL
(26,10),(26,13),-0.12813 # DEPENDENCYPART_SIBL
(26,10),(26,14),-0.0277778 # DEPENDENCYPART_SIBL
(26,10),(26,15),-0.287725 # DEPENDENCYPART_SIBL
(26,10),(26,16),0.00966231 # DEPENDENCYPART_SIBL
(26,10),(26,17),0.0773626 # DEPENDENCYPART_SIBL
(26,10),(26,18),0.0829939 # DEPENDENCYPART_SIBL
(26,10),(26,19),0.0827696 # DEPENDENCYPART_SIBL
(26,10),(26,20),0.0264482 # DEPENDENCYPART_SIBL
(26,10),(26,21),-0.12813 # DEPENDENCYPART_SIBL
(26,10),(26,22),-0.148926 # DEPENDENCYPART_SIBL
(26,10),(26,23),0.0776387 # DEPENDENCYPART_SIBL
(26,10),(26,24),0.12258 # DEPENDENCYPART_SIBL
(26,10),(26,25),0.0607324 # DEPENDENCYPART_SIBL
(26,10),(26,27),0.470446 # DEPENDENCYPART_SIBL
(26,11),(26,12),-0.116572 # DEPENDENCYPART_SIBL
(26,11),(26,13),0.153426 # DEPENDENCYPART_SIBL
(26,11),(26,14),-0.0364279 # DEPENDENCYPART_SIBL
(26,11),(26,15),-0.355203 # DEPENDENCYPART_SIBL
(26,11),(26,16),-0.0999372 # DEPENDENCYPART_SIBL
(26,11),(26,17),-0.0809666 # DEPENDENCYPART_SIBL
(26,11),(26,18),-0.0351762 # DEPENDENCYPART_SIBL
(26,11),(26,19),-0.212637 # DEPENDENCYPART_SIBL
(26,11),(26,20),-0.0367154 # DEPENDENCYPART_SIBL
(26,11),(26,21),0.153426 # DEPENDENCYPART_SIBL
(26,11),(26,22),-0.221895 # DEPENDENCYPART_SIBL
(26,11),(26,23),-0.0750485 # DEPENDENCYPART_SIBL
(26,11),(26,24),0.0126607 # DEPENDENCYPART_SIBL
(26,11),(26,25),-0.0520513 # DEPENDENCYPART_SIBL
(26,11),(26,27),0.0874834 # DEPENDENCYPART_SIBL
(26,12),(26,13),-0.261882 # DEPENDENCYPART_SIBL
(26,12),(26,14),-0.461234 # DEPENDENCYPART_SIBL
(26,12),(26,15),-0.360477 # DEPENDENCYPART_SIBL
(26,12),(26,16),0.0929437 # DEPENDENCYPART_SIBL
(26,12),(26,17),-0.378912 # DEPENDENCYPART_SIBL
(26,12),(26,18),-0.190459 # DEPENDENCYPART_SIBL
(26,12),(26,19),-0.00306427 # DEPENDENCYPART_SIBL
(26,12),(26,20),-0.278599 # DEPENDENCYPART_SIBL
(26,12),(26,21),-0.261882 # DEPENDENCYPART_SIBL
(26,12),(26,22),-0.156097 # DEPENDENCYPART_SIBL
(26,12),(26,23),-0.479477 # DEPENDENCYPART_SIBL
(26,12),(26,24),0.179011 # DEPENDENCYPART_SIBL
(26,12),(26,25),-0.205853 # DEPENDENCYPART_SIBL
(26,12),(26,27),-0.0836154 # DEPENDENCYPART_SIBL
(26,13),(26,14),-0.0394086 # DEPENDENCYPART_SIBL
(26,13),(26,15),-0.267955 # DEPENDENCYPART_SIBL
(26,13),(26,16),0.176838 # DEPENDENCYPART_SIBL
(26,13),(26,17),0.0289892 # DEPENDENCYPART_SIBL
(26,13),(26,18),0.0564338 # DEPENDENCYPART_SIBL
(26,13),(26,19),0.0495973 # DEPENDENCYPART_SIBL
(26,13),(26,20),0.126901 # DEPENDENCYPART_SIBL
(26,13),(26,21),-0.324472 # DEPENDENCYPART_SIBL
(26,13),(26,22),0.568542 # DEPENDENCYPART_SIBL
(26,13),(26,23),-0.0417504 # DEPENDENCYPART_SIBL
(26,13),(26,24),0.510325 # DEPENDENCYPART_SIBL
(26,13),(26,25),0.0966497 # DEPENDENCYPART_SIBL
(26,13),(26,27),0.01006 # DEPENDENCYPART_SIBL
(26,14),(26,15),-0.270687 # DEPENDENCYPART_SIBL
(26,14),(26,16),0.0357153 # DEPENDENCYPART_SIBL
(26,14),(26,17),-0.0376012 # DEPENDENCYPART_SIBL
(26,14),(26,18),-0.0686126 # DEPENDENCYPART_SIBL
(26,14),(26,19),0.126713 # DEPENDENCYPART_SIBL
(26,14),(26,20),-0.180065 # DEPENDENCYPART_SIBL
(26,14),(26,21),0.135465 # DEPENDENCYPART_SIBL
(26,14),(26,22),0.0726034 # DEPENDENCYPART_SIBL
(26,14),(26,23),-0.0698767 # DEPENDENCYPART_SIBL
(26,14),(26,24),0.159673 # DEPENDENCYPART_SIBL
(26,14),(26,25),-0.0825033 # DEPENDENCYPART_SIBL
(26,14),(26,27),0.0326735 # DEPENDENCYPART_SIBL
(26,15),(26,16),-0.0781214 # DEPENDENCYPART_SIBL
(26,15),(26,17),-0.117137 # DEPENDENCYPART_SIBL
(26,15),(26,18),-0.0262889 # DEPENDENCYPART_SIBL
(26,15),(26,19),-0.169435 # DEPENDENCYPART_SIBL
(26,15),(26,20),-0.0693518 # DEPENDENCYPART_SIBL
(26,15),(26,21),0.153822 # DEPENDENCYPART_SIBL
(26,15),(26,22),0.0744992 # DEPENDENCYPART_SIBL
(26,15),(26,23),-0.128055 # DEPENDENCYPART_SIBL
(26,15),(26,24),0.00462442 # DEPENDENCYPART_SIBL
(26,15),(26,25),-0.00723697 # DEPENDENCYPART_SIBL
(26,15),(26,27),0.098929 # DEPENDENCYPART_SIBL
(26,16),(26,17),-0.115935 # DEPENDENCYPART_SIBL
(26,16),(26,18),-0.0590681 # DEPENDENCYPART_SIBL
(26,16),(26,19),-0.139532 # DEPENDENCYPART_SIBL
(26,16),(26,20),-0.0906346 # DEPENDENCYPART_SIBL
(26,16),(26,21),0.246273 # DEPENDENCYPART_SIBL
(26,16),(26,22),-0.136346 # DEPENDENCYPART_SIBL
(26,16),(26,23),-0.140247 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.0986637 # DEPENDENCYPART_SIBL
(26,16),(26,25),-0.0683668 # DEPENDENCYPART_SIBL
(26,16),(26,27),0.0926964 # DEPENDENCYPART_SIBL
(26,17),(26,18),-0.196387 # DEPENDENCYPART_SIBL
(26,17),(26,19),-0.122524 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.274302 # DEPENDENCYPART_SIBL
(26,17),(26,21),-0.159848 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.192057 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.448682 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.143331 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.211781 # DEPENDENCYPART_SIBL
(26,17),(26,27),-0.049741 # DEPENDENCYPART_SIBL
(26,18),(26,19),-0.111225 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.621748 # DEPENDENCYPART_SIBL
(26,18),(26,21),-0.237803 # DEPENDENCYPART_SIBL
(26,18),(26,22),-0.348253 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.472664 # DEPENDENCYPART_SIBL
(26,18),(26,24),-0.0633074 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.628917 # DEPENDENCYPART_SIBL
(26,18),(26,27),0.0476359 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.119723 # DEPENDENCYPART_SIBL
(26,19),(26,21),-0.109809 # DEPENDENCYPART_SIBL
(26,19),(26,22),-0.267443 # DEPENDENCYPART_SIBL
(26,19),(26,23),-0.0902363 # DEPENDENCYPART_SIBL
(26,19),(26,24),-0.0213575 # DEPENDENCYPART_SIBL
(26,19),(26,25),-0.12051 # DEPENDENCYPART_SIBL
(26,19),(26,27),0.037569 # DEPENDENCYPART_SIBL
(26,20),(26,21),-0.208539 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.381308 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.414516 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.101603 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.587387 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.0201873 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.568542 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.0417504 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.510325 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0966497 # DEPENDENCYPART_SIBL
(26,21),(26,27),0.01006 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0806879 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.0949959 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.145133 # DEPENDENCYPART_SIBL
(26,22),(26,27),0.163678 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.237003 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.1773 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.0158657 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.089534 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.128061 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.420344 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.819544 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.00685274 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.334564 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.232253 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.656756 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0992856 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.137403 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.468506 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.034127 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.205792 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.0274717 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.788928 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.523489 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),0.208674 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),0.00704351 # DEPENDENCYPART_GRANDPAR
(0,3),(3,27),0.902779 # DEPENDENCYPART_GRANDPAR
(0,26),(26,1),0.86179 # DEPENDENCYPART_GRANDPAR
(0,26),(26,3),0.369297 # DEPENDENCYPART_GRANDPAR
(0,26),(26,4),0.260631 # DEPENDENCYPART_GRANDPAR
(0,26),(26,5),-0.890265 # DEPENDENCYPART_GRANDPAR
(0,26),(26,6),-0.841411 # DEPENDENCYPART_GRANDPAR
(0,26),(26,7),0.201305 # DEPENDENCYPART_GRANDPAR
(0,26),(26,8),-0.202034 # DEPENDENCYPART_GRANDPAR
(0,26),(26,9),-0.865592 # DEPENDENCYPART_GRANDPAR
(0,26),(26,10),-0.746729 # DEPENDENCYPART_GRANDPAR
(0,26),(26,11),-0.505117 # DEPENDENCYPART_GRANDPAR
(0,26),(26,12),-0.793042 # DEPENDENCYPART_GRANDPAR
(0,26),(26,13),0.424151 # DEPENDENCYPART_GRANDPAR
(0,26),(26,14),0.943741 # DEPENDENCYPART_GRANDPAR
(0,26),(26,15),-0.843927 # DEPENDENCYPART_GRANDPAR
(0,26),(26,16),-0.560005 # DEPENDENCYPART_GRANDPAR
(0,26),(26,17),-0.846925 # DEPENDENCYPART_GRANDPAR
(0,26),(26,18),-0.258717 # DEPENDENCYPART_GRANDPAR
(0,26),(26,19),-0.693874 # DEPENDENCYPART_GRANDPAR
(0,26),(26,20),-0.895597 # DEPENDENCYPART_GRANDPAR
(0,26),(26,21),0.660297 # DEPENDENCYPART_GRANDPAR
(0,26),(26,22),1.06152 # DEPENDENCYPART_GRANDPAR
(0,26),(26,23),-1.16365 # DEPENDENCYPART_GRANDPAR
(0,26),(26,24),-0.469899 # DEPENDENCYPART_GRANDPAR
(0,26),(26,25),1.08288 # DEPENDENCYPART_GRANDPAR
(0,26),(26,27),1.06801 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.17879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.449835 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.376599 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.522722 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.54704 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.368908 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.18131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.112984 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.339105 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.574946 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.462772 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.411618 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.457234 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.536658 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.201015 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.606341 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.447115 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.559755 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.590749 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.584165 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.643601 # DEPENDENCYPART_GRANDPAR
(1,3),(3,27),-0.967142 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.25078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.50942 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.63146 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.577575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.239534 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.289142 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.0158619 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.407162 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.269944 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.253823 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.276723 # DEPENDENCYPART_GRANDPAR
