# _root_ The establishment of the separate company , to be called Courtaulds Textiles , could be effective as early as next year 's first quarter .
#goldHeads=2,14,2,6,6,3,6,9,6,9,12,10,6,0,14,15,15,17,17,21,24,21,24,19,14,
#predictedHeads=2,14,2,6,6,3,6,9,6,9,12,10,6,0,14,15,15,17,17,21,24,21,24,19,14,
(2,15),(15,15),(15,25),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,26),0.0622856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,15),(15,16),(15,17),-0.0480763 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,18),-0.0435532 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,19),-0.0554297 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,20),-0.045478 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,21),-0.0363064 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,23),-0.045478 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,24),-0.0361978 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,25),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,26),0.024549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,17),(15,18),-0.0495583 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,19),-0.038136 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,20),-0.0464053 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,21),-0.0393804 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,23),-0.0467454 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,24),-0.0397241 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,25),-0.0453517 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,26),0.0166794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,18),(15,19),-0.0401499 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,18),(15,20),-0.044641 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,18),(15,21),-0.0437795 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,18),(15,23),-0.0449812 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,18),(15,24),-0.0441231 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,18),(15,25),-0.0452914 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,18),(15,26),0.0106308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,19),(15,20),-0.0480437 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,19),(15,21),-0.0310703 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,19),(15,23),-0.0485468 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,19),(15,24),-0.0369485 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,19),(15,25),-0.0530466 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,19),(15,26),-0.0228193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,20),(15,21),-0.0358704 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,20),(15,23),-0.045478 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,20),(15,24),-0.0357618 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,20),(15,25),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,20),(15,26),0.0239904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,21),(15,23),-0.0361813 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,21),(15,24),-0.0345728 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,21),(15,25),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,21),(15,26),-0.0318826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,23),(15,24),-0.036094 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,23),(15,25),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,23),(15,26),0.0263278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,24),(15,25),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,24),(15,26),-0.0482775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,25),(15,26),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,15),(15,14),0.107582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,13),0.139981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,9),0.171747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,6),0.16615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,2),0.160457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,15),(15,15),(15,-1),0.034862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,15),(15,14),(15,13),0.119129 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,9),0.119154 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,6),0.11851 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,2),0.11851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,14),(15,-1),-0.144971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,13),(15,9),0.12771 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,6),0.117596 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,2),0.117607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,13),(15,-1),-0.188877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,9),(15,6),0.116151 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,2),0.116328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,9),(15,-1),-0.142199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,6),(15,2),0.0943627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,6),(15,-1),-0.0302201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,2),(15,-1),-0.0348201 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,17),(17,17),(17,18),-0.0332465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,19),-0.0478123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,20),-0.0108842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,21),-0.00484337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,24),-0.00961372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,25),-0.046086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,26),-0.0618555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,17),(17,18),(17,19),-0.0213418 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,18),(17,20),-0.0343695 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,18),(17,21),-0.0459064 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,18),(17,24),-0.0450359 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,18),(17,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,18),(17,26),-0.0444208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,19),(17,20),-0.0399038 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,19),(17,21),-0.0618987 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,19),(17,24),-0.0618976 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,19),(17,25),-0.0420105 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,19),(17,26),-0.0345552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,20),(17,21),-0.0398553 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,20),(17,24),-0.0398553 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,20),(17,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,20),(17,26),0.0118412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,21),(17,24),-0.0431922 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,21),(17,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,21),(17,26),-0.121151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,24),(17,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,24),(17,26),-0.123615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,25),(17,26),-0.0440058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,17),(17,16),0.150612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,15),0.153746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,13),0.154712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,12),0.10246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,11),0.10246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,9),0.153746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,8),0.127683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,6),0.102459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,2),0.10246 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,17),(17,17),(17,-1),-0.258159 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,17),(17,16),(17,15),0.118382 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,16),(17,13),0.109362 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,16),(17,12),0.117791 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,16),(17,11),0.117791 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,16),(17,9),0.118382 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,16),(17,8),0.117696 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,16),(17,6),0.117791 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,16),(17,2),0.117791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,16),(17,-1),-0.0130711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,15),(17,13),0.118952 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,12),0.121837 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,11),0.121837 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,9),0.119147 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,8),0.1219 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,6),0.121837 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,2),0.121837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,15),(17,-1),-0.086371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,13),(17,12),0.103415 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,13),(17,11),0.103415 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,13),(17,9),0.12548 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,13),(17,8),0.114314 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,13),(17,6),0.103415 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,13),(17,2),0.103415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,13),(17,-1),-0.119559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,12),(17,11),0.118843 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,12),(17,9),0.119151 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,12),(17,8),0.11631 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,12),(17,6),0.118843 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,12),(17,2),0.118843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,12),(17,-1),-0.136697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,11),(17,9),0.119151 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,11),(17,8),0.11631 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,11),(17,6),0.118843 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,11),(17,2),0.118843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,11),(17,-1),-0.136697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,9),(17,8),0.1219 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,9),(17,6),0.121837 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,9),(17,2),0.121837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,9),(17,-1),-0.086371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,8),(17,6),0.119101 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,8),(17,2),0.11911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,8),(17,-1),-0.157182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,6),(17,2),0.118843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,6),(17,-1),-0.136709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,2),(17,-1),-0.136697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,19),(19,19),(19,20),-0.0276916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,21),0.04543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,23),-0.0368099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,24),0.0273752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,26),-0.379871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,19),(19,20),(19,21),-0.043997 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,20),(19,23),-0.0420086 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,20),(19,24),-0.0432129 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,20),(19,26),-0.0126757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,21),(19,23),-0.0447492 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,21),(19,24),-0.0773301 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,21),(19,26),-0.0183766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,23),(19,24),-0.0434265 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,23),(19,26),-0.0221205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,24),(19,26),-0.0285361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,19),(19,18),0.136984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,17),0.137427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,19),(19,19),(19,-1),-0.121324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,19),(19,18),(19,17),0.119432 # DEPENDENCYPART_GRANDSIBL
(2,19),(19,18),(19,-1),-0.179385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,19),(19,17),(19,-1),-0.184522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,25),(25,25),(25,26),-0.00516393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,25),(25,25),(25,24),0.102454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,25),(25,25),(25,-1),-0.0509464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,25),(25,24),(25,-1),-0.141525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,3),-0.12492 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,26),-0.158723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,3),(1,26),-0.128909 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,-1),-0.0740481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,4),(4,5),-0.0459736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,7),-0.0432526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,9),-0.0303161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,10),-0.0302463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,26),-0.0740481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,7),-0.041999 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,9),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,10),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,26),-0.0305843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,7),(4,9),-0.0430437 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,10),-0.0430437 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,26),-0.0558329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,9),(4,10),-0.0433579 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,26),-0.0251479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,10),(4,26),-0.0250781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,-1),-0.158723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,5),(5,7),-0.0116713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,8),-0.0813569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,26),0.00168793 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,7),(5,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,26),-0.0486312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,8),(5,26),-0.0852843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,4),0.149112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,2),-0.132197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,-1),-0.200081 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,4),(5,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,-1),-0.0995561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,2),(5,-1),-0.123029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,7),-0.0765285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,8),0.0240959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,9),-0.0523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,10),-0.0543463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,12),-0.193531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,13),-0.0765285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,14),0.0176943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,24),-0.194184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,25),-0.0716542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,26),0.267657 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,7),(6,8),-0.045921 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,9),0.0342463 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,10),0.0337548 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,12),-0.0709681 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,13),-0.0831196 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,14),-0.0870269 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,24),-0.0641946 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,25),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,26),-0.0579513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,8),(6,9),-0.0613159 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,10),-0.0613159 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,12),-0.0353663 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,13),-0.0284865 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,14),-0.0422507 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,24),-0.0353663 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,25),-0.0430535 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,26),0.00854486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,9),(6,10),-0.0142653 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,12),-0.048184 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,13),0.00245091 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,14),-0.0417177 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,24),-0.0481841 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,25),-0.0426312 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,26),-0.0906847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,10),(6,12),-0.0482151 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,13),0.00525484 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,14),-0.0417148 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,24),-0.0482152 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,25),-0.0426312 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,26),-0.0902815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,12),(6,13),-0.0722245 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,14),-0.0446803 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,24),-0.0502524 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,25),-0.04666 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,26),-0.0847647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,13),(6,14),-0.0870269 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,13),(6,24),-0.0641946 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,13),(6,25),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,13),(6,26),-0.0579513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,14),(6,24),-0.0422688 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,25),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,26),-0.0138961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,24),(6,25),-0.04666 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,24),(6,26),-0.0824666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,25),(6,26),-0.0647184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,5),0.153846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,4),0.060244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,3),0.176632 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,6),(6,2),-0.133897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,1),-0.132954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,-1),-0.0931 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,5),(6,4),0.143797 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,3),0.141761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,5),(6,2),-0.126834 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,1),-0.133494 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,-1),-0.0922972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,4),(6,3),0.0833249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,4),(6,2),-0.125438 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,4),(6,1),-0.124897 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,4),(6,-1),-0.0159597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,3),(6,2),-0.124995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,3),(6,1),-0.1249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,3),(6,-1),-0.10259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,2),(6,1),-0.126478 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,2),(6,-1),-0.0828668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,1),(6,-1),-0.0159597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,26),-0.0878073 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,7),(7,-1),-0.161549 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,8),(8,11),-0.0661825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,12),-0.0661825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,26),-0.0360035 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,11),(8,12),-0.0435814 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,26),-0.0495789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,12),(8,26),-0.0495789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,7),0.117972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,-1),-0.133078 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,7),(8,-1),-0.126074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
