# _root_ Nashua Corp. , rumored a potential takeover target for six months , said that a Dutch company has sought U.S. approval to buy up to 25 % of Nashua 's shares .
#goldHeads=2,13,2,2,8,8,8,4,4,11,9,2,0,18,17,17,18,13,18,21,19,23,21,27,24,24,23,27,31,29,28,13,
#predictedHeads=2,13,2,2,8,8,8,4,4,11,9,2,0,18,17,17,18,13,18,21,19,23,21,27,24,24,23,27,31,29,28,13,
(4,13),(13,16),(13,19),-0.0867711 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,22),-0.046377 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,23),-0.101335 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,24),-0.051006 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,25),-0.046377 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,32),-0.0373085 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,33),-0.0910824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,17),(13,18),-0.0961532 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,19),-0.0921365 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,22),-0.0468286 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,23),-0.1067 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,24),-0.0475305 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,25),-0.0468286 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,32),-0.0373085 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,33),-0.11342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,18),(13,19),-0.0142739 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,22),-0.0517361 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,23),-0.0164822 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,24),-0.0322835 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,25),-0.0517361 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,32),-0.0276708 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,33),-0.0522591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,19),(13,22),-0.0517361 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,19),(13,23),-0.0162276 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,19),(13,24),-0.0321383 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,19),(13,25),-0.0517361 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,19),(13,32),-0.0276453 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,19),(13,33),-0.041364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,22),(13,23),-0.0346362 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,22),(13,24),-0.0201959 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,22),(13,25),-0.0552557 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,22),(13,32),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,22),(13,33),-0.0183495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,23),(13,24),-0.0315498 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,23),(13,25),-0.0517361 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,23),(13,32),-0.0276701 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,23),(13,33),-0.0468037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,24),(13,25),-0.0830691 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,24),(13,32),-0.0501752 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,24),(13,33),-0.0347268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,25),(13,32),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,25),(13,33),-0.0183495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,32),(13,33),-0.0562627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,13),(13,12),0.106785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,11),0.157347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,10),0.10741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,9),-0.0318583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,8),0.160279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,7),0.158815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,6),0.113992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,5),0.0761986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,4),0.106409 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,13),(13,13),(13,3),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,2),-0.178123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,1),-0.178013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,-1),-0.241451 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,13),(13,12),(13,11),0.133775 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,10),0.124688 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,9),0.0640951 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,8),0.133824 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,7),0.133824 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,6),0.0827515 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,5),0.115865 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,4),0.161078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,12),(13,3),-0.125092 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,2),-0.126165 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,1),-0.126206 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,-1),-0.071105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,11),(13,10),0.114405 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,9),0.213529 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,8),0.113238 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,7),0.113238 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,6),0.10782 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,5),0.16145 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,4),0.110387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,11),(13,3),-0.127792 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,1),-0.128039 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,-1),-0.141307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,10),(13,9),0.136948 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,8),0.114456 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,7),0.114456 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,6),0.119082 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,5),0.118834 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,4),0.118226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,10),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,-1),-0.160266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,9),(13,8),0.116976 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,7),0.116974 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,6),0.144187 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,5),0.117278 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,4),0.112386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,9),(13,3),-0.127337 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,2),-0.125474 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,1),-0.125474 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,-1),-0.14382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,8),(13,7),0.113241 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,8),(13,6),0.10782 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,8),(13,5),0.161452 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,8),(13,4),0.111271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,8),(13,3),-0.127792 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,8),(13,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,8),(13,1),-0.128039 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,8),(13,-1),-0.142233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,7),(13,6),0.106214 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,7),(13,5),0.161452 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,7),(13,4),0.111271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,7),(13,3),-0.127792 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,7),(13,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,7),(13,1),-0.128039 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,7),(13,-1),-0.142394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,6),(13,5),0.118788 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,6),(13,4),0.105838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,6),(13,3),-0.12509 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,6),(13,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,6),(13,1),-0.124888 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,6),(13,-1),-0.12677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,5),(13,4),0.116334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,5),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,5),(13,2),-0.124894 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,5),(13,1),-0.124894 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,5),(13,-1),-0.109576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,4),(13,3),-0.127366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,4),(13,2),-0.125557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,4),(13,1),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,4),(13,-1),-0.127298 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,13),(13,3),(13,2),-0.126165 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,3),(13,1),-0.126206 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,3),(13,-1),-0.071105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,2),(13,1),-0.128039 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,2),(13,-1),-0.145045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,1),(13,-1),-0.142307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,14),(14,16),-0.0190018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,14),(14,14),(14,17),-0.0353413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,14),(14,14),(14,33),-0.028758 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,14),(14,16),(14,17),-0.0848962 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,16),(14,33),0.00858779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,17),(14,33),-0.0180128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,14),(14,11),0.118236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,14),(14,14),(14,-1),0.0903027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,14),(14,11),(14,-1),-0.16895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,18),(18,19),-0.0760878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,20),0.0193831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,21),0.01151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,22),0.0654718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,23),-0.0789665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,24),-0.0780686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,25),0.0654718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,28),-0.0814908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,32),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,33),0.0418052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,18),(18,19),(18,20),-0.0696644 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,19),(18,21),-0.0696644 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,19),(18,22),-0.0522643 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,19),(18,23),-0.01518 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,19),(18,24),-0.0330767 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,19),(18,25),-0.0522643 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,19),(18,28),-0.0286065 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,19),(18,32),-0.0199085 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,19),(18,33),-0.0849275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,20),(18,21),0.00602986 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,20),(18,22),-0.0470779 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,20),(18,23),-0.113121 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,20),(18,24),-0.0324394 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,20),(18,25),-0.0470779 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,20),(18,28),-0.0259083 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,20),(18,32),-0.03732 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,20),(18,33),-0.0743666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,21),(18,22),-0.0476887 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,21),(18,23),-0.120471 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,21),(18,24),-0.0273466 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,21),(18,25),-0.0476887 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,21),(18,28),-0.0208154 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,21),(18,32),-0.03732 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,21),(18,33),-0.0781068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,22),(18,23),-0.0348503 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,22),(18,24),-0.0209975 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,22),(18,25),-0.0552557 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,22),(18,28),-0.0258386 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,22),(18,32),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,22),(18,33),-0.0181291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,23),(18,24),-0.0324882 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,23),(18,25),-0.0522643 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,23),(18,28),-0.028018 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,23),(18,32),-0.0199333 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,23),(18,33),-0.0903673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,24),(18,25),-0.0830421 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,24),(18,28),-0.0761403 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,24),(18,32),-0.0507026 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,24),(18,33),-0.0136726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,25),(18,28),-0.0258386 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,25),(18,32),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,25),(18,33),-0.0181291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,28),(18,32),-0.0507026 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,28),(18,33),-0.00525263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,32),(18,33),-0.0521193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,18),(18,17),0.18876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,16),0.198766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,15),0.0805382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,14),-0.100833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,13),0.118743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,12),0.0863739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,11),0.19446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,10),0.103635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,9),-0.033354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,8),0.197392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,4),0.127593 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,18),(18,18),(18,3),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,2),-0.181016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,1),-0.180906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,18),(18,18),(18,-1),-0.281249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,18),(18,17),(18,16),0.105172 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,15),0.178691 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,14),0.230493 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,13),0.109444 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,12),0.108585 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,11),0.105168 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,10),0.114195 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,9),0.229299 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,8),0.105172 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,4),0.109636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,17),(18,3),-0.127738 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,2),-0.128074 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,1),-0.128109 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,17),(18,-1),-0.113189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,16),(18,15),0.17889 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,14),0.226101 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,13),0.110395 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,12),0.108434 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,11),0.102751 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,10),0.114407 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,9),0.224906 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,8),0.102755 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,4),0.110587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,16),(18,3),-0.127738 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,2),-0.128074 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,1),-0.128109 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,16),(18,-1),-0.102113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,15),(18,14),0.135512 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,13),0.116334 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,12),0.111849 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,11),0.115428 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,10),0.119162 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,9),0.130199 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,8),0.115428 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,4),0.116334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,15),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,2),-0.124893 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,1),-0.124893 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,15),(18,-1),-0.0829728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,14),(18,13),0.113648 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,12),0.0781732 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,11),0.116684 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,10),0.116489 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,9),0.125677 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,8),0.109588 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,4),0.113745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,14),(18,3),-0.126426 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,2),-0.125494 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,1),-0.125494 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,14),(18,-1),-0.050475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,13),(18,12),0.236401 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,11),0.089479 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,10),0.119148 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,9),0.128976 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,8),0.0894839 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,4),0.104201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,13),(18,3),-0.127366 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,2),-0.125605 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,1),-0.125517 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,13),(18,-1),-0.118791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,12),(18,11),0.128165 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,12),(18,10),0.124748 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,12),(18,9),0.0654147 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,12),(18,8),0.128215 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,12),(18,4),0.168954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,12),(18,3),-0.12504 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,12),(18,2),-0.126165 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,12),(18,1),-0.126206 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,12),(18,-1),-0.13113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,11),(18,10),0.114407 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,11),(18,9),0.223857 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,11),(18,8),0.102752 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,11),(18,4),0.109702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,11),(18,3),-0.127738 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,11),(18,2),-0.128074 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,11),(18,1),-0.128109 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,11),(18,-1),-0.101191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,10),(18,9),0.136425 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,10),(18,8),0.113473 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,10),(18,4),0.118226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,10),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,10),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,10),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,10),(18,-1),-0.162343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,9),(18,8),0.116817 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,9),(18,4),0.115043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,9),(18,3),-0.126881 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,9),(18,2),-0.125488 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,9),(18,1),-0.125488 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,9),(18,-1),-0.139953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,8),(18,4),0.110587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,18),(18,8),(18,3),-0.127738 # DEPENDENCYPART_GRANDSIBL
(4,18),(18,8),(18,2),-0.128074 # DEPENDENCYPART_GRANDSIBL
