# _root_ Ways and Means veteran Gephardt ( D. , Mo . ) moves to the House Budget Committee ; Rep. Cardin ( D. , Md . ) replaces him ... .
#goldHeads=2,5,2,5,12,7,5,7,7,9,7,0,12,17,17,17,13,12,20,27,22,20,22,22,24,22,12,27,12,12,
#predictedHeads=2,12,5,5,2,7,5,7,7,9,7,0,12,17,17,17,13,12,20,27,22,20,22,22,24,22,12,27,12,12,
(4,2),(2,7),(2,31),-0.214255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,8),(2,9),-0.129249 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,12),-0.128055 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,27),-0.128055 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,31),-0.124484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,9),(2,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,11),-0.125777 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,12),-0.127112 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,18),-0.126264 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,23),-0.12646 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,27),-0.127112 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,31),-0.214223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,10),(2,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,31),-0.126517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,11),(2,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,11),(2,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,11),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,11),(2,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,11),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,11),(2,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,11),(2,31),-0.139587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,12),(2,18),-0.124891 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,12),(2,23),-0.124964 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,12),(2,25),-0.124905 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,12),(2,27),-0.124895 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,12),(2,30),-0.124905 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,12),(2,31),-0.120747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,18),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,18),(2,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,18),(2,27),-0.125264 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,18),(2,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,18),(2,31),-0.135476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,23),(2,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,23),(2,27),-0.128055 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,23),(2,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,23),(2,31),-0.124484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,25),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,25),(2,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,25),(2,31),-0.126517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,27),(2,30),-0.124905 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,27),(2,31),-0.120619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,30),(2,31),-0.126517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,2),(2,1),-0.0563042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,-1),-0.335746 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,1),(2,-1),0.0125092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,4),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,3),(3,5),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,7),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,8),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,10),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,12),-0.154291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,31),0.0103613 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,4),(3,5),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,7),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,8),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,10),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,12),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,31),-0.143167 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,5),(3,7),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,8),-0.126785 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,10),-0.125194 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,12),-0.125545 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,31),-0.143151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,7),(3,8),-0.126785 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,10),-0.125194 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,12),-0.125545 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,31),-0.143726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,8),(3,10),-0.124886 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,12),-0.127045 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,31),-0.00338991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,10),(3,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,10),(3,31),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,12),(3,31),-0.173868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,2),-0.0524101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,-1),0.0880148 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,2),(3,-1),-0.0356822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,6),-0.00229398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,7),-0.186791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,8),0.138202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,9),-0.182994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,10),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,11),0.0247079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,12),0.0469004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,15),-0.184689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,16),-0.184851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,17),-0.182995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,18),-0.00846202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,19),-0.182925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,20),-0.182994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,22),-0.186791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,23),0.138202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,24),-0.182994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,25),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,29),-0.0100936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,30),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,31),0.0979639 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,6),(5,7),-0.0447624 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,8),-0.0422477 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,9),-0.0446209 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,10),-0.0420609 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,11),-0.0459228 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,12),-0.0424182 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,15),-0.0446209 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,16),-0.0446209 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,17),-0.0446209 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,18),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,19),-0.0446209 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,20),-0.0446209 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,22),-0.0447624 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,23),-0.0422477 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,24),-0.0446209 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,25),-0.0420609 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,29),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,30),-0.0420609 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,31),0.00600896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,7),(5,8),-0.0519262 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,9),-0.0135738 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,10),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,11),-0.0420384 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,12),-0.0429914 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,15),-0.0143375 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,16),-0.0135738 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,17),-0.0135738 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,18),-0.0279203 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,19),-0.0122301 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,20),-0.0135738 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,22),-0.0135778 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,23),-0.0519262 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,24),-0.0135738 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,25),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,29),-0.0389184 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,30),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,31),-0.00183089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,8),(5,9),0.137895 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,10),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,11),-0.0494025 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,12),-0.11719 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,15),0.133439 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,16),0.133449 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,17),0.133442 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,18),-0.0505884 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,19),0.133449 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,20),0.133449 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,22),0.132687 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,23),-0.0496519 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,24),0.134919 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,25),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,29),-0.0494021 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,30),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,31),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,9),(5,10),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,11),-0.0418334 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,12),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,15),-0.0140698 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,16),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,17),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,18),-0.0279199 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,19),-0.0119624 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,20),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,22),-0.0133101 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,23),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,24),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,25),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,29),-0.038918 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,30),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,31),0.0065684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,10),(5,11),-0.0672965 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,12),-0.0429139 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,15),-0.0261338 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,16),-0.0261338 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,17),-0.0261338 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,18),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,19),-0.0261338 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,20),-0.0261338 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,22),-0.0261338 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,24),-0.0261338 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,29),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,31),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,11),(5,12),-0.0420059 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,15),-0.047915 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,16),-0.047915 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,17),-0.047915 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,18),-0.0438289 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,19),-0.047915 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,20),-0.047915 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,22),-0.047915 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,23),-0.045689 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,24),-0.047915 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,25),-0.0424422 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,29),-0.0438277 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,30),-0.0424422 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,31),0.0414286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,12),(5,15),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,16),-0.0484085 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,17),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,18),-0.0323323 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,19),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,20),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,22),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,23),-0.0559388 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,24),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,25),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,29),-0.0315417 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,30),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,31),-0.0126459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,15),(5,16),-0.0148282 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,17),-0.0148282 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,18),-0.0279199 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,19),-0.0134845 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,20),-0.0148282 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,22),-0.0148322 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,23),-0.0497315 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,24),-0.0148282 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,25),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,29),-0.038918 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,30),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,31),0.000660546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,16),(5,17),-0.0140688 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,18),-0.0279199 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,19),-0.012725 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,20),-0.0140688 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,22),-0.0140728 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,23),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,24),-0.0140688 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,25),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,29),-0.038918 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,30),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,31),0.0018581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,17),(5,18),-0.0279199 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,17),(5,19),-0.0119624 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,17),(5,20),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,17),(5,22),-0.0133101 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,17),(5,23),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,17),(5,24),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,17),(5,25),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,17),(5,29),-0.038918 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,17),(5,30),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,17),(5,31),0.00211507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,18),(5,19),-0.00916287 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,18),(5,20),-0.00916287 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,18),(5,22),-0.00916287 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,18),(5,23),-0.0437655 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,18),(5,24),-0.00916287 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,18),(5,25),-0.0424251 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,18),(5,29),-0.0433437 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,18),(5,30),-0.0424251 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,18),(5,31),0.0146324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,19),(5,20),-0.0137302 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,19),(5,22),-0.0137342 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,19),(5,23),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,19),(5,24),-0.0137302 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,19),(5,25),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,19),(5,29),-0.038918 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,19),(5,30),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,19),(5,31),0.0039592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,20),(5,22),-0.0133101 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,20),(5,23),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,20),(5,24),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,20),(5,25),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,20),(5,29),-0.038918 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,20),(5,30),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,20),(5,31),0.00212253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,22),(5,23),-0.0519262 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,22),(5,24),-0.0135738 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,22),(5,25),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,22),(5,29),-0.0389184 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,22),(5,30),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,22),(5,31),-0.00183089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,23),(5,24),0.134919 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,23),(5,25),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,23),(5,29),-0.0494021 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,23),(5,30),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,23),(5,31),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,24),(5,25),-0.0386092 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,24),(5,29),-0.038918 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,24),(5,30),-0.0386092 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,24),(5,31),0.00384536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,25),(5,29),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,25),(5,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,25),(5,31),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,29),(5,30),-0.042813 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,29),(5,31),0.0139646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,30),(5,31),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,4),0.152414 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,3),-0.141685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,2),-0.139415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,1),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,-1),0.0232017 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,4),(5,3),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,1),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
