# _root_ Whether Polly Peck 's acquisition makes sense remains to be seen , but at the news conference , Mr. Nadir brimmed with self-confidence that he can turn Sansui around .
#goldHeads=6,3,5,3,6,8,6,13,10,8,10,13,0,21,17,17,14,21,20,21,13,21,22,26,26,23,26,27,27,13,
#predictedHeads=3,3,5,3,6,13,8,6,10,8,10,13,0,21,17,17,14,21,20,21,13,21,22,26,26,21,26,27,28,13,
(8,1),(1,4),(1,31),-0.177941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,1),(1,-1),0.0813527 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,2),(2,2),(2,3),0.0235287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,4),0.0983595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,6),0.129756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,7),0.0235278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,8),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,31),-0.183458 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,2),(2,3),(2,4),0.112125 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,6),0.130064 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,7),0.104443 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,8),-0.145067 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,31),-0.112751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,4),(2,6),0.109169 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,7),0.114639 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,31),-0.177941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,6),(2,7),0.112755 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,6),(2,8),-0.142049 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,6),(2,31),-0.140937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,7),(2,8),-0.145067 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,7),(2,31),-0.112789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,8),(2,31),-0.139713 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,2),(2,2),(2,1),0.0384993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,-1),0.0559113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,2),(2,1),(2,-1),-0.00657304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,3),(3,4),0.0983595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,5),0.02098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,6),0.129756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,7),0.0246172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,8),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,11),-0.125785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,12),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,13),-0.133682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,18),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,31),-0.183418 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,4),(3,5),0.114639 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,6),0.109169 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,7),0.114639 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,12),-0.144702 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,18),-0.144702 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,31),-0.177941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,5),(3,6),0.130064 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,7),0.105139 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,8),-0.145067 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,11),-0.145067 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,12),-0.158908 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,13),-0.14511 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,18),-0.158908 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,31),-0.111778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,6),(3,7),0.112755 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,8),-0.142049 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,11),-0.142049 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,12),-0.161397 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,13),-0.144744 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,18),-0.161397 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,31),-0.140937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,7),(3,8),-0.145067 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,11),-0.145067 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,12),-0.158908 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,13),-0.14511 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,18),-0.158908 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,31),-0.111699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,8),(3,11),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,12),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,13),-0.144744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,18),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,31),-0.139713 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,11),(3,12),-0.161397 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,13),-0.144744 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,18),-0.161397 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,31),-0.137434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,12),(3,13),-0.165732 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,12),(3,18),-0.144812 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,12),(3,31),-0.13194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,13),(3,18),-0.0849866 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,13),(3,31),-0.110906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,18),(3,31),-0.13194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,3),(3,2),0.0396816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,1),0.0385382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,-1),0.0531417 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,2),(3,1),-0.0150414 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,2),(3,-1),-0.00136717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,1),(3,-1),-0.00267021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,5),(5,6),0.129749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,7),0.0219139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,8),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,10),-0.126369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,12),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,31),-0.18531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,6),(5,7),0.11272 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,8),-0.142049 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,10),-0.142049 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,12),-0.161415 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,31),-0.135339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,7),(5,8),-0.145067 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,10),-0.145068 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,12),-0.158908 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,31),-0.112204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,8),(5,10),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,12),-0.161415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,31),-0.134115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,10),(5,12),-0.161418 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,10),(5,31),-0.133826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,12),(5,31),-0.136603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,5),(5,4),-0.0793206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,3),0.0364273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,2),0.0364662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,1),0.0353228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,-1),0.0614243 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,4),(5,3),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,2),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,1),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,-1),-0.087709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,3),(5,2),-0.0149025 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,3),(5,1),-0.0150414 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,3),(5,-1),-0.00691213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,2),(5,1),-0.0150414 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,2),(5,-1),-0.00687313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,1),(5,-1),-0.00817617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,7),0.158614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,8),-0.13505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,9),-0.147169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,10),-0.135558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,11),-0.135173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,12),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,13),-0.156463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,14),-0.0108935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,18),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,21),-0.13505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,26),-0.148589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,31),-0.248152 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,7),(6,8),-0.143839 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,9),-0.144971 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,10),-0.143839 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,11),-0.143839 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,12),-0.147788 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,13),-0.145348 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,14),-0.19148 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,18),-0.147788 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,21),-0.143839 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,26),-0.144844 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,31),-0.166144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,8),(6,9),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,10),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,11),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,12),-0.146214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,13),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,14),-0.151747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,18),-0.146214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,21),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,26),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,30),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,31),-0.141674 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,9),(6,10),-0.135682 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,11),-0.135682 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,12),-0.144916 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,13),-0.145453 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,14),-0.107829 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,18),-0.144916 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,21),-0.135682 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,31),-0.223953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,10),(6,11),-0.145075 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,12),-0.146214 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,13),-0.144729 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,14),-0.151833 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,18),-0.146214 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,21),-0.145075 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,26),-0.144707 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,30),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,31),-0.149363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,11),(6,12),-0.146214 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,11),(6,13),-0.144729 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,11),(6,14),-0.151747 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,11),(6,18),-0.146214 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,11),(6,21),-0.145075 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,11),(6,26),-0.144707 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,11),(6,30),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,11),(6,31),-0.144035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,12),(6,13),-0.149688 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,14),-0.170896 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,21),-0.160198 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,26),-0.146755 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,31),-0.118286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,13),(6,14),0.150213 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,13),(6,18),-0.0851451 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,13),(6,21),0.0659484 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,13),(6,26),-0.245146 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,13),(6,30),0.0225153 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,13),(6,31),-0.209165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,14),(6,18),-0.146042 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,14),(6,21),-0.146373 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,14),(6,26),-0.144951 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,14),(6,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,14),(6,31),-0.111425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,18),(6,21),-0.160198 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,18),(6,26),-0.146755 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,18),(6,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,18),(6,31),-0.118286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,21),(6,26),-0.144707 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,21),(6,30),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,21),(6,31),-0.141308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,26),(6,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,26),(6,31),-0.141465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,30),(6,31),-0.142848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,5),0.0416913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,3),0.0388086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,2),0.03812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,1),0.0301071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,-1),0.0812402 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,5),(6,3),-0.00295485 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,2),-0.00295485 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,1),-0.00388215 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,-1),-0.0281309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,3),(6,2),-0.00136168 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,3),(6,1),-0.00228899 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,3),(6,-1),-0.0246463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,2),(6,1),-0.00228899 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,2),(6,-1),-0.0246463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,1),(6,-1),-0.032553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,8),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,9),-0.14731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,10),-0.126369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,11),-0.125785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,31),-0.180154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,8),(7,9),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,10),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,11),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,31),-0.140824 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,9),(7,10),-0.144823 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,11),-0.144823 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,31),-0.0583644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,10),(7,11),-0.142049 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,31),-0.140535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,11),(7,31),-0.138545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,6),-0.0289578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,5),0.0396079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,3),0.0398051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,2),0.039844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,1),0.0387006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,-1),0.0644321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,6),(7,5),-0.0298479 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,3),-0.0298479 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,2),-0.0298479 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,1),-0.0298479 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,-1),-0.0371088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,5),(7,3),-0.0147137 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,2),-0.0147137 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,1),-0.0148526 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,-1),-0.00595085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,3),(7,2),-0.0149025 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,3),(7,1),-0.0150414 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,3),(7,-1),-0.00510794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,2),(7,1),-0.0150414 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,2),(7,-1),-0.00506894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,1),(7,-1),-0.00637198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,10),-0.0533404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,14),-0.019336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,17),0.0702587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,31),-0.10671 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,10),(9,14),-0.0196277 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,17),-0.0260567 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,31),-0.0458969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,14),(9,17),-0.0157799 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,31),-0.041579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,17),(9,31),0.0574262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,-1),0.125797 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,10),(10,11),-0.0577501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,12),-0.106279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,13),0.00361073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,14),-0.0663636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,17),0.0423926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,20),0.0416004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,21),-0.0595147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,26),-0.0548055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,27),-0.0566018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,30),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,31),0.0726348 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,11),(10,12),-0.00767103 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,13),-0.0138445 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,14),-0.0311978 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,17),-0.0301823 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,20),-0.0301823 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,21),0.00512681 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,26),-0.0186202 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,27),0.00511973 # DEPENDENCYPART_GRANDSIBL
