# _root_ Commodities : Dow Jones futures index 129.72 , off 0.15 ; spot index 130.16 , up 0.91 .
#goldHeads=0,1,6,6,6,1,6,7,7,9,6,13,6,13,14,14,16,1,
#predictedHeads=0,1,6,6,6,1,6,6,6,9,6,13,6,13,13,13,16,1,
(7,2),(2,3),-0.149368 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.144143 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.165565 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.00134303 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.314048 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.00801798 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.0255896 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0966974 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.28206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.635623 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.676932 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.508721 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.656632 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.779196 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.00123004 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.31369 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0831013 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0255467 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.10524 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.28209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.635624 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.513455 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.429921 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.676936 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.7042 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.509229 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.664885 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.656633 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.779197 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.00628455 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.312556 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.180367 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.185992 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.165621 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.31554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.596888 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.575046 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.683957 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.691096 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.496129 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.583863 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.783791 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.0340409 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.246021 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0740351 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0707184 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0357742 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.29056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.609262 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.542996 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.43839 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.699551 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.734985 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.539769 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.673354 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.630271 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.612901 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.757069 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.803422 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.123473 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.488932 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.820887 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.644954 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.599956 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.85341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.169568 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.262842 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.179192 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0296036 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.140619 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.0278778 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.0692611 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.0785253 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.0558364 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.332799 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.490187 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.818288 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.584675 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.925586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.101938 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.00149925 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0402506 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.114159 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0143208 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.162305 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0182983 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.00230518 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0431292 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0513052 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0753234 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.0196932 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.145463 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.159038 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.271031 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.49302 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.852939 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.721133 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.715945 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.501343 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.667607 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.918012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.119062 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.010106 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0658458 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.357413 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.218287 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0537589 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.0569468 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.117573 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.137473 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.275273 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.925586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.101938 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.00149925 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0734189 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.228535 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0872686 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.128982 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.247523 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.0283137 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.125495 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.233139 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.168577 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.162309 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.361697 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.0734189 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.308383 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.122946 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0843395 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.270692 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.434603 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.538515 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.700964 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.522417 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.419147 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.46949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.303483 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.390231 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.460196 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.466132 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.515874 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.463742 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.540263 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.586492 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.666032 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.333085 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.385662 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.302771 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0629943 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.166928 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.0411078 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.148386 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.23532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.184565 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.659611 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.60639 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.549244 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.497362 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.789267 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.710668 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.803112 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.835074 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.257874 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.387401 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.3048 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.231028 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.23658 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.322139 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.335487 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.110493 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.124403 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0131806 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0649711 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.16154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.137058 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.641257 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.607753 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.550602 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.449855 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.815491 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.818992 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.138401 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.212503 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.278672 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.197505 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0145693 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0734486 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.106294 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.17966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.145165 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.660087 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.639196 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.581801 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.457962 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.785611 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.724761 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.763712 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.84163 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.265291 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.366349 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.398321 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.314721 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.149595 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.252676 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.03211 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.14635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.128775 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.631542 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.554955 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.497805 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.441571 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.671893 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.747321 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.1438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,1),-0.683315 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.781277 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.623289 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.561199 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.576047 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.617298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.196738 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.184932 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.422352 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0940198 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0309012 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.684463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.527293 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0719242 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.106065 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.162419 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.239106 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.199685 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.290834 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.685767 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.814147 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.90966 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.827091 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.583587 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.707284 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.57759 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.682896 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.68838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.505872 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.215423 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0504754 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.124497 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.12683 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.215317 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.181253 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.301465 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.561199 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.576047 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.617298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.540279 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0634866 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0891027 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.152467 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.180474 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.258034 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.178836 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0834037 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.334569 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.293256 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.079675 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.249899 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.275408 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.412446 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.540279 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.227482 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.0706047 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.0818548 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.468494 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.226637 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.442458 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.262567 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.260819 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.00649653 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.413228 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.568784 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.381822 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.239647 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.42677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.68255 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.6725 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.728991 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.743599 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.955928 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.786887 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.851978 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.994122 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.0780437 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.223665 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.222206 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.412126 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.0144587 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.263048 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.146196 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.146646 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0213849 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.571884 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.376414 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.17389 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.40178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.698137 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.716462 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.7727 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.718606 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.96848 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.815918 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.826985 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-1.01375 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.0352185 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.257962 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.138537 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.136572 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0645106 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.313537 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.36219 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.166629 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.38613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.666405 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.633284 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.689768 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.702952 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.760206 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.811332 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.242519 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.0387461 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.353053 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.132765 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.233625 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.243046 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.168359 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.38447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.667394 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.648565 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.705049 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.701297 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.862833 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.768154 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.809676 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.993122 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.977712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.143706 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.214483 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.709967 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.00507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.179645 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.116429 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.315333 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.34687 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.224809 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.479747 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.489558 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.446533 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.467938 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.313313 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.420956 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.48375 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.82934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.541719 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.9217 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.755128 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.333185 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.65582 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.418647 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.51408 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.819429 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.54745 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.887948 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.939438 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.825867 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.861982 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.84231 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.898674 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.882079 # DEPENDENCYPART_GRANDPAR
