# _root_ Financial markets quieted , with stock prices edging lower , bonds inching up and the dollar almost unchanged .
#goldHeads=2,3,0,3,3,7,8,14,8,14,12,14,12,5,16,18,18,14,3,
#predictedHeads=2,3,0,3,3,7,8,5,8,14,12,14,12,8,16,18,18,14,3,
(3,5),(5,5),(5,10),-0.058015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,11),0.00897987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,12),0.0554183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,13),-0.0290018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,14),0.0493755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,17),-0.0212909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,20),-0.160795 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,6),(5,7),-0.0887034 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,8),-0.0557765 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,9),-0.0313097 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,10),-0.055439 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,11),-0.0884925 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,12),-0.0557765 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,13),-0.0313163 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,14),-0.058613 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,17),-0.0313127 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,20),0.0818283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,7),(5,8),-0.0557752 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,9),-0.0313097 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,10),-0.0555947 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,11),-0.0884925 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,12),-0.0557752 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,13),-0.0313163 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,14),-0.058613 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,17),-0.0313127 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,20),0.0777107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,8),(5,9),-0.0436292 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,10),-0.013395 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,11),-0.0487648 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,12),-0.0421533 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,13),-0.0437943 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,14),-0.0468881 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,17),-0.0436119 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,20),-0.0282617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,9),(5,10),-0.0522526 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,11),-0.0459486 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,12),-0.0394028 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,13),-0.0508293 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,14),-0.0478069 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,17),-0.050868 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,20),-0.0290732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,10),(5,11),-0.0587303 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,12),-0.0488082 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,13),-0.0277094 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,14),-0.0552091 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,17),-0.0269268 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,20),0.0236467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,11),(5,12),-0.0557752 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,13),-0.0313163 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,14),-0.058613 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,17),-0.0313127 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,20),0.0704734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,12),(5,13),-0.0437943 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,14),-0.0468881 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,17),-0.0436119 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,20),-0.0282617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,13),(5,14),-0.0479705 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,17),-0.0508798 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,20),-0.0365681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,14),(5,17),-0.0527829 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,14),(5,20),0.0112213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,17),(5,20),-0.0300794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,4),0.118713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,2),-0.163566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,-1),0.071624 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,4),(5,2),-0.124917 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,-1),-0.148034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,2),(5,-1),-0.21396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,8),-0.0341758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,9),-0.0754283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,20),0.0303801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,8),(6,9),-0.0381663 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,20),-0.0764772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,9),(6,20),-0.081884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,5),0.120019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,3),0.178754 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,6),(6,-1),-0.16865 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,5),(6,3),0.130446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,5),(6,-1),-0.0463423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,3),(6,-1),-0.0789129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,7),(7,8),-0.0309089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,9),-0.0792244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,10),0.0378559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,11),0.00846717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,12),-0.0309089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,13),-0.0661548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,14),0.00211044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,16),0.00991708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,17),-0.0582124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,18),-0.0689001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,20),0.0700379 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,8),(7,9),-0.0381663 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,10),-0.0701868 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,11),-0.0597719 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,12),-0.0118086 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,13),-0.0381819 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,14),-0.0412744 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,16),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,17),-0.0381663 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,18),-0.0359971 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,20),-0.0767582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,9),(7,10),-0.0423291 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,11),-0.0519767 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,12),-0.0301439 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,13),-0.0367244 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,14),-0.0467279 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,16),-0.0519767 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,17),-0.0367244 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,18),-0.0415771 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,20),-0.0911407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,10),(7,11),-0.092504 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,12),-0.0316407 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,13),-0.130595 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,14),0.0446104 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,16),-0.0920851 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,17),-0.115046 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,18),-0.009696 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,20),-0.0312008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,11),(7,12),-0.0117831 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,13),-0.0424148 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,14),-0.065845 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,16),-0.0422094 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,17),-0.0424274 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,18),-0.0483321 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,20),-0.0304088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,12),(7,13),-0.0381819 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,14),-0.0412744 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,16),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,17),-0.0381663 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,18),-0.0359971 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,20),-0.0767582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,13),(7,14),-0.0445035 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,16),-0.0541402 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,17),-0.0380671 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,18),-0.0419958 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,20),-0.103213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,14),(7,16),-0.285654 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,14),(7,17),-0.0460981 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,14),(7,18),-0.0299904 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,14),(7,20),-0.0402399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,16),(7,17),-0.0424274 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,16),(7,18),-0.0515527 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,16),(7,20),-0.0229736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,17),(7,18),-0.0415771 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,17),(7,20),-0.0678352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,18),(7,20),-0.0515443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,6),0.0247153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,5),0.128391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,4),0.0377996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,3),0.170264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,7),(7,2),-0.0068754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,1),-0.129512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,-1),-0.147052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,6),(7,5),0.122904 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,4),0.162391 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,3),0.124181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,6),(7,2),-0.10657 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,1),-0.125752 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,-1),-0.123835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,4),0.106706 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,3),0.130759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,2),-0.12819 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,1),-0.125481 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,-1),-0.0297163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,4),(7,3),0.132257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,4),(7,2),-0.14225 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,1),-0.125574 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,-1),-0.125703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,3),(7,2),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,3),(7,1),-0.125823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,3),(7,-1),-0.0838529 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,2),(7,1),-0.125752 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,2),(7,-1),-0.119642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,1),(7,-1),-0.0771486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,9),-0.0393468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,10),-0.124099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,11),0.0144027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,12),-0.063826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,13),-0.0646753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,14),-0.0477185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,16),0.0123735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,17),-0.0568675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,18),-0.0431245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,19),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,20),0.048458 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,9),(8,10),0.0101021 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,11),-0.0541626 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,12),-0.0310829 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,13),-0.0593553 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,14),-0.0490205 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,16),-0.0533754 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,17),-0.0613094 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,18),-0.0423827 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,19),-0.0443176 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,20),-0.0112297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,10),(8,11),-0.0710638 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,12),0.0382278 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,13),-0.0904086 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,14),-0.0667797 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,16),-0.0708147 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,17),-0.08592 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,18),-0.0360541 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,10),(8,20),0.0834337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,11),(8,12),-0.0813302 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,13),-0.0580502 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,14),-0.0140585 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,16),-0.00580438 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,17),-0.0588637 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,18),-0.0220132 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,19),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,20),-0.0780396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,12),(8,13),-0.0474335 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,14),-0.0398 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,16),-0.0673011 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,17),-0.0454961 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,18),-0.0453539 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,19),-0.0276303 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,20),-0.0694274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,13),(8,14),-0.057352 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,16),-0.0524743 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,17),-0.073485 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,18),-0.0333801 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,19),-0.0443176 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,20),-0.0242424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,14),(8,16),-0.28267 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,17),-0.0303905 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,18),-0.0539069 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,19),-0.0742751 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,20),-0.0635442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,16),(8,17),-0.0569842 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,16),(8,18),-0.0220098 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,16),(8,19),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,16),(8,20),-0.0706061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,17),(8,18),-0.0429518 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,17),(8,19),-0.0443176 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,17),(8,20),-0.0191835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,18),(8,19),-0.0363898 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,18),(8,20),-0.0423127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,19),(8,20),-0.055015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,7),0.177226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,6),0.160259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,5),-0.0222663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,4),0.0866949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,3),0.116541 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,8),(8,2),-0.177989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,-1),-0.247788 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,7),(8,6),0.108115 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,7),(8,5),0.224476 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,7),(8,4),0.127692 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,7),(8,3),0.112235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,7),(8,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,7),(8,-1),-0.113563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,6),(8,5),0.223369 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,6),(8,4),0.125479 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,6),(8,3),0.113501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,6),(8,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,6),(8,-1),-0.130874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,5),(8,4),0.0653788 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,5),(8,3),0.112014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,5),(8,2),-0.125474 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,5),(8,-1),-0.133778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,4),(8,3),0.163629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,4),(8,2),-0.126165 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,4),(8,-1),-0.121766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,3),(8,2),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,3),(8,-1),-0.121076 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,2),(8,-1),-0.117918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,20),0.0119431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,10),(10,-1),-0.0759368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,11),(11,12),-0.0353837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,13),-0.0619133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,14),0.00477967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,16),-0.00187753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,17),-0.0539709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,18),-0.0486202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,19),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,20),0.0718997 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,12),(11,13),-0.0381819 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,14),-0.041089 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,16),-0.059764 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,17),-0.0381663 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,18),-0.0360116 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,19),-0.0434198 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,20),-0.0825938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,13),(11,14),-0.0445035 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,16),-0.0541403 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,17),-0.0380671 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,18),-0.0419681 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,19),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,20),-0.0973808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,14),(11,16),-0.28527 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,17),-0.0460981 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,18),-0.034252 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,19),-0.0738389 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,20),-0.043952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,16),(11,17),-0.0423997 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,16),(11,18),-0.0562258 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,16),(11,19),-0.0396058 # DEPENDENCYPART_GRANDSIBL
