# _root_ As you can see , the capital-gains reduction plan adopted by the House would not be temporary , but permanent .
#goldHeads=3,3,14,3,14,9,9,9,14,9,10,13,11,0,14,14,19,19,16,19,14,
#predictedHeads=3,3,14,3,14,9,9,9,14,9,10,13,11,0,14,14,19,19,16,19,14,
(19,4),(4,18),0.274323 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-1.28303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),0.177422 # DEPENDENCYPART_GRANDPAR
(19,4),(4,21),-0.345792 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.590322 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.144365 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.195482 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),0.124464 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),0.243981 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.0692086 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),0.128521 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),0.259773 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),0.0345938 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.137448 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.136698 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.501397 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),0.00610311 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),0.0415619 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),0.277619 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),0.0612865 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),0.119978 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),0.127906 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.0592738 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),0.120428 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.14124 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),0.0987111 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),0.222912 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.388943 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),0.250097 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.282269 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.17791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),0.216839 # DEPENDENCYPART_GRANDPAR
(19,9),(9,21),-0.26685 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.45483 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.124032 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.0117803 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),0.0743249 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.150027 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),0.118716 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.0317134 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.152936 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),0.113614 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),0.331233 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.501771 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),0.170691 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.274894 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.28384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),0.176575 # DEPENDENCYPART_GRANDPAR
(19,10),(10,21),-0.346639 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.58554 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.184341 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.0306559 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.0597454 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.197869 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),0.0583765 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.345649 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.46349 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.103627 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.23038 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.16536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,11),-0.0748304 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),0.0578654 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.00404722 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.227415 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.0988639 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.217776 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.392111 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.254768 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.557212 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.0360337 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),0.072239 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),0.0141346 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.20943 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),0.0639385 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.101488 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.0303117 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.276764 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.209619 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.0379648 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.0100969 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.13171 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.505862 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.785955 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.271779 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.348607 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.17466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,21),-0.276755 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.307186 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0302876 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.0394807 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.178489 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.530237 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.270441 # DEPENDENCYPART_GRANDPAR
(19,15),(15,20),0.22634 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.470017 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.11014 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.00127797 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.140414 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.0595002 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),0.0698063 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0232999 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.121217 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.348264 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.156058 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.245868 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.27932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),0.179404 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.345989 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.181579 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.0175464 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.051163 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.329216 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.448004 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.189361 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.13799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),0.252873 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.256188 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.246304 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.36047 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.6678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.215656 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.602791 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.613728 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.215723 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.466853 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.133111 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.359929 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.321729 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.233017 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.34701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.0997043 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.189222 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.2806 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.496669 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.542335 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.641784 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.586258 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.602417 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.626593 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.609307 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.4561 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.213085 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.419391 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.464776 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.311763 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.0284939 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.320121 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0791924 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.193107 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.37162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.101154 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.931831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,17),-0.198347 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.305028 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.218913 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.18185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,1),(1,1),(1,2),-0.0431666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0425049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,4),-0.065769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.0429708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,21),-0.0448613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,22),-0.0438965 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,4),-0.0420022 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.0425896 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,22),-0.0420238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,5),-0.0420032 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,21),-0.0407659 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,22),-0.0423197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,4),(1,5),-0.0430447 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,21),-0.0301633 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,22),-0.0488023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,21),-0.0421359 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,22),-0.0470079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,21),(1,22),-0.0302199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.198331 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,3),(3,4),-0.0539506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,5),-0.0257167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,9),0.00741709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,10),-0.0554291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,14),-0.0695758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,15),-0.0456243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,16),-0.0509548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,18),-0.0257167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,19),-0.00888189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,21),-0.0683644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,22),-0.0450211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,4),(3,5),-0.102632 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,9),-0.0274321 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,10),-0.0750457 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,14),-0.0503145 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,15),-0.0469399 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,16),-0.075238 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,18),-0.102632 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,19),-0.059822 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,21),0.113194 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,22),-0.0859201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,5),(3,9),-0.0431766 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,10),-0.0405026 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,14),-0.0589985 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,15),-0.0104129 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,16),-0.0338639 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,18),-0.0420488 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,19),-0.0585905 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,21),-0.0595264 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,22),-0.0425375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,9),(3,10),0.00107085 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,14),-0.0420507 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,15),-0.0439214 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,16),0.00131012 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,18),-0.044135 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,19),-0.0429606 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,21),-0.0335968 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,22),-0.0429549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,10),(3,14),-0.0503145 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,15),-0.0469399 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,16),-0.0751877 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,18),-0.101523 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,19),-0.059822 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,21),0.112521 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,22),-0.0858775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,14),(3,15),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,16),-0.0420224 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,18),-0.0420087 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,19),-0.0423615 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,21),-0.0373671 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,22),-0.042504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,15),(3,16),-0.0687835 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,18),-0.0189209 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,19),-0.0268232 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,21),-0.0653224 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,22),-0.0423498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,16),(3,18),-0.106804 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,19),-0.0643131 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,21),0.12835 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,22),-0.0902713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,18),(3,19),-0.0585905 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,21),-0.0595264 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,22),-0.0425375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,19),(3,21),0.635201 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,19),(3,22),-0.0440522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,21),(3,22),0.0335192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,2),0.154746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,1),0.12096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,-1),-0.14023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,2),(3,1),0.0851542 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,2),(3,-1),-0.136154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,1),(3,-1),-0.191305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,4),(4,5),-0.0383072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,6),-0.00332995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,7),-0.0758846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,8),-0.0762983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,9),-0.0604992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,10),-0.0993184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,11),-0.233047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,14),-0.0163461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,15),0.0208018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,17),0.0158068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,18),-0.0383072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,19),0.0413212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,20),0.0158068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,21),-0.144977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,22),-0.240693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,5),(4,6),-0.0413007 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,7),-0.101386 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,8),-0.101386 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,9),-0.0971474 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,10),-0.0168619 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,11),0.076126 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,14),-0.0749185 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,15),-0.0511425 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,17),-0.0531117 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,18),-0.0148542 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,19),-0.0356671 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,20),-0.0531117 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,21),-0.00212202 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,22),-0.0762799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,6),(4,7),-0.0101242 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,8),-0.0101242 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,9),-0.0101262 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,10),-0.0139586 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,11),-0.0412897 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,14),-0.0377593 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,15),-0.0559281 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,17),-0.0489025 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,18),-0.0576488 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,19),-0.0496477 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,20),-0.0489025 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,21),-0.0395205 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,22),-0.0341649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,7),(4,8),-0.00698149 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,9),-0.00739171 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,10),-0.0293928 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,11),0.0624754 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,14),-0.0872246 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,15),-0.0446194 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,17),-0.0460563 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,18),-0.060662 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,19),-0.0455694 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,20),-0.0460563 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,21),0.0307292 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,22),-0.137869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,8),(4,9),-0.00739171 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,10),-0.0304498 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,11),0.0600352 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,14),-0.0872246 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,15),-0.0446194 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,17),-0.0460563 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,18),-0.060662 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,19),-0.0455694 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,20),-0.0460563 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,21),0.0313398 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,22),-0.137869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,9),(4,10),-0.0309251 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,11),0.077707 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,14),-0.0872246 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,15),-0.0446197 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,17),-0.0460563 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,18),-0.0601457 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,19),-0.0474091 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,20),-0.0460563 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,21),0.0369551 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,22),-0.137925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,10),(4,11),0.0261617 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,14),-0.0828949 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,15),-0.0115848 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,17),-0.0379696 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,18),-0.12932 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,19),-0.0429416 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,20),-0.0379696 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,21),-0.0411624 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,22),-0.117679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
