# _root_ That debt would be paid off as the assets are sold , leaving the total spending for the bailout at $ 50 billion , or $ 166 billion including interest over 10 years .
#goldHeads=2,3,0,3,4,5,5,9,10,7,10,5,5,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,26,29,30,33,31,3,
#predictedHeads=2,3,0,3,4,5,5,9,10,7,10,11,11,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,16,29,30,33,31,3,
(20,25),(20,33),-0.0891212 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.25522 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.559665 # DEPENDENCYPART_SIBL
(20,26),(20,33),-0.789529 # DEPENDENCYPART_SIBL
(20,28),(20,30),-0.602979 # DEPENDENCYPART_SIBL
(20,28),(20,33),-0.772711 # DEPENDENCYPART_SIBL
(20,30),(20,33),-0.940993 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.223626 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.07062 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0909315 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.183794 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.027414 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0892292 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0829892 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0644373 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.040888 # DEPENDENCYPART_SIBL
(21,16),(21,27),0.0386153 # DEPENDENCYPART_SIBL
(21,16),(21,28),0.0892292 # DEPENDENCYPART_SIBL
(21,16),(21,29),5.36047e-05 # DEPENDENCYPART_SIBL
(21,16),(21,30),0.041199 # DEPENDENCYPART_SIBL
(21,16),(21,31),-0.101907 # DEPENDENCYPART_SIBL
(21,16),(21,32),0.072152 # DEPENDENCYPART_SIBL
(21,16),(21,34),-0.0618495 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.047657 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0119768 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.135133 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.196743 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.241983 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.185549 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.201743 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.243177 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.212853 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.241983 # DEPENDENCYPART_SIBL
(21,17),(21,29),-0.192049 # DEPENDENCYPART_SIBL
(21,17),(21,30),-0.114711 # DEPENDENCYPART_SIBL
(21,17),(21,31),-0.228565 # DEPENDENCYPART_SIBL
(21,17),(21,32),-0.13121 # DEPENDENCYPART_SIBL
(21,17),(21,34),-0.211297 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.100578 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0354478 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0954159 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.151362 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.108466 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0900239 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0209126 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.128056 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.151362 # DEPENDENCYPART_SIBL
(21,18),(21,29),0.102819 # DEPENDENCYPART_SIBL
(21,18),(21,30),0.106017 # DEPENDENCYPART_SIBL
(21,18),(21,31),0.0462204 # DEPENDENCYPART_SIBL
(21,18),(21,32),0.204031 # DEPENDENCYPART_SIBL
(21,18),(21,34),-0.0489599 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.182674 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0277342 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0895509 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0556571 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0520095 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0321295 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.0389354 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.0895509 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.00728406 # DEPENDENCYPART_SIBL
(21,19),(21,30),0.0491059 # DEPENDENCYPART_SIBL
(21,19),(21,31),-0.0898986 # DEPENDENCYPART_SIBL
(21,19),(21,32),0.0724721 # DEPENDENCYPART_SIBL
(21,19),(21,34),-0.0657984 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0207582 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.029592 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0146074 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0416967 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.115666 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.00332078 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.029592 # DEPENDENCYPART_SIBL
(21,20),(21,29),-0.081994 # DEPENDENCYPART_SIBL
(21,20),(21,30),0.0359647 # DEPENDENCYPART_SIBL
(21,20),(21,31),-0.0610436 # DEPENDENCYPART_SIBL
(21,20),(21,32),0.0754078 # DEPENDENCYPART_SIBL
(21,20),(21,34),-0.0902978 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.150165 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0232789 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.340141 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.217302 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.078001 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.150165 # DEPENDENCYPART_SIBL
(21,22),(21,29),0.193852 # DEPENDENCYPART_SIBL
(21,22),(21,30),0.106598 # DEPENDENCYPART_SIBL
(21,22),(21,31),0.0901855 # DEPENDENCYPART_SIBL
(21,22),(21,32),0.00445127 # DEPENDENCYPART_SIBL
(21,22),(21,34),-0.0135717 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.111801 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.39991 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.283419 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.128835 # DEPENDENCYPART_SIBL
(21,23),(21,28),0.0729238 # DEPENDENCYPART_SIBL
(21,23),(21,29),0.174662 # DEPENDENCYPART_SIBL
(21,23),(21,30),0.113241 # DEPENDENCYPART_SIBL
(21,23),(21,31),0.00446046 # DEPENDENCYPART_SIBL
(21,23),(21,32),-0.0350266 # DEPENDENCYPART_SIBL
(21,23),(21,34),-0.0236884 # DEPENDENCYPART_SIBL
(21,24),(21,25),1.85856 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.409187 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0370808 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0448584 # DEPENDENCYPART_SIBL
(21,24),(21,29),0.749956 # DEPENDENCYPART_SIBL
(21,24),(21,30),0.438497 # DEPENDENCYPART_SIBL
(21,24),(21,31),0.100508 # DEPENDENCYPART_SIBL
(21,24),(21,32),-0.00338014 # DEPENDENCYPART_SIBL
(21,24),(21,34),-0.0206467 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0234788 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.213359 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.181837 # DEPENDENCYPART_SIBL
(21,25),(21,29),-0.16858 # DEPENDENCYPART_SIBL
(21,25),(21,30),-0.0276861 # DEPENDENCYPART_SIBL
(21,25),(21,31),-0.159727 # DEPENDENCYPART_SIBL
(21,25),(21,32),-0.162162 # DEPENDENCYPART_SIBL
(21,25),(21,34),-0.250618 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.313319 # DEPENDENCYPART_SIBL
(21,26),(21,28),0.282021 # DEPENDENCYPART_SIBL
(21,26),(21,29),0.12262 # DEPENDENCYPART_SIBL
(21,26),(21,30),0.0442362 # DEPENDENCYPART_SIBL
(21,26),(21,31),0.124919 # DEPENDENCYPART_SIBL
(21,26),(21,32),0.397577 # DEPENDENCYPART_SIBL
(21,26),(21,34),0.0518855 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.186601 # DEPENDENCYPART_SIBL
(21,27),(21,29),0.170571 # DEPENDENCYPART_SIBL
(21,27),(21,30),0.109816 # DEPENDENCYPART_SIBL
(21,27),(21,31),0.0529913 # DEPENDENCYPART_SIBL
(21,27),(21,32),0.0478212 # DEPENDENCYPART_SIBL
(21,27),(21,34),-0.00317525 # DEPENDENCYPART_SIBL
(21,28),(21,29),0.174662 # DEPENDENCYPART_SIBL
(21,28),(21,30),0.113241 # DEPENDENCYPART_SIBL
(21,28),(21,31),0.00446046 # DEPENDENCYPART_SIBL
(21,28),(21,32),-0.0350266 # DEPENDENCYPART_SIBL
(21,28),(21,34),-0.0236884 # DEPENDENCYPART_SIBL
(21,29),(21,30),-0.0968902 # DEPENDENCYPART_SIBL
(21,29),(21,31),-0.0664381 # DEPENDENCYPART_SIBL
(21,29),(21,32),-0.044914 # DEPENDENCYPART_SIBL
(21,29),(21,34),0.0162548 # DEPENDENCYPART_SIBL
(21,30),(21,31),-0.0137214 # DEPENDENCYPART_SIBL
(21,30),(21,32),-0.0927627 # DEPENDENCYPART_SIBL
(21,30),(21,34),0.0147414 # DEPENDENCYPART_SIBL
(21,31),(21,32),0.147337 # DEPENDENCYPART_SIBL
(21,31),(21,34),0.0968597 # DEPENDENCYPART_SIBL
(21,32),(21,34),0.21126 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.122513 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0528685 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0599052 # DEPENDENCYPART_SIBL
(23,17),(23,26),0.0433754 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0621414 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.00453535 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.174167 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.989029 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.381572 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.121905 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.0682245 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.110536 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.254258 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.375057 # DEPENDENCYPART_SIBL
(25,26),(25,33),-0.492008 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.112277 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.263304 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.370246 # DEPENDENCYPART_SIBL
(25,27),(25,33),-0.463573 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.260807 # DEPENDENCYPART_SIBL
(25,28),(25,30),-0.372952 # DEPENDENCYPART_SIBL
(25,28),(25,33),-0.470376 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.407582 # DEPENDENCYPART_SIBL
(25,29),(25,33),-0.35685 # DEPENDENCYPART_SIBL
(25,30),(25,33),-0.528819 # DEPENDENCYPART_SIBL
(26,20),(26,23),0.0159247 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.00680984 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.00332078 # DEPENDENCYPART_SIBL
(26,20),(26,28),-0.029592 # DEPENDENCYPART_SIBL
(26,20),(26,29),-0.081994 # DEPENDENCYPART_SIBL
(26,20),(26,30),0.0359647 # DEPENDENCYPART_SIBL
(26,20),(26,31),-0.0610436 # DEPENDENCYPART_SIBL
(26,20),(26,32),0.0754078 # DEPENDENCYPART_SIBL
(26,20),(26,33),-0.0496946 # DEPENDENCYPART_SIBL
(26,20),(26,34),-0.0902978 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0508003 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0904007 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.0722208 # DEPENDENCYPART_SIBL
(26,23),(26,29),-0.102449 # DEPENDENCYPART_SIBL
(26,23),(26,30),-0.0529498 # DEPENDENCYPART_SIBL
(26,23),(26,31),-0.184673 # DEPENDENCYPART_SIBL
(26,23),(26,32),-0.0236577 # DEPENDENCYPART_SIBL
(26,23),(26,33),-0.107524 # DEPENDENCYPART_SIBL
(26,23),(26,34),-0.193943 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0190177 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.00147036 # DEPENDENCYPART_SIBL
(26,25),(26,29),-0.0522972 # DEPENDENCYPART_SIBL
(26,25),(26,30),-0.00988866 # DEPENDENCYPART_SIBL
(26,25),(26,31),-0.0737378 # DEPENDENCYPART_SIBL
(26,25),(26,32),0.0223667 # DEPENDENCYPART_SIBL
(26,25),(26,33),-0.0670204 # DEPENDENCYPART_SIBL
(26,25),(26,34),0.0126062 # DEPENDENCYPART_SIBL
(26,27),(26,28),0.186601 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.170571 # DEPENDENCYPART_SIBL
(26,27),(26,30),0.109816 # DEPENDENCYPART_SIBL
(26,27),(26,31),0.0529913 # DEPENDENCYPART_SIBL
(26,27),(26,32),0.0478212 # DEPENDENCYPART_SIBL
(26,27),(26,33),-0.107213 # DEPENDENCYPART_SIBL
(26,27),(26,34),-0.00317525 # DEPENDENCYPART_SIBL
(26,28),(26,29),0.174662 # DEPENDENCYPART_SIBL
(26,28),(26,30),0.113241 # DEPENDENCYPART_SIBL
(26,28),(26,31),0.00446046 # DEPENDENCYPART_SIBL
(26,28),(26,32),-0.0350266 # DEPENDENCYPART_SIBL
(26,28),(26,33),-0.129529 # DEPENDENCYPART_SIBL
(26,28),(26,34),-0.0236884 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.0968902 # DEPENDENCYPART_SIBL
(26,29),(26,31),-0.0664381 # DEPENDENCYPART_SIBL
(26,29),(26,32),-0.044914 # DEPENDENCYPART_SIBL
(26,29),(26,33),-0.123644 # DEPENDENCYPART_SIBL
(26,29),(26,34),0.0162548 # DEPENDENCYPART_SIBL
(26,30),(26,31),-0.0137214 # DEPENDENCYPART_SIBL
(26,30),(26,32),-0.0927627 # DEPENDENCYPART_SIBL
(26,30),(26,33),-0.234168 # DEPENDENCYPART_SIBL
(26,30),(26,34),0.0147414 # DEPENDENCYPART_SIBL
(26,31),(26,32),0.147337 # DEPENDENCYPART_SIBL
(26,31),(26,33),0.0218151 # DEPENDENCYPART_SIBL
(26,31),(26,34),0.0968597 # DEPENDENCYPART_SIBL
(26,32),(26,33),0.0490983 # DEPENDENCYPART_SIBL
(26,32),(26,34),0.21126 # DEPENDENCYPART_SIBL
(26,33),(26,34),-0.000360635 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.00842206 # DEPENDENCYPART_SIBL
(28,23),(28,26),0.227121 # DEPENDENCYPART_SIBL
(28,23),(28,27),0.199224 # DEPENDENCYPART_SIBL
(28,23),(28,29),0.0889395 # DEPENDENCYPART_SIBL
(28,23),(28,30),0.257514 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.13806 # DEPENDENCYPART_SIBL
(28,26),(28,29),-0.0176818 # DEPENDENCYPART_SIBL
(28,26),(28,30),0.0447298 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.0960769 # DEPENDENCYPART_SIBL
(28,27),(28,30),0.268801 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.0480141 # DEPENDENCYPART_SIBL
(29,19),(29,26),-0.0372533 # DEPENDENCYPART_SIBL
(29,19),(29,27),-0.0246634 # DEPENDENCYPART_SIBL
(29,19),(29,28),-0.0186705 # DEPENDENCYPART_SIBL
(29,19),(29,30),0.00415701 # DEPENDENCYPART_SIBL
(29,19),(29,31),-0.0612294 # DEPENDENCYPART_SIBL
(29,19),(29,32),-0.0174528 # DEPENDENCYPART_SIBL
(29,19),(29,33),-0.000432042 # DEPENDENCYPART_SIBL
(29,26),(29,27),0.0142402 # DEPENDENCYPART_SIBL
(29,26),(29,28),0.0217778 # DEPENDENCYPART_SIBL
(29,26),(29,30),0.0382377 # DEPENDENCYPART_SIBL
(29,26),(29,31),-0.0545397 # DEPENDENCYPART_SIBL
(29,26),(29,32),-0.000577901 # DEPENDENCYPART_SIBL
(29,26),(29,33),-0.00250419 # DEPENDENCYPART_SIBL
(29,27),(29,28),-0.0607182 # DEPENDENCYPART_SIBL
(29,27),(29,30),-0.00119696 # DEPENDENCYPART_SIBL
(29,27),(29,31),-0.0824845 # DEPENDENCYPART_SIBL
(29,27),(29,32),0.0141265 # DEPENDENCYPART_SIBL
(29,27),(29,33),-0.0203803 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.00909237 # DEPENDENCYPART_SIBL
(29,28),(29,31),-0.107853 # DEPENDENCYPART_SIBL
(29,28),(29,32),0.00677182 # DEPENDENCYPART_SIBL
(29,28),(29,33),-0.0287058 # DEPENDENCYPART_SIBL
(29,30),(29,31),-0.228751 # DEPENDENCYPART_SIBL
(29,30),(29,32),-0.167798 # DEPENDENCYPART_SIBL
(29,30),(29,33),-0.453349 # DEPENDENCYPART_SIBL
(29,31),(29,32),0.0605232 # DEPENDENCYPART_SIBL
(29,31),(29,33),-0.213137 # DEPENDENCYPART_SIBL
(29,32),(29,33),-0.321522 # DEPENDENCYPART_SIBL
(30,18),(30,21),0.404418 # DEPENDENCYPART_SIBL
(30,18),(30,26),0.404418 # DEPENDENCYPART_SIBL
(30,18),(30,27),0.153352 # DEPENDENCYPART_SIBL
(30,18),(30,28),0.00196326 # DEPENDENCYPART_SIBL
(30,18),(30,29),0.430784 # DEPENDENCYPART_SIBL
(30,18),(30,31),-0.0249766 # DEPENDENCYPART_SIBL
(30,18),(30,32),-0.122214 # DEPENDENCYPART_SIBL
(30,18),(30,33),-0.0959639 # DEPENDENCYPART_SIBL
(30,21),(30,26),-0.283034 # DEPENDENCYPART_SIBL
(30,21),(30,27),-0.00464286 # DEPENDENCYPART_SIBL
(30,21),(30,28),-0.015583 # DEPENDENCYPART_SIBL
(30,21),(30,29),-0.108961 # DEPENDENCYPART_SIBL
(30,21),(30,31),-0.0159402 # DEPENDENCYPART_SIBL
(30,21),(30,32),0.0233095 # DEPENDENCYPART_SIBL
(30,21),(30,33),0.000560431 # DEPENDENCYPART_SIBL
(30,26),(30,27),-0.00464286 # DEPENDENCYPART_SIBL
(30,26),(30,28),-0.015583 # DEPENDENCYPART_SIBL
(30,26),(30,29),-0.108961 # DEPENDENCYPART_SIBL
(30,26),(30,31),-0.0159402 # DEPENDENCYPART_SIBL
(30,26),(30,32),0.0233095 # DEPENDENCYPART_SIBL
(30,26),(30,33),0.000560431 # DEPENDENCYPART_SIBL
(30,27),(30,28),-0.0491196 # DEPENDENCYPART_SIBL
(30,27),(30,29),0.0364692 # DEPENDENCYPART_SIBL
(30,27),(30,31),0.0413412 # DEPENDENCYPART_SIBL
(30,27),(30,32),0.0305755 # DEPENDENCYPART_SIBL
(30,27),(30,33),-0.0208492 # DEPENDENCYPART_SIBL
(30,28),(30,29),0.0173187 # DEPENDENCYPART_SIBL
(30,28),(30,31),-0.0256729 # DEPENDENCYPART_SIBL
(30,28),(30,32),-0.0080239 # DEPENDENCYPART_SIBL
(30,28),(30,33),-0.0605446 # DEPENDENCYPART_SIBL
(30,29),(30,31),0.0186486 # DEPENDENCYPART_SIBL
(30,29),(30,32),-0.0509118 # DEPENDENCYPART_SIBL
(30,29),(30,33),-0.043227 # DEPENDENCYPART_SIBL
(30,31),(30,32),0.147199 # DEPENDENCYPART_SIBL
(30,31),(30,33),-0.0231108 # DEPENDENCYPART_SIBL
(30,32),(30,33),-0.097017 # DEPENDENCYPART_SIBL
(31,30),(31,32),-0.107713 # DEPENDENCYPART_SIBL
(31,30),(31,33),-0.139804 # DEPENDENCYPART_SIBL
(31,32),(31,33),-0.704604 # DEPENDENCYPART_SIBL
(32,28),(32,31),0.322108 # DEPENDENCYPART_SIBL
(33,21),(33,26),-0.158867 # DEPENDENCYPART_SIBL
(33,21),(33,28),-0.188228 # DEPENDENCYPART_SIBL
(33,21),(33,30),0.106924 # DEPENDENCYPART_SIBL
(33,21),(33,32),-0.101279 # DEPENDENCYPART_SIBL
(33,26),(33,28),-0.188228 # DEPENDENCYPART_SIBL
(33,26),(33,30),0.106924 # DEPENDENCYPART_SIBL
(33,26),(33,32),-0.101279 # DEPENDENCYPART_SIBL
(33,28),(33,30),0.0603974 # DEPENDENCYPART_SIBL
(33,28),(33,32),-0.212167 # DEPENDENCYPART_SIBL
(33,30),(33,32),-0.213581 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.141061 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.900444 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.324468 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.595715 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.034298 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.245076 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.400966 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.709253 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.467662 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.552751 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.401641 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.82464 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.0908927 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.0380559 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.193064 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.329418 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.765678 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.486002 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.241274 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.283172 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.213854 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.108152 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.583753 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.251594 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.113374 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),-0.0281108 # DEPENDENCYPART_GRANDPAR
(0,3),(3,25),-0.473562 # DEPENDENCYPART_GRANDPAR
(0,3),(3,34),2.04861 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.107417 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.167937 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.296633 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.393309 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.414889 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.590702 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.463806 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.350119 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.487436 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.015124 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.00750585 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.734065 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.569066 # DEPENDENCYPART_GRANDPAR
(0,4),(4,34),1.79737 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.130553 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.404497 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.370276 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.180074 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.317378 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-1.27613 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.322056 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.350861 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.555681 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.274364 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.0073468 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.136824 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.578969 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.324012 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.363067 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.393753 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),-0.0053411 # DEPENDENCYPART_GRANDPAR
(0,5),(5,25),-0.682235 # DEPENDENCYPART_GRANDPAR
(0,5),(5,29),-0.716973 # DEPENDENCYPART_GRANDPAR
(0,5),(5,31),-0.847508 # DEPENDENCYPART_GRANDPAR
(0,5),(5,34),1.67307 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.237335 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.188318 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.289802 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.587497 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.594073 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.665967 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-1.54953 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.572847 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.443348 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.286746 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.272398 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.0862437 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.617928 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.270507 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.318094 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.443154 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),0.00704101 # DEPENDENCYPART_GRANDPAR
(0,10),(10,25),-0.505876 # DEPENDENCYPART_GRANDPAR
(0,10),(10,34),2.02612 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.70046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.418154 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.403584 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.800662 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-1.02459 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.834336 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.771467 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.565958 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.762683 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.16499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.593147 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.930289 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.180517 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.530926 # DEPENDENCYPART_GRANDPAR
