# _root_ `` The earnings were fine and above expectations , '' said Michael W. Blumstein , an analyst at First Boston Corp .
#goldHeads=11,3,4,11,6,4,6,7,11,11,0,14,14,11,14,17,14,17,21,21,18,11,
#predictedHeads=11,3,4,11,6,8,6,4,11,11,0,14,14,11,14,17,14,17,21,21,18,11,
(3,4),(4,17),-0.337523 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),0.12658 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.935903 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.401436 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.241591 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.725785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),0.446433 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.252981 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0773194 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.167092 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.238034 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0907686 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.474449 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.303402 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.647369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.298416 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.13959 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.103105 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.020606 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.118131 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.161679 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0278451 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.0413445 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.07758 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.195553 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.0820459 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.31663 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),0.249103 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.225315 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.793735 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.453869 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.340065 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.634298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.228489 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0686583 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.404274 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.193412 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.158697 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.172177 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.119593 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.0600764 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.177091 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.0414802 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.282808 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),0.10123 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.209552 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.540198 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.743975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.109112 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.3143 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.36161 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.454815 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.14859 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.000527656 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0460084 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.147114 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.186104 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.303116 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.117405 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),0.186449 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.424867 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),0.150711 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.341129 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.851403 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.0649918 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.189745 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.0414537 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.104344 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.0228647 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.0633025 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0973424 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.0411193 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.283036 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),0.104358 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.239021 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.359381 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.20978 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.747424 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.34007 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),-0.043492 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.0314046 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.0532534 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.0872932 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.212524 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.0843735 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),0.609136 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),0.147687 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.237265 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.357625 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.208024 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.740968 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.433728 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.349676 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.254029 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.378434 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.221315 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.79199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.0494382 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.00293318 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.278442 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.814076 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.691904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.524331 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.0188145 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),0.400123 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.0473563 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),0.048012 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.335963 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.0605717 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.506042 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),0.0638468 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),0.0246249 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.16033 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),0.237932 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.0847197 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.417048 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.671669 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.679634 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.436131 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.522603 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0521235 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.393905 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),0.0272773 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.411947 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.332148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.733404 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.716786 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.841318 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.489055 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.362702 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.117412 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.330666 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.256227 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.385821 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.0303688 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),0.513143 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),0.100089 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),0.183877 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.600463 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.765469 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.477416 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.71222 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.445932 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.531111 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0387787 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.143366 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),0.186117 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),0.068982 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.253792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.835572 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.639251 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.517823 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.648025 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.526918 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0196702 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.106974 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.236017 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),0.189339 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),0.391726 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.0295329 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),0.0310042 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.314704 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.257429 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.610118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.523338 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.320502 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.174068 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.48963 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.457715 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.152903 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.21503 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.135855 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.26635 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.362977 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),0.227081 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),0.399852 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),0.201865 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),0.0599149 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.532101 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),0.84414 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.526392 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.652167 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.63908 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.0826182 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.144538 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.0670524 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.184922 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),0.384781 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.0323045 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),0.356033 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),0.0798229 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),0.0240594 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.563362 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),0.185334 # DEPENDENCYPART_GRANDPAR
(4,17),(17,5),0.838756 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),0.634015 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),0.126386 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),0.0489005 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),0.174301 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.168416 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),0.421301 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.01267 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),0.353451 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),0.0772407 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),0.0214773 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.562062 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),0.12626 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.322159 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),0.464399 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),0.152474 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),0.0911452 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.15295 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0216426 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.0190537 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.110916 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.105924 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.108989 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0033262 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.36948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0784751 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.187352 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.207873 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.207276 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.34589 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.788291 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.319575 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.94896 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.318819 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.387559 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.399307 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.567708 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.539127 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.932815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.107797 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.353801 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.403521 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.23867 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.229239 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.216191 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.19057 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.245891 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.291819 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.410483 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),0.126371 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.527752 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.297678 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.911139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.445295 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.296532 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.379643 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.345514 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.149466 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.381968 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.449801 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.421687 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.489699 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.885819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.502883 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0433751 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.367475 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.301283 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.140321 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.284755 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.339501 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.255773 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.489089 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),0.027255 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.628581 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.382443 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.492694 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.481572 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.9826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.484593 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.0682761 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.192494 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.264583 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.209285 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.413404 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.39056 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.444981 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.316197 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.10226 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.611123 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),0.117723 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.733581 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.309532 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.060006 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.42189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,9),-0.313369 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0385349 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.169331 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.220317 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.299943 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.47143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.0435539 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.432109 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.583222 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.558201 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.50438 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.871825 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.621299 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.529953 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.014744 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.114168 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.221004 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.216255 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.6575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.652421 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.231089 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.487174 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.714922 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.711862 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.691909 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.92689 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.808556 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.860592 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-1.68398 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0909437 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.180721 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.10854 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.41755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.534179 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.10372 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.30794 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.576429 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.543921 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.293039 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.787809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.468157 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.314171 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0570475 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.010569 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.617228 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.468372 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.391842 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.469205 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.325216 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.662273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0550491 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.520874 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0427711 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0472563 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0594736 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.0648572 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.0811585 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.0407336 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.213091 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.00476242 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.778974 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.574749 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.625673 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.408252 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.819921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.130332 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.216154 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.275911 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.110453 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0140744 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0324113 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0354841 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.0820048 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.267096 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.0950417 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0717013 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.0286716 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.895189 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.667099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,10),-0.0823855 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.136115 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.0552592 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.0606428 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.044948 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.212502 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.00897682 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.464659 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0824337 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.134351 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0323811 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0615025 # DEPENDENCYPART_GRANDPAR
