# _root_ General unsecured creditors of Maxicare 's discontinued operations , whose claims total $ 110 million , initially will receive $ 17.8 million in cash and $ 10 million in senior notes .
#goldHeads=3,3,18,3,8,5,8,4,3,11,12,3,12,13,13,3,18,0,18,25,20,20,20,23,19,25,26,26,26,31,29,18,
#predictedHeads=3,3,18,3,8,5,8,4,8,11,12,8,12,13,13,18,18,0,18,25,20,20,20,23,19,25,26,26,26,31,29,18,
(25,19),(25,7),-1.20454 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,5),-0.851182 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,4),-1.72234 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,3),-0.849298 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,1),-1.25244 # DEPENDENCYPART_NEXTSIBL
(25,19),(25,-1),-0.979821 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,18),(25,17),-0.663704 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,16),-0.677882 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,15),-0.945299 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,14),-0.999145 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,13),-0.972572 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,12),-1.11964 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,11),-1.06389 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,9),-1.13424 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,8),-1.04066 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,7),-1.10573 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,5),-1.10975 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,4),-1.28094 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,3),-1.15085 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,1),-0.957359 # DEPENDENCYPART_NEXTSIBL
(25,18),(25,-1),-0.902247 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,17),(25,16),-0.56825 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,15),-0.707966 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,14),-0.854481 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,13),-0.899786 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,12),-1.07651 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,11),-0.822423 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,9),-1.16455 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,8),-0.595321 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,7),-1.01825 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,5),-0.588395 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,4),-0.956873 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,3),-0.504986 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,1),-0.924154 # DEPENDENCYPART_NEXTSIBL
(25,17),(25,-1),-0.802266 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,16),(25,15),-0.670526 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,14),-0.788633 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,13),-0.343835 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,12),-0.158579 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,11),-0.708367 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,9),-1.18019 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,8),-0.602313 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,7),-0.377075 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,5),-0.618852 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,4),-1.05905 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,3),-0.635771 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,1),-0.433733 # DEPENDENCYPART_NEXTSIBL
(25,16),(25,-1),-1.2628 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,15),(25,14),-0.34644 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,13),-0.783764 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,12),-0.861038 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,11),-1.09521 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,9),-1.0072 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,8),-1.18916 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,7),-0.974163 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,5),-1.07782 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,4),-1.03793 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,3),-1.15432 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,1),-1.10415 # DEPENDENCYPART_NEXTSIBL
(25,15),(25,-1),-0.646548 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,14),(25,13),-0.732026 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,12),-1.1573 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,11),-1.45984 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,9),-1.22671 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,8),-1.60246 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,7),-1.36852 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,5),-1.49744 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,4),-1.44786 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,3),-1.58615 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,1),-1.50036 # DEPENDENCYPART_NEXTSIBL
(25,14),(25,-1),-1.1629 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,13),(25,12),-0.567824 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,11),-0.691139 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,9),-0.678856 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,8),-0.921216 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,7),-0.988144 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,5),-0.815218 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,4),-1.24459 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,3),-0.853483 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,1),-0.909026 # DEPENDENCYPART_NEXTSIBL
(25,13),(25,-1),-0.983902 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,12),(25,11),-0.502845 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,9),-0.752659 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,8),-0.763739 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,7),-1.1977 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,5),-0.846461 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,4),-1.30608 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,3),-0.782757 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,1),-1.1512 # DEPENDENCYPART_NEXTSIBL
(25,12),(25,-1),-0.855923 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,11),(25,9),-0.409788 # DEPENDENCYPART_NEXTSIBL
(25,11),(25,8),-1.11085 # DEPENDENCYPART_NEXTSIBL
(25,11),(25,7),-0.604603 # DEPENDENCYPART_NEXTSIBL
(25,11),(25,5),-1.18346 # DEPENDENCYPART_NEXTSIBL
(25,11),(25,4),-1.86662 # DEPENDENCYPART_NEXTSIBL
(25,11),(25,3),-1.38163 # DEPENDENCYPART_NEXTSIBL
(25,11),(25,1),-1.19739 # DEPENDENCYPART_NEXTSIBL
(25,11),(25,-1),-0.442877 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,9),(25,8),-0.575531 # DEPENDENCYPART_NEXTSIBL
(25,9),(25,7),-0.355959 # DEPENDENCYPART_NEXTSIBL
(25,9),(25,5),-0.842742 # DEPENDENCYPART_NEXTSIBL
(25,9),(25,4),-0.73967 # DEPENDENCYPART_NEXTSIBL
(25,9),(25,3),-0.816429 # DEPENDENCYPART_NEXTSIBL
(25,9),(25,1),-0.575284 # DEPENDENCYPART_NEXTSIBL
(25,9),(25,-1),-1.66812 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,8),(25,7),-0.665312 # DEPENDENCYPART_NEXTSIBL
(25,8),(25,5),-1.33395 # DEPENDENCYPART_NEXTSIBL
(25,8),(25,4),-1.51459 # DEPENDENCYPART_NEXTSIBL
(25,8),(25,3),-1.59474 # DEPENDENCYPART_NEXTSIBL
(25,8),(25,1),-1.24198 # DEPENDENCYPART_NEXTSIBL
(25,8),(25,-1),-0.744917 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,7),(25,5),-0.472276 # DEPENDENCYPART_NEXTSIBL
(25,7),(25,4),-0.954883 # DEPENDENCYPART_NEXTSIBL
(25,7),(25,3),-0.674382 # DEPENDENCYPART_NEXTSIBL
(25,7),(25,1),-0.962036 # DEPENDENCYPART_NEXTSIBL
(25,7),(25,-1),-0.797528 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,5),(25,4),-1.27613 # DEPENDENCYPART_NEXTSIBL
(25,5),(25,3),-1.93072 # DEPENDENCYPART_NEXTSIBL
(25,5),(25,1),-1.41659 # DEPENDENCYPART_NEXTSIBL
(25,5),(25,-1),-0.490947 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,4),(25,3),-0.940613 # DEPENDENCYPART_NEXTSIBL
(25,4),(25,1),-1.23213 # DEPENDENCYPART_NEXTSIBL
(25,4),(25,-1),-0.799118 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,3),(25,1),-0.78292 # DEPENDENCYPART_NEXTSIBL
(25,3),(25,-1),-0.719217 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,1),(25,-1),-0.46643 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,26),(26,27),-0.157745 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,28),-0.27161 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,29),-0.605003 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,30),-0.680746 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,31),-0.0296715 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,32),-1.09509 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,33),-0.395268 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,27),(26,28),0.443533 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,29),-0.342036 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,30),-0.450484 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,31),-0.436994 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,32),-0.558324 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,33),-1.41059 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,28),(26,29),-0.00710749 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,30),-0.625976 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,31),-0.674899 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,32),-0.656889 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,33),-0.645637 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,29),(26,30),-0.533218 # DEPENDENCYPART_NEXTSIBL
(26,29),(26,31),-0.671999 # DEPENDENCYPART_NEXTSIBL
(26,29),(26,32),-0.408971 # DEPENDENCYPART_NEXTSIBL
(26,29),(26,33),-0.789139 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,30),(26,31),-1.07124 # DEPENDENCYPART_NEXTSIBL
(26,30),(26,32),-1.05639 # DEPENDENCYPART_NEXTSIBL
(26,30),(26,33),-0.979602 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,31),(26,32),-0.662739 # DEPENDENCYPART_NEXTSIBL
(26,31),(26,33),-0.53444 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,32),(26,33),-2.19565 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,26),(26,24),-0.317633 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,23),-0.515262 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,-1),-0.337996 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,24),(26,23),-0.865425 # DEPENDENCYPART_NEXTSIBL
(26,24),(26,-1),-0.959659 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,23),(26,-1),-0.971322 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,27),(27,28),-0.463867 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,29),-0.527877 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,30),-0.785691 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,31),-0.0350642 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,33),-0.360733 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(27,28),(27,29),-0.192804 # DEPENDENCYPART_NEXTSIBL
(27,28),(27,30),-0.787903 # DEPENDENCYPART_NEXTSIBL
(27,28),(27,31),-0.886265 # DEPENDENCYPART_NEXTSIBL
(27,28),(27,33),-0.942525 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,29),(27,30),-0.53883 # DEPENDENCYPART_NEXTSIBL
(27,29),(27,31),-0.663538 # DEPENDENCYPART_NEXTSIBL
(27,29),(27,33),-0.672726 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,30),(27,31),-1.10759 # DEPENDENCYPART_NEXTSIBL
(27,30),(27,33),-1.09846 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,31),(27,33),-0.539489 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,27),(27,26),0.14852 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,24),-0.330238 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,-1),-0.449228 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(27,26),(27,24),-0.728232 # DEPENDENCYPART_NEXTSIBL
(27,26),(27,-1),-0.636607 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,24),(27,-1),-0.89547 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,28),(28,29),-0.52867 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,30),-0.801809 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,31),0.00197551 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,33),-0.28979 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(28,29),(28,30),-0.543105 # DEPENDENCYPART_NEXTSIBL
(28,29),(28,31),-0.650637 # DEPENDENCYPART_NEXTSIBL
(28,29),(28,33),-0.676701 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,30),(28,31),-1.09987 # DEPENDENCYPART_NEXTSIBL
(28,30),(28,33),-1.11375 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,31),(28,33),-0.508948 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,28),(28,27),-0.0198126 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,26),0.133135 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,24),-0.355223 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,-1),-0.465554 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(28,27),(28,26),-0.716227 # DEPENDENCYPART_NEXTSIBL
(28,27),(28,24),-1.41682 # DEPENDENCYPART_NEXTSIBL
(28,27),(28,-1),-1.27702 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,26),(28,24),-0.745154 # DEPENDENCYPART_NEXTSIBL
(28,26),(28,-1),-0.623497 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,24),(28,-1),-0.92212 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,29),(29,30),-0.721275 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,31),0.371478 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,33),-1.03506 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(29,30),(29,31),-1.02875 # DEPENDENCYPART_NEXTSIBL
(29,30),(29,33),-1.02859 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,31),(29,33),-0.217943 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,29),(29,28),-0.440032 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,27),-0.262256 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,26),0.0872366 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,-1),-0.221153 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(29,28),(29,27),-0.564629 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,26),-0.907353 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,-1),-1.01443 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,27),(29,26),-0.801244 # DEPENDENCYPART_NEXTSIBL
(29,27),(29,-1),-1.50457 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,26),(29,-1),-0.750319 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,30),(30,33),-0.393666 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(30,30),(30,28),-0.371055 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,26),0.0669094 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,-1),-0.38876 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(30,28),(30,26),-0.890813 # DEPENDENCYPART_NEXTSIBL
(30,28),(30,-1),-0.938523 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,26),(30,-1),-0.744912 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(31,31),(31,33),-0.447875 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(31,31),(31,30),-0.766894 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(31,31),(31,29),-0.463914 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(31,31),(31,28),-0.453775 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(31,31),(31,27),-0.259624 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(31,31),(31,26),0.199594 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(31,31),(31,24),-0.154208 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(31,31),(31,-1),-0.53724 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(31,30),(31,29),-0.655301 # DEPENDENCYPART_NEXTSIBL
(31,30),(31,28),-0.612469 # DEPENDENCYPART_NEXTSIBL
(31,30),(31,27),-0.920899 # DEPENDENCYPART_NEXTSIBL
(31,30),(31,26),-0.646297 # DEPENDENCYPART_NEXTSIBL
(31,30),(31,24),-1.29796 # DEPENDENCYPART_NEXTSIBL
(31,30),(31,-1),-0.982246 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(31,29),(31,28),-0.981335 # DEPENDENCYPART_NEXTSIBL
(31,29),(31,27),-1.15486 # DEPENDENCYPART_NEXTSIBL
(31,29),(31,26),-1.18511 # DEPENDENCYPART_NEXTSIBL
(31,29),(31,24),-1.2463 # DEPENDENCYPART_NEXTSIBL
(31,29),(31,-1),-0.828896 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(31,28),(31,27),-0.577972 # DEPENDENCYPART_NEXTSIBL
(31,28),(31,26),-0.9273 # DEPENDENCYPART_NEXTSIBL
(31,28),(31,24),-1.05274 # DEPENDENCYPART_NEXTSIBL
(31,28),(31,-1),-0.837602 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(31,27),(31,26),-0.823409 # DEPENDENCYPART_NEXTSIBL
(31,27),(31,24),-1.37653 # DEPENDENCYPART_NEXTSIBL
(31,27),(31,-1),-1.35849 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(31,26),(31,24),-0.619473 # DEPENDENCYPART_NEXTSIBL
(31,26),(31,-1),-0.882511 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(31,24),(31,-1),-0.794214 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(32,32),(32,33),-0.479195 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(32,32),(32,-1),-0.0665333 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,1),(1,2),0.264243 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.196448 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.00766897 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.398848 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.30979 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.273889 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.443887 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0484184 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.166377 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0300638 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.410698 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.0949759 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.446058 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0287507 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.445159 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.0995973 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.195782 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.214565 # DEPENDENCYPART_GRANDPAR
(0,3),(3,32),2.57513 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.499924 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.133269 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.127289 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.355629 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.474531 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0457274 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.401734 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.117307 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.413565 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.133728 # DEPENDENCYPART_GRANDPAR
(0,7),(7,25),-0.121584 # DEPENDENCYPART_GRANDPAR
(0,7),(7,32),2.56756 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.449062 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.0548496 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.0353529 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.294171 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.634251 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.00708463 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.297313 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.452467 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.0250036 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.448287 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.253108 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.0262754 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.177751 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.106006 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.104202 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.195425 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.217692 # DEPENDENCYPART_GRANDPAR
(0,8),(8,25),-0.0720451 # DEPENDENCYPART_GRANDPAR
(0,8),(8,32),2.575 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.620791 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.31662 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.498087 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.477457 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.925323 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.46417 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.256172 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.0281251 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.175905 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.496771 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.130116 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.124642 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.348228 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.477178 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.254417 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.344122 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.622102 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.428146 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.124805 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.122696 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.330144 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.057799 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.0377743 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.0175134 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.166542 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),0.0451192 # DEPENDENCYPART_GRANDPAR
(0,12),(12,25),-0.125584 # DEPENDENCYPART_GRANDPAR
(0,12),(12,29),0.0825876 # DEPENDENCYPART_GRANDPAR
(0,12),(12,32),2.55857 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.297271 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.357431 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.205763 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.206018 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.0618592 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.0944552 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.539106 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.468466 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.399949 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.270009 # DEPENDENCYPART_GRANDPAR
(0,13),(13,28),-0.680703 # DEPENDENCYPART_GRANDPAR
(0,13),(13,29),-0.23254 # DEPENDENCYPART_GRANDPAR
(0,13),(13,30),-1.3321 # DEPENDENCYPART_GRANDPAR
(0,13),(13,32),2.18844 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.621066 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.247367 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.303456 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.158121 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.296574 # DEPENDENCYPART_GRANDPAR
