# _root_ Even if the gross national product is either flat or in the growth range of 2 % to 2.5 % , `` we can handle that , '' Mr. Marous said .
#goldHeads=7,7,6,6,6,7,24,10,10,7,10,14,14,11,14,20,20,20,20,15,24,24,24,31,24,25,31,31,30,31,0,31,
#predictedHeads=7,7,6,6,6,7,24,10,10,7,10,14,14,11,14,17,15,15,20,18,24,24,24,31,24,25,31,31,30,31,0,31,
(0,7),(7,31),1.65295 # DEPENDENCYPART_GRANDPAR
(0,7),(7,32),3.47948 # DEPENDENCYPART_GRANDPAR
(0,31),(31,1),0.59932 # DEPENDENCYPART_GRANDPAR
(0,31),(31,2),-0.552517 # DEPENDENCYPART_GRANDPAR
(0,31),(31,6),0.107947 # DEPENDENCYPART_GRANDPAR
(0,31),(31,7),0.528322 # DEPENDENCYPART_GRANDPAR
(0,31),(31,8),-0.00347445 # DEPENDENCYPART_GRANDPAR
(0,31),(31,10),0.406468 # DEPENDENCYPART_GRANDPAR
(0,31),(31,11),-0.0506511 # DEPENDENCYPART_GRANDPAR
(0,31),(31,13),-0.167183 # DEPENDENCYPART_GRANDPAR
(0,31),(31,14),-0.155633 # DEPENDENCYPART_GRANDPAR
(0,31),(31,17),-0.057161 # DEPENDENCYPART_GRANDPAR
(0,31),(31,18),-0.220098 # DEPENDENCYPART_GRANDPAR
(0,31),(31,19),-0.557798 # DEPENDENCYPART_GRANDPAR
(0,31),(31,20),0.00639052 # DEPENDENCYPART_GRANDPAR
(0,31),(31,21),1.12308 # DEPENDENCYPART_GRANDPAR
(0,31),(31,22),-0.663981 # DEPENDENCYPART_GRANDPAR
(0,31),(31,23),-0.0801702 # DEPENDENCYPART_GRANDPAR
(0,31),(31,24),0.0902451 # DEPENDENCYPART_GRANDPAR
(0,31),(31,25),-0.399923 # DEPENDENCYPART_GRANDPAR
(0,31),(31,26),-0.442801 # DEPENDENCYPART_GRANDPAR
(0,31),(31,27),0.483176 # DEPENDENCYPART_GRANDPAR
(0,31),(31,28),0.429332 # DEPENDENCYPART_GRANDPAR
(0,31),(31,29),-0.370579 # DEPENDENCYPART_GRANDPAR
(0,31),(31,30),-0.29569 # DEPENDENCYPART_GRANDPAR
(0,31),(31,32),3.2957 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.999869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.108144 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.130317 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.157067 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.182044 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.321494 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.284539 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.00633391 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.1592 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.992242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0304127 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.0296509 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.19503 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.207692 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.299446 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.0203242 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.405304 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.00742686 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.992243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0303693 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.0347445 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.119391 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.209703 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.299825 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.991681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.000836137 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0561317 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0673453 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.069509 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.255417 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.0566174 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.351317 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.0526141 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.238892 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.915575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.119958 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.0473237 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.083584 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.109841 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.0822697 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.00764371 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.390338 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.129192 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.0422296 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.465223 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.608918 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.0321143 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.490189 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.448696 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.253663 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),-0.581634 # DEPENDENCYPART_GRANDPAR
(1,7),(7,24),-0.592718 # DEPENDENCYPART_GRANDPAR
(1,7),(7,27),-0.402488 # DEPENDENCYPART_GRANDPAR
(1,7),(7,28),-0.500145 # DEPENDENCYPART_GRANDPAR
(1,7),(7,31),-0.595721 # DEPENDENCYPART_GRANDPAR
(1,7),(7,32),-0.766951 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.149363 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.174238 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.135129 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.240534 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.426829 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),0.00822428 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.0463186 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.69553 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.0329663 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.14153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.0870179 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.280252 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.354172 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.369093 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.58508 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.811426 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.784258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0782092 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.282928 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.76232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.283703 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0976823 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.137342 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.163471 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.333181 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.358628 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.30827 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.282928 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.765497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.271335 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.146469 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.134261 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.164888 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.324693 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.811249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.280862 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.232711 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.210632 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.192026 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.29368 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.385667 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.35234 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.398957 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.29183 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.83644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.103136 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0476796 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0159074 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.00491229 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.394301 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.412181 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.265778 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.310299 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.500635 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.482184 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.527403 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.756067 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.72527 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.339812 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.331687 # DEPENDENCYPART_GRANDPAR
(2,7),(7,24),-0.667824 # DEPENDENCYPART_GRANDPAR
(2,7),(7,27),-0.61989 # DEPENDENCYPART_GRANDPAR
(2,7),(7,28),-0.101991 # DEPENDENCYPART_GRANDPAR
(2,7),(7,31),-0.851626 # DEPENDENCYPART_GRANDPAR
(2,7),(7,32),-0.905865 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-1.05125 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-1.12652 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.733755 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.321284 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.113509 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.07227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0773191 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.262093 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.390021 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.28113 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.681827 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.502331 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.358794 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.672199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.142719 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0469414 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.12707 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.183599 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.100371 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.0427611 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.0292992 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0838417 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.32094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.367781 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.23544 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.32536 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.442909 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),9.08286e-05 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.114513 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.31315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.359997 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.245221 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.320898 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.445606 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0162652 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.31906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,1),-0.415277 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.363315 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.431531 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.932259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.174385 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0677714 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.4256 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.361069 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.477362 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.906203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0695336 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),1.67899e-05 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0199455 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.327884 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.144343 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.0962173 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.409498 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.440035 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.410602 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.968154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.016487 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.110348 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0100317 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.265573 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.00874938 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.0980569 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.282381 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.255632 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.14587 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.394193 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.423365 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),0.0883562 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.00659582 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.166203 # DEPENDENCYPART_GRANDPAR
(4,7),(7,27),-0.0282234 # DEPENDENCYPART_GRANDPAR
(4,7),(7,28),-0.0860777 # DEPENDENCYPART_GRANDPAR
(4,7),(7,31),-0.551417 # DEPENDENCYPART_GRANDPAR
(4,7),(7,32),-0.538072 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.941595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.0114547 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.195032 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0636412 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.310732 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.106227 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0142552 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.346917 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.13884 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.363315 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.93227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0206778 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.168792 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0699047 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.10607 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0156362 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.31202 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.168706 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.125219 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-0.400652 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.41752 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.435915 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.439731 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.917047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.0265504 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.251809 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.178332 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0123932 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.257113 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.00812602 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.180218 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.30723 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.273215 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.136575 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.0626932 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.37717 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.406342 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),0.0933227 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),0.0159206 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-0.177234 # DEPENDENCYPART_GRANDPAR
(4,10),(10,27),-0.0232569 # DEPENDENCYPART_GRANDPAR
(4,10),(10,28),-0.170633 # DEPENDENCYPART_GRANDPAR
(4,10),(10,31),-0.423203 # DEPENDENCYPART_GRANDPAR
(4,10),(10,32),-0.606217 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0236363 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.161368 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0945039 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.44762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.227805 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.338042 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.515282 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0510374 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.191974 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0326607 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.43983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.237586 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.333579 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.597598 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0108205 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0814797 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.111579 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0340865 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0875622 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.43943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.218478 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.335389 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.509975 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.725117 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.561758 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.374687 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.355402 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.554882 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.311241 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.01037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0125299 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0916909 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.396119 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.225343 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.247582 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.358584 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.434368 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.488122 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.255671 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.09685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.116162 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.082927 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.336672 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0909046 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0418426 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.46829 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.433644 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.206733 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.576952 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.594772 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.0408901 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.0860817 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.268458 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-0.142505 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-0.18163 # DEPENDENCYPART_GRANDPAR
(5,7),(7,31),-0.675791 # DEPENDENCYPART_GRANDPAR
(5,7),(7,32),-0.621846 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.216494 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0578255 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.471477 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.475182 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.28293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.607254 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.717895 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0626465 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0835291 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.443136 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.446076 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.32265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.627041 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.687548 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.225507 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.367931 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.163775 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.144319 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.00847874 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.426382 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.28272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.617569 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.720228 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.77947 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.503276 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.16243 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.145637 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.00603557 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.401699 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.28272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.617569 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.464557 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.867396 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.498254 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.143084 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.140265 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.870406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.261717 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.371924 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0316048 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.0833043 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.327263 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.268603 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.376834 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.440893 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.385268 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.0805476 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.302559 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.0278613 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),-0.197936 # DEPENDENCYPART_GRANDPAR
