# _root_ Dun & Bradstreet Corp. said business failures fell 17.8 % to 11,586 in the third quarter from 14,099 in the year-earlier period .
#goldHeads=2,4,2,5,0,7,8,5,10,8,8,11,11,16,16,13,8,17,17,22,22,19,5,
#predictedHeads=2,4,2,5,0,7,8,5,10,8,8,11,8,16,16,13,8,17,17,22,22,19,5,
(12,22),(22,13),0.0916653 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.465301 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.153311 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.0868503 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),0.127613 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.399585 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.189085 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.342815 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.404604 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.227931 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.318666 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.317585 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.142227 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.30315 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.32688 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0385302 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.14441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),0.234394 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.268596 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.432657 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.456179 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.447995 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.576946 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.205317 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.206303 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0186649 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.06867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,16),0.189397 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.209407 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.380442 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.493255 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.245272 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.330396 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.126092 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.0763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.512022 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),0.128685 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),0.248567 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.217194 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.343766 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.38807 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.434083 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.561612 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.765243 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.483534 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),1.02052 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.314124 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.156406 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.0950982 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.386149 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.759519 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.41289 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),1.17988 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.820867 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.210304 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.207203 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.0167952 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.057503 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),0.0911495 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.497129 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.559543 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.718189 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.210591 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.0830245 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.130133 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.231231 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.673748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.962848 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.649006 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.809796 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.0273946 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.208212 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),0.0945952 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),0.061908 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.499027 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.782947 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.143159 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0277579 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.139477 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.15772 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.24736 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.483534 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.752567 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),0.11939 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.621251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),1.13572 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),0.77041 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),0.210255 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),0.122953 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),0.238848 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),0.238952 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.681232 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.608127 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.05207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),-0.0204574 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.111521 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0141529 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.481968 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.507872 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.442371 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.397597 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.448805 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.372485 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0856608 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.0125385 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.14479 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.106942 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),-0.137959 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.447772 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.246681 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.370241 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.589448 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.700776 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.098067 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.0396119 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.125556 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.047934 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.229817 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.406846 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.311557 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.681575 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.48941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,11),-0.452765 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.11173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.171818 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.28132 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0624958 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.202859 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.0589624 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.479182 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.553541 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.99824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.356428 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.0104956 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.159682 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.256966 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.294006 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.448692 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.217638 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0384202 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.198274 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.218443 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.236108 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.162936 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.0156866 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.0477384 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.259529 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.406602 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.677013 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.747226 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.589004 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.0384821 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.544177 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.354556 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.328898 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.171607 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.115641 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.209297 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.36885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.382741 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.498753 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.383514 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.668447 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.619273 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.17194 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.419457 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.306389 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.259529 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.203206 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.539926 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.35013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.323438 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.406602 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.306564 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.649989 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.440866 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.106588 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.338768 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.162979 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.318778 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.431493 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.302924 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.38933 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.0215988 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.848572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.191353 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.204211 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.192553 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.019689 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.747309 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.305999 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.00520576 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.687277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),0.146684 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.141003 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.0485347 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.230258 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.392734 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.783794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.125509 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.0337206 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.139912 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.154245 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.0809008 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.361373 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.850565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,20),0.0100175 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.820569 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.426836 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.0710217 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.139206 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.0221407 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.181281 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.295313 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.244627 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.0907476 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.108793 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.078685 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.320147 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.16222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,19),-0.158776 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),0.219775 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.279619 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0555297 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.201537 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.15453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),0.246832 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.152231 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),0.147171 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.410318 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.157385 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.22212 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0588052 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.20691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.185185 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.220542 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.354167 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),0.2717 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.450518 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.758371 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.521698 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.775586 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.36233 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.136175 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.208405 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.802769 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.578612 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.823582 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.841958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.608444 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.066818 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.262169 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.985686 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.56379 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.794338 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.0448673 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.504315 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.878823 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.584808 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.790124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.717339 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.142945 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.275794 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.107659 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.294455 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.020114 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.216695 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.148756 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.134112 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.161457 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.16156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.275066 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.318325 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.241443 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.13883 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.157548 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.185389 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.129533 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.166236 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.15656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.257986 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.148479 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.187496 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.108917 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.181847 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.155987 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.179406 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.17716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.279772 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.330334 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.151456 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.703401 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.6284 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.533435 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.760436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.340419 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.198208 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.389127 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.130834 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.683046 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.597442 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.364619 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.683346 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.677496 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.567411 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.522495 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.693386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,20),0.517279 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.196796 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),0.02207 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.375904 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.20729 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.014044 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.351275 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.0155607 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.10341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,22),0.155125 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),0.0682768 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.450145 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.00117065 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.0668483 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0276516 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.0738508 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.165498 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.17494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),0.023415 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),0.197604 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.0651247 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.0408729 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.122571 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0469699 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.10725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),0.0980201 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),0.167103 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.0162088 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0474782 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.00566776 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.307614 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.11104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.477288 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),0.10584 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),0.214297 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),0.544306 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.589144 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.837919 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.981527 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.463159 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.77864 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.55225 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.415456 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.409834 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),1.10098 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.736719 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.721157 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.693635 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.04031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,9),-0.230114 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.251221 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.315623 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.0903395 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.398062 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),-0.0303306 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),-0.0536331 # DEPENDENCYPART_GRANDPAR
(21,11),(11,22),-0.23498 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.282521 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.378297 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.188006 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.250374 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.0578164 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.100445 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.120792 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.0802993 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.51331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.14652 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.48666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
