# _root_ For the year ended March 31 , Dentsu sales rose 19 % to $ 8.9 billion from $ 7.5 billion , and net income jumped 59 % to $ 102 million from $ 64 million .
#goldHeads=22,3,1,3,4,5,22,9,10,22,12,10,10,13,14,14,10,17,18,18,22,0,24,25,22,27,25,25,28,29,29,25,32,33,33,22,
#predictedHeads=10,3,1,3,4,5,10,9,10,22,12,10,10,13,14,14,10,17,18,18,22,0,24,25,22,27,25,25,28,29,29,25,32,33,33,22,
(18,23),(23,24),0.101285 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.132949 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.150425 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.600249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),0.16888 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.00336837 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.240156 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.428007 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.0359652 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.0634879 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.13399 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.0437466 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.0907794 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.155466 # DEPENDENCYPART_GRANDPAR
(18,25),(25,1),-0.860986 # DEPENDENCYPART_GRANDPAR
(18,25),(25,3),-1.08696 # DEPENDENCYPART_GRANDPAR
(18,25),(25,4),-0.942161 # DEPENDENCYPART_GRANDPAR
(18,25),(25,5),-1.01916 # DEPENDENCYPART_GRANDPAR
(18,25),(25,7),-0.823997 # DEPENDENCYPART_GRANDPAR
(18,25),(25,9),-0.907971 # DEPENDENCYPART_GRANDPAR
(18,25),(25,10),-0.805444 # DEPENDENCYPART_GRANDPAR
(18,25),(25,11),-0.80368 # DEPENDENCYPART_GRANDPAR
(18,25),(25,12),-0.824393 # DEPENDENCYPART_GRANDPAR
(18,25),(25,13),-0.733728 # DEPENDENCYPART_GRANDPAR
(18,25),(25,14),-0.632369 # DEPENDENCYPART_GRANDPAR
(18,25),(25,15),-0.733929 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-0.666016 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),-0.604563 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-0.652289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),0.133283 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),-0.0395902 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),0.150407 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),0.311581 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.0566238 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),0.130374 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.144188 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.0474589 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.0433692 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.132842 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),-0.225205 # DEPENDENCYPART_GRANDPAR
(18,25),(25,32),-0.0029737 # DEPENDENCYPART_GRANDPAR
(18,25),(25,33),-0.204947 # DEPENDENCYPART_GRANDPAR
(18,25),(25,36),-0.300433 # DEPENDENCYPART_GRANDPAR
(18,27),(27,19),0.172121 # DEPENDENCYPART_GRANDPAR
(18,27),(27,20),0.00441402 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),0.4166 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),0.0479896 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),0.173278 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.140739 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.107218 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.152072 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.176703 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.0604825 # DEPENDENCYPART_GRANDPAR
(18,27),(27,32),-0.16568 # DEPENDENCYPART_GRANDPAR
(18,27),(27,33),-0.224176 # DEPENDENCYPART_GRANDPAR
(18,27),(27,34),-0.200918 # DEPENDENCYPART_GRANDPAR
(18,27),(27,36),-0.251172 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.301772 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.564995 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.388019 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.540529 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.25077 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.275005 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.123228 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.25883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.301828 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.5532 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.195918 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.277653 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.122268 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.25883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.301828 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.498232 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.156873 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0850231 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.357976 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.31676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.37032 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.531753 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.37957 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.625303 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.527617 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.5659 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.642071 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.635279 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.675991 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.890128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.153458 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.0753822 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.159649 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.267889 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.67876 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.844897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.117784 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.0866775 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.192904 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.177423 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.223625 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.229207 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.175501 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.317407 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.00339601 # DEPENDENCYPART_GRANDPAR
(19,25),(25,1),-0.966316 # DEPENDENCYPART_GRANDPAR
(19,25),(25,3),-1.0927 # DEPENDENCYPART_GRANDPAR
(19,25),(25,4),-0.994681 # DEPENDENCYPART_GRANDPAR
(19,25),(25,5),-1.17117 # DEPENDENCYPART_GRANDPAR
(19,25),(25,7),-1.00098 # DEPENDENCYPART_GRANDPAR
(19,25),(25,9),-0.954698 # DEPENDENCYPART_GRANDPAR
(19,25),(25,10),-0.842079 # DEPENDENCYPART_GRANDPAR
(19,25),(25,11),-0.743615 # DEPENDENCYPART_GRANDPAR
(19,25),(25,12),-0.892928 # DEPENDENCYPART_GRANDPAR
(19,25),(25,13),-0.850704 # DEPENDENCYPART_GRANDPAR
(19,25),(25,14),-0.842621 # DEPENDENCYPART_GRANDPAR
(19,25),(25,15),-0.657381 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-0.645603 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.711818 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-0.672792 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.866647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),0.0885291 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),-0.128044 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.130601 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.207438 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.0901376 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.257814 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.174859 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.295262 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.00129286 # DEPENDENCYPART_GRANDPAR
(19,25),(25,30),-0.318103 # DEPENDENCYPART_GRANDPAR
(19,25),(25,32),-0.217587 # DEPENDENCYPART_GRANDPAR
(19,25),(25,33),0.00901705 # DEPENDENCYPART_GRANDPAR
(19,25),(25,36),-0.492247 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.398623 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.013165 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.10907 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.00363645 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.0742877 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.10485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,14),-0.333123 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.0339987 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.188733 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.190132 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0554586 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.18715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.193842 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.25663 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.465521 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.310255 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.477321 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.429181 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.0331896 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.0550866 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.256937 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.10485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,23),-0.438239 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.286254 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.450754 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),0.56738 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.322352 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-0.11568 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.0949951 # DEPENDENCYPART_GRANDPAR
(22,1),(1,9),-0.24597 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.195954 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.218864 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.231927 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),0.677294 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.0848807 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),0.235544 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),0.10505 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),0.455286 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),0.0929102 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),0.390581 # DEPENDENCYPART_GRANDPAR
(22,3),(3,36),-0.880354 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.141243 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),0.621003 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),0.0428788 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),0.0598034 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),0.0340956 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),0.247998 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),-0.0682882 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),0.315285 # DEPENDENCYPART_GRANDPAR
(22,4),(4,13),0.343031 # DEPENDENCYPART_GRANDPAR
(22,4),(4,17),0.220285 # DEPENDENCYPART_GRANDPAR
(22,4),(4,21),0.134723 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-1.308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,4),(4,25),-0.233307 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),0.744119 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),0.0208897 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.196791 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),0.141833 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),0.50244 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),0.31581 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),0.137461 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),0.410774 # DEPENDENCYPART_GRANDPAR
(22,5),(5,11),0.367524 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),0.223804 # DEPENDENCYPART_GRANDPAR
(22,5),(5,21),0.389165 # DEPENDENCYPART_GRANDPAR
(22,5),(5,22),-1.17117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,5),(5,36),-0.880354 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),0.735777 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.126174 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),0.10077 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),0.393865 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),0.239657 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),0.357557 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.192473 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),0.299734 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),0.219203 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),0.504846 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),0.141986 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),0.41663 # DEPENDENCYPART_GRANDPAR
(22,9),(9,1),-0.248764 # DEPENDENCYPART_GRANDPAR
(22,9),(9,2),0.722696 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.0116218 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.217792 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),0.254403 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),0.181549 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),0.46067 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),0.277662 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),0.401678 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),0.347094 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),0.228097 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),0.150764 # DEPENDENCYPART_GRANDPAR
(22,9),(9,36),-0.880747 # DEPENDENCYPART_GRANDPAR
(22,10),(10,1),-0.156933 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),0.026068 # DEPENDENCYPART_GRANDPAR
(22,10),(10,4),-0.215129 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),0.22784 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),0.0758663 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),0.337033 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),0.250905 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),0.130931 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),0.305496 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),0.197312 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),0.382921 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.0767375 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),0.153012 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),0.339992 # DEPENDENCYPART_GRANDPAR
(22,10),(10,18),0.302343 # DEPENDENCYPART_GRANDPAR
(22,10),(10,21),0.190018 # DEPENDENCYPART_GRANDPAR
(22,10),(10,22),-1.3086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,23),-0.0085574 # DEPENDENCYPART_GRANDPAR
(22,10),(10,25),-0.23399 # DEPENDENCYPART_GRANDPAR
(22,10),(10,32),-0.138874 # DEPENDENCYPART_GRANDPAR
(22,10),(10,36),-0.967246 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),0.174846 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.043191 # DEPENDENCYPART_GRANDPAR
(22,12),(12,2),0.780984 # DEPENDENCYPART_GRANDPAR
(22,12),(12,3),0.0192128 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),0.298533 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),0.221064 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),0.495018 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),0.321792 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),0.177798 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),0.213483 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),0.433807 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),0.21909 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.0136774 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),0.196542 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),0.13196 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),0.136489 # DEPENDENCYPART_GRANDPAR
(22,12),(12,19),0.184839 # DEPENDENCYPART_GRANDPAR
(22,12),(12,27),-0.0568935 # DEPENDENCYPART_GRANDPAR
(22,12),(12,36),-0.881947 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),0.365668 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),0.175605 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.197145 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),0.042035 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.0325584 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),0.144248 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.14365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,24),0.0758598 # DEPENDENCYPART_GRANDPAR
(22,13),(13,28),-0.132688 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),0.326313 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),0.0775928 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),0.266644 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),0.0384504 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.0512923 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),0.152425 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),0.24723 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),0.151455 # DEPENDENCYPART_GRANDPAR
(22,14),(14,23),0.0709157 # DEPENDENCYPART_GRANDPAR
(22,14),(14,24),0.124826 # DEPENDENCYPART_GRANDPAR
(22,14),(14,25),-0.0763469 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),0.325548 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.00722886 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),0.354608 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.0845312 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),0.0594456 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),0.21076 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),0.336249 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),0.118694 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),0.0478603 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.102291 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),0.18523 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.202304 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),0.329622 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.0980886 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),0.0264672 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),0.220512 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),0.297563 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.0988601 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),0.181572 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),0.104293 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.127007 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.0123953 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.0581123 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.180115 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.1398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),0.0815621 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),0.119793 # DEPENDENCYPART_GRANDPAR
(22,17),(17,25),-0.0691671 # DEPENDENCYPART_GRANDPAR
(22,17),(17,28),-0.118993 # DEPENDENCYPART_GRANDPAR
(22,17),(17,32),0.0466629 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.102119 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),0.171146 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),0.172782 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.119743 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.0260203 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.0628776 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.151455 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.11141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),0.0709157 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),0.124826 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.0763469 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.0676195 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),0.169859 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),0.0970142 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.29455 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.0478486 # DEPENDENCYPART_GRANDPAR
(22,19),(19,23),0.0853267 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),0.135127 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.0628955 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),0.114395 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.27679 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.169438 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.27485 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.596601 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.386225 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.156074 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.204678 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.273402 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.331503 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.373424 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.467858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.537582 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.394538 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.28461 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.504663 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),0.424466 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),0.438044 # DEPENDENCYPART_GRANDPAR
(22,25),(25,1),-0.78437 # DEPENDENCYPART_GRANDPAR
(22,25),(25,3),-0.577746 # DEPENDENCYPART_GRANDPAR
(22,25),(25,4),-0.855072 # DEPENDENCYPART_GRANDPAR
(22,25),(25,5),-0.372531 # DEPENDENCYPART_GRANDPAR
(22,25),(25,7),-0.286479 # DEPENDENCYPART_GRANDPAR
(22,25),(25,9),-0.491699 # DEPENDENCYPART_GRANDPAR
(22,25),(25,10),-0.402827 # DEPENDENCYPART_GRANDPAR
(22,25),(25,11),-0.18546 # DEPENDENCYPART_GRANDPAR
(22,25),(25,12),-0.456636 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-0.289634 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-0.663869 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-0.337714 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-0.398864 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.496696 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.284788 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.35308 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.410449 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.399754 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.496173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.471834 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.574126 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.178631 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.496043 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),0.399179 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),0.359639 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.0234815 # DEPENDENCYPART_GRANDPAR
(22,25),(25,32),0.504289 # DEPENDENCYPART_GRANDPAR
(22,25),(25,33),0.166563 # DEPENDENCYPART_GRANDPAR
