# _root_ These mainly involved such areas as materials -- advanced soldering machines , for example -- and medical developments derived from experimentation in space , such as artificial blood vessels .
#goldHeads=3,3,0,5,3,5,16,11,11,11,7,11,11,13,11,6,18,16,18,19,20,21,22,18,26,18,29,29,26,3,
#predictedHeads=3,3,0,5,3,5,6,16,11,11,16,16,16,13,16,7,18,16,18,19,20,21,22,21,26,21,29,29,26,3,
(2,5),(5,15),-0.387861 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.744373 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.817743 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.557845 # DEPENDENCYPART_GRANDPAR
(2,5),(5,30),-0.882513 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.34877 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.18178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.073818 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.312746 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.401098 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.196129 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.241117 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.548562 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.585853 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.6282 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.424783 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.516377 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.76166 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.387651 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.745162 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.839912 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.81661 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.558958 # DEPENDENCYPART_GRANDPAR
(2,7),(7,30),-0.882267 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),-0.189365 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.174952 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.18274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,4),-0.310954 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.403208 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.19799 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.366274 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.263047 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.484499 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.525297 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.427863 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.515172 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.759933 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.387838 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.746655 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.838921 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.814883 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.555645 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.469209 # DEPENDENCYPART_GRANDPAR
(2,11),(11,24),-0.609666 # DEPENDENCYPART_GRANDPAR
(2,11),(11,26),0.0404565 # DEPENDENCYPART_GRANDPAR
(2,11),(11,29),-0.889829 # DEPENDENCYPART_GRANDPAR
(2,11),(11,30),-0.882978 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.338377 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.950274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),0.329672 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.938294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.256285 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),0.206172 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.348815 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.0717497 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.325339 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.039091 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.0299807 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.403665 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.069486 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.215897 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.136398 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.081191 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.0359632 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.417285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.683012 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.424205 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.12293 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.338968 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.256218 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.178461 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.160707 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.454736 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.192804 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.262631 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.227851 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),0.152098 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.437631 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),0.0706759 # DEPENDENCYPART_GRANDPAR
(3,5),(5,30),-0.313985 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.710859 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.56484 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.275244 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.373877 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.37013 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.290634 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.30878 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),0.26276 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),0.398472 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.0812481 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.0360203 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.420392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.664367 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.633823 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.453379 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.337281 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.251172 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.173415 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.162115 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.463959 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.190122 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.261224 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),0.226165 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),0.148405 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.0562613 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.436224 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),0.0663852 # DEPENDENCYPART_GRANDPAR
(3,7),(7,30),-0.315636 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.580826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,6),0.543311 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.62989 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.666044 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.485159 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.106944 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.321979 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.15065 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.118542 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.421592 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.163294 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.303124 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),0.172546 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.0685324 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),0.631514 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.666689 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.484463 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.107589 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.323602 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.183524 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.036714 # DEPENDENCYPART_GRANDPAR
(3,11),(11,4),0.678883 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.641325 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.461507 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.0839478 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.320248 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.228552 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.152923 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.462582 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.193695 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.257922 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.227684 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),0.150093 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.0526942 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.432922 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),0.0721726 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.156321 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),0.332184 # DEPENDENCYPART_GRANDPAR
(3,11),(11,26),0.670551 # DEPENDENCYPART_GRANDPAR
(3,11),(11,29),-0.882618 # DEPENDENCYPART_GRANDPAR
(3,11),(11,30),-0.314639 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.0253457 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.404406 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.181687 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),0.208179 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),0.29234 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.0455638 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.337306 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.0012429 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.57764 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.080915 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.304045 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.21385 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.13822 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.0921469 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.558442 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),0.214384 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),0.231764 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),0.157526 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.0460779 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.431981 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),0.0756473 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.153159 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.0144445 # DEPENDENCYPART_GRANDPAR
(3,14),(14,30),-0.310051 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.472338 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.272683 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.211094 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.189373 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.573637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.535014 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.642981 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.533178 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.0788554 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.281748 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),0.110047 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),0.022873 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.114371 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),0.587205 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),0.287974 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.295965 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.170632 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),0.0648489 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.349695 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),0.100914 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.0617749 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.585868 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),0.0617517 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.699223 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),0.271422 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-0.687981 # DEPENDENCYPART_GRANDPAR
(3,16),(16,26),0.758024 # DEPENDENCYPART_GRANDPAR
(3,16),(16,29),-0.789687 # DEPENDENCYPART_GRANDPAR
(3,16),(16,30),-0.316023 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.262079 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),0.212484 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.471187 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),0.0676103 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.5994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,5),0.581702 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),0.630194 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),0.0330401 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),0.0597319 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),0.424542 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),0.287673 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.339139 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.1846 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.524478 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),0.00544533 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.59423 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),0.16455 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.69903 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),0.446328 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.810093 # DEPENDENCYPART_GRANDPAR
(3,19),(19,26),0.846778 # DEPENDENCYPART_GRANDPAR
(3,19),(19,30),-0.356866 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.537775 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.538549 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),0.201552 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.646669 # DEPENDENCYPART_GRANDPAR
(3,20),(20,25),-0.76899 # DEPENDENCYPART_GRANDPAR
(3,20),(20,26),0.821597 # DEPENDENCYPART_GRANDPAR
(3,20),(20,27),-0.805633 # DEPENDENCYPART_GRANDPAR
(3,20),(20,29),-0.74529 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.0921849 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.732634 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.708668 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-0.78511 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),0.787806 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),-0.827755 # DEPENDENCYPART_GRANDPAR
(3,22),(22,29),-0.807298 # DEPENDENCYPART_GRANDPAR
(3,26),(26,21),-0.795909 # DEPENDENCYPART_GRANDPAR
(3,26),(26,22),0.0656459 # DEPENDENCYPART_GRANDPAR
(3,26),(26,23),-0.909469 # DEPENDENCYPART_GRANDPAR
(3,26),(26,24),0.288786 # DEPENDENCYPART_GRANDPAR
(3,26),(26,25),-0.764012 # DEPENDENCYPART_GRANDPAR
(3,26),(26,27),-0.746506 # DEPENDENCYPART_GRANDPAR
(3,26),(26,28),-0.613028 # DEPENDENCYPART_GRANDPAR
(3,26),(26,29),-0.736 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.137407 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.217256 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.134349 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.233159 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.38618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.163967 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.595376 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.347762 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.594967 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.89032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.153024 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.169013 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.00967484 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.2787 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.329848 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.170804 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.131171 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.303165 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.592587 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.51294 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.652141 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.987158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.242652 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.129209 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0295001 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.344327 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.391827 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.215208 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.0879631 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.17577 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.498635 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.111346 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.425211 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.56519 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.501312 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.458822 # DEPENDENCYPART_GRANDPAR
(4,7),(7,30),-0.573274 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.998994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.236597 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0839958 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.194825 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0312388 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.349931 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.19262 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.125744 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.153705 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.473765 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.357354 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.518967 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.998993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.236815 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0847886 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.194606 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0312388 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.294939 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.247257 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0537951 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0387307 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.120176 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.543422 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.13295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.192911 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),0.110354 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.316281 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.00538525 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.357828 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.373737 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.27456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.317852 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.334558 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),0.0085914 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.32769 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.35907 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.459044 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.223876 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.414264 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.557262 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),0.0587637 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.588768 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.620751 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.473519 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.395018 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.621435 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-0.306938 # DEPENDENCYPART_GRANDPAR
(5,3),(3,26),-0.335808 # DEPENDENCYPART_GRANDPAR
(5,3),(3,30),-1.28484 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.0590885 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.35233 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.125614 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.19294 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.238246 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.269626 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.0419874 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.656153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.397574 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.569509 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.287817 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.25675 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.2669 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.619681 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),0.313408 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.436986 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.183006 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.532893 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.0849577 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.609557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.271086 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.565468 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0868517 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0594385 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.250648 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.42057 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.142541 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.134501 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.615641 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.0111484 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.212798 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),0.108907 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),0.0959447 # DEPENDENCYPART_GRANDPAR
(5,7),(7,30),-0.684266 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.443271 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.241467 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.0254394 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.663911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.234951 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.278524 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.496874 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.19226 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.328013 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.433512 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.247691 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.213955 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.128104 # DEPENDENCYPART_GRANDPAR
