# _root_ Hughes Aircraft Co. , a General Motors Corp. unit , said the Intelsat VI commercial communications satellite is set to be launched Friday .
#goldHeads=3,3,11,3,9,9,9,9,3,3,0,17,17,17,17,17,18,11,18,21,19,21,22,11,
#predictedHeads=3,3,11,3,9,9,9,9,3,3,0,17,17,17,17,17,18,11,18,21,19,21,22,11,
(22,16),(16,19),0.2475 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.146286 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-1.04775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,5),0.0894949 # DEPENDENCYPART_GRANDPAR
(22,17),(17,6),0.139933 # DEPENDENCYPART_GRANDPAR
(22,17),(17,8),0.163495 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-0.15338 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),0.0997767 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),0.786079 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),0.415767 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),0.100246 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),0.306944 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),0.271119 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.398402 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.263227 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.162014 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.04853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,21),0.0268156 # DEPENDENCYPART_GRANDPAR
(22,20),(20,23),-0.0624822 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.149328 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.273601 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.660568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,22),-0.834655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.385507 # DEPENDENCYPART_GRANDPAR
(23,15),(15,9),-1.22719 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),0.0120593 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.380777 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.669583 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.837512 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.160304 # DEPENDENCYPART_GRANDPAR
(23,15),(15,21),-0.174664 # DEPENDENCYPART_GRANDPAR
(23,15),(15,22),-0.127756 # DEPENDENCYPART_GRANDPAR
(23,21),(21,3),-1.23092 # DEPENDENCYPART_GRANDPAR
(23,21),(21,4),-0.346604 # DEPENDENCYPART_GRANDPAR
(23,21),(21,9),-1.26154 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.0499104 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.412173 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.700979 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.349405 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.669431 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.780958 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.285851 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.147936 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.52322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.297051 # DEPENDENCYPART_GRANDPAR
(23,22),(22,10),-0.36319 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),-0.413455 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.670713 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.78224 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.241588 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.52889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.296589 # DEPENDENCYPART_GRANDPAR
(24,22),(22,10),-0.543213 # DEPENDENCYPART_GRANDPAR
(24,22),(22,13),0.075422 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),-0.158919 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),-0.193178 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.108519 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.170153 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.12033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,15),-0.254991 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.102227 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.118277 # DEPENDENCYPART_GRANDPAR
(0,3),(3,3),(3,4),-0.0998224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,6),-0.0481181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,7),-0.0481181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,8),-0.050877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,9),-0.0481318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,10),-0.0998224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,11),-0.137063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,13),-0.0481181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,14),-0.0481181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,16),-0.0481182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,17),-0.0481591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,18),-0.124969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,21),-0.139599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,23),-0.0481262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,24),-0.0181399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,25),-0.0864859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,4),(3,6),-0.00267851 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,7),-0.00220047 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,8),-0.00222181 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,9),-0.00247157 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,10),-0.043308 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,11),-0.108004 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,13),-0.00220047 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,14),-0.00220047 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,16),-0.00220047 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,17),-0.00220047 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,18),-0.111261 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,21),-0.107032 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,23),-0.00222215 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,24),-0.0741552 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,25),-0.0696833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,6),(3,7),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,8),-0.00932841 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,9),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,10),2.24568e-05 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,11),-0.0528464 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,13),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,14),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,16),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,17),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,18),-0.0534518 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,21),-0.0527542 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,23),-0.00932139 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,24),0.0513702 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,25),-0.0838392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,7),(3,8),-0.00932841 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,9),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,10),2.2831e-05 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,11),-0.0528222 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,13),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,14),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,16),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,17),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,18),-0.0534276 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,21),-0.05273 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,23),-0.00932139 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,24),0.0518228 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,25),-0.0838392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,8),(3,9),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,10),-0.000305892 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,11),-0.0528222 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,13),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,14),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,16),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,17),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,18),-0.0534276 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,21),-0.05273 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,23),-0.00932139 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,24),0.0517871 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,25),-0.0838476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,9),(3,10),1.78876e-05 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,11),-0.052824 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,13),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,14),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,16),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,17),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,18),-0.0534293 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,21),-0.0527318 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,23),-0.00932139 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,24),0.0515406 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,25),-0.0838407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,10),(3,11),-0.108004 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,13),-0.00220047 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,14),-0.00220047 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,16),-0.00220047 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,17),-0.00220047 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,18),-0.111261 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,21),-0.107032 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,23),-0.00222215 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,24),-0.0741552 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,25),-0.0696833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,11),(3,13),-0.0505787 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,14),-0.0505787 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,16),-0.0505787 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,17),-0.0505787 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,18),-0.0174223 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,21),-0.0163682 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,23),-0.0505808 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,24),-0.209876 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,25),-0.071554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,13),(3,14),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,16),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,17),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,18),-0.0534276 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,21),-0.05273 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,23),-0.00932139 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,24),0.0518237 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,25),-0.0838392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,14),(3,16),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,17),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,18),-0.0534276 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,21),-0.05273 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,23),-0.00932139 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,24),0.0518237 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,25),-0.0838392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,16),(3,17),-0.00931707 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,18),-0.0534276 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,21),-0.05273 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,23),-0.00932139 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,24),0.0518237 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,25),-0.0838392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,17),(3,18),-0.0534284 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,17),(3,21),-0.0527309 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,17),(3,23),-0.00932139 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,17),(3,24),0.0518235 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,17),(3,25),-0.0838392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,18),(3,21),-0.0164634 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,23),-0.0505153 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,24),-0.203797 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,25),-0.0713798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,21),(3,23),-0.0505142 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,21),(3,24),-0.211649 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,21),(3,25),-0.0721403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,23),(3,24),0.0517906 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,23),(3,25),-0.083844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,24),(3,25),-0.0478145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,2),0.268634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,1),0.268634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,-1),-0.258485 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,2),(3,1),0.0575063 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,2),(3,-1),-0.0537348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,1),(3,-1),-0.0537348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,11),(11,12),-0.00448489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,13),-0.0867547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,14),-0.0867547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,15),0.00525609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,16),-0.0864137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,17),-0.0865419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,18),-0.0961666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,19),-0.0950304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,20),-0.0776952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,21),-0.0606693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,22),-0.0926779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,23),-0.0915345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,24),-0.117256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,25),-0.242705 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,11),(11,12),(11,13),-0.0101156 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,14),-0.0101156 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,15),-0.0489025 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,16),-0.0101156 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,17),-0.0101156 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,18),-0.0143395 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,19),-0.0143008 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,20),-0.0420259 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,21),-0.0143008 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,22),-0.0143008 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,23),-0.0101156 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,24),-0.0395242 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,25),-0.0341643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,13),(11,14),-0.0125022 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,15),-0.0460563 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,16),-0.0125022 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,17),-0.0125022 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,18),-0.0410377 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,19),-0.031794 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,20),-0.0797759 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,21),-0.0330493 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,22),-0.0300982 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,23),-0.00795422 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,24),0.0401426 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,25),-0.139519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,14),(11,15),-0.0460563 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,16),-0.0125022 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,17),-0.0125022 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,18),-0.0410377 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,19),-0.031794 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,20),-0.0797759 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,21),-0.0330493 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,22),-0.0300982 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,23),-0.00795422 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,24),0.0401426 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,25),-0.139519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,15),(11,16),-0.0356783 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,17),-0.0356783 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,18),-0.0293835 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,19),-0.0333903 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,20),-0.0107674 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,21),-0.0356294 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,22),-0.0333903 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,23),-0.0359541 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,24),0.0128197 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,25),-0.0553797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,16),(11,17),-0.0125022 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,18),-0.0410377 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,19),-0.031794 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,20),-0.0797759 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,21),-0.0330493 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,22),-0.0300982 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,23),-0.00795422 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,24),0.0405045 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,25),-0.139519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,17),(11,18),-0.042817 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,19),-0.0335733 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,20),-0.0797759 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,21),-0.0348287 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,22),-0.0318776 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,23),-0.00795422 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,24),0.0421347 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,25),-0.139519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,18),(11,19),-0.0761565 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,20),-0.0514152 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,21),-0.0770353 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,22),-0.0761565 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,23),0.00803708 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,24),-0.0227185 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,25),-0.117999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,19),(11,20),-0.0514152 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,21),-0.0729621 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,22),-0.0720833 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,23),0.00804548 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,24),-0.0116089 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,25),-0.118994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,20),(11,21),-0.0697959 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,20),(11,22),-0.0679194 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,20),(11,23),-0.0247611 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,20),(11,24),-0.0116657 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,20),(11,25),-0.0664988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,21),(11,22),-0.0660866 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,21),(11,23),0.00778591 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,21),(11,24),-0.0184778 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,21),(11,25),-0.113716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,22),(11,23),0.00776159 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,22),(11,24),-0.00291137 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,22),(11,25),-0.118685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,23),(11,24),0.0344985 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,23),(11,25),-0.139519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,24),(11,25),0.182037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,11),(11,10),0.144924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,9),0.358257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,8),0.363025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,7),0.356486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,6),0.359479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,5),0.246979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,4),0.144924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,3),0.370326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
