# _root_ Du Pont , unlike companies hurt badly by sharp price declines for basic chemicals and plastics , is benefiting from its broad range of businesses .
#goldHeads=2,18,18,18,4,5,6,6,11,11,8,11,15,15,12,15,18,0,18,19,23,23,20,23,24,18,
#predictedHeads=2,18,18,18,4,5,6,6,11,11,8,11,15,15,12,15,18,0,18,19,23,23,20,23,24,18,
(9,9),(9,-1),-0.492253 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,7),-0.308765 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,-1),-0.871017 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,7),(9,-1),-0.643208 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,11),-0.630154 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,12),-0.360057 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,18),-0.330826 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,27),-0.5409 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,12),-0.421947 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,18),-0.710271 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,27),-0.407841 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,12),(10,18),-0.615634 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,27),-0.514877 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,18),(10,27),-0.719288 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,9),-0.526777 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,8),-0.421083 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,7),-0.226382 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,6),-0.404757 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.591 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,8),-0.786515 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,7),-0.930513 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,6),-1.00226 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,-1),-0.87571 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,8),(10,7),-0.378626 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,6),-0.992805 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,-1),-0.840215 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,7),(10,6),-0.947138 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,-1),-0.647081 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,6),(10,-1),-1.08279 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,12),-0.354678 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,13),-0.605759 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,14),-0.657231 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,15),-0.0671935 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,16),-0.761364 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,17),-1.26337 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,18),-0.334416 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,19),-0.289831 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,20),-0.338269 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,26),-0.999438 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,27),-0.529014 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,13),-0.6848 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,14),-0.737905 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,15),-0.908822 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,16),-0.733987 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,17),-0.290329 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,18),-0.619313 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,19),-0.641924 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,20),-0.884683 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,26),-0.601338 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,27),-0.521263 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,13),(11,14),-1.05173 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,15),-1.11386 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,16),-1.30873 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,17),-0.858165 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,18),-1.06712 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,19),-1.01075 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,20),-1.24209 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,26),-1.16446 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,27),-0.701289 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,15),-1.40473 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,16),-1.2942 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,17),-0.705454 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,18),-1.2316 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,19),-1.33835 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,20),-1.05347 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,26),-0.95957 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,27),-0.97277 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,15),(11,16),-1.23308 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,17),-0.526906 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,18),-1.09659 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,19),-1.18006 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,20),-1.14826 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,26),-1.07554 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,27),-0.371606 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,16),(11,17),-0.415976 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,18),-0.950468 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,19),-1.03634 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,20),-0.950035 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,26),-0.58789 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,27),-0.902913 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,17),(11,18),-0.34967 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,19),-0.52801 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,20),-1.19798 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,26),-1.10983 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,27),-0.266141 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,18),(11,19),-0.570074 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,20),-0.486056 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,26),0.311053 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,27),-0.717136 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,19),(11,20),-0.745643 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,26),0.204482 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,27),-0.608806 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,20),(11,26),-0.343188 # DEPENDENCYPART_NEXTSIBL
(11,20),(11,27),-0.503585 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,26),(11,27),-1.7827 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,10),-0.500289 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,9),-0.49799 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,8),-0.416616 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,7),-0.226062 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,6),-0.42585 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,5),-0.148066 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,4),-0.463809 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,3),-1.52245 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,2),-0.324756 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,-1),-0.548947 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,10),(11,9),-0.0151561 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,8),-0.626407 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,7),-0.804391 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,6),-1.07812 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,5),-1.14419 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,4),-1.38077 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,3),-2.21398 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,2),-1.22017 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,-1),-0.958441 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,9),(11,8),-0.773908 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,7),-0.919704 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,6),-1.00218 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,5),-1.14276 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,4),-1.22802 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,3),-1.34527 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,2),-1.20833 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,-1),-0.842733 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,8),(11,7),-0.371589 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,6),-0.994928 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,5),-1.04055 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,4),-1.17625 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,3),-1.08733 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,2),-1.06365 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,-1),-0.824509 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,7),(11,6),-0.952235 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,5),-0.798649 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,4),-1.08098 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,3),-1.25512 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,2),-1.04332 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,-1),-0.648046 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,6),(11,5),-0.354695 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,4),-0.521199 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,3),-0.477137 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,2),-0.636329 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,-1),-1.10184 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,5),(11,4),-0.447853 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,3),-1.32053 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,2),-1.37437 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,-1),-0.677716 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,4),(11,3),-0.488835 # DEPENDENCYPART_NEXTSIBL
(11,4),(11,2),-0.760865 # DEPENDENCYPART_NEXTSIBL
(11,4),(11,-1),-0.765165 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,3),(11,2),-0.273944 # DEPENDENCYPART_NEXTSIBL
(11,3),(11,-1),-1.19428 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,2),(11,-1),-0.525502 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,13),-0.580477 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,14),-0.366776 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,15),0.175492 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,16),-0.477153 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,17),-1.41087 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,18),-0.286714 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,20),-0.60363 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,27),-0.915844 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,14),-1.05497 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,15),-1.14453 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,16),-1.31434 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,17),-0.960284 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,18),-1.07397 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,20),-1.25568 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,27),-0.736167 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,14),(12,15),-1.48599 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,16),-1.39359 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,17),-0.838154 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,18),-1.27315 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,20),-0.99702 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,27),-0.84087 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,15),(12,16),-1.30123 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,17),-0.646342 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,18),-1.17882 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,20),-1.2798 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,27),-0.348679 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,16),(12,17),-0.551825 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,18),-0.994384 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,20),-0.895295 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,27),-0.779519 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,17),(12,18),-0.462779 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,20),-1.28526 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,27),-0.208203 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,18),(12,20),-0.552216 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,27),-0.740886 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,20),(12,27),-0.614913 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,11),-0.654531 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,10),-0.626873 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,-1),-0.369149 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,11),(12,10),-0.795591 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,-1),-0.558863 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,10),(12,-1),-1.09074 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,14),-0.611899 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,27),-0.485224 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,27),-1.02297 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,11),-0.638737 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,9),-0.528475 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.503608 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,11),(13,9),-0.665824 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,-1),-0.402526 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,9),(13,-1),-0.865804 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,16),-0.760561 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,18),-0.338642 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,27),-0.497691 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,16),(14,18),-0.955221 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,27),-0.904223 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,18),(14,27),-0.730507 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,13),-0.612752 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,12),-0.590304 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,11),-0.565258 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,10),-0.509759 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,9),-0.511669 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,6),-0.416442 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,-1),-0.531678 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,13),(14,12),-0.690461 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,11),-0.890193 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,10),-1.03634 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,9),-1.14654 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,6),-0.990177 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,-1),-0.668591 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,12),(14,11),-0.830429 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,10),-1.02835 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,9),-1.04919 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,6),-1.33128 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,-1),-0.654315 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,11),(14,10),-0.583627 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,9),-0.580403 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,6),-1.01778 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,-1),-0.434418 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,10),(14,9),-0.0215074 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,6),-1.07676 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,-1),-0.952535 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,9),(14,6),-1.00361 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,-1),-0.856057 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,6),(14,-1),-1.09245 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,16),-0.715077 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,17),-1.32078 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,18),-0.0554743 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,19),-0.190481 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,20),-0.518783 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,23),-0.0206007 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,24),-0.293032 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,26),-1.0503 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,27),-0.800014 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,17),-0.548961 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,18),-0.794079 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,19),-0.920462 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,20),-0.952929 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,23),-1.3454 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,24),-0.798298 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,26),-0.711882 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,27),-0.881662 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,18),-0.383065 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,19),-0.553823 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,20),-1.35325 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,23),-1.29678 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,24),-1.17351 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,26),-1.17843 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,27),-0.381613 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,18),(15,19),-0.588352 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,20),-0.485996 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,23),-0.351759 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,24),-0.240384 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,26),0.727544 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,27),-0.585916 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,19),(15,20),-0.785235 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,23),-0.654652 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,24),-0.558374 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,26),0.481499 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,27),-0.474728 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,20),(15,23),-0.590565 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,24),-0.542291 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,26),-0.468027 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,27),-0.586549 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,23),(15,24),-0.219782 # DEPENDENCYPART_NEXTSIBL
(15,23),(15,26),-0.542168 # DEPENDENCYPART_NEXTSIBL
(15,23),(15,27),-0.460643 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,24),(15,26),-0.776739 # DEPENDENCYPART_NEXTSIBL
(15,24),(15,27),-0.294756 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,26),(15,27),-1.8604 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),-0.637584 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,13),-0.708412 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,12),-0.657904 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,11),-0.68912 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,10),-0.645582 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,9),-0.606516 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,8),-0.413448 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,7),-0.418457 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,6),0.230378 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,5),-0.265466 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,4),-0.614156 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,3),-1.01699 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,2),-0.433106 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,1),-0.614602 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-1.16482 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,13),-0.48666 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,12),-0.907357 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,11),-1.50599 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,10),-1.40259 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,9),-1.03463 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,8),-1.5836 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,7),-1.28311 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,6),-1.35591 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,5),-1.55588 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,4),-1.56819 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,3),-2.00234 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,2),-1.5954 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,1),-1.44558 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,-1),-1.02988 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,13),(15,12),-0.683245 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,11),-1.11297 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,10),-1.26319 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,9),-1.29997 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,8),-1.05337 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,7),-1.16916 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,6),-1.11103 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,5),-1.32666 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,4),-1.25077 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,3),-1.18514 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,2),-1.41431 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,1),-1.4663 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,-1),-0.736523 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,12),(15,11),-0.953639 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,10),-1.15547 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,9),-1.05475 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,8),-1.1955 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,7),-1.09582 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,6),-1.3551 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,5),-1.47068 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,4),-1.52036 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,3),-1.23971 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,2),-1.36303 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,1),-1.43013 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,-1),-0.510342 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,11),(15,10),-0.905846 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,9),-0.694349 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,8),-0.929696 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,7),-0.964302 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,6),-1.26429 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,5),-1.5392 # DEPENDENCYPART_NEXTSIBL
