# _root_ While Allianz officials were n't willing to comment in any detail on their plans , they said Allianz currently holds between 5 % and 10 % of Navigation Mixte , an apparent increase from the 5 % stake that Navigation Mixte officials had earlier announced .
#goldHeads=4,3,4,17,4,4,8,6,8,11,9,8,14,12,17,17,0,20,20,17,24,24,24,20,24,24,24,29,27,24,33,33,24,33,38,37,38,34,45,42,42,43,38,43,43,17,
#predictedHeads=4,3,4,17,4,4,8,6,8,11,9,11,14,12,17,17,0,20,20,17,24,24,24,20,24,24,26,29,27,24,33,33,24,33,38,37,38,34,43,42,42,43,38,45,43,17,
(20,12),(20,33),0.0202405 # DEPENDENCYPART_SIBL
(20,12),(20,34),-0.0394525 # DEPENDENCYPART_SIBL
(20,12),(20,39),-0.0351008 # DEPENDENCYPART_SIBL
(20,12),(20,43),-0.0575596 # DEPENDENCYPART_SIBL
(20,12),(20,45),-0.0343258 # DEPENDENCYPART_SIBL
(20,12),(20,46),0.0204338 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.00206956 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.107052 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0137832 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.106099 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0399097 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0396661 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.017798 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.0940292 # DEPENDENCYPART_SIBL
(20,14),(20,24),0.0262435 # DEPENDENCYPART_SIBL
(20,14),(20,26),0.0940292 # DEPENDENCYPART_SIBL
(20,14),(20,27),-0.0168132 # DEPENDENCYPART_SIBL
(20,14),(20,30),-0.0238594 # DEPENDENCYPART_SIBL
(20,14),(20,33),0.048288 # DEPENDENCYPART_SIBL
(20,14),(20,34),-0.052109 # DEPENDENCYPART_SIBL
(20,14),(20,39),-0.0959666 # DEPENDENCYPART_SIBL
(20,14),(20,43),-0.00294709 # DEPENDENCYPART_SIBL
(20,14),(20,45),0.00665794 # DEPENDENCYPART_SIBL
(20,14),(20,46),0.00972695 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0563436 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.00919803 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.00935777 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0526352 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.113095 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0413468 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0458447 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.00738406 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.0458447 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0939596 # DEPENDENCYPART_SIBL
(20,15),(20,30),0.156482 # DEPENDENCYPART_SIBL
(20,15),(20,33),0.00504429 # DEPENDENCYPART_SIBL
(20,15),(20,34),-0.0535984 # DEPENDENCYPART_SIBL
(20,15),(20,39),-0.0850774 # DEPENDENCYPART_SIBL
(20,15),(20,43),0.0167868 # DEPENDENCYPART_SIBL
(20,15),(20,45),-0.0185061 # DEPENDENCYPART_SIBL
(20,15),(20,46),0.0423533 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0224528 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0119886 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0791535 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0798164 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0619889 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0175384 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0677886 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.0175384 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.00275034 # DEPENDENCYPART_SIBL
(20,16),(20,30),-0.0419326 # DEPENDENCYPART_SIBL
(20,16),(20,33),-0.0486138 # DEPENDENCYPART_SIBL
(20,16),(20,34),-0.0610106 # DEPENDENCYPART_SIBL
(20,16),(20,39),-0.090591 # DEPENDENCYPART_SIBL
(20,16),(20,43),0.0196487 # DEPENDENCYPART_SIBL
(20,16),(20,45),0.00422198 # DEPENDENCYPART_SIBL
(20,16),(20,46),0.035806 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0270691 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0230695 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.095596 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0729644 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0343998 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0313015 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.0343998 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.0701428 # DEPENDENCYPART_SIBL
(20,17),(20,30),-0.122477 # DEPENDENCYPART_SIBL
(20,17),(20,33),-0.0441909 # DEPENDENCYPART_SIBL
(20,17),(20,34),-0.0792213 # DEPENDENCYPART_SIBL
(20,17),(20,39),-0.128729 # DEPENDENCYPART_SIBL
(20,17),(20,43),-0.0872318 # DEPENDENCYPART_SIBL
(20,17),(20,45),-0.0432823 # DEPENDENCYPART_SIBL
(20,17),(20,46),0.0174737 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0444652 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0182709 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0267718 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0712572 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0274508 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.0712572 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.00645251 # DEPENDENCYPART_SIBL
(20,18),(20,30),0.00098326 # DEPENDENCYPART_SIBL
(20,18),(20,33),0.0255163 # DEPENDENCYPART_SIBL
(20,18),(20,34),-0.028839 # DEPENDENCYPART_SIBL
(20,18),(20,39),-0.0745707 # DEPENDENCYPART_SIBL
(20,18),(20,43),-0.0070807 # DEPENDENCYPART_SIBL
(20,18),(20,45),0.0025239 # DEPENDENCYPART_SIBL
(20,18),(20,46),0.0401383 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0852775 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0100017 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0339977 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0272359 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0339977 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0436755 # DEPENDENCYPART_SIBL
(20,19),(20,30),-0.102451 # DEPENDENCYPART_SIBL
(20,19),(20,33),-0.0249431 # DEPENDENCYPART_SIBL
(20,19),(20,34),-0.0595722 # DEPENDENCYPART_SIBL
(20,19),(20,39),-0.10465 # DEPENDENCYPART_SIBL
(20,19),(20,43),-0.0217721 # DEPENDENCYPART_SIBL
(20,19),(20,45),-0.0158555 # DEPENDENCYPART_SIBL
(20,19),(20,46),0.0269812 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0395017 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0846355 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0518435 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0846355 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0818208 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.00242372 # DEPENDENCYPART_SIBL
(20,21),(20,33),-0.0154184 # DEPENDENCYPART_SIBL
(20,21),(20,34),-0.0926153 # DEPENDENCYPART_SIBL
(20,21),(20,39),-0.0895456 # DEPENDENCYPART_SIBL
(20,21),(20,43),-0.0253829 # DEPENDENCYPART_SIBL
(20,21),(20,45),-0.0169663 # DEPENDENCYPART_SIBL
(20,21),(20,46),-0.0186761 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0368255 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0217011 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0368255 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.0110805 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.0155889 # DEPENDENCYPART_SIBL
(20,22),(20,33),-0.0369559 # DEPENDENCYPART_SIBL
(20,22),(20,34),-0.0389423 # DEPENDENCYPART_SIBL
(20,22),(20,39),-0.052409 # DEPENDENCYPART_SIBL
(20,22),(20,43),-0.0216633 # DEPENDENCYPART_SIBL
(20,22),(20,45),-0.0312625 # DEPENDENCYPART_SIBL
(20,22),(20,46),-0.0062009 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0758338 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0408204 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0806662 # DEPENDENCYPART_SIBL
(20,23),(20,30),0.00536051 # DEPENDENCYPART_SIBL
(20,23),(20,33),-0.0644662 # DEPENDENCYPART_SIBL
(20,23),(20,34),0.0338409 # DEPENDENCYPART_SIBL
(20,23),(20,39),-0.11036 # DEPENDENCYPART_SIBL
(20,23),(20,43),-0.00659585 # DEPENDENCYPART_SIBL
(20,23),(20,45),-0.0354335 # DEPENDENCYPART_SIBL
(20,23),(20,46),-0.0361778 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0154221 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.0391228 # DEPENDENCYPART_SIBL
(20,24),(20,30),0.0349126 # DEPENDENCYPART_SIBL
(20,24),(20,33),0.00783038 # DEPENDENCYPART_SIBL
(20,24),(20,34),0.0690977 # DEPENDENCYPART_SIBL
(20,24),(20,39),0.00787258 # DEPENDENCYPART_SIBL
(20,24),(20,43),0.0197707 # DEPENDENCYPART_SIBL
(20,24),(20,45),0.0222036 # DEPENDENCYPART_SIBL
(20,24),(20,46),0.0525399 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.0806662 # DEPENDENCYPART_SIBL
(20,26),(20,30),0.00536051 # DEPENDENCYPART_SIBL
(20,26),(20,33),-0.0644662 # DEPENDENCYPART_SIBL
(20,26),(20,34),0.0338409 # DEPENDENCYPART_SIBL
(20,26),(20,39),-0.11036 # DEPENDENCYPART_SIBL
(20,26),(20,43),-0.00659585 # DEPENDENCYPART_SIBL
(20,26),(20,45),-0.0354335 # DEPENDENCYPART_SIBL
(20,26),(20,46),-0.0361778 # DEPENDENCYPART_SIBL
(20,27),(20,30),-0.0375692 # DEPENDENCYPART_SIBL
(20,27),(20,33),-0.0181213 # DEPENDENCYPART_SIBL
(20,27),(20,34),-0.140789 # DEPENDENCYPART_SIBL
(20,27),(20,39),-0.163676 # DEPENDENCYPART_SIBL
(20,27),(20,43),-0.0847094 # DEPENDENCYPART_SIBL
(20,27),(20,45),-0.0663701 # DEPENDENCYPART_SIBL
(20,27),(20,46),-0.036571 # DEPENDENCYPART_SIBL
(20,30),(20,33),-0.00471717 # DEPENDENCYPART_SIBL
(20,30),(20,34),-0.0508325 # DEPENDENCYPART_SIBL
(20,30),(20,39),-0.0297125 # DEPENDENCYPART_SIBL
(20,30),(20,43),0.0204402 # DEPENDENCYPART_SIBL
(20,30),(20,45),0.0182815 # DEPENDENCYPART_SIBL
(20,30),(20,46),0.0113033 # DEPENDENCYPART_SIBL
(20,33),(20,34),-0.0356918 # DEPENDENCYPART_SIBL
(20,33),(20,39),-0.117295 # DEPENDENCYPART_SIBL
(20,33),(20,43),-0.0212273 # DEPENDENCYPART_SIBL
(20,33),(20,45),-0.0440461 # DEPENDENCYPART_SIBL
(20,33),(20,46),-0.0184817 # DEPENDENCYPART_SIBL
(20,34),(20,39),-0.0613519 # DEPENDENCYPART_SIBL
(20,34),(20,43),0.0203651 # DEPENDENCYPART_SIBL
(20,34),(20,45),0.0279329 # DEPENDENCYPART_SIBL
(20,34),(20,46),-0.00159095 # DEPENDENCYPART_SIBL
(20,39),(20,43),-0.0645073 # DEPENDENCYPART_SIBL
(20,39),(20,45),-0.0560763 # DEPENDENCYPART_SIBL
(20,39),(20,46),-0.0330813 # DEPENDENCYPART_SIBL
(20,43),(20,45),-0.0150889 # DEPENDENCYPART_SIBL
(20,43),(20,46),0.0329288 # DEPENDENCYPART_SIBL
(20,45),(20,46),-0.00286112 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.152259 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0407521 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.013986 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.188007 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.0407521 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.20085 # DEPENDENCYPART_SIBL
(21,19),(21,29),0.0624989 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.225854 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0501287 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.121763 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.225854 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.152026 # DEPENDENCYPART_SIBL
(21,22),(21,29),0.0701033 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.101513 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.171228 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.232859 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0957207 # DEPENDENCYPART_SIBL
(21,23),(21,29),0.0853285 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0144578 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0476797 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.00439538 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.0273655 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.328318 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.20384 # DEPENDENCYPART_SIBL
(21,25),(21,29),0.133049 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.0957207 # DEPENDENCYPART_SIBL
(21,26),(21,29),0.0853285 # DEPENDENCYPART_SIBL
(21,27),(21,29),0.150141 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0770686 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0464169 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0770686 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.025383 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0302374 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.0145337 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0453995 # DEPENDENCYPART_SIBL
(22,25),(22,26),0.0428318 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.0324415 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0453995 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.0278629 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0134792 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.0636637 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0246065 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0480908 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.104106 # DEPENDENCYPART_SIBL
(23,13),(23,26),0.037268 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.0122031 # DEPENDENCYPART_SIBL
(23,13),(23,29),0.0537317 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.00534534 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.00499096 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.000461261 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.041289 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0687879 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0519239 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.0367826 # DEPENDENCYPART_SIBL
(23,18),(23,29),-0.0120019 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.00219853 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.00102615 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0555967 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0143057 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0210768 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.154154 # DEPENDENCYPART_SIBL
(23,19),(23,29),0.0225029 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.00140702 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0833916 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0758742 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.0276994 # DEPENDENCYPART_SIBL
(23,20),(23,27),0.0495065 # DEPENDENCYPART_SIBL
(23,20),(23,29),0.0237105 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0137603 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0682557 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.022486 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.16382 # DEPENDENCYPART_SIBL
(23,21),(23,29),0.0214022 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.224934 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.202451 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.00127301 # DEPENDENCYPART_SIBL
(23,22),(23,29),0.11452 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.0352139 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0508023 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0176358 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0435341 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.0309007 # DEPENDENCYPART_SIBL
(23,27),(23,29),0.055783 # DEPENDENCYPART_SIBL
(24,1),(24,3),0.0219882 # DEPENDENCYPART_SIBL
(24,1),(24,4),0.0608559 # DEPENDENCYPART_SIBL
(24,1),(24,5),-0.0365074 # DEPENDENCYPART_SIBL
(24,1),(24,6),-0.0176917 # DEPENDENCYPART_SIBL
(24,1),(24,7),-0.055499 # DEPENDENCYPART_SIBL
(24,1),(24,8),0.00636654 # DEPENDENCYPART_SIBL
(24,1),(24,9),0.0041385 # DEPENDENCYPART_SIBL
(24,1),(24,11),-0.0224647 # DEPENDENCYPART_SIBL
(24,1),(24,12),-0.00517896 # DEPENDENCYPART_SIBL
(24,1),(24,14),-0.0157176 # DEPENDENCYPART_SIBL
(24,1),(24,15),-0.013583 # DEPENDENCYPART_SIBL
(24,1),(24,16),0.028897 # DEPENDENCYPART_SIBL
(24,1),(24,17),0.00494136 # DEPENDENCYPART_SIBL
(24,1),(24,18),-0.0244018 # DEPENDENCYPART_SIBL
(24,1),(24,19),-0.0231994 # DEPENDENCYPART_SIBL
(24,1),(24,20),0.0223206 # DEPENDENCYPART_SIBL
(24,1),(24,21),-0.0152584 # DEPENDENCYPART_SIBL
(24,1),(24,22),-0.000568665 # DEPENDENCYPART_SIBL
(24,1),(24,23),0.0259791 # DEPENDENCYPART_SIBL
(24,1),(24,25),0.0102393 # DEPENDENCYPART_SIBL
(24,1),(24,26),-0.106313 # DEPENDENCYPART_SIBL
(24,1),(24,27),0.0720459 # DEPENDENCYPART_SIBL
(24,1),(24,28),-0.17271 # DEPENDENCYPART_SIBL
(24,1),(24,29),-0.165538 # DEPENDENCYPART_SIBL
(24,1),(24,30),-0.115395 # DEPENDENCYPART_SIBL
(24,1),(24,31),-0.0526492 # DEPENDENCYPART_SIBL
(24,1),(24,32),-0.0703157 # DEPENDENCYPART_SIBL
(24,1),(24,33),-0.162464 # DEPENDENCYPART_SIBL
(24,1),(24,34),0.180534 # DEPENDENCYPART_SIBL
(24,1),(24,38),-0.163843 # DEPENDENCYPART_SIBL
(24,1),(24,39),0.115776 # DEPENDENCYPART_SIBL
(24,1),(24,43),0.0421486 # DEPENDENCYPART_SIBL
(24,1),(24,46),-0.141438 # DEPENDENCYPART_SIBL
(24,3),(24,4),0.0387668 # DEPENDENCYPART_SIBL
(24,3),(24,5),-0.000785827 # DEPENDENCYPART_SIBL
(24,3),(24,6),-0.022967 # DEPENDENCYPART_SIBL
(24,3),(24,7),-0.0397051 # DEPENDENCYPART_SIBL
(24,3),(24,8),0.0186963 # DEPENDENCYPART_SIBL
(24,3),(24,9),-0.0315097 # DEPENDENCYPART_SIBL
(24,3),(24,11),-0.0209726 # DEPENDENCYPART_SIBL
(24,3),(24,12),-0.0344816 # DEPENDENCYPART_SIBL
(24,3),(24,14),0.00305913 # DEPENDENCYPART_SIBL
(24,3),(24,15),0.0149958 # DEPENDENCYPART_SIBL
(24,3),(24,16),-0.0742175 # DEPENDENCYPART_SIBL
(24,3),(24,17),0.0239936 # DEPENDENCYPART_SIBL
(24,3),(24,18),-0.0198967 # DEPENDENCYPART_SIBL
(24,3),(24,19),0.00458273 # DEPENDENCYPART_SIBL
(24,3),(24,20),0.0240742 # DEPENDENCYPART_SIBL
(24,3),(24,21),-0.0325138 # DEPENDENCYPART_SIBL
(24,3),(24,22),-0.0399579 # DEPENDENCYPART_SIBL
(24,3),(24,23),-0.0355012 # DEPENDENCYPART_SIBL
(24,3),(24,25),-0.0638432 # DEPENDENCYPART_SIBL
(24,3),(24,26),0.0463394 # DEPENDENCYPART_SIBL
(24,3),(24,27),-0.0219881 # DEPENDENCYPART_SIBL
(24,3),(24,28),0.049643 # DEPENDENCYPART_SIBL
(24,3),(24,29),0.0435668 # DEPENDENCYPART_SIBL
(24,3),(24,30),-0.0180099 # DEPENDENCYPART_SIBL
(24,3),(24,31),-0.0462533 # DEPENDENCYPART_SIBL
(24,3),(24,32),-0.00183263 # DEPENDENCYPART_SIBL
(24,3),(24,33),0.0761286 # DEPENDENCYPART_SIBL
(24,3),(24,34),-0.0758022 # DEPENDENCYPART_SIBL
(24,3),(24,38),0.0575334 # DEPENDENCYPART_SIBL
(24,3),(24,39),-0.11117 # DEPENDENCYPART_SIBL
(24,3),(24,43),-0.00503962 # DEPENDENCYPART_SIBL
(24,3),(24,46),0.00365238 # DEPENDENCYPART_SIBL
(24,4),(24,5),-0.109581 # DEPENDENCYPART_SIBL
(24,4),(24,6),-0.0870243 # DEPENDENCYPART_SIBL
(24,4),(24,7),-0.17919 # DEPENDENCYPART_SIBL
(24,4),(24,8),-0.0942836 # DEPENDENCYPART_SIBL
(24,4),(24,9),-0.105643 # DEPENDENCYPART_SIBL
(24,4),(24,11),-0.106009 # DEPENDENCYPART_SIBL
(24,4),(24,12),-0.102366 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.0890786 # DEPENDENCYPART_SIBL
(24,4),(24,15),-0.030458 # DEPENDENCYPART_SIBL
(24,4),(24,16),-0.0560612 # DEPENDENCYPART_SIBL
(24,4),(24,17),-0.0167504 # DEPENDENCYPART_SIBL
(24,4),(24,18),-0.107766 # DEPENDENCYPART_SIBL
(24,4),(24,19),-0.10678 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.0829692 # DEPENDENCYPART_SIBL
(24,4),(24,21),-0.0788566 # DEPENDENCYPART_SIBL
(24,4),(24,22),-0.110424 # DEPENDENCYPART_SIBL
(24,4),(24,23),-0.094107 # DEPENDENCYPART_SIBL
(24,4),(24,25),-0.135878 # DEPENDENCYPART_SIBL
(24,4),(24,26),-0.404381 # DEPENDENCYPART_SIBL
(24,4),(24,27),-0.0510181 # DEPENDENCYPART_SIBL
(24,4),(24,28),-0.417596 # DEPENDENCYPART_SIBL
(24,4),(24,29),-0.410207 # DEPENDENCYPART_SIBL
(24,4),(24,30),-0.0240572 # DEPENDENCYPART_SIBL
(24,4),(24,31),-0.0843442 # DEPENDENCYPART_SIBL
(24,4),(24,32),-0.149428 # DEPENDENCYPART_SIBL
(24,4),(24,33),-0.403357 # DEPENDENCYPART_SIBL
(24,4),(24,34),-0.029962 # DEPENDENCYPART_SIBL
(24,4),(24,38),-0.412057 # DEPENDENCYPART_SIBL
(24,4),(24,39),-0.0599192 # DEPENDENCYPART_SIBL
(24,4),(24,43),0.347146 # DEPENDENCYPART_SIBL
(24,4),(24,46),0.0608682 # DEPENDENCYPART_SIBL
(24,5),(24,6),0.0101712 # DEPENDENCYPART_SIBL
(24,5),(24,7),-0.0356245 # DEPENDENCYPART_SIBL
(24,5),(24,8),-0.00116251 # DEPENDENCYPART_SIBL
(24,5),(24,9),-0.0486156 # DEPENDENCYPART_SIBL
(24,5),(24,11),-0.0296704 # DEPENDENCYPART_SIBL
(24,5),(24,12),-0.0234128 # DEPENDENCYPART_SIBL
(24,5),(24,14),-0.0164109 # DEPENDENCYPART_SIBL
(24,5),(24,15),0.0146872 # DEPENDENCYPART_SIBL
(24,5),(24,16),0.0046155 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.0264443 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.0313323 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.00465046 # DEPENDENCYPART_SIBL
(24,5),(24,20),0.0101282 # DEPENDENCYPART_SIBL
(24,5),(24,21),0.00339319 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.031671 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.0139025 # DEPENDENCYPART_SIBL
(24,5),(24,25),0.0226389 # DEPENDENCYPART_SIBL
(24,5),(24,26),-0.0427887 # DEPENDENCYPART_SIBL
(24,5),(24,27),-0.0238291 # DEPENDENCYPART_SIBL
(24,5),(24,28),-0.0759536 # DEPENDENCYPART_SIBL
(24,5),(24,29),-0.0687088 # DEPENDENCYPART_SIBL
(24,5),(24,30),-0.090109 # DEPENDENCYPART_SIBL
(24,5),(24,31),-0.0297212 # DEPENDENCYPART_SIBL
(24,5),(24,32),0.0219716 # DEPENDENCYPART_SIBL
(24,5),(24,33),-0.060105 # DEPENDENCYPART_SIBL
(24,5),(24,34),-0.0272433 # DEPENDENCYPART_SIBL
(24,5),(24,38),-0.0652125 # DEPENDENCYPART_SIBL
(24,5),(24,39),-0.0464345 # DEPENDENCYPART_SIBL
(24,5),(24,43),-0.0285296 # DEPENDENCYPART_SIBL
(24,5),(24,46),-0.0131028 # DEPENDENCYPART_SIBL
(24,6),(24,7),-0.0139779 # DEPENDENCYPART_SIBL
(24,6),(24,8),-0.0249776 # DEPENDENCYPART_SIBL
(24,6),(24,9),-0.0325085 # DEPENDENCYPART_SIBL
(24,6),(24,11),0.0122676 # DEPENDENCYPART_SIBL
(24,6),(24,12),-0.0310776 # DEPENDENCYPART_SIBL
(24,6),(24,14),0.0388269 # DEPENDENCYPART_SIBL
(24,6),(24,15),0.118168 # DEPENDENCYPART_SIBL
(24,6),(24,16),-0.0223952 # DEPENDENCYPART_SIBL
(24,6),(24,17),-0.0141861 # DEPENDENCYPART_SIBL
(24,6),(24,18),0.0202831 # DEPENDENCYPART_SIBL
(24,6),(24,19),-0.00385001 # DEPENDENCYPART_SIBL
(24,6),(24,20),-0.0153966 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.0221035 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.0348417 # DEPENDENCYPART_SIBL
(24,6),(24,23),0.0547246 # DEPENDENCYPART_SIBL
(24,6),(24,25),0.00426282 # DEPENDENCYPART_SIBL
(24,6),(24,26),0.0673637 # DEPENDENCYPART_SIBL
(24,6),(24,27),0.0237515 # DEPENDENCYPART_SIBL
(24,6),(24,28),0.0271524 # DEPENDENCYPART_SIBL
(24,6),(24,29),0.0345273 # DEPENDENCYPART_SIBL
(24,6),(24,30),0.0131977 # DEPENDENCYPART_SIBL
(24,6),(24,31),0.010332 # DEPENDENCYPART_SIBL
(24,6),(24,32),0.499857 # DEPENDENCYPART_SIBL
(24,6),(24,33),0.0459173 # DEPENDENCYPART_SIBL
