# _root_ He said that even though virtually all corn seeds currently planted are hybrids , the genetic approach will obviate the need for mechanical emasculation of anthers , which costs U.S. seed producers about $ 70 million annually .
#goldHeads=2,0,18,12,12,7,9,9,12,11,9,18,12,18,17,17,18,2,18,21,19,21,24,22,24,25,24,29,24,32,32,29,34,29,34,34,29,2,
#predictedHeads=2,0,18,12,12,9,9,9,12,11,9,18,12,18,17,17,18,2,18,21,19,21,24,22,24,25,26,29,26,32,32,29,34,29,34,34,34,2,
(4,12),(12,7),(12,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,7),(12,-1),-0.131671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,6),(12,5),0.116177 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,6),(12,4),0.1164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,6),(12,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,6),(12,2),-0.124886 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,6),(12,-1),-0.148868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,5),(12,4),0.113584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,5),(12,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,5),(12,2),-0.124889 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,5),(12,-1),-0.0230965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,4),(12,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,4),(12,2),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,4),(12,-1),-0.15027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,12),(12,3),(12,2),-0.124889 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,3),(12,-1),-0.014876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,2),(12,-1),-0.136888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,13),(13,14),-0.0366419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,15),-0.0450953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,16),-0.0365394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,17),-0.0555021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,18),-0.0503461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,19),-0.0264227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,21),-0.0555021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,22),-0.043691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,24),-0.0555021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,26),-0.0555021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,27),-0.0366419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,29),-0.0264227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,39),-0.101817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,13),(13,14),(13,15),-0.0420504 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,16),-0.0423253 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,17),-0.041256 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,18),-0.0420319 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,19),-0.0256025 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,21),-0.041256 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,22),-0.0397516 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,24),-0.041256 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,26),-0.041256 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,27),-0.0421035 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,29),-0.0256025 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,39),-0.046019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,15),(13,16),-0.0420021 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,17),-0.0425107 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,19),-0.0421405 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,21),-0.0425107 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,22),-0.0416244 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,24),-0.0425107 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,26),-0.0425107 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,27),-0.0421019 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,29),-0.0421405 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,39),-0.0944154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,16),(13,17),-0.035793 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,19),-0.0358249 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,21),-0.035793 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,22),-0.0435787 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,24),-0.035793 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,26),-0.035793 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,27),-0.042253 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,29),-0.0358249 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,39),0.00395659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,17),(13,18),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,19),-0.0430492 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,21),-0.0359841 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,22),-0.0433267 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,24),-0.0359841 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,26),-0.0359841 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,27),-0.0379094 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,29),-0.0430492 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,39),-0.07768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,18),(13,19),-0.041999 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,22),-0.0420378 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,29),-0.041999 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,39),-0.0503988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,19),(13,21),-0.0380203 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,19),(13,22),-0.0431252 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,19),(13,24),-0.0380203 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,19),(13,26),-0.0380203 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,19),(13,27),-0.043416 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,19),(13,29),-0.0423357 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,19),(13,39),-0.00300571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,21),(13,22),-0.0433267 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,21),(13,24),-0.0359841 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,21),(13,26),-0.0359841 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,21),(13,27),-0.0379094 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,21),(13,29),-0.0430492 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,21),(13,39),-0.07768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,22),(13,24),-0.042435 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,22),(13,26),-0.042435 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,22),(13,27),-0.0388669 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,22),(13,29),-0.0432089 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,22),(13,39),-0.0346934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,24),(13,26),-0.0359841 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,24),(13,27),-0.0379094 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,24),(13,29),-0.0430492 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,24),(13,39),-0.07768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,26),(13,27),-0.0379094 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,26),(13,29),-0.0430492 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,26),(13,39),-0.07768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,27),(13,29),-0.0256025 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,27),(13,39),-0.046019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,29),(13,39),-0.00300571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,13),(13,12),0.1239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,11),0.124122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,10),0.119485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,9),0.127049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,8),0.127049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,7),0.0958318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,6),0.119485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,4),0.119485 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,13),(13,13),(13,-1),-0.160189 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,13),(13,12),(13,11),0.118191 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,10),0.11901 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,9),0.115511 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,8),0.115511 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,7),0.121159 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,6),0.11901 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,4),0.11901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,12),(13,-1),-0.121221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,11),(13,10),0.11901 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,9),0.115514 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,8),0.115514 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,7),0.121159 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,6),0.11901 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,4),0.11901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,11),(13,-1),-0.121033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,10),(13,9),0.119036 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,8),0.119036 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,7),0.11916 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,6),0.119024 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,4),0.119024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,10),(13,-1),-0.144711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,9),(13,8),0.127826 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,7),0.11966 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,6),0.118556 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,4),0.118551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,9),(13,-1),-0.0830242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,8),(13,7),0.11966 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,8),(13,6),0.118556 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,8),(13,4),0.118551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,8),(13,-1),-0.0830242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,7),(13,6),0.117536 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,7),(13,4),0.117536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,7),(13,-1),-0.139392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,6),(13,4),0.119024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,6),(13,-1),-0.144705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,4),(13,-1),-0.14471 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,3),(3,4),0.0978401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,5),-0.116565 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,3),(3,39),-0.0637897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,4),(3,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,4),(3,39),-0.124333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,5),(3,39),-0.125927 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,3),(3,-1),0.0082624 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,4),(4,5),-0.127049 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,4),(4,6),-0.127101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,8),-0.132292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,9),-0.132292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,10),-0.127101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,12),-0.130923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,13),-0.132292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,39),-0.171993 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,5),(4,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,8),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,9),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,12),-0.125029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,13),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,39),-0.132133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,6),(4,8),-0.126266 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,9),-0.126266 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,10),-0.124901 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,12),-0.125698 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,13),-0.126266 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,39),-0.124246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,8),(4,9),-0.125216 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,12),-0.12499 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,13),-0.125216 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,39),-0.0519391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,9),(4,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,9),(4,12),-0.12499 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,9),(4,13),-0.125216 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,9),(4,39),-0.0519386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,10),(4,12),-0.125698 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,10),(4,13),-0.126266 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,10),(4,39),-0.124246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,12),(4,13),-0.124921 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,12),(4,39),-0.108118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,13),(4,39),-0.0519386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,3),-0.00163589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,-1),-0.0210099 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,3),(4,-1),-0.113026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,7),-0.027687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,8),-0.0501588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,9),-0.0501588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,10),-0.0569528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,12),-0.0810602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,13),-0.0501588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,14),-0.0229738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,39),-0.0458568 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,7),(6,8),-0.0421724 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,9),-0.0421724 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,12),-0.0420126 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,13),-0.0421724 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,39),-0.0453975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,8),(6,9),-0.0425452 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,10),-0.0420564 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,12),-0.0423288 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,13),-0.0425452 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,14),-0.049821 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,39),0.0137674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,9),(6,10),-0.0420564 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,12),-0.0423288 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,13),-0.0425452 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,14),-0.049821 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,39),0.0137674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,10),(6,12),-0.0464474 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,13),-0.0428677 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,14),-0.0470239 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,39),-0.0499073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,12),(6,13),-0.0421094 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,14),-0.042797 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,12),(6,39),-0.0364444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,13),(6,14),-0.049821 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,13),(6,39),0.0137674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,14),(6,39),-0.0347089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,5),0.119212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,6),(6,4),-0.127101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,3),-0.127049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,-1),-0.188127 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,5),(6,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,-1),-0.132019 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,4),(6,3),-0.122375 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,-1),-0.124404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,3),(6,-1),-0.132175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,8),-0.0371183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,11),-0.0403076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,39),-0.0136554 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,8),(7,11),-0.0420021 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,39),-0.0369663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,11),(7,39),-0.0340221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,6),0.0974479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,-1),-0.0891672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,6),(7,-1),-0.146601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,9),-0.175116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,10),-0.0043715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,11),-0.0661091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,39),0.0946242 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,9),(8,10),-0.036867 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,11),-0.0570123 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,39),-0.116139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,10),(8,11),-0.0549984 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,39),0.0643237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,11),(8,39),-0.0912221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,7),0.0599133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,6),0.167408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,5),0.165276 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,8),(8,4),-0.125147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,-1),-0.152255 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,7),(8,6),0.12661 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,5),0.100526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,7),(8,4),-0.125627 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,-1),-0.0842656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,6),(8,5),0.118305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,6),(8,4),-0.124982 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,6),(8,-1),-0.1668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,5),(8,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,-1),-0.107981 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,4),(8,-1),-0.166298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,10),-0.0043715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,11),-0.0645939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,12),-0.0700525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,13),-0.175116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,14),-0.0723284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,17),-0.175116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,18),0.0205344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,27),-0.0723284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,39),0.100323 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,10),(9,11),-0.0549984 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,12),-0.0550803 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,13),-0.0366143 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,14),-0.0390292 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,17),-0.0366143 # DEPENDENCYPART_GRANDSIBL
