# _root_ The company , however , said orders in the U.S. showed `` good gains '' during the latest quarter .
#goldHeads=2,6,6,6,6,0,11,7,10,8,6,11,14,11,11,11,19,19,16,6,
#predictedHeads=2,6,6,6,6,0,11,7,10,8,6,14,14,11,14,11,19,19,16,6,
(13,2),(2,11),-0.207159 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.435599 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.304391 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.935508 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.568098 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-1.1152 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.190526 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.217966 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.330476 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.239112 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.223786 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.0281699 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.192662 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.932764 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.595564 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.0858647 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.234907 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.179874 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.175968 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.137571 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.0340636 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.425925 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.254325 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.138597 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.322537 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.345005 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.94001 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.554334 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.868849 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-1.08136 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.149014 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.299358 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.24049 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.24042 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.380034 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.0599095 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.518821 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.279855 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.22317 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.363456 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.52434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.357975 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.895202 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.525085 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.821427 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-1.09124 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.198084 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.245245 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.133453 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.163896 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.507719 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.152349 # DEPENDENCYPART_GRANDPAR
(13,10),(10,14),-0.318415 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.155686 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.358983 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.183438 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.300045 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.376474 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0472094 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0533701 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.47909 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.188057 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.415923 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.54481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.283552 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.870501 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.624302 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.852965 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.994589 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.920242 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.228518 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.787427 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.976107 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.67945 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.917169 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.74756 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.69884 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.571416 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.03687 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.732223 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.709284 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.737889 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.15797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.323829 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.184694 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.410999 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.291372 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.427563 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.704986 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.113537 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.23667 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.606814 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.796536 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.853147 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.65283 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.701969 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.521697 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.699831 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.118609 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.560198 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.473209 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.406978 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.428249 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.566015 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-1.05498 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.773678 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.746436 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.18845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.0407816 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.568807 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.107284 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.441278 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.32881 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.798014 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.34074 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.560604 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.528929 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.492351 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.480113 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.605189 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.206306 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.204422 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.450895 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.25581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.610007 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.703864 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.725512 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.562199 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.644666 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.422134 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.419922 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.583332 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.475284 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.505289 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.563763 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.218629 # DEPENDENCYPART_GRANDPAR
(14,4),(4,15),-0.514404 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.613919 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.562199 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.199204 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.791314 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.644835 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.56915 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.401856 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.535829 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.590045 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.657851 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.736413 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.480107 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.337662 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.343204 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.519897 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.1227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.427029 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.632398 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-0.749473 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.431608 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.269694 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.625576 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.457883 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.527375 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.642628 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.303228 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.220857 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.218762 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.396788 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.23704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.554559 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.609879 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.637918 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-0.630285 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.335963 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.412435 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.703168 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.600624 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.689202 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.331428 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.477255 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.363273 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.384744 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.556293 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.192681 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.27162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.53191 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.599762 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.613579 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.6636 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.300235 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.545148 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.436287 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.523843 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.493025 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.218373 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.19056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,2),-0.464905 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.500413 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.586899 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.688602 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.702317 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.376642 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.400051 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.467404 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.351227 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.503048 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.18659 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.14594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.458248 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.651723 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.595956 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.51608 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.77793 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.414878 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.407584 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.55945 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.362397 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.367414 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.431178 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.257875 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.31543 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.359357 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.2131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.557823 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.697526 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.617165 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.881129 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.732419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0271064 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0901951 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.09365 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.01863 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-1.14042 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-1.10337 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.27374 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.909258 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.681436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.100857 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.340313 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.18231 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.00214626 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.132535 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0571905 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0433565 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-1.39535 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-1.15729 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-1.0003 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-1.00649 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.793589 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.631853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.00601466 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.153101 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.156295 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.106032 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.143924 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),0.185392 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),0.0303256 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.0408436 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),0.0218658 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.0340346 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.0280057 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.0523771 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0234346 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0519691 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0055482 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.227496 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.272415 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.54362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.386137 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.82401 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.599242 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.587051 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.403778 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.432417 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.450098 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.572777 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.455461 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.633072 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.572639 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.11672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.249879 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.165266 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.0487696 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.479345 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.693216 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.668042 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.663398 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.740621 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.512317 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.07024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.0229882 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.101307 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0142105 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.458716 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.482376 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.438997 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.490526 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.103594 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.27906 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.24826 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.227551 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.0409255 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-0.370482 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),-0.296016 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),-0.214662 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.24528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,19),-0.538544 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.588245 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.569959 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.721844 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.874802 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.789086 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.248417 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.433334 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.260387 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.217373 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.389407 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.27452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,2),-0.585302 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.871162 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.464135 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.879312 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.252613 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.179601 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.514181 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.197457 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.0185115 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.295417 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.325354 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.219713 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.25776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,18),-0.251891 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.514643 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.646239 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.804419 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.465721 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.812569 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.450785 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.449402 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.729385 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.369524 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.190236 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.46667 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.341935 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.286415 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.386163 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.18908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,18),-0.171528 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.502387 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.384051 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.638237 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.953779 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.515104 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.961929 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.315406 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.516273 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.0916027 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.550517 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.31044 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.326476 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.505707 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.339194 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.253166 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.25279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.114447 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.252793 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.515565 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.462933 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.539636 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.1902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,19),-0.325288 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.187104 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),1.0284 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.288858 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.87023 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.44735 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-1.22024 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.08695 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-1.06547 # DEPENDENCYPART_GRANDPAR
