# _root_ `` I find myself in an adversary relationship with Laurel Bank , and I am not inclined to extend myself as far as any favors are concerned , '' the judge wrote back in a letter attached to the grand jury 's report .
#goldHeads=32,3,13,3,3,8,8,5,8,11,9,13,32,15,13,15,15,19,17,19,19,21,26,25,26,21,26,32,32,31,32,0,32,32,36,34,36,37,41,41,43,41,38,32,
#predictedHeads=32,3,13,3,3,8,8,5,8,11,9,13,32,15,13,15,15,19,17,19,19,21,26,25,26,21,26,32,32,31,32,0,32,32,36,34,36,37,41,41,43,41,38,32,
(3,19),(19,28),(19,34),-0.0144918 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,28),(19,44),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,28),(19,45),0.107284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,29),(19,31),-0.0201955 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,29),(19,32),0.00686026 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,29),(19,33),-0.0208538 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,29),(19,34),-0.0380348 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,29),(19,44),-0.0195097 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,29),(19,45),-0.0500691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,31),(19,32),-0.0566778 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,31),(19,33),-0.0340762 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,31),(19,34),-0.0309177 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,31),(19,44),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,31),(19,45),-0.0335383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,32),(19,33),-0.0256429 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,32),(19,34),-0.0253038 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,32),(19,44),-0.00237462 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,32),(19,45),-0.0363699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,33),(19,34),-0.0659001 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,33),(19,44),-0.0238528 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,33),(19,45),0.00460378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,34),(19,44),-0.0338955 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,34),(19,45),0.0151873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,44),(19,45),-0.0327537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,19),(19,18),0.185813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,19),(19,19),(19,17),0.144599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,19),(19,19),(19,16),0.0393484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,19),(19,19),(19,15),0.138684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,19),(19,19),(19,14),0.0766852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,19),(19,19),(19,13),0.015835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,19),(19,19),(19,12),0.112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,19),(19,19),(19,11),0.16346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,19),(19,19),(19,9),-0.0195572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,19),(19,19),(19,5),-0.0437158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,19),(19,19),(19,-1),-0.245374 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,19),(19,18),(19,17),0.0834724 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,18),(19,16),0.109865 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,18),(19,15),0.126201 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,18),(19,14),0.127276 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,18),(19,13),0.150132 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,18),(19,12),0.073503 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,18),(19,11),0.200754 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,18),(19,9),0.0453399 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,18),(19,5),0.0538014 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,18),(19,-1),-0.229608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,17),(19,16),0.108616 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,17),(19,15),0.100977 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,17),(19,14),0.139602 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,17),(19,13),0.103891 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,17),(19,12),0.110599 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,17),(19,11),0.112622 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,17),(19,9),0.105717 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,17),(19,5),0.108339 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,17),(19,-1),-0.128059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,16),(19,15),0.0986739 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,16),(19,14),0.116453 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,16),(19,13),0.135443 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,16),(19,12),0.10521 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,16),(19,11),0.116235 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,16),(19,9),0.0926487 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,16),(19,5),0.0921941 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,16),(19,-1),-0.182681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,15),(19,14),0.103818 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,15),(19,13),0.100708 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,15),(19,12),0.192603 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,15),(19,11),0.091729 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,15),(19,9),0.119653 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,15),(19,5),0.117842 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,15),(19,-1),-0.137373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,14),(19,13),0.103471 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,14),(19,12),0.116713 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,14),(19,11),0.0958192 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,14),(19,9),0.121501 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,14),(19,5),0.114253 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,14),(19,-1),-0.133084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,13),(19,12),0.0411881 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,13),(19,11),-0.0252214 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,13),(19,9),0.331529 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,13),(19,5),0.31103 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,13),(19,-1),-0.206109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,12),(19,11),0.119169 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,12),(19,9),0.0607099 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,12),(19,5),0.0671125 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,12),(19,-1),-0.118337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,11),(19,9),0.212432 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,11),(19,5),0.210343 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,11),(19,-1),-0.14856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,9),(19,5),0.106855 # DEPENDENCYPART_GRANDSIBL
(3,19),(19,9),(19,-1),-0.142406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,5),(19,-1),-0.137522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,26),(26,27),-0.0700369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,28),-0.108421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,29),-0.0239819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,31),0.060365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,32),-0.0741551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,33),-0.0693925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,34),-0.0526971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,37),-0.0735856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,44),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,45),0.0747553 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,26),(26,27),(26,28),-0.00815857 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,27),(26,29),-0.0141907 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,27),(26,31),-0.029873 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,27),(26,32),0.00362754 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,27),(26,33),-0.0286273 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,27),(26,34),-0.0275145 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,27),(26,37),0.0036474 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,27),(26,44),-0.00267681 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,27),(26,45),-0.0316012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,28),(26,29),-0.0139929 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,28),(26,31),-0.0584247 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,28),(26,32),0.052015 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,28),(26,33),-0.0237859 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,28),(26,34),-0.00923902 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,28),(26,37),0.0542101 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,28),(26,44),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,28),(26,45),0.104754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,29),(26,31),-0.0201973 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,29),(26,32),0.0068558 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,29),(26,33),-0.0208538 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,29),(26,34),-0.0381975 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,29),(26,37),0.00685957 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,29),(26,44),-0.0195097 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,29),(26,45),-0.0450202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,31),(26,32),-0.060667 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,31),(26,33),-0.0340927 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,31),(26,34),-0.0270545 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,31),(26,37),-0.0602098 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,31),(26,44),-0.0090578 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,31),(26,45),-0.0173197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,32),(26,33),-0.0286273 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,32),(26,34),-0.0274851 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,32),(26,37),0.00365497 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,32),(26,44),-0.00267681 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,32),(26,45),-0.0330421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,33),(26,34),-0.0770942 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,33),(26,37),-0.0122007 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,33),(26,44),-0.0238528 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,33),(26,45),-0.00177538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,34),(26,37),-0.0365912 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,34),(26,44),-0.0338955 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,34),(26,45),0.0193333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,37),(26,44),-0.00267681 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,37),(26,45),-0.0326118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,44),(26,45),-0.0276107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,26),(26,25),0.178273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,24),0.0945903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,23),-0.0484865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,22),0.0626939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,21),0.0413587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,20),0.0949596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,19),0.135249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,18),0.187172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,17),0.145768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,16),0.0463644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,15),0.134972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,13),0.00819154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,12),0.104242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,8),0.17912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,5),-0.0438959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,26),(26,26),(26,-1),-0.26788 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,26),(26,25),(26,24),0.136846 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,23),0.292757 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,22),0.0950597 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,21),0.160156 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,20),0.109587 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,19),0.10712 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,18),0.105681 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,17),0.0965643 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,16),0.0911713 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,15),0.107119 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,13),0.0832678 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,12),0.106884 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,8),0.097622 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,5),0.21786 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,25),(26,-1),-0.15053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,24),(26,23),0.123803 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,22),0.109568 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,21),0.110639 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,20),0.108641 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,19),0.109407 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,18),0.109387 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,17),0.109266 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,16),0.108765 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,15),0.109407 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,13),0.113092 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,12),0.106034 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,8),0.107517 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,5),0.12525 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,24),(26,-1),-0.123131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,23),(26,22),0.172409 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,21),0.17301 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,20),0.098133 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,19),0.108746 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,18),0.110603 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,17),0.120207 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,16),0.168827 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,15),0.108721 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,13),0.107087 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,12),0.0804113 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,8),0.0972056 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,5),0.0893343 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,23),(26,-1),-0.0848284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,22),(26,21),0.0991619 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,20),0.102767 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,19),0.100208 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,18),0.141302 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,17),0.126837 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,16),0.102689 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,15),0.100222 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,13),0.140518 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,12),0.107071 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,8),0.107494 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,5),0.0982087 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,22),(26,-1),-0.160361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,21),(26,20),0.10069 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,19),0.0999929 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,18),0.14127 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,17),0.124146 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,16),0.116613 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,15),0.100007 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,13),0.139688 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,12),0.123302 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,8),0.10398 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,5),0.0915363 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,21),(26,-1),-0.147909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,20),(26,19),0.112363 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,18),0.0979246 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,17),0.119606 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,16),0.0966847 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,15),0.112363 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,13),0.10347 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,12),0.116184 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,8),0.0951214 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,5),0.11303 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,20),(26,-1),-0.138363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,19),(26,18),0.0948955 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,17),0.107239 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,16),0.108998 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,15),0.100086 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,13),0.100672 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,12),0.196881 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,8),0.0904498 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,5),0.122025 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,19),(26,-1),-0.146601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,18),(26,17),0.0834251 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,16),0.109864 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,15),0.126201 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,13),0.148856 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,12),0.0735005 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,8),0.192491 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,5),0.0555486 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,18),(26,-1),-0.229886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,17),(26,16),0.107286 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,15),0.0993731 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,13),0.101717 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,12),0.109795 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,8),0.114283 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,5),0.122445 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,17),(26,-1),-0.135036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,16),(26,15),0.0952459 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,13),0.144012 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,12),0.104033 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,8),0.111774 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,5),0.0950791 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,16),(26,-1),-0.172531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,15),(26,13),0.100671 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,12),0.196884 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,8),0.0904476 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,5),0.121751 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,15),(26,-1),-0.14126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,13),(26,12),0.0384278 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,13),(26,8),0.0419273 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,13),(26,5),0.311716 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,13),(26,-1),-0.205385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,12),(26,8),0.11688 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,12),(26,5),0.0605712 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,12),(26,-1),-0.127507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,8),(26,5),0.21576 # DEPENDENCYPART_GRANDSIBL
(3,26),(26,8),(26,-1),-0.151733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,26),(26,5),(26,-1),-0.107068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,28),(28,28),(28,45),0.0280699 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,28),(28,28),(28,-1),-0.114152 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,29),(29,29),(29,45),-0.0574827 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,29),(29,29),(29,-1),-0.181588 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,44),(44,44),(44,45),-0.00309222 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,44),(44,44),(44,43),0.0732956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,44),(44,44),(44,-1),0.0232767 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,44),(44,43),(44,-1),-0.177564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,6),-0.0210722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,7),-0.0116385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,8),-0.0116385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,9),-0.0182327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,10),-0.0116385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,11),-0.0116385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,12),-0.019448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,13),-0.029143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,16),-0.0200876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,45),-0.0318961 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,6),(5,7),-0.0196674 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,8),-0.0196674 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,10),-0.0196674 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,11),-0.0196674 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,12),-0.0205553 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
