# _root_ Many investors , trying to outperform the market 's major indexes , have flocked to these small issues in recent weeks .
#goldHeads=2,13,2,2,4,5,8,11,8,11,6,13,0,13,14,18,18,15,14,21,19,13,
#predictedHeads=2,13,2,2,4,5,8,11,8,11,6,2,0,13,14,18,18,15,14,21,19,13,
(13,4),(4,13),-1.19042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.294021 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.50219 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.229032 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.156642 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.337119 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.0360763 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.0434683 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.104935 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.25024 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.229114 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.0234131 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.52305 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.41124 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.133493 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.134792 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.323328 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.321259 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0444103 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.0718175 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.471377 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.20564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.287989 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.413301 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.188387 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.156571 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.462442 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-0.872941 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.310072 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.0432327 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.00934838 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.397253 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.194644 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.00654064 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.130708 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.218982 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.21061 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.684442 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.30273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.400988 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.482356 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.31092 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.984156 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.311105 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.12043 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.134455 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.18499 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.148136 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.289541 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.631155 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),0.627206 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.367367 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.0134533 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.0340998 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.127015 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.047059 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.176468 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.383866 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.117948 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.89138 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.23274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.287503 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.292317 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.213206 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.0651277 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.488239 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.835655 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.0364787 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.207022 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.187615 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.450962 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.132662 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.187573 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.368152 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0401308 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.0377784 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.750491 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.236985 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.253463 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),0.426969 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.512683 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.273945 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),0.0504504 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.236327 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.337873 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.219539 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.232866 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.633829 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0897985 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.939227 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.333486 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.162626 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0956658 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.157042 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.0421255 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.45008 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.242603 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.0760667 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.0936294 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.044842 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.209708 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.116772 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.14171 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.486548 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),0.130376 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.71909 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0503136 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.275074 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.487357 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.0698125 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.826128 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.553579 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.230877 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.110035 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.153611 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.422529 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.816826 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.476503 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.331937 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.0615323 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.348066 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.34252 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.248408 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.289531 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.368753 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),-0.307299 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.16766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,18),-0.561051 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.269485 # DEPENDENCYPART_GRANDPAR
(14,2),(2,22),-0.844987 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.401528 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.117021 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.442134 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.187877 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.302169 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.243317 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.181401 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.302584 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.56107 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.181675 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.434448 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.402201 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.0907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.264678 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.497828 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-0.217065 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.288218 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.395621 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.0534416 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.172395 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.163638 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.037676 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.189344 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.261326 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.249136 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.369329 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.308007 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.16635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.212935 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.540941 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-0.873601 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.505754 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.288637 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.3387 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.0503436 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.187022 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.214522 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.231001 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.721897 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.300185 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.37872 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.309987 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.16673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.169684 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.559704 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.258796 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.315845 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.843834 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.735288 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.873579 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.0316342 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.00434304 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.122308 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.106192 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.324454 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.389529 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.367742 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0890606 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.122305 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.200319 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0168504 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.496397 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.866719 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.92655 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.767029 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.576212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.213458 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.00234129 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0942013 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0701301 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.423642 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.310181 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.341294 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.089693 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.0260535 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.301279 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.506556 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.344706 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.865995 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.00376615 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.0917976 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.117351 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.423625 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.34741 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.311515 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.485864 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.698296 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.410949 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.221448 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.458229 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.391068 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-1.00733 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.304047 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.528523 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.293353 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.252492 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.16002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,18),-0.422908 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.342903 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.70212 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-1.16255 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.299851 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.202357 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.756426 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.161184 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.879803 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.08533 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-1.01854 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.857014 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.01206 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.75439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.960428 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.486933 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.118229 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.15505 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.00844458 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.658567 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.837705 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.20416 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.261718 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.00415333 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.807007 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-1.08502 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.958937 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.480487 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.11159 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.148156 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.739076 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.15139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,19),0.0187396 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.12647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),0.0058785 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.358274 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.00252706 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.862429 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.59467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-0.692508 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.663407 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.0142871 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.334383 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.253218 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.787761 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.294378 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.332996 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.873663 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.759842 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.470763 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.642755 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.245648 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.713418 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.866991 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.575394 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.371019 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.37725 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.1206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.589112 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.358163 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.79324 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.278292 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.57517 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.32599 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.203768 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.483189 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.489163 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.589942 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.743947 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.384191 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.137826 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.385454 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.1004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,22),-1.1034 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.514077 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.607111 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.674758 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.24161 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.249991 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.709977 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.269751 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.316268 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.286831 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.480562 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.611414 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.668876 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.755517 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.331546 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.0971333 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.311838 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.08381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.483478 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.575399 # DEPENDENCYPART_GRANDPAR
(18,11),(11,22),-1.03798 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.437782 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.980319 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.344267 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.616445 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.543309 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.806009 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.465527 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.487652 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.266452 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.09097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.552562 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.716897 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.58228 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-1.06206 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.520568 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.748375 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.505123 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.283314 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.05223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.483384 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.686585 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.543578 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-1.01052 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0622895 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.487236 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.329747 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.535195 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.805547 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.589806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.233077 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.0106939 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.722431 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-1.11737 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.960348 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.76413 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.614282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),-0.0481231 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.497739 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.230821 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.87853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,4),-0.061486 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.396403 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.278911 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.379331 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.224876 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.152379 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.327662 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.202416 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.98924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.443972 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.271508 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.46121 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-1.34477 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.35205 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.05153 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-1.32101 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.776832 # DEPENDENCYPART_GRANDPAR
