# _root_ Among active stocks , MCI Communications rose 7\/8 to 43 on 2.2 million shares , Mentor Graphics added 1\/8 to 16 3\/8 on turnover of 1.5 million shares .
#goldHeads=7,3,1,7,6,7,0,7,7,9,7,14,14,11,7,17,18,7,18,18,22,20,18,23,24,27,28,25,7,
#predictedHeads=7,3,1,7,6,7,18,7,7,9,7,13,14,11,18,17,18,0,18,18,22,20,18,23,24,27,28,25,18,
(18,18),(18,6),-0.0589869 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,4),-1.18951 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,3),-0.189639 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,2),-0.286743 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,1),-0.522438 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,-1),-0.512592 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,17),(18,16),-0.394214 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,15),0.074104 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,14),-0.835158 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,13),-0.919307 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,12),-0.924814 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,11),-0.691745 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,10),-1.03319 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,9),-1.25372 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,8),-0.99374 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,7),-0.548824 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,6),-1.02728 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,4),-0.760588 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,3),-1.07764 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,2),-0.931981 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,1),-0.835266 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,-1),-0.693728 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,16),(18,15),-0.467705 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,14),-0.896148 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,13),-1.0368 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,12),-1.08701 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,11),-0.712855 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,10),-1.2357 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,9),-1.41884 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,8),-1.16758 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,7),-0.705447 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,6),-1.25474 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,4),-1.42517 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,3),-1.30252 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,2),-0.937356 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,1),-1.11073 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,-1),-0.87618 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,15),(18,14),-0.193036 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,13),-0.84158 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,12),-0.776857 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,11),-0.506202 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,10),-0.814913 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,9),-0.361914 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,8),-0.754835 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,7),0.0816354 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,6),-0.524775 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,4),-1.22597 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,3),-0.45421 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,2),-0.656091 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,1),-0.798254 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,-1),-0.950962 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,14),(18,13),-0.609051 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,12),-0.766169 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,11),-0.524421 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,10),-0.976642 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,9),-1.22178 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,8),-1.10751 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,7),-0.986688 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,6),-1.29712 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,4),-1.08108 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,3),-1.32954 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,2),-1.0899 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,1),-1.1482 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,-1),-0.732415 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,13),(18,12),-0.527791 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,11),-0.830821 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,10),-0.906721 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,9),-0.909549 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,8),-0.954296 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,7),-1.00201 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,6),-0.994198 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,4),-1.10664 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,3),-1.00136 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,2),-1.069 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,1),-1.12151 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,-1),-0.700488 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,12),(18,11),-0.640888 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,10),-0.908798 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,9),-0.972315 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,8),-1.08643 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,7),-1.03939 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,6),-1.2016 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,4),-1.19208 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,3),-1.18693 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,2),-1.16392 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,1),-1.25113 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,-1),-0.869394 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,11),(18,10),-0.696444 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,9),-0.782711 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,8),-1.0257 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,7),-1.05208 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,6),-1.08615 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,4),-1.13064 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,3),-0.980767 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,2),-1.09908 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,1),-1.21147 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,-1),-0.643727 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,10),(18,9),-0.498635 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,8),-0.791459 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,7),-0.868762 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,6),-1.04841 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,4),-1.10594 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,3),-1.06353 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,2),-1.03711 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,1),-1.07601 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,-1),-0.73033 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,9),(18,8),0.0716824 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,7),-0.692009 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,6),-0.712326 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,4),-0.888651 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,3),-0.651014 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,2),-0.68487 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,1),-0.845309 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,-1),-0.603893 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,8),(18,7),-0.693729 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,6),-0.949785 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,4),-1.01717 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,3),-1.16495 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,2),-1.17927 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,1),-1.16397 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,-1),-0.769441 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,7),(18,6),-0.607897 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,4),-0.498206 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,3),-0.70068 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,2),-0.87812 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,1),-0.877558 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,-1),-0.83544 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,6),(18,4),0.0371288 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,3),-0.971406 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,2),-0.845554 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,1),-0.519253 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,-1),-0.952157 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,4),(18,3),-0.0570677 # DEPENDENCYPART_NEXTSIBL
(18,4),(18,2),-0.491982 # DEPENDENCYPART_NEXTSIBL
(18,4),(18,1),-0.280311 # DEPENDENCYPART_NEXTSIBL
(18,4),(18,-1),-0.920986 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,3),(18,2),-0.414378 # DEPENDENCYPART_NEXTSIBL
(18,3),(18,1),-0.248424 # DEPENDENCYPART_NEXTSIBL
(18,3),(18,-1),-0.755906 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,2),(18,1),-0.600848 # DEPENDENCYPART_NEXTSIBL
(18,2),(18,-1),-0.723576 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,1),(18,-1),-0.357159 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,20),-0.833147 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,21),-0.0117537 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,22),-0.0912022 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,23),-0.973405 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,24),0.0460573 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,25),0.731431 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,26),-0.50458 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,27),-0.471464 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,30),-0.125799 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,20),(19,21),-0.438731 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,22),-0.583414 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,23),-0.386602 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,24),-0.860043 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,25),-0.569243 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,26),-0.48681 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,27),-0.491162 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,30),-0.594649 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,21),(19,22),-0.594957 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,23),-0.947456 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,24),-0.979481 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,25),-0.924919 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,26),-0.803104 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,27),-0.610164 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,30),-0.767397 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,22),(19,23),-0.444781 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,24),-0.63738 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,25),-0.662492 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,26),-0.62848 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,27),-0.529875 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,30),-0.896986 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,23),(19,24),-0.793238 # DEPENDENCYPART_NEXTSIBL
(19,23),(19,25),-0.608519 # DEPENDENCYPART_NEXTSIBL
(19,23),(19,26),-0.841045 # DEPENDENCYPART_NEXTSIBL
(19,23),(19,27),-0.863399 # DEPENDENCYPART_NEXTSIBL
(19,23),(19,30),-0.68354 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,24),(19,25),-0.470659 # DEPENDENCYPART_NEXTSIBL
(19,24),(19,26),-0.819251 # DEPENDENCYPART_NEXTSIBL
(19,24),(19,27),-0.879186 # DEPENDENCYPART_NEXTSIBL
(19,24),(19,30),-0.519905 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,25),(19,26),-0.797998 # DEPENDENCYPART_NEXTSIBL
(19,25),(19,27),-0.856003 # DEPENDENCYPART_NEXTSIBL
(19,25),(19,30),-0.358612 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,26),(19,27),-0.575195 # DEPENDENCYPART_NEXTSIBL
(19,26),(19,30),-0.769829 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,27),(19,30),-0.831223 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,16),-0.236174 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,-1),-0.276519 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,16),(19,-1),-0.814996 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,21),0.191659 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,22),0.141935 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,23),-1.01334 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,24),0.233669 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,25),0.584758 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,28),0.644138 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,30),-0.590527 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,21),(20,22),-0.532321 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,23),-0.909438 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,24),-0.90876 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,25),-0.924018 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,28),-0.983765 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,30),-0.602254 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,22),(20,23),-0.395544 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,24),-0.555441 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,25),-0.650372 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,28),-0.742596 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,30),-0.702542 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,23),(20,24),-0.757054 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,25),-0.656114 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,28),-0.76119 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,30),-0.714275 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,24),(20,25),-0.473694 # DEPENDENCYPART_NEXTSIBL
(20,24),(20,28),-1.01228 # DEPENDENCYPART_NEXTSIBL
(20,24),(20,30),-0.338704 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,25),(20,28),-0.728003 # DEPENDENCYPART_NEXTSIBL
(20,25),(20,30),-0.462848 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,28),(20,30),-0.586231 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,19),0.282166 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,-1),-0.13674 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,19),(20,-1),-0.948544 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,22),-0.0912308 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,23),-0.973375 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,24),0.0510998 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,25),0.73146 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,26),-0.504609 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,27),-0.471493 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,30),-0.137162 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,22),(21,23),-0.444787 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,24),-0.635706 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,25),-0.662497 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,26),-0.628504 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,27),-0.529899 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,30),-0.897015 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,23),(21,24),-0.791545 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,25),-0.608506 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,26),-0.84105 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,27),-0.863405 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,30),-0.683514 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,24),(21,25),-0.468969 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,26),-0.817577 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,27),-0.877512 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,30),-0.514845 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,25),(21,26),-0.798004 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,27),-0.856009 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,30),-0.358586 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,26),(21,27),-0.575219 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,30),-0.769857 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,27),(21,30),-0.831251 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,20),-0.711202 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,19),0.459115 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,-1),-0.259823 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,20),(21,19),0.0769936 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,-1),-0.747279 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,19),(21,-1),-0.812618 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,23),-0.97928 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,24),0.0669719 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,25),0.725684 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,26),-0.50461 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,27),-0.471503 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,30),-0.142158 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,23),(22,24),-0.788427 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,25),-0.612651 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,26),-0.843196 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,27),-0.865564 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,30),-0.689747 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,24),(22,25),-0.465699 # DEPENDENCYPART_NEXTSIBL
(22,24),(22,26),-0.812302 # DEPENDENCYPART_NEXTSIBL
(22,24),(22,27),-0.872245 # DEPENDENCYPART_NEXTSIBL
(22,24),(22,30),-0.499018 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,25),(22,26),-0.800021 # DEPENDENCYPART_NEXTSIBL
(22,25),(22,27),-0.858039 # DEPENDENCYPART_NEXTSIBL
(22,25),(22,30),-0.364562 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,26),(22,27),-0.575231 # DEPENDENCYPART_NEXTSIBL
(22,26),(22,30),-0.769871 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,27),(22,30),-0.83128 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,21),0.315176 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,20),-0.712827 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,19),0.514156 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,-1),-0.315056 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,21),(22,20),-0.50992 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,19),-0.606188 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,-1),-0.514982 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,20),(22,19),0.0937257 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,-1),-0.748163 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,19),(22,-1),-0.758065 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),0.240509 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,25),0.668222 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,26),-0.305391 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,27),-0.197546 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,28),0.683899 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,30),-0.704538 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,24),(23,25),-0.399885 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,26),-0.74197 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,27),-0.780372 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,28),-1.04086 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,30),-0.243625 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,25),(23,26),-0.736209 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,27),-0.772633 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,28),-0.585662 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,30),-0.45772 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,26),(23,27),-0.479833 # DEPENDENCYPART_NEXTSIBL
(23,26),(23,28),-0.762751 # DEPENDENCYPART_NEXTSIBL
(23,26),(23,30),-0.605568 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,27),(23,28),-0.640395 # DEPENDENCYPART_NEXTSIBL
(23,27),(23,30),-0.623382 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,28),(23,30),-0.45842 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,22),-0.0677018 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,21),0.0187578 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,20),-0.707145 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,-1),-0.0550703 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,22),(23,21),-0.605485 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,20),-0.829691 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,-1),-0.905045 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,21),(23,20),-0.597116 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,-1),-0.795854 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,20),(23,-1),-0.641198 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,25),0.836402 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,26),-0.300437 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,27),-0.21079 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,28),0.356232 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,29),-0.665275 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,30),-0.222742 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,25),(24,26),-0.744152 # DEPENDENCYPART_NEXTSIBL
(24,25),(24,27),-0.79242 # DEPENDENCYPART_NEXTSIBL
(24,25),(24,28),-0.684104 # DEPENDENCYPART_NEXTSIBL
(24,25),(24,29),-0.230916 # DEPENDENCYPART_NEXTSIBL
(24,25),(24,30),-0.20517 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,26),(24,27),-0.526864 # DEPENDENCYPART_NEXTSIBL
(24,26),(24,28),-0.825633 # DEPENDENCYPART_NEXTSIBL
(24,26),(24,29),-0.881953 # DEPENDENCYPART_NEXTSIBL
(24,26),(24,30),-0.680675 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,27),(24,28),-0.715998 # DEPENDENCYPART_NEXTSIBL
(24,27),(24,29),-0.892762 # DEPENDENCYPART_NEXTSIBL
(24,27),(24,30),-0.710419 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,28),(24,29),-0.371112 # DEPENDENCYPART_NEXTSIBL
(24,28),(24,30),-0.737488 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,29),(24,30),-1.98853 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,22),0.0346831 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,21),0.123933 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,19),0.342591 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,-1),-0.291937 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,22),(24,21),-0.558287 # DEPENDENCYPART_NEXTSIBL
