# _root_ Money funds invest in such things as short-term Treasury securities , commercial paper and certificates of deposit , all of which have been posting lower interest rates since last spring .
#goldHeads=2,3,0,3,6,4,6,10,10,14,14,13,14,7,14,15,16,14,20,22,20,14,22,23,27,27,24,24,30,28,3,
#predictedHeads=2,3,0,3,6,4,6,10,10,14,14,13,14,7,14,15,16,17,20,22,20,17,22,23,27,27,24,24,30,28,3,
(0,3),(3,6),(3,11),-0.0665834 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,12),-0.0350245 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,14),-0.00847443 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,18),-0.0665834 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,22),0.00636667 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,24),0.00490858 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,28),0.0661094 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,31),0.0513138 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,32),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,7),(3,8),-0.0322281 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,10),-0.00268879 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,11),0.036779 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,12),-0.0322281 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,14),-0.0568853 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,18),0.036779 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,22),-0.0427854 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,24),-0.0475219 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,28),-0.0180921 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,31),0.113945 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,32),-0.0587336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,8),(3,10),-0.0206285 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,11),-0.0672822 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,12),-0.0219434 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,14),-0.0266141 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,18),-0.0672822 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,22),-0.0319043 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,24),-0.0279297 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,28),0.00193282 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,31),0.0680269 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,32),-0.0328261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,10),(3,11),-0.06671 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,12),-0.0350245 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,14),-0.00825088 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,18),-0.06671 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,22),0.00600905 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,24),0.00455096 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,28),0.0653604 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,31),0.0532967 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,32),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,11),(3,12),-0.0125129 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,14),0.00852048 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,18),-0.0438422 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,22),-0.0280414 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,24),-0.0179694 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,28),0.0814743 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,31),-0.013299 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,32),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,12),(3,14),-0.0266141 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,18),-0.0672822 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,22),-0.0319043 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,24),-0.0279297 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,28),0.00193282 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,31),0.0680248 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,32),-0.0328279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,14),(3,18),-0.142654 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,22),-0.127678 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,24),-0.0763511 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,28),0.1288 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,31),0.228566 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,32),-0.088922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,18),(3,22),-0.0280414 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,24),-0.0179694 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,28),0.0814743 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,31),-0.013299 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,32),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,22),(3,24),-0.0487696 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,22),(3,28),0.0368261 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,22),(3,31),-0.0327773 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,22),(3,32),-0.0613324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,24),(3,28),0.0388464 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,24),(3,31),-0.0346778 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,24),(3,32),-0.0596388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,28),(3,31),0.100365 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,28),(3,32),-0.0576288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,31),(3,32),0.171991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,2),0.318126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,1),0.314619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,-1),-0.633935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,2),(3,1),0.105068 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,2),(3,-1),0.0659346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,1),(3,-1),0.0625638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,14),(14,15),-0.306865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,16),-0.0963214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,17),-0.306036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,18),0.104694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,19),-0.0526027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,20),-0.0963214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,22),0.175267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,23),0.189869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,24),0.191185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,28),-0.0965534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,31),-0.00595584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,32),-0.0827967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,14),(14,15),(14,16),-0.0185845 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,17),-0.00331072 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,18),-0.0618112 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,19),-0.0196264 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,20),-0.0185845 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,22),-0.0137073 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,23),-0.0136994 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,24),-0.0136994 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,28),-0.02129 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,31),-0.115881 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,32),-0.0141472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,16),(14,17),0.00407849 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,18),-0.0159615 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,20),-0.0204032 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,22),-0.0053947 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,23),-0.00539268 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,24),-0.00539266 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,28),-0.0203979 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,31),-0.0663595 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,16),(14,32),-0.0270361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,17),(14,18),-0.0618112 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,19),-0.0196264 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,20),-0.0185845 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,22),-0.0137073 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,23),-0.0136994 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,24),-0.0136994 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,28),-0.02129 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,31),-0.115052 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,32),-0.0141472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,18),(14,19),-0.0194413 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,20),-0.00343793 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,22),-0.00965166 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,23),-0.00910771 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,24),-0.00941286 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,28),-0.00343236 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,31),-0.0278461 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,32),-0.0279204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,19),(14,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,19),(14,22),-0.0263336 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,19),(14,23),-0.0263336 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,19),(14,24),-0.0263336 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,19),(14,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,19),(14,31),-0.0342386 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,19),(14,32),-0.0194657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,20),(14,22),-0.0053947 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,20),(14,23),-0.00539268 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,20),(14,24),-0.00539266 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,20),(14,28),-0.0203979 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,20),(14,31),-0.0663595 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,20),(14,32),-0.0270361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,22),(14,23),-0.0802956 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,22),(14,24),-0.0802947 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,22),(14,28),0.0214172 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,22),(14,31),0.167651 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,22),(14,32),-0.0621497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,23),(14,24),-0.0800599 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,23),(14,28),0.0214177 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,23),(14,31),0.17884 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,23),(14,32),-0.062502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,24),(14,28),0.0214177 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,24),(14,31),0.179378 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,24),(14,32),-0.0619691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,28),(14,31),-0.0652729 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,28),(14,32),-0.0269921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,31),(14,32),-0.0354495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,14),(14,13),-0.285001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,12),0.0964411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,11),0.3581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,10),-0.28522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,9),-0.284358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,8),0.0963957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,7),0.107393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,6),-0.284358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,5),0.0964597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,4),0.105327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,3),0.338182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,2),-0.284358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,1),-0.284358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,-1),-0.392852 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,14),(14,13),(14,12),0.123423 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,11),-0.0900849 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,10),0.114315 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,9),0.114315 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,8),0.123423 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,7),0.102004 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,6),0.114315 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,5),0.123226 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,4),0.101838 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,3),0.0958675 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,2),0.114315 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,1),0.114315 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,-1),-0.0314853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,12),(14,11),0.0906758 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,10),0.108168 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,9),0.108168 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,8),0.109536 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,7),0.10938 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,6),0.108168 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,5),0.109536 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,4),0.109339 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,3),0.107533 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,2),0.108168 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,1),0.108168 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,-1),-0.160952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,11),(14,10),-0.113652 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,9),-0.113652 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,8),0.0641217 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,7),0.246544 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,6),-0.113652 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,5),0.0641166 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,4),0.262492 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,3),0.168917 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,2),-0.113652 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,1),-0.113652 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,11),(14,-1),-0.139311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,10),(14,9),0.114958 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,8),0.123412 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,7),0.102004 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,6),0.114958 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,5),0.123215 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,4),0.101838 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,3),0.0956543 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,2),0.114958 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,1),0.114958 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,-1),-0.0364304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,9),(14,8),0.123423 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,7),0.102004 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,6),0.114958 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,5),0.123226 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,4),0.101838 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,3),0.0958675 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,2),0.114958 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,1),0.114958 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,9),(14,-1),-0.0367911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,8),(14,7),0.10938 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,8),(14,6),0.108168 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,8),(14,5),0.109536 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,8),(14,4),0.109339 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,8),(14,3),0.107533 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,8),(14,2),0.108168 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,8),(14,1),0.108168 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,8),(14,-1),-0.160999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,7),(14,6),0.126753 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,7),(14,5),0.109507 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,7),(14,4),0.131806 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,7),(14,3),0.125775 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,7),(14,2),0.126753 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,7),(14,1),0.126753 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,7),(14,-1),-0.205715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,6),(14,5),0.123226 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,6),(14,4),0.101838 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,6),(14,3),0.0958675 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,6),(14,2),0.114958 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,6),(14,1),0.114958 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,6),(14,-1),-0.0354831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,5),(14,4),0.109339 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,5),(14,3),0.107533 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,5),(14,2),0.108168 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,5),(14,1),0.108168 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,5),(14,-1),-0.161131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,4),(14,3),0.124269 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,4),(14,2),0.132073 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,4),(14,1),0.132073 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,4),(14,-1),-0.20897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,3),(14,2),0.37495 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,3),(14,1),0.373756 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,3),(14,-1),-0.030996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,2),(14,1),0.114907 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,2),(14,-1),-0.0317315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,1),(14,-1),-0.0354837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,22),(22,23),-0.0430107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,24),-0.0435276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,25),0.0606489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,26),-0.0163588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,27),-0.026477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,28),-0.169871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,30),-0.0159987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,31),-0.111997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,22),(22,22),(22,32),-0.195809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,22),(22,23),(22,24),-0.0475261 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,23),(22,25),-0.0172769 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,23),(22,26),0.00444434 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,23),(22,27),0.00444434 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,23),(22,28),0.0527632 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,23),(22,30),0.00444434 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,23),(22,31),-0.0215474 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,23),(22,32),-0.0620617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,24),(22,25),-0.0172769 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,24),(22,26),-0.002218 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,24),(22,27),-0.002218 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,24),(22,28),0.0447625 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,24),(22,30),-0.002218 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,24),(22,31),-0.0208551 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,24),(22,32),-0.0612109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,25),(22,26),-0.0205025 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,25),(22,27),-0.0205025 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,25),(22,28),0.00560243 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,25),(22,30),-0.0205025 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,25),(22,31),0.0687427 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,25),(22,32),-0.0336133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,26),(22,27),0.0342388 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,26),(22,28),0.0691768 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,26),(22,30),0.0361295 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,26),(22,31),0.0573788 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,26),(22,32),-0.0756732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,27),(22,28),0.0652257 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,27),(22,30),0.0363109 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,27),(22,31),0.0561426 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,27),(22,32),-0.0754369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,28),(22,30),-0.00921143 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,28),(22,31),0.108115 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,28),(22,32),-0.0577104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,30),(22,31),0.0618023 # DEPENDENCYPART_GRANDSIBL
(0,22),(22,30),(22,32),-0.0753633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,22),(22,31),(22,32),0.169756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
