# _root_ Jerome Kern , Tele-Communications ' chief outside counsel , said he was n't aware of Time 's legal plans .
#goldHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,12,14,19,16,19,15,10,
#predictedHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,12,14,19,16,19,15,10,
(4,2),(2,3),(2,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,21),-0.00337565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,4),(2,5),-0.124925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,6),-0.125358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,7),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,8),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,9),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,10),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,12),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,15),-0.12504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,19),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,20),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,4),(2,21),-0.142034 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,5),(2,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,8),-0.124899 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,9),-0.125245 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,15),-0.125154 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,19),-0.124899 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,21),0.00301572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,6),(2,7),-0.125158 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,8),-0.124914 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,9),-0.125225 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,10),-0.124918 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,12),-0.124918 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,15),-0.124897 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,19),-0.124914 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,6),(2,21),-0.152952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,7),(2,8),-0.124914 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,9),-0.125225 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,10),-0.124918 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,12),-0.124918 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,15),-0.124897 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,19),-0.124914 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,7),(2,21),-0.152411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,8),(2,9),-0.126785 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,10),-0.125545 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,12),-0.125545 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,15),-0.12504 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,19),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,8),(2,21),-0.142693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,9),(2,10),-0.127045 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,12),-0.127235 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,13),-0.126135 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,15),-0.125645 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,19),-0.129535 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,9),(2,21),-0.00337565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,10),(2,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,15),-0.124893 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,19),-0.124957 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,10),(2,21),-0.17452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,12),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,12),(2,15),-0.124893 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,12),(2,19),-0.124957 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,12),(2,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,12),(2,21),-0.174431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,13),(2,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,13),(2,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,13),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,13),(2,21),-0.119138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,15),(2,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,15),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,15),(2,21),-0.0684624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,19),(2,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,19),(2,21),-0.142025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,20),(2,21),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,2),(2,1),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,-1),0.0986292 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,1),(2,-1),0.00288948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,21),-0.0911893 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,3),(3,-1),-0.00631875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,21),0.0282238 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,-1),-0.0857842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,6),(6,7),-0.0760641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,8),-0.0468126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,9),0.0310217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,12),-0.0430398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,14),-0.0760641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,15),0.0376082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,21),0.0828666 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,7),(6,8),-0.03643 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,9),-0.0434446 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,12),-0.0420747 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,14),-0.0452894 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,15),-0.0439091 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,21),-0.0260532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,8),(6,9),-0.0504707 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,12),-0.0453675 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,14),-0.0422944 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,15),-0.0493948 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,21),-0.00198402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,9),(6,12),-0.0438311 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,14),-0.0352256 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,15),-0.0530364 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,21),-0.0817174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,12),(6,14),-0.0420088 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,12),(6,15),-0.0449659 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,12),(6,21),-0.0392349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,14),(6,15),-0.0439091 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,14),(6,21),-0.0260532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,15),(6,21),0.0190672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,5),0.118318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,4),0.123545 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,6),(6,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,2),-0.126863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,-1),0.0400799 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,5),(6,4),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,5),(6,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,5),(6,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,5),(6,-1),-0.125782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,4),(6,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,4),(6,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,4),(6,-1),-0.120665 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,3),(6,2),-0.124886 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,3),(6,-1),-0.111979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,2),(6,-1),-0.120665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,7),(7,8),-0.0395377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,9),0.0333718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,12),-0.0430431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,14),-0.0741127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,21),0.0294902 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,8),(7,9),-0.0504705 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,12),-0.0453675 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,14),-0.0422944 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,21),0.00658296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,9),(7,12),-0.0438311 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,14),-0.0352714 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,21),-0.0813326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,12),(7,14),-0.0420088 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,12),(7,21),-0.0392423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,14),(7,21),-0.0257325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,7),(7,6),0.102476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,5),0.118318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,4),0.130209 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,7),(7,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,-1),0.00551364 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,6),(7,5),0.119164 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,4),0.118821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,6),(7,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,-1),-0.116537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,5),(7,4),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,5),(7,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,5),(7,-1),-0.125782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,4),(7,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,4),(7,-1),-0.114727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,3),(7,-1),-0.111979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,9),0.138543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,10),0.0489119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,12),0.0463619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,13),-0.0717818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,14),-0.0649083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,15),-0.0218238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,19),-0.183417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,21),0.0976192 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,9),(8,10),-0.117235 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,12),-0.117258 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,13),-0.0503674 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,14),-0.0511051 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,15),-0.0267764 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,19),0.134208 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,21),-0.0441809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,10),(8,12),-0.0452049 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,13),-0.0421321 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,14),-0.0438367 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,15),-0.0523853 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,19),-0.0492036 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,21),-0.00944725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,12),(8,13),-0.042131 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,14),-0.0438566 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,15),-0.0517344 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,19),-0.0484358 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,21),-0.016927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,13),(8,14),-0.0421069 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,15),-0.0480059 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,19),-0.0438932 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,21),-0.0820733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,14),(8,15),-0.0395578 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,14),(8,19),-0.0606903 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,14),(8,21),-0.0496774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,15),(8,19),-0.0360093 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,15),(8,21),-0.0517473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,19),(8,21),0.00231194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,7),0.0966104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,6),0.107019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,4),0.152866 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,8),(8,3),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,2),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,1),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,-1),0.0240291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,7),(8,6),0.129082 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,4),0.135974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,7),(8,3),-0.125225 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,2),-0.124914 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,1),-0.124914 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,-1),-0.153146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,6),(8,4),0.147735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,6),(8,3),-0.125225 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,2),-0.124914 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,1),-0.124914 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,-1),-0.153686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,4),(8,3),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,4),(8,2),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,4),(8,1),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,4),(8,-1),-0.14129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,3),(8,2),-0.129532 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,3),(8,1),-0.129532 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,3),(8,-1),-0.00337578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,2),(8,1),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,2),(8,-1),-0.141269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,1),(8,-1),-0.141269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,9),(9,21),-0.00631875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,9),(9,-1),-0.0911893 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,12),(12,12),(12,13),-0.0080519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,14),-0.00297368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,15),-0.0448614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,16),-0.0272008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,18),-0.00205628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,19),-0.0281401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,20),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,21),0.0682762 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,12),(12,13),(12,14),-0.0481215 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,15),-0.0268505 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,16),-0.0374385 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,18),-0.0477678 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,19),-0.0368763 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,20),-0.0467789 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,21),0.00761232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,14),(12,15),-0.0558366 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,16),-0.0377882 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,18),-0.0454799 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,19),-0.0377882 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,20),-0.0429337 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,21),0.0465659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,15),(12,16),-0.0435287 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,18),-0.046124 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,19),-0.043247 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,20),-0.053067 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,21),-0.0418804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,16),(12,18),-0.0389477 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,16),(12,19),-0.0355017 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,16),(12,20),-0.0554613 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,16),(12,21),-0.0515583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,18),(12,19),-0.0377882 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,18),(12,20),-0.0429337 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,18),(12,21),0.0478307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,19),(12,20),-0.0554613 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,19),(12,21),-0.0452311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,20),(12,21),-0.0875764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,12),(12,11),0.1218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,10),0.167282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,9),0.14433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,8),0.167888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,7),0.0425042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,6),0.0427733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,3),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,2),-0.175608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,1),-0.175608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,-1),0.024393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,12),(12,11),(12,10),0.115707 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,9),0.104692 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,8),0.116088 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,7),0.121805 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,6),0.121805 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,-1),0.0511977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,10),(12,9),0.129846 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,8),0.116115 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,7),0.118506 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,6),0.118506 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,3),-0.124926 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,2),-0.124893 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,1),-0.124893 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,-1),-0.147778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,9),(12,8),0.119015 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,7),0.114369 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,6),0.11438 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,1),-0.125259 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,-1),-0.191256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,8),(12,7),0.115675 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,8),(12,6),0.116136 # DEPENDENCYPART_GRANDSIBL
