# _root_ Often , Mr. Dinkins 's procrastination prevented him from having a say in the way things turned out , critics claim .
#goldHeads=7,7,4,6,4,7,21,7,7,9,12,10,10,15,13,17,15,17,21,21,0,21,
#predictedHeads=21,21,4,6,4,7,21,7,7,9,12,10,10,16,16,13,12,17,21,21,0,21,
(7,12),(12,12),(12,2),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,-1),-0.191556 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,11),(12,10),0.113319 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,9),0.109566 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,8),0.128329 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,7),0.113319 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,-1),-0.173778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,10),(12,9),0.094599 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,8),0.114138 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,7),0.113002 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,2),-0.161397 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,-1),-0.1434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,9),(12,8),0.10453 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,9),(12,7),0.114679 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,9),(12,2),-0.148968 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,9),(12,-1),-0.0544776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,8),(12,7),0.106617 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,8),(12,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,8),(12,-1),-0.223649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,7),(12,2),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,7),(12,-1),-0.142703 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,2),(12,-1),-0.108229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,14),0.0125037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,15),0.0536843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,16),0.0344167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,17),0.0144377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,19),-0.0367452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,20),0.0346217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,21),0.0220832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,22),-0.0213501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,23),-0.0649177 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,14),(13,15),-0.0260286 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,16),-0.0260286 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,17),-0.0202976 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,19),-0.0203803 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,20),-0.0260286 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,21),-0.0202976 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,22),-0.0194985 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,23),0.0261385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,15),(13,16),-0.059017 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,17),-0.0349581 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,19),-0.0257934 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,20),-0.059017 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,21),-0.0349581 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,22),-0.0219821 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,23),0.102524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,16),(13,17),-0.0349581 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,19),-0.024135 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,20),-0.059017 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,21),-0.0349581 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,22),-0.0219821 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,23),0.0813648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,17),(13,19),0.00676744 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,20),-0.0236227 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,21),-0.0195997 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,22),-0.0195722 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,23),-0.0600657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,19),(13,20),-0.0248487 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,21),-0.0216188 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,23),0.0391966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,20),(13,21),-0.0349581 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,20),(13,22),-0.0219821 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,20),(13,23),0.083241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,21),(13,22),-0.0195722 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,21),(13,23),-0.0524197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,22),(13,23),-0.0251138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,12),0.110645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,11),0.114903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,10),0.135851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,-1),0.0421088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,12),(13,11),0.106806 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,10),0.107999 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,-1),-0.167452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,11),(13,10),0.109521 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,-1),-0.178586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,10),(13,-1),-0.105201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,16),(16,17),-0.0247961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,19),0.0619776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,20),0.0422282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,21),-0.02545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,23),0.0613952 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,16),(16,17),(16,19),-0.05215 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,17),(16,20),-0.0298479 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,17),(16,21),-0.00608466 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,17),(16,23),-0.0327046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,19),(16,20),-0.0500964 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,19),(16,21),-0.00736211 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,19),(16,23),-0.0669064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,20),(16,21),-0.00548317 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,20),(16,23),0.000986652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,21),(16,23),-0.0310752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,16),(16,15),0.0218601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,14),0.0973834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,13),0.181334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,12),0.00937041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,11),0.099107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,10),0.138049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,-1),-0.175373 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,16),(16,15),(16,14),0.0203504 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,13),0.0905377 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,12),0.104443 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,11),0.0514785 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,10),0.130035 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,-1),-0.113123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,14),(16,13),0.122733 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,14),(16,12),0.122227 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,14),(16,11),0.111016 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,14),(16,10),0.1201 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,14),(16,-1),-0.226564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,13),(16,12),0.122779 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,13),(16,11),0.102166 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,13),(16,10),0.122145 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,13),(16,-1),-0.0510303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,12),(16,11),0.0521269 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,12),(16,10),0.129189 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,12),(16,-1),-0.128055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,11),(16,10),0.113319 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,11),(16,-1),-0.172633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,10),(16,-1),-0.132378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,17),(17,18),0.0298914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,19),-0.105261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,20),0.0424692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,21),-0.0632675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,22),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,23),0.08265 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,17),(17,18),(17,19),-0.0186134 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,18),(17,20),-0.00316234 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,18),(17,21),-0.0131276 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,18),(17,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,18),(17,23),0.000166067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,19),(17,20),-0.0529016 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,19),(17,21),0.0561014 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,19),(17,22),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,19),(17,23),0.107584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,20),(17,21),-0.0517391 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,20),(17,22),-0.0146861 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,20),(17,23),-0.0309794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,21),(17,22),-0.00237462 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,21),(17,23),-0.0247883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,22),(17,23),-0.0328682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,17),(17,16),0.155334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,15),0.15234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,14),0.0769339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,13),-0.0437608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,12),0.156489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,11),0.0797722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,10),0.139383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,9),-0.0175982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,8),0.0795738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,7),0.138908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,6),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,4),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,3),-0.19038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,2),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,1),-0.148517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,-1),-0.236874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,17),(17,16),(17,15),0.0975297 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,14),0.136005 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,13),0.208414 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,12),0.0968183 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,11),0.135314 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,10),0.104368 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,9),0.199394 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,8),0.109254 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,7),0.104625 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,6),-0.147956 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,4),-0.147956 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,3),-0.147956 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,2),-0.147788 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,1),-0.145272 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,-1),-0.15778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,15),(17,14),0.136004 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,13),0.205321 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,12),0.096818 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,11),0.135314 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,10),0.104371 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,9),0.196301 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,8),0.109254 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,7),0.104628 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,6),-0.147956 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,4),-0.147956 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,3),-0.147956 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,2),-0.147788 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,1),-0.145272 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,-1),-0.168215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,14),(17,13),0.120528 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,12),0.107614 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,10),0.107293 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,9),0.116963 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,8),0.108641 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,7),0.107363 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,6),-0.144737 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,4),-0.144737 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,3),-0.144737 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,1),-0.144762 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,-1),-0.14141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,13),(17,12),0.109617 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,11),0.111983 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,10),0.107786 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,9),0.100748 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,8),0.0994218 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,7),0.108055 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,6),-0.145891 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,4),-0.145891 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,3),-0.145891 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,2),-0.146063 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,1),-0.145178 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,-1),-0.127591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,12),(17,11),0.135314 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,10),0.10425 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,9),0.200659 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,8),0.109202 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,7),0.104508 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,6),-0.147956 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,4),-0.147956 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,3),-0.147956 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,2),-0.147788 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,1),-0.145272 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,-1),-0.167589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,11),(17,10),0.10675 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,9),0.117698 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,8),0.108641 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,7),0.10682 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,6),-0.144737 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,4),-0.144737 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,3),-0.144737 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,1),-0.144762 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,-1),-0.136556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,10),(17,9),0.12008 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,8),0.103881 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,7),0.100352 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,6),-0.145197 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,4),-0.145197 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,3),-0.145207 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,2),-0.146214 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,1),-0.144838 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,-1),-0.148055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,9),(17,8),0.10154 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,9),(17,7),0.110763 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,9),(17,6),-0.145338 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,9),(17,4),-0.145338 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,9),(17,3),-0.145338 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,9),(17,2),-0.146437 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,9),(17,1),-0.145178 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,9),(17,-1),-0.121221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,8),(17,7),0.112264 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,8),(17,6),-0.144813 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,8),(17,4),-0.144813 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,8),(17,3),-0.144813 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,8),(17,2),-0.145265 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,8),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,8),(17,-1),-0.131537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,7),(17,6),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,7),(17,4),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,7),(17,3),-0.145207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,7),(17,2),-0.146214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,7),(17,1),-0.144838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,7),(17,-1),-0.142323 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,17),(17,6),(17,4),-0.147956 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,6),(17,3),-0.147956 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,6),(17,2),-0.147788 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,6),(17,1),-0.145272 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,6),(17,-1),-0.164621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,4),(17,3),-0.147956 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,4),(17,2),-0.147788 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,4),(17,1),-0.145272 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,4),(17,-1),-0.167015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,3),(17,2),-0.147788 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,3),(17,1),-0.145272 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,3),(17,-1),-0.165802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,2),(17,1),-0.145044 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,2),(17,-1),-0.118082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,1),(17,-1),-0.175008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,19),(19,23),0.0317516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,19),(19,19),(19,-1),-0.110652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,21),(21,21),(21,22),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,23),0.0827842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,21),(21,22),(21,23),-0.0327537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,21),(21,21),(21,20),0.157467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,19),0.112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,17),0.136487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,16),0.156421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,15),0.153427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,14),0.0761168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,13),-0.0453157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,12),0.157575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,11),0.0789551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,10),0.1394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,9),-0.0191532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,7),0.138925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,6),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,4),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,2),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,1),-0.148517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,-1),-0.241292 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,21),(21,20),(21,19),0.100931 # DEPENDENCYPART_GRANDSIBL
(7,21),(21,20),(21,17),0.104329 # DEPENDENCYPART_GRANDSIBL
(7,21),(21,20),(21,16),0.0983765 # DEPENDENCYPART_GRANDSIBL
