# _root_ The Financial Times 100-share index shed 47.3 points to close at 2082.1 , down 4.5 % from the previous Friday and 6.8 % from Oct. 13 , when Wall Street 's plunge helped spark the current weakness in London .
#goldHeads=5,5,5,5,6,0,8,6,10,6,10,11,10,21,16,14,14,20,20,17,10,23,16,17,24,25,25,34,30,32,30,33,25,33,37,37,34,37,38,6,
#predictedHeads=5,5,5,5,6,0,8,6,10,6,10,11,10,10,16,14,14,21,21,21,17,23,21,14,24,25,25,34,30,32,30,33,25,33,37,37,34,37,38,6,
(0,34),(34,38),(34,41),-0.0620234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,34),(34,39),(34,40),0.052904 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,39),(34,41),-0.0753376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,34),(34,40),(34,41),0.171948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,34),(34,34),(34,32),0.319197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,34),(34,34),(34,30),0.322014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,34),(34,34),(34,29),0.320212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,34),(34,34),(34,28),0.057879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,34),(34,34),(34,26),0.184601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,34),(34,34),(34,-1),-0.633935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,34),(34,32),(34,30),0.105897 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,32),(34,29),0.10587 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,32),(34,28),0.0516798 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,32),(34,26),0.104796 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,32),(34,-1),0.0636206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,34),(34,30),(34,29),0.105822 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,30),(34,28),0.0516798 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,30),(34,26),0.104796 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,30),(34,-1),0.0667676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,34),(34,29),(34,28),0.0516798 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,29),(34,26),0.104796 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,29),(34,-1),0.0646458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,34),(34,28),(34,26),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,34),(34,28),(34,-1),-0.245108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,34),(34,26),(34,-1),-0.101245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,41),0.0952426 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,-1),0.214437 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,4),-0.0339386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,5),-0.129062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,6),0.0472162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,7),-0.0878103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,8),-0.13118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,11),0.013969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,13),0.132021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,40),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,41),0.119653 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,4),(3,5),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,6),-0.0151322 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,7),-0.0183617 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,8),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,11),-0.0253915 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,13),-0.0272133 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,40),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,41),-0.0218088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,5),(3,6),-0.0207539 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,7),-0.0231511 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,8),-0.00142013 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,11),-0.0178731 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,13),0.00408262 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,40),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,41),0.0274802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,6),(3,7),-0.0196491 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,8),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,11),-0.0238237 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,13),-0.0274511 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,40),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,41),0.00198656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,7),(3,8),-0.0279738 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,11),-0.0218508 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,13),-0.000860704 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,40),-0.0194899 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,41),-0.0871735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,8),(3,11),-0.0178731 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,13),0.00439723 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,40),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,41),0.0253575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,11),(3,13),-0.04588 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,40),-0.0205805 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,41),0.0200537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,13),(3,40),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,13),(3,41),-0.0203834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,40),(3,41),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,3),(3,2),0.161848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,1),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,-1),-0.00509905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,2),(3,1),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,2),(3,-1),-0.17684 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,1),(3,-1),-0.15985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,5),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,6),-0.0219812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,7),-0.033377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,8),-0.0136459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,10),-0.0219812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,41),0.0378251 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,5),(4,6),-0.021465 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,7),-0.0202147 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,8),0.00247557 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,10),-0.021465 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,41),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,6),(4,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,8),-0.019451 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,41),-0.0303687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,7),(4,8),-0.0197605 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,10),-0.0195357 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,41),-0.0300347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,8),(4,10),-0.021465 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,41),0.0192675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,10),(4,41),-0.0303687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,3),0.125167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,2),0.125092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,-1),-0.0136305 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,3),(4,2),0.10791 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,3),(4,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,3),(4,-1),-0.121741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,2),(4,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,2),(4,-1),-0.121801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,1),(4,-1),-0.14543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,6),0.0476126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,7),-0.0979534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,8),-0.136076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,9),-0.0390004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,10),0.0474079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,12),-0.0979534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,40),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,41),0.137622 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,6),(5,7),-0.0196491 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,8),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,9),-0.0201407 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,10),-0.0237863 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,12),-0.0196491 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,40),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,41),0.00242044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,7),(5,8),-0.0240831 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,9),0.00207648 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,10),-0.0200578 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,12),-0.0132652 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,40),-0.0194899 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,41),-0.0997592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,8),(5,9),-0.0220873 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,10),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,12),-0.0231449 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,40),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,41),0.0255512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,9),(5,10),-0.0233402 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,12),0.00423053 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,40),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,41),-0.0383906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,10),(5,12),-0.0196491 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,40),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,41),0.00221425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,12),(5,40),-0.0194899 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,12),(5,41),-0.0997592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,40),(5,41),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,4),0.0793383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,3),0.158952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,2),0.162042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,1),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,-1),-0.0146916 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,4),(5,3),0.123072 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,2),0.123219 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,-1),-0.194807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,3),(5,2),0.0945267 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,3),(5,1),-0.145039 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,3),(5,-1),-0.173114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,2),(5,1),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,2),(5,-1),-0.172535 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,1),(5,-1),-0.161107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,7),-0.00145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,8),-0.0200884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,9),-0.0361458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,10),-0.0461612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,11),0.0108828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,13),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,14),0.0138688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,17),0.00632221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,21),0.0117697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,24),0.00632221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,27),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,33),-0.0437988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,40),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,41),0.0552054 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,7),(6,8),-0.0228194 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,9),-0.0155331 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,10),-0.0214556 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,11),-0.0243503 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,13),-0.0226366 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,14),-0.0200975 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,17),-0.0250356 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,21),-0.0147414 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,24),-0.0250356 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,27),-0.0226366 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,33),-0.0214556 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,40),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,41),-3.87819e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,8),(6,9),-0.0398184 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,10),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,11),-0.000650922 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,13),-0.034629 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,14),-0.00844845 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,17),-0.00397066 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,21),-0.0420594 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,24),-0.00397066 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,27),-0.034629 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,33),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,40),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,41),-0.029675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,9),(6,10),-0.0269971 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,11),-0.0296389 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,13),-0.0298917 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,14),-0.0229883 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,17),-0.0296674 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,21),-0.0198859 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,24),-0.0296674 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,27),-0.0298917 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,33),-0.026997 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,40),-0.0201925 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,41),-0.0458188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,10),(6,11),-0.0279189 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,13),-0.0186685 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,14),-0.0211147 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,17),-0.0274472 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,21),-0.0153817 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,24),-0.0274472 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,27),-0.0186685 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,33),-0.0229284 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,40),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,41),-0.024232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,11),(6,13),-0.0243748 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,14),-0.0192464 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,17),-0.0283153 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,21),-0.0170472 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,24),-0.0283153 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,27),-0.0243748 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,33),0.0129171 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,40),-0.0306913 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,41),0.00771551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,13),(6,14),-0.0306888 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,17),-0.0426593 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,21),-0.0239371 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,24),-0.0426593 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,27),-0.019595 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,33),-0.0158223 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,40),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,41),-0.0246416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,14),(6,17),-0.00510726 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,21),-0.0174373 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,24),-0.00510726 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,27),-0.020818 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,33),-0.0155126 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,40),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,41),0.0191253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,17),(6,21),-0.0132047 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,24),-0.0322873 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,27),-0.0235393 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,33),-0.00907873 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,40),-0.0307613 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,41),0.00229464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,21),(6,24),0.315172 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,21),(6,27),0.377957 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,21),(6,33),0.372849 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,21),(6,40),0.0962963 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,21),(6,41),-0.0318369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,24),(6,27),-0.0235393 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,24),(6,33),-0.00907873 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,24),(6,40),-0.0307613 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,24),(6,41),0.00229464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,27),(6,33),-0.0158223 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,27),(6,40),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,27),(6,41),-0.0246416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,33),(6,40),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,33),(6,41),-0.0241112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,40),(6,41),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.130916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,4),0.0464795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,3),0.131507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,2),0.131265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,1),-0.145127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,-1),-0.0172011 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,5),(6,4),0.10556 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,3),0.093953 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,2),0.0940983 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,1),-0.145141 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,-1),-0.0832708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,3),0.108637 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,2),0.108638 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,-1),-0.225514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,3),(6,2),0.0941059 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,3),(6,1),-0.145141 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,3),(6,-1),-0.0794163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,2),(6,1),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,2),(6,-1),-0.08321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,1),(6,-1),-0.163171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,10),-0.0344252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,12),0.00687839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,41),0.158162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,10),(7,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,41),-0.0386676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,12),(7,41),0.100323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,5),0.174516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,4),0.0976996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,-1),-0.0441377 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,5),(7,4),0.111746 # DEPENDENCYPART_GRANDSIBL
