# _root_ The Dutch unit , known as Celtona B.V. , is a leading maker of consumer and away-from-home tissue products for the Benelux region .
#goldHeads=3,3,10,3,3,5,8,6,3,0,13,13,10,13,16,19,16,19,14,19,23,23,20,10,
#predictedHeads=3,3,10,3,3,5,8,6,3,0,13,13,10,13,16,14,19,19,16,19,23,23,20,10,
(10,19),(10,25),-0.530941 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,20),(10,23),-0.647694 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,24),-0.277509 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,25),-0.528838 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,23),(10,24),-0.400718 # DEPENDENCYPART_NEXTSIBL
(10,23),(10,25),-0.53452 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,24),(10,25),-1.35462 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,9),-1.37084 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,8),-0.351694 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,7),-0.146686 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,6),-0.292723 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,5),-0.0831939 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,4),-1.36793 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,3),-0.122698 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,2),-0.345683 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,1),-0.469636 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.674129 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,8),-0.133863 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,7),-0.447096 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,6),-0.39438 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,5),0.143056 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,4),-0.995851 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,3),-0.545685 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,2),-0.48659 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,1),-0.968108 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,-1),-0.72193 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,8),(10,7),-0.546853 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,6),0.0777162 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,5),-0.757963 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,4),-0.848453 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,3),-1.08134 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,2),-0.953591 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,1),-0.872329 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,-1),-0.724027 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,7),(10,6),-0.195494 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,5),-0.969964 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,4),-1.24527 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,3),-1.46075 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,2),-1.04623 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,1),-1.4061 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,-1),-0.676189 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,6),(10,5),-0.72768 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,4),-0.69743 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,3),-0.961632 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,2),-0.983266 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,1),-1.16888 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,-1),-0.279512 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,5),(10,4),-0.420524 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,3),-0.68872 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,2),-0.829484 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,1),-0.973958 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,-1),-0.809816 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,4),(10,3),-0.469125 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,2),-0.588267 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,1),-1.06819 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,-1),-1.33543 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,3),(10,2),-0.391429 # DEPENDENCYPART_NEXTSIBL
(10,3),(10,1),-0.557614 # DEPENDENCYPART_NEXTSIBL
(10,3),(10,-1),-0.512832 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,2),(10,1),-0.422741 # DEPENDENCYPART_NEXTSIBL
(10,2),(10,-1),-0.878201 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,1),(10,-1),-0.520909 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,12),-0.104658 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,14),-0.084551 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,25),-0.138673 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,14),-0.880061 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,25),-0.754916 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,25),-0.390224 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,9),-1.09212 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,-1),-0.195345 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,9),(11,-1),-0.672634 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,13),0.168998 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,14),-0.3266 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,15),-0.0862622 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,16),0.277119 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,17),-0.0751535 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,18),-0.192662 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,19),-0.317286 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,20),-0.509022 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,23),-0.0855804 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,24),-0.943682 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,25),-0.5357 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,14),-0.37064 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,15),-0.61471 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,16),-0.517613 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,17),-0.610664 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,18),-0.78982 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,19),-0.77363 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,20),-0.171343 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,23),-0.843922 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,24),-0.174267 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,25),-0.739518 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,14),(12,15),-0.859217 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,16),-0.977522 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,17),-0.839223 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,18),-0.776981 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,19),-0.771051 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,20),-0.393993 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,23),-0.753917 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,24),-0.556899 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,25),-0.469004 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,15),(12,16),-1.25115 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,17),-1.23637 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,18),-1.43125 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,19),-1.38911 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,20),-0.713238 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,23),-1.45961 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,24),-0.952236 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,25),-0.966131 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,16),(12,17),-0.876878 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,18),-1.0587 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,19),-1.05523 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,20),-0.525458 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,23),-1.04343 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,24),-1.31985 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,25),-0.298783 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,17),(12,18),-0.570087 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,19),-0.953376 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,20),-0.944443 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,23),-1.18639 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,24),-0.775901 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,25),-0.677194 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,18),(12,19),-0.627769 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,20),-0.850531 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,23),-0.951971 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,24),-0.641768 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,25),-1.02481 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,19),(12,20),-0.578657 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,23),-0.836824 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,24),-0.555321 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,25),-0.532497 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,20),(12,23),-0.578521 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,24),-0.287445 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,25),-0.495302 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,23),(12,24),-0.52258 # DEPENDENCYPART_NEXTSIBL
(12,23),(12,25),-0.536079 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,24),(12,25),-1.48784 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,11),-0.818467 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,10),-0.193689 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,9),-1.35375 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,6),-0.290087 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,-1),-0.522812 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,11),(12,10),-0.914961 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,9),-0.833383 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,6),-0.849393 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,-1),-0.869398 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,10),(12,9),-0.554742 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,6),-0.581553 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,-1),-0.71376 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,9),(12,6),-0.413753 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,-1),-0.618053 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,6),(12,-1),-0.351662 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,14),-0.00142992 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,15),-0.3072 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),0.0148204 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,17),-0.251444 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,18),-0.415602 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,19),-0.560621 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,20),-0.249334 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,23),-0.310445 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,24),-0.597566 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,25),-0.237127 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,15),-0.761731 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,16),-0.906636 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),-0.733334 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,18),-0.680054 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,19),-0.686996 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,20),-0.175634 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,23),-0.657736 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,24),-0.480393 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,25),-0.266089 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,16),-1.31661 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,17),-1.22343 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,18),-1.49374 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,19),-1.45946 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,20),-0.687322 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,23),-1.52285 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,24),-0.862957 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,25),-0.97361 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,17),-0.896693 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,18),-1.0997 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,19),-1.10543 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,20),-0.608265 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,23),-1.08517 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,24),-1.2164 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,25),-0.275057 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,18),-0.563924 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,19),-0.956335 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,20),-0.993292 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,23),-1.18097 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,24),-0.762463 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,25),-0.688922 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,19),-0.698973 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,20),-0.825175 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,23),-1.01606 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,24),-0.55305 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,25),-1.03236 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,19),(13,20),-0.552597 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,23),-0.909923 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,24),-0.47254 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,25),-0.592245 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,20),(13,23),-0.557284 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,24),-0.245002 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,25),-0.539688 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,23),(13,24),-0.434603 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,25),-0.545762 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,24),(13,25),-1.39561 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),-0.0725769 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,11),-0.693013 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,9),-1.22876 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,8),-0.514779 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,6),-0.252544 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,4),-1.22585 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,3),-0.259517 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,2),-0.330878 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,1),-0.317607 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.337447 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,11),0.392418 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,9),-0.897156 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,8),-0.84391 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,6),-1.02121 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,4),-0.995333 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,3),-0.595729 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,2),-0.810167 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,1),-0.932741 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,-1),-0.875711 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,11),(13,9),-0.712378 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,8),-0.903848 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,6),-0.815673 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,4),-1.03157 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,3),-0.857085 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,2),-0.873126 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,1),-1.09629 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,-1),-0.37278 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,9),(13,8),-0.186042 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,6),-0.574032 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,4),-1.02599 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,3),-0.581318 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,2),-0.398896 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,1),-0.827117 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,-1),-0.779085 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,8),(13,6),-0.130101 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,4),-0.965544 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,3),-0.83379 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,2),-0.752852 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,1),-0.585987 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,-1),-0.672647 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,6),(13,4),-0.87211 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,3),-1.02666 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,2),-1.12058 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,1),-1.13283 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,-1),-0.614758 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,4),(13,3),-0.504758 # DEPENDENCYPART_NEXTSIBL
(13,4),(13,2),-0.500573 # DEPENDENCYPART_NEXTSIBL
(13,4),(13,1),-0.927196 # DEPENDENCYPART_NEXTSIBL
(13,4),(13,-1),-1.39258 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,3),(13,2),-0.177657 # DEPENDENCYPART_NEXTSIBL
(13,3),(13,1),-0.260436 # DEPENDENCYPART_NEXTSIBL
(13,3),(13,-1),-0.432858 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,2),(13,1),-0.0968483 # DEPENDENCYPART_NEXTSIBL
(13,2),(13,-1),-0.728457 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,1),(13,-1),0.0398479 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,15),-0.0504541 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,16),0.130552 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,17),-0.204346 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,18),-0.129796 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,19),-0.211642 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,20),-0.4874 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,23),-0.0267259 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,25),-0.756088 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,15),(14,16),-1.44863 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,17),-1.24932 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,18),-1.62105 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,19),-1.56471 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,20),-0.667406 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,23),-1.65085 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,25),-0.766407 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,16),(14,17),-0.952456 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,18),-1.20559 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,19),-1.18945 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,20),-0.73288 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,23),-1.19175 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,25),-0.323784 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,17),(14,18),-0.568864 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,19),-0.938361 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,20),-0.989635 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,23),-1.1866 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,25),-0.745913 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,18),(14,19),-0.791407 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,20),-0.793386 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,23),-1.13125 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,25),-0.797458 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,19),(14,20),-0.497985 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,23),-1.00219 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,25),-0.302302 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,20),(14,23),-0.566158 # DEPENDENCYPART_NEXTSIBL
(14,20),(14,25),-0.681258 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,23),(14,25),-0.312986 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,12),-0.0718209 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,-1),-0.101949 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,12),(14,-1),-0.898693 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,17),-0.248561 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,19),-0.564884 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,20),-0.215128 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,25),-0.23209 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,17),(15,19),-0.956434 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,20),-0.971598 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,25),-0.685971 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,19),(15,20),-0.532971 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,25),-0.595616 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,20),(15,25),-0.500423 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),-0.155764 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,13),-0.00190391 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,12),-0.0865629 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,11),-0.716064 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.295343 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,13),-0.797992 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,12),-1.0352 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,11),-1.15001 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,-1),-0.43104 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,13),(15,12),-0.555825 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,11),-0.785096 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,-1),-0.790227 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,12),(15,11),0.363634 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,-1),-0.889687 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,11),(15,-1),-0.437319 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,17),-0.0993781 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,18),-0.322924 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,19),-0.468894 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,20),-0.413666 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,21),-1.20869 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,22),-0.374638 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,23),-0.191225 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,24),-0.728908 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,25),-0.518566 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,18),-0.486865 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,19),-0.854055 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,20),-0.955043 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,21),-0.876624 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,22),-0.880818 # DEPENDENCYPART_NEXTSIBL
