# _root_ `` It 's impossible to overstate how much this means to the families of these patients , '' said Samuel Broder , director of the National Cancer Institute and a main developer of AZT .
#goldHeads=19,3,19,3,6,3,8,10,10,6,10,13,11,13,16,14,19,19,0,21,19,21,29,23,28,28,28,24,21,32,32,29,32,33,19,
#predictedHeads=19,3,19,3,6,3,10,7,10,6,10,13,11,13,16,14,19,19,0,21,19,21,21,23,28,28,28,29,24,32,32,29,32,33,19,
(6,17),(6,29),-0.142124 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,35),-1.60212 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,36),-0.852898 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,18),(6,22),-0.897481 # DEPENDENCYPART_NEXTSIBL
(6,18),(6,29),-0.761048 # DEPENDENCYPART_NEXTSIBL
(6,18),(6,35),-3.07825 # DEPENDENCYPART_NEXTSIBL
(6,18),(6,36),-0.700726 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,22),(6,29),0.0778666 # DEPENDENCYPART_NEXTSIBL
(6,22),(6,35),-1.33344 # DEPENDENCYPART_NEXTSIBL
(6,22),(6,36),-1.04515 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,29),(6,35),-0.773071 # DEPENDENCYPART_NEXTSIBL
(6,29),(6,36),-0.188481 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,35),(6,36),-2.01446 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,5),-0.108876 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,4),-0.18018 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,3),-0.337887 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,2),-0.382377 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,1),-1.05263 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,-1),-0.559305 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,5),(6,4),-0.618012 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,3),-0.676504 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,2),-0.738625 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,1),-0.617788 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,-1),-0.628413 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,4),(6,3),-0.699279 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,2),-0.543622 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,1),-0.946749 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,-1),-0.889812 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,3),(6,2),-0.498833 # DEPENDENCYPART_NEXTSIBL
(6,3),(6,1),-0.27959 # DEPENDENCYPART_NEXTSIBL
(6,3),(6,-1),-0.788173 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,2),(6,1),-0.28197 # DEPENDENCYPART_NEXTSIBL
(6,2),(6,-1),-0.298474 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,1),(6,-1),-0.676556 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,8),-0.0265133 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,36),-0.452313 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,36),-0.724528 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,-1),-0.354898 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,8),(8,10),-0.332752 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,11),-0.148521 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,13),-0.521082 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,14),-0.181465 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,18),-0.777315 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,23),-0.716988 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,36),-0.30784 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,10),(8,11),-0.722066 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,13),-0.686768 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,14),-0.523468 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,18),-0.504688 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,23),-0.639242 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,36),-0.591024 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,11),(8,13),-0.663617 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,14),-0.594274 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,18),-0.821685 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,23),-0.579441 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,36),-0.601105 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,13),(8,14),-0.543151 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,18),-0.627961 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,23),-1.1101 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,36),-0.608425 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,14),(8,18),-0.571869 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,23),-0.628626 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,36),-0.282909 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,18),(8,23),-0.738546 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,36),-0.665777 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,23),(8,36),-0.74256 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,7),-0.223759 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,5),-0.347196 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,4),-0.196463 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,-1),-0.442316 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,7),(8,5),-0.597527 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,4),-0.65213 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,-1),-0.151238 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,5),(8,4),-0.632904 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,-1),-0.771401 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,4),(8,-1),-0.777176 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,10),-0.327357 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,36),-0.2061 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,36),-0.622319 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,-1),-0.304312 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,10),(10,11),-0.246221 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,12),-0.587313 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,13),-0.321511 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,14),-0.523949 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,16),-0.213889 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,17),-1.08763 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,18),-0.852359 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,19),-0.274838 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,22),-0.456053 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,29),0.139935 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,35),-0.98432 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,36),-0.592416 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,12),-0.732777 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,13),-0.621071 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,14),-0.702061 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,16),-0.587594 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,17),-0.303515 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,18),-0.846201 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,19),-0.529762 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,22),-0.349239 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,29),-0.933563 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,35),-0.410016 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,36),-0.592099 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,12),(10,13),-0.935781 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,14),-1.18972 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,16),-1.13213 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,17),-1.13382 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,18),-1.11968 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,19),-1.07241 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,22),-1.34571 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,29),-0.798777 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,35),-1.68802 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,36),-0.799457 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,13),(10,14),-0.667572 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,16),-0.795892 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,17),-0.356021 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,18),-0.586775 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,19),-0.76493 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,22),-0.501324 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,29),-0.498259 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,35),-0.36722 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,36),-0.51856 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,14),(10,16),-0.669818 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,17),-0.477027 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,18),-0.707818 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,19),-0.653935 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,22),-0.602895 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,29),-0.625619 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,35),-0.751484 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,36),-0.467052 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,16),(10,17),-0.63684 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,18),-0.751496 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,19),-1.08025 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,22),-0.893199 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,29),-0.789284 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,35),-0.608973 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,36),-0.482272 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,17),(10,18),0.263527 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,19),-0.334256 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,22),-1.34672 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,29),-0.143521 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,35),-1.59375 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,36),-0.857227 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,18),(10,19),-0.475548 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,22),-0.88801 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,29),-0.756718 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,35),-3.06416 # DEPENDENCYPART_NEXTSIBL
(10,18),(10,36),-0.68173 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,19),(10,22),-0.319675 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,29),-1.19715 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,35),0.203048 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,36),-0.57221 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,22),(10,29),0.0764697 # DEPENDENCYPART_NEXTSIBL
(10,22),(10,35),-1.32507 # DEPENDENCYPART_NEXTSIBL
(10,22),(10,36),-1.04948 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,29),(10,35),-0.775603 # DEPENDENCYPART_NEXTSIBL
(10,29),(10,36),-0.188255 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,35),(10,36),-1.99913 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,9),0.180941 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,8),-0.0146863 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,7),-0.326799 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,6),-0.303314 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,5),-0.109812 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,4),-0.182573 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,3),-0.342675 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,2),-0.378941 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,1),-1.04493 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.579573 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,8),-0.330065 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,7),-0.418066 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,6),-0.669123 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,5),-0.603237 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,4),-0.728335 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,3),-0.740311 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,2),-0.720984 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,1),-0.602891 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,-1),-0.261297 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,8),(10,7),-0.609304 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,6),-0.805472 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,5),-0.81188 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,4),-1.02679 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,3),-0.906128 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,2),-0.804322 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,1),-0.930626 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,-1),-0.653772 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,7),(10,6),-0.526375 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,5),-0.528577 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,4),-0.713331 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,3),-0.763945 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,2),-0.757964 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,1),-0.898554 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,-1),-0.0975955 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,6),(10,5),-0.473844 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,4),-0.861016 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,3),-1.43166 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,2),-1.17134 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,1),-0.734136 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,-1),-1.01838 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,5),(10,4),-0.619458 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,3),-0.679267 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,2),-0.737782 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,1),-0.610636 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,-1),-0.629919 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,4),(10,3),-0.702902 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,2),-0.543017 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,1),-0.939837 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,-1),-0.889402 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,3),(10,2),-0.499544 # DEPENDENCYPART_NEXTSIBL
(10,3),(10,1),-0.275237 # DEPENDENCYPART_NEXTSIBL
(10,3),(10,-1),-0.791323 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,2),(10,1),-0.256336 # DEPENDENCYPART_NEXTSIBL
(10,2),(10,-1),-0.321848 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,1),(10,-1),-0.656703 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,12),-0.551277 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,13),-0.237968 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,14),-0.435137 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,16),-0.114481 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,17),-1.15861 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,23),-0.449362 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,24),-0.291585 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,29),0.047915 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,36),-0.648154 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,13),-0.89917 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,14),-1.12732 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,16),-1.08844 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,17),-1.11563 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,23),-1.10317 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,24),-1.21097 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,29),-0.802849 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,36),-0.774065 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,13),(11,14),-0.568733 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,16),-0.860112 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,17),-0.235237 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,23),-1.03307 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,24),-0.805985 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,29),-0.565455 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,36),-0.35851 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,16),-0.583037 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,17),-0.488887 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,23),-0.667195 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,24),-1.0523 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,29),-0.57332 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,36),-0.524161 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,16),(11,17),-0.508981 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,23),-1.26422 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,24),-0.909292 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,29),-0.849405 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,36),-0.310351 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,17),(11,23),-0.574218 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,24),-1.0635 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,29),-0.136503 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,36),-0.794834 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,23),(11,24),-0.268393 # DEPENDENCYPART_NEXTSIBL
(11,23),(11,29),-0.334557 # DEPENDENCYPART_NEXTSIBL
(11,23),(11,36),-0.508132 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,24),(11,29),-0.691624 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,36),-0.422848 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,29),(11,36),-0.167132 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,-1),-0.194368 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,12),(12,14),-0.28476 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,36),-0.120105 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,14),(12,36),-0.397124 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,-1),-0.183856 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,13),(13,14),-0.196308 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,15),-0.170247 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),-0.441701 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,17),-1.01486 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,18),-0.79162 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,19),-0.246293 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,21),-0.317099 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,22),-0.383289 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,23),-0.7414 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,24),-0.052757 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,32),-0.188274 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,35),-0.646647 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,36),-0.273017 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,15),-0.784484 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,16),-0.566327 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),-0.342675 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,18),-0.599318 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,19),-0.457142 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,21),-0.673014 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,22),-0.468543 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,23),-0.629909 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,24),-0.914964 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,32),-0.638551 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,35),-0.67185 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,36),-0.265396 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,16),-1.05854 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,17),-1.0991 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,18),-1.17837 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,19),-1.15161 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,21),-1.34693 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,22),-1.27815 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,23),-1.20468 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,24),-1.18391 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,32),-1.15618 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,35),-1.63206 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,36),-0.598349 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,17),-0.356722 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,18),-0.758259 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,19),-1.04679 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,21),-1.35671 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,22),-0.61308 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,23),-1.25266 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,24),-0.899944 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,32),-1.29268 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,35),-0.52952 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,36),-0.512935 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,18),0.324142 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,19),-0.188302 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,21),-0.26356 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,22),-1.2787 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,23),-0.316364 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,24),-0.92676 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,32),-0.345276 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,35),-1.48162 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,36),-0.714725 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,19),-0.405295 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,21),-0.612388 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,22),-0.786309 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,23),-0.682872 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,24),-0.821711 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,32),-0.781568 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,35),-2.96692 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,36),-0.760203 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,19),(13,21),-0.823954 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,22),-0.150835 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,23),-0.816882 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,24),-0.714013 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,32),-0.685102 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,35),0.253955 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,36),-0.633956 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,21),(13,22),-0.63331 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,23),-0.932129 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,24),-0.709749 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,32),-1.04697 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,35),-0.260585 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,36),-0.707567 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,22),(13,23),0.027587 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,24),-0.355764 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,32),-0.163524 # DEPENDENCYPART_NEXTSIBL
