# _root_ The `` anti-hooligan '' law , which would deprive troublemakers of cards , must be ratified by the House of Lords and is expected to become effective early next year .
#goldHeads=5,5,5,5,22,5,8,5,8,9,9,11,5,22,14,15,16,19,17,19,20,0,22,23,26,24,26,30,30,26,22,
#predictedHeads=5,5,5,5,14,5,8,5,8,9,10,11,5,0,14,15,16,19,22,19,20,17,22,23,26,24,26,30,30,26,14,
(5,9),(9,31),(9,32),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,8),0.101925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,7),0.177217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,6),0.113746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,5),0.134473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,3),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,2),-0.148604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,-1),-0.0118062 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,8),(9,7),0.105389 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,6),0.109324 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,5),0.108876 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,-1),-0.147155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,6),0.114896 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,5),0.109043 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,-1),-0.0373161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,6),(9,5),0.119952 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,3),-0.144776 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,-1),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,5),(9,3),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,-1),-0.0847372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,3),(9,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,3),(9,-1),-0.225514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,2),(9,-1),-0.120265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,11),0.00253407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,12),-0.133878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,13),0.133901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,14),-0.0118834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,15),0.0533637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,16),0.047787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,17),-0.0182662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,20),0.00253407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,24),0.0499881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,32),0.143022 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,11),(10,12),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,13),-0.0589335 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,14),-0.0160291 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,15),-0.0119298 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,16),-0.0119245 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,17),-0.0287524 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,20),-0.0322093 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,24),-0.0119246 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,32),-0.0144763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,12),(10,13),0.00445263 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,14),-0.0197087 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,15),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,16),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,17),-0.0170305 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,20),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,24),-0.0207534 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,32),0.0242483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,13),(10,14),-0.027438 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,15),-0.0677517 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,16),-0.0676576 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,17),0.00361655 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,20),0.00606279 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,24),-0.0677388 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,32),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,14),(10,15),-0.0202726 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,16),-0.0199389 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,17),-0.0196572 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,20),-0.0196572 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,24),-0.0199389 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,32),-0.0280935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,15),(10,16),-0.0237911 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,17),-0.02538 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,20),-0.0237724 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,24),-0.0237911 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,32),0.00783217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,16),(10,17),-0.02538 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,16),(10,20),-0.0237724 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,16),(10,24),-0.0237863 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,16),(10,32),0.00245118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,17),(10,20),-0.0343849 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,17),(10,24),-0.0164817 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,17),(10,32),-0.0278496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,20),(10,24),-0.0119246 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,20),(10,32),-0.0144763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,24),(10,32),0.00235922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,9),0.0931811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,6),0.182057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,5),0.160983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,3),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,1),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,-1),-0.0145439 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,9),(10,6),0.106126 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,5),0.113734 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,3),-0.144714 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,-1),-0.196509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,6),(10,5),0.118238 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,3),-0.145104 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,-1),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,5),(10,3),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,5),(10,1),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,5),(10,-1),-0.174159 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,3),(10,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,3),(10,-1),-0.193455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,1),(10,-1),-0.16299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,11),(11,12),0.126171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,13),-0.0466071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,14),-0.0175321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,15),-0.00378485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,32),-0.377346 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,12),(11,13),0.00370842 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,14),-0.0195247 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,15),-0.0250923 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,32),0.0413574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,13),(11,14),-0.0194701 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,15),-0.0180557 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,32),-0.00126869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,14),(11,15),-0.019477 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,32),-0.0162408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,15),(11,32),0.0017964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,11),(11,10),0.038944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,-1),-0.0531803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,10),(11,-1),-0.195171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,12),(12,13),0.133901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,14),-0.0118834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,15),0.0533627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,16),0.047786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,19),-0.1349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,32),0.143021 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,13),(12,14),-0.027438 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,15),-0.0677517 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,16),-0.0676576 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,19),0.135161 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,32),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,14),(12,15),-0.0202726 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,16),-0.0199389 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,19),-0.0195164 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,32),-0.0280935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,15),(12,16),-0.0237911 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,19),-0.0233932 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,32),0.00783116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,16),(12,19),-0.0233925 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,32),0.00245018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,19),(12,32),0.0229988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,12),(12,11),0.199911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,10),0.160765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,9),0.0931811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,-1),-0.0145439 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,11),(12,10),0.101972 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,9),0.109343 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,11),(12,-1),-0.0831767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,10),(12,9),0.110833 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,10),(12,-1),-0.174122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,9),(12,-1),-0.19651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,13),(13,32),-0.0497353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,13),(13,-1),-0.19017 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,14),(14,14),(14,15),-0.0122359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,16),-0.00897743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,17),-0.0171779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,20),-0.0173961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,22),0.0113811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,23),-0.00944339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,26),-0.00819529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,31),-0.0199684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,32),-0.0711196 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,14),(14,15),(14,16),-0.0264007 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,17),-0.0225338 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,20),-0.0234294 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,22),-0.0199141 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,23),-0.0264035 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,26),-0.0264007 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,31),-0.024973 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,32),0.0294201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,16),(14,17),-0.0215301 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,20),-0.0224257 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,22),-0.019784 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,23),-0.023081 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,26),-0.0230783 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,31),-0.0247949 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,32),0.0224075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,17),(14,20),-0.0195227 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,22),-0.0194945 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,23),-0.0141617 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,26),-0.0141595 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,31),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,32),-0.0245796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,20),(14,22),-0.0194945 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,23),-0.0141772 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,26),-0.014175 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,31),-0.0194413 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,32),-0.0256018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,22),(14,23),0.155131 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,22),(14,26),0.281019 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,22),(14,31),0.119856 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,22),(14,32),0.0112234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,23),(14,26),-0.0230783 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,23),(14,31),-0.0247949 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,23),(14,32),0.0216546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,26),(14,31),-0.0247949 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,26),(14,32),0.0231969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,31),(14,32),-0.0282637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,14),(14,13),0.109277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,12),0.166269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,11),0.12907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,10),0.16627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,9),0.0918318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,8),0.108875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,7),0.136667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,6),0.109277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,5),0.166259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,3),-0.144709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,1),-0.144722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,-1),-0.326356 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,14),(14,13),(14,12),0.0997556 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,11),0.125971 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,10),0.0997556 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,9),0.112878 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,8),0.10433 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,7),0.113865 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,6),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,5),0.0997556 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,3),-0.144751 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,-1),-0.153047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,12),(14,11),0.100063 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,12),(14,10),0.100808 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,12),(14,9),0.113986 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,12),(14,8),0.109534 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,12),(14,7),0.0992996 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,12),(14,6),0.0967747 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,12),(14,5),0.100808 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,12),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,12),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,12),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,12),(14,1),-0.144708 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,12),(14,-1),-0.0511719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,11),(14,10),0.119298 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,11),(14,9),0.108911 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,11),(14,8),0.109537 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,11),(14,7),0.112282 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,11),(14,6),0.119327 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,11),(14,5),0.119298 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,11),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,11),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,11),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,11),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,11),(14,-1),-0.167873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,10),(14,9),0.113986 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,8),0.109534 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,7),0.0992996 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,6),0.0967747 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,5),0.100808 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,1),-0.144708 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,-1),-0.0511706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,9),(14,8),0.109539 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,9),(14,7),0.106556 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,9),(14,6),0.112952 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,9),(14,5),0.106253 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,9),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,9),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,9),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,9),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,9),(14,-1),-0.141579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,8),(14,7),0.109525 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,8),(14,6),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,8),(14,5),0.108689 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,8),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,8),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,8),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,8),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,8),(14,-1),-0.145052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,7),(14,6),0.109531 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,7),(14,5),0.10952 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,7),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,7),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,7),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,7),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,7),(14,-1),-0.103411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,6),(14,5),0.0997556 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,6),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,6),(14,3),-0.144751 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,6),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,6),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,6),(14,-1),-0.153047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,5),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,5),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,5),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,5),(14,1),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,5),(14,-1),-0.0511848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,14),(14,4),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,4),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,4),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,4),(14,-1),-0.148997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,3),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
