# _root_ The company 's conduct `` does not even raise a question of wrongful corporate intent , ratification or cover-up , '' GE 's brief asserts .
#goldHeads=2,4,2,6,6,25,6,6,6,11,9,11,18,18,18,18,18,12,18,25,25,24,22,25,0,25,
#predictedHeads=2,4,2,6,6,25,6,6,6,11,9,11,15,15,18,18,18,12,18,25,25,24,22,25,0,25,
(22,15),(15,12),-0.490232 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.35589 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.465811 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),0.0291805 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.233233 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.28236 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.021196 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),0.19982 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),-0.0343437 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.34215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,24),-0.40972 # DEPENDENCYPART_GRANDPAR
(22,15),(15,25),-0.67056 # DEPENDENCYPART_GRANDPAR
(22,15),(15,26),-0.761358 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.853565 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.354949 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.46487 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.133326 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),0.0617972 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.0204876 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.199844 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.34215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,24),-0.40972 # DEPENDENCYPART_GRANDPAR
(22,18),(18,1),-0.266612 # DEPENDENCYPART_GRANDPAR
(22,18),(18,2),-0.54552 # DEPENDENCYPART_GRANDPAR
(22,18),(18,4),-0.653206 # DEPENDENCYPART_GRANDPAR
(22,18),(18,5),-0.413412 # DEPENDENCYPART_GRANDPAR
(22,18),(18,6),-0.801662 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),-0.553507 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.498813 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-0.787404 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.631453 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),-0.170105 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.321257 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.117786 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.228766 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.0827184 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),0.0366897 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.142679 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.0534797 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.2199 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.0924346 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.41106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,24),-0.478637 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.660605 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-0.743044 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.855374 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.137592 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),0.0580507 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.197552 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.420457 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.202166 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.0327682 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.34215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,24),-0.40972 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.670557 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.333138 # DEPENDENCYPART_GRANDPAR
(22,24),(24,10),-1.1985 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-0.867821 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-0.70442 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.762977 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.902708 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.549707 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.435611 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.813225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.131151 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.179559 # DEPENDENCYPART_GRANDPAR
(22,25),(25,2),-1.31105 # DEPENDENCYPART_GRANDPAR
(22,25),(25,4),-1.41176 # DEPENDENCYPART_GRANDPAR
(22,25),(25,5),-1.07672 # DEPENDENCYPART_GRANDPAR
(22,25),(25,6),-1.54515 # DEPENDENCYPART_GRANDPAR
(22,25),(25,7),-1.19285 # DEPENDENCYPART_GRANDPAR
(22,25),(25,8),-1.17329 # DEPENDENCYPART_GRANDPAR
(22,25),(25,9),-1.5222 # DEPENDENCYPART_GRANDPAR
(22,25),(25,11),-0.927197 # DEPENDENCYPART_GRANDPAR
(22,25),(25,12),-1.07266 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-0.782289 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-0.842878 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-0.588113 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.901434 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.975672 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.688054 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.417474 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.488125 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.925051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,24),0.00762882 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.347696 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),-0.824185 # DEPENDENCYPART_GRANDPAR
(24,10),(10,12),-0.202239 # DEPENDENCYPART_GRANDPAR
(24,14),(14,8),-0.214272 # DEPENDENCYPART_GRANDPAR
(24,14),(14,10),-0.267053 # DEPENDENCYPART_GRANDPAR
(24,14),(14,11),0.234962 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),0.00130981 # DEPENDENCYPART_GRANDPAR
(24,15),(15,4),-0.288011 # DEPENDENCYPART_GRANDPAR
(24,15),(15,5),-0.412717 # DEPENDENCYPART_GRANDPAR
(24,15),(15,10),-0.461294 # DEPENDENCYPART_GRANDPAR
(24,15),(15,11),0.159111 # DEPENDENCYPART_GRANDPAR
(24,15),(15,12),-0.152684 # DEPENDENCYPART_GRANDPAR
(24,15),(15,13),-0.114264 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),-0.175243 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),0.134776 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),-0.000106525 # DEPENDENCYPART_GRANDPAR
(24,15),(15,18),-0.17736 # DEPENDENCYPART_GRANDPAR
(24,15),(15,19),0.363599 # DEPENDENCYPART_GRANDPAR
(24,15),(15,20),0.243643 # DEPENDENCYPART_GRANDPAR
(24,15),(15,21),0.0797522 # DEPENDENCYPART_GRANDPAR
(24,15),(15,22),0.302629 # DEPENDENCYPART_GRANDPAR
(24,15),(15,24),-1.13976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,25),-0.585338 # DEPENDENCYPART_GRANDPAR
(24,15),(15,26),-0.622632 # DEPENDENCYPART_GRANDPAR
(24,17),(17,10),-0.460354 # DEPENDENCYPART_GRANDPAR
(24,17),(17,13),-0.113323 # DEPENDENCYPART_GRANDPAR
(24,17),(17,14),-0.174302 # DEPENDENCYPART_GRANDPAR
(24,17),(17,15),0.22056 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),0.167455 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),0.364308 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),0.243668 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),0.303337 # DEPENDENCYPART_GRANDPAR
(24,17),(17,24),-1.13976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,1),0.361034 # DEPENDENCYPART_GRANDPAR
(24,18),(18,2),-0.206597 # DEPENDENCYPART_GRANDPAR
(24,18),(18,4),-0.234397 # DEPENDENCYPART_GRANDPAR
(24,18),(18,5),-0.233344 # DEPENDENCYPART_GRANDPAR
(24,18),(18,6),-0.676935 # DEPENDENCYPART_GRANDPAR
(24,18),(18,7),-0.247596 # DEPENDENCYPART_GRANDPAR
(24,18),(18,8),-0.162594 # DEPENDENCYPART_GRANDPAR
(24,18),(18,9),-0.654515 # DEPENDENCYPART_GRANDPAR
(24,18),(18,10),-0.238576 # DEPENDENCYPART_GRANDPAR
(24,18),(18,11),0.212336 # DEPENDENCYPART_GRANDPAR
(24,18),(18,12),0.0161723 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),0.123725 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),0.0616883 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),0.271053 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),0.142233 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),0.0946231 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),0.331308 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),0.263709 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),0.206529 # DEPENDENCYPART_GRANDPAR
(24,18),(18,22),0.2707 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-1.20868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,25),-0.575383 # DEPENDENCYPART_GRANDPAR
(24,18),(18,26),-0.604318 # DEPENDENCYPART_GRANDPAR
(24,19),(19,10),-0.462163 # DEPENDENCYPART_GRANDPAR
(24,19),(19,15),0.216294 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),0.163708 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),0.0398654 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.315297 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),0.245989 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),0.0813277 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),0.310274 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.13976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,25),-0.585335 # DEPENDENCYPART_GRANDPAR
(24,22),(22,13),-0.113359 # DEPENDENCYPART_GRANDPAR
(24,22),(22,14),-0.174338 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),0.2198 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),0.0433714 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.313535 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),0.408739 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),0.279312 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),0.195258 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),1.53051 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.13976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.585335 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-0.622632 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.566067 # DEPENDENCYPART_GRANDPAR
(24,25),(25,2),-0.976323 # DEPENDENCYPART_GRANDPAR
(24,25),(25,4),-0.997153 # DEPENDENCYPART_GRANDPAR
(24,25),(25,5),-0.896647 # DEPENDENCYPART_GRANDPAR
(24,25),(25,6),-1.42039 # DEPENDENCYPART_GRANDPAR
(24,25),(25,7),-0.886937 # DEPENDENCYPART_GRANDPAR
(24,25),(25,8),-0.837073 # DEPENDENCYPART_GRANDPAR
(24,25),(25,9),-1.38927 # DEPENDENCYPART_GRANDPAR
(24,25),(25,11),-0.548954 # DEPENDENCYPART_GRANDPAR
(24,25),(25,12),-0.734195 # DEPENDENCYPART_GRANDPAR
(24,25),(25,13),-0.537957 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-0.493305 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-0.482571 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-0.66833 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-0.870686 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-0.30328 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.373704 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.374039 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.364063 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.72523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.212817 # DEPENDENCYPART_GRANDPAR
(25,2),(2,1),0.340921 # DEPENDENCYPART_GRANDPAR
(25,2),(2,3),-0.532233 # DEPENDENCYPART_GRANDPAR
(25,2),(2,4),-0.0482672 # DEPENDENCYPART_GRANDPAR
(25,2),(2,5),0.280075 # DEPENDENCYPART_GRANDPAR
(25,2),(2,6),0.193997 # DEPENDENCYPART_GRANDPAR
(25,2),(2,7),0.262572 # DEPENDENCYPART_GRANDPAR
(25,2),(2,8),0.754829 # DEPENDENCYPART_GRANDPAR
(25,2),(2,9),0.241383 # DEPENDENCYPART_GRANDPAR
(25,2),(2,26),-0.0468644 # DEPENDENCYPART_GRANDPAR
(25,4),(4,1),0.251199 # DEPENDENCYPART_GRANDPAR
(25,4),(4,2),0.0789585 # DEPENDENCYPART_GRANDPAR
(25,4),(4,3),-0.888749 # DEPENDENCYPART_GRANDPAR
(25,4),(4,5),0.288167 # DEPENDENCYPART_GRANDPAR
(25,4),(4,6),0.17562 # DEPENDENCYPART_GRANDPAR
(25,4),(4,7),0.258105 # DEPENDENCYPART_GRANDPAR
(25,4),(4,8),0.749383 # DEPENDENCYPART_GRANDPAR
(25,4),(4,9),0.221344 # DEPENDENCYPART_GRANDPAR
(25,4),(4,11),0.321074 # DEPENDENCYPART_GRANDPAR
(25,4),(4,12),-0.116904 # DEPENDENCYPART_GRANDPAR
(25,4),(4,16),0.49679 # DEPENDENCYPART_GRANDPAR
(25,4),(4,20),0.43108 # DEPENDENCYPART_GRANDPAR
(25,4),(4,26),-0.0443107 # DEPENDENCYPART_GRANDPAR
(25,6),(6,1),0.171898 # DEPENDENCYPART_GRANDPAR
(25,6),(6,2),0.141627 # DEPENDENCYPART_GRANDPAR
(25,6),(6,4),0.0683527 # DEPENDENCYPART_GRANDPAR
(25,6),(6,5),0.315139 # DEPENDENCYPART_GRANDPAR
(25,6),(6,7),0.308554 # DEPENDENCYPART_GRANDPAR
(25,6),(6,8),0.776903 # DEPENDENCYPART_GRANDPAR
(25,6),(6,9),0.107395 # DEPENDENCYPART_GRANDPAR
(25,6),(6,11),0.315131 # DEPENDENCYPART_GRANDPAR
(25,6),(6,12),-0.106606 # DEPENDENCYPART_GRANDPAR
(25,6),(6,13),0.0439593 # DEPENDENCYPART_GRANDPAR
(25,6),(6,14),0.0410611 # DEPENDENCYPART_GRANDPAR
(25,6),(6,15),0.258559 # DEPENDENCYPART_GRANDPAR
(25,6),(6,16),0.414961 # DEPENDENCYPART_GRANDPAR
(25,6),(6,18),0.209221 # DEPENDENCYPART_GRANDPAR
(25,6),(6,19),0.0724657 # DEPENDENCYPART_GRANDPAR
(25,6),(6,20),0.349251 # DEPENDENCYPART_GRANDPAR
(25,6),(6,21),0.266753 # DEPENDENCYPART_GRANDPAR
(25,6),(6,25),-0.864805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,6),(6,26),-0.0887807 # DEPENDENCYPART_GRANDPAR
(25,7),(7,2),0.0752618 # DEPENDENCYPART_GRANDPAR
(25,7),(7,4),-0.0239068 # DEPENDENCYPART_GRANDPAR
(25,7),(7,5),0.277328 # DEPENDENCYPART_GRANDPAR
(25,7),(7,6),-0.0348424 # DEPENDENCYPART_GRANDPAR
(25,7),(7,8),0.903093 # DEPENDENCYPART_GRANDPAR
(25,7),(7,9),0.134072 # DEPENDENCYPART_GRANDPAR
(25,7),(7,11),0.401373 # DEPENDENCYPART_GRANDPAR
(25,7),(7,12),0.0145005 # DEPENDENCYPART_GRANDPAR
(25,7),(7,18),0.300893 # DEPENDENCYPART_GRANDPAR
(25,8),(8,2),0.0873096 # DEPENDENCYPART_GRANDPAR
(25,8),(8,4),-0.0118697 # DEPENDENCYPART_GRANDPAR
(25,8),(8,6),0.00840261 # DEPENDENCYPART_GRANDPAR
(25,8),(8,7),0.463635 # DEPENDENCYPART_GRANDPAR
(25,8),(8,9),0.0816766 # DEPENDENCYPART_GRANDPAR
(25,8),(8,11),0.347492 # DEPENDENCYPART_GRANDPAR
(25,9),(9,2),0.154597 # DEPENDENCYPART_GRANDPAR
(25,9),(9,4),0.0813224 # DEPENDENCYPART_GRANDPAR
(25,9),(9,5),0.361315 # DEPENDENCYPART_GRANDPAR
(25,9),(9,6),-0.0510292 # DEPENDENCYPART_GRANDPAR
(25,9),(9,7),0.390287 # DEPENDENCYPART_GRANDPAR
(25,9),(9,8),0.874138 # DEPENDENCYPART_GRANDPAR
(25,9),(9,10),0.00766441 # DEPENDENCYPART_GRANDPAR
(25,9),(9,11),0.299833 # DEPENDENCYPART_GRANDPAR
(25,9),(9,12),-0.100844 # DEPENDENCYPART_GRANDPAR
(25,9),(9,13),0.0477174 # DEPENDENCYPART_GRANDPAR
(25,9),(9,14),0.0448192 # DEPENDENCYPART_GRANDPAR
(25,9),(9,15),0.243261 # DEPENDENCYPART_GRANDPAR
(25,9),(9,16),0.373609 # DEPENDENCYPART_GRANDPAR
(25,9),(9,17),0.251723 # DEPENDENCYPART_GRANDPAR
(25,9),(9,18),0.193133 # DEPENDENCYPART_GRANDPAR
(25,9),(9,19),0.057168 # DEPENDENCYPART_GRANDPAR
(25,9),(9,20),0.307898 # DEPENDENCYPART_GRANDPAR
(25,9),(9,21),0.279913 # DEPENDENCYPART_GRANDPAR
(25,9),(9,24),0.263447 # DEPENDENCYPART_GRANDPAR
(25,9),(9,25),-0.863341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,9),(9,26),-0.0876875 # DEPENDENCYPART_GRANDPAR
(25,11),(11,2),0.0800921 # DEPENDENCYPART_GRANDPAR
(25,11),(11,5),0.25367 # DEPENDENCYPART_GRANDPAR
(25,11),(11,7),0.370545 # DEPENDENCYPART_GRANDPAR
(25,11),(11,8),0.847732 # DEPENDENCYPART_GRANDPAR
(25,11),(11,9),0.0507316 # DEPENDENCYPART_GRANDPAR
(25,11),(11,10),0.0309691 # DEPENDENCYPART_GRANDPAR
(25,11),(11,12),-0.117073 # DEPENDENCYPART_GRANDPAR
(25,11),(11,13),0.147095 # DEPENDENCYPART_GRANDPAR
(25,11),(11,14),0.142896 # DEPENDENCYPART_GRANDPAR
(25,11),(11,15),0.267963 # DEPENDENCYPART_GRANDPAR
(25,11),(11,16),0.499007 # DEPENDENCYPART_GRANDPAR
(25,11),(11,17),0.281279 # DEPENDENCYPART_GRANDPAR
(25,11),(11,18),0.370539 # DEPENDENCYPART_GRANDPAR
(25,11),(11,19),0.0864248 # DEPENDENCYPART_GRANDPAR
(25,11),(11,20),0.433297 # DEPENDENCYPART_GRANDPAR
(25,11),(11,21),0.333654 # DEPENDENCYPART_GRANDPAR
(25,11),(11,22),0.357987 # DEPENDENCYPART_GRANDPAR
(25,11),(11,24),0.290118 # DEPENDENCYPART_GRANDPAR
(25,11),(11,25),-0.793071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,11),(11,26),-0.0443107 # DEPENDENCYPART_GRANDPAR
(25,12),(12,10),0.103039 # DEPENDENCYPART_GRANDPAR
(25,12),(12,13),-0.0232007 # DEPENDENCYPART_GRANDPAR
(25,12),(12,14),-0.0261035 # DEPENDENCYPART_GRANDPAR
(25,12),(12,15),0.175971 # DEPENDENCYPART_GRANDPAR
(25,12),(12,16),0.314761 # DEPENDENCYPART_GRANDPAR
(25,12),(12,17),0.191536 # DEPENDENCYPART_GRANDPAR
(25,12),(12,18),0.217716 # DEPENDENCYPART_GRANDPAR
(25,12),(12,19),-0.00282045 # DEPENDENCYPART_GRANDPAR
(25,12),(12,21),0.308976 # DEPENDENCYPART_GRANDPAR
(25,12),(12,22),0.269487 # DEPENDENCYPART_GRANDPAR
(25,12),(12,24),0.204793 # DEPENDENCYPART_GRANDPAR
(25,12),(12,25),-0.819378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,13),(13,4),-0.0470734 # DEPENDENCYPART_GRANDPAR
(25,13),(13,7),0.388562 # DEPENDENCYPART_GRANDPAR
(25,13),(13,8),0.827348 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),0.331757 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),-0.103626 # DEPENDENCYPART_GRANDPAR
(25,13),(13,14),0.107135 # DEPENDENCYPART_GRANDPAR
(25,13),(13,24),0.328039 # DEPENDENCYPART_GRANDPAR
(25,15),(15,4),0.0132533 # DEPENDENCYPART_GRANDPAR
(25,15),(15,5),0.271 # DEPENDENCYPART_GRANDPAR
(25,15),(15,10),0.0495018 # DEPENDENCYPART_GRANDPAR
(25,15),(15,11),0.399041 # DEPENDENCYPART_GRANDPAR
(25,15),(15,12),-0.0227972 # DEPENDENCYPART_GRANDPAR
(25,15),(15,13),0.216928 # DEPENDENCYPART_GRANDPAR
(25,15),(15,14),0.19983 # DEPENDENCYPART_GRANDPAR
(25,15),(15,16),0.503523 # DEPENDENCYPART_GRANDPAR
(25,15),(15,17),0.287819 # DEPENDENCYPART_GRANDPAR
(25,15),(15,18),0.37316 # DEPENDENCYPART_GRANDPAR
(25,15),(15,19),0.0929653 # DEPENDENCYPART_GRANDPAR
(25,15),(15,20),0.437813 # DEPENDENCYPART_GRANDPAR
(25,15),(15,21),0.33505 # DEPENDENCYPART_GRANDPAR
(25,15),(15,22),0.364527 # DEPENDENCYPART_GRANDPAR
(25,15),(15,24),0.296658 # DEPENDENCYPART_GRANDPAR
(25,15),(15,25),-0.793239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,15),(15,26),-0.0444747 # DEPENDENCYPART_GRANDPAR
(25,17),(17,10),0.0403315 # DEPENDENCYPART_GRANDPAR
(25,17),(17,13),0.207759 # DEPENDENCYPART_GRANDPAR
(25,17),(17,14),0.190661 # DEPENDENCYPART_GRANDPAR
(25,17),(17,15),0.336213 # DEPENDENCYPART_GRANDPAR
(25,17),(17,16),0.395511 # DEPENDENCYPART_GRANDPAR
(25,17),(17,19),0.086511 # DEPENDENCYPART_GRANDPAR
(25,17),(17,20),0.430673 # DEPENDENCYPART_GRANDPAR
(25,17),(17,22),0.358073 # DEPENDENCYPART_GRANDPAR
(25,17),(17,24),0.290204 # DEPENDENCYPART_GRANDPAR
(25,18),(18,1),0.332145 # DEPENDENCYPART_GRANDPAR
(25,18),(18,2),0.165316 # DEPENDENCYPART_GRANDPAR
(25,18),(18,4),0.0692911 # DEPENDENCYPART_GRANDPAR
(25,18),(18,5),0.365578 # DEPENDENCYPART_GRANDPAR
(25,18),(18,6),0.079748 # DEPENDENCYPART_GRANDPAR
(25,18),(18,7),0.463736 # DEPENDENCYPART_GRANDPAR
(25,18),(18,8),0.942276 # DEPENDENCYPART_GRANDPAR
(25,18),(18,9),0.140386 # DEPENDENCYPART_GRANDPAR
(25,18),(18,10),0.199365 # DEPENDENCYPART_GRANDPAR
(25,18),(18,11),0.446905 # DEPENDENCYPART_GRANDPAR
(25,18),(18,12),0.0620166 # DEPENDENCYPART_GRANDPAR
(25,18),(18,13),0.268349 # DEPENDENCYPART_GRANDPAR
(25,18),(18,14),0.246966 # DEPENDENCYPART_GRANDPAR
(25,18),(18,15),0.398468 # DEPENDENCYPART_GRANDPAR
(25,18),(18,16),0.400746 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),0.416241 # DEPENDENCYPART_GRANDPAR
(25,18),(18,19),0.147047 # DEPENDENCYPART_GRANDPAR
(25,18),(18,20),0.448311 # DEPENDENCYPART_GRANDPAR
(25,18),(18,21),0.41425 # DEPENDENCYPART_GRANDPAR
(25,18),(18,22),0.419794 # DEPENDENCYPART_GRANDPAR
(25,18),(18,24),0.354635 # DEPENDENCYPART_GRANDPAR
(25,18),(18,25),-0.93522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,18),(18,26),-0.156117 # DEPENDENCYPART_GRANDPAR
(25,19),(19,10),0.0366346 # DEPENDENCYPART_GRANDPAR
(25,19),(19,15),0.330376 # DEPENDENCYPART_GRANDPAR
(25,19),(19,16),0.390674 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),0.34815 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),0.278774 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),0.432133 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),0.329014 # DEPENDENCYPART_GRANDPAR
(25,19),(19,22),0.361254 # DEPENDENCYPART_GRANDPAR
(25,19),(19,24),0.293386 # DEPENDENCYPART_GRANDPAR
(25,19),(19,25),-0.793071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,13),0.204645 # DEPENDENCYPART_GRANDPAR
(25,22),(22,14),0.187547 # DEPENDENCYPART_GRANDPAR
(25,22),(22,15),0.33238 # DEPENDENCYPART_GRANDPAR
(25,22),(22,17),0.350154 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),0.279345 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),0.154393 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),0.329727 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),0.521785 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),0.324196 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.293812 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-0.793074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,26),-0.0443118 # DEPENDENCYPART_GRANDPAR
(25,24),(24,10),0.0331319 # DEPENDENCYPART_GRANDPAR
(25,24),(24,14),0.18674 # DEPENDENCYPART_GRANDPAR
(25,24),(24,15),0.332289 # DEPENDENCYPART_GRANDPAR
(25,24),(24,17),0.350062 # DEPENDENCYPART_GRANDPAR
(25,24),(24,18),0.278548 # DEPENDENCYPART_GRANDPAR
(25,24),(24,19),0.154301 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),0.520977 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),0.417947 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.0256067 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-0.793071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
