# _root_ Two old friends , George Bush and Deng Xiaoping , are trying to limit further damage to U.S.-China ties .
#goldHeads=3,3,11,3,6,7,3,9,7,3,0,11,14,12,16,14,16,19,17,11,
#predictedHeads=3,3,11,3,6,7,3,9,7,3,0,11,14,12,16,14,16,19,17,11,
(3,2),(2,3),(2,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,21),-0.10803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,4),(2,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,21),-0.138345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,5),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,21),-0.10803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,7),(2,21),-0.13401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,2),(2,1),-0.0364918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,-1),0.045841 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,1),(2,-1),-0.0335255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,21),-0.0473504 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,4),(4,-1),-0.18845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,5),(5,6),-0.132873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,7),-0.0402683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,9),-0.131973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,10),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,11),0.0482699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,21),0.134902 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,6),(5,7),-0.0202714 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,9),-0.00158536 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,10),0.00445263 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,11),-0.0207496 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,21),0.0248255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,7),(5,9),-0.188601 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,10),-0.00273131 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,11),0.0755692 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,21),-0.034307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,9),(5,10),0.00445263 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,11),-0.0207496 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,21),0.0259137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,10),(5,11),-0.0660892 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,21),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,11),(5,21),0.00356576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,4),0.182057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,3),0.15987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,2),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,1),-0.152714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,-1),-0.0156811 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,4),(5,3),0.118238 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,2),-0.145104 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,1),-0.144725 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,-1),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,3),(5,2),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,3),(5,1),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,3),(5,-1),-0.175008 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,2),(5,1),-0.144756 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,2),(5,-1),-0.195037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,1),(5,-1),-0.138881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,7),-0.0402775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,8),-0.132851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,9),-0.132851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,10),0.133903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,11),0.0482064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,21),0.129736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,7),(6,8),-0.182955 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,9),-0.188601 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,10),-0.00273131 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,11),0.0755692 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,21),-0.0343162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,8),(6,9),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,10),0.00445263 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,11),-0.0207496 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,21),0.0250342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,9),(6,10),0.00445263 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,11),-0.0207496 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,21),0.0250342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,10),(6,11),-0.0660892 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,21),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,11),(6,21),0.00311612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,5),0.1621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,4),0.182055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,3),0.162101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,2),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,-1),-0.0236733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,5),(6,4),0.116649 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,3),0.0911064 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,2),-0.144729 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,-1),-0.172777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,4),(6,3),0.118238 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,4),(6,2),-0.145104 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,4),(6,-1),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,3),(6,2),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,3),(6,-1),-0.172776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,2),(6,-1),-0.195228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,8),-0.067594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,9),-0.0675895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,10),-0.0290923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,11),0.00949321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,12),0.00831106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,14),0.00831106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,15),0.132781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,16),-0.0675919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,19),-0.0675895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,20),-0.0252004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,21),-0.253183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,8),(7,9),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,10),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,11),-0.0336696 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,12),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,14),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,15),-0.0915072 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,16),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,19),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,20),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,21),-0.00985784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,9),(7,10),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,11),-0.0336696 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,12),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,14),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,15),-0.0915072 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,16),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,19),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,20),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,21),-0.00985784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,10),(7,11),-0.0426722 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,12),-0.0413752 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,14),-0.0413752 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,15),0.109566 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,16),-0.0879996 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,19),-0.0879996 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,20),-0.0195141 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,21),-0.0592682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,11),(7,12),-0.0249439 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,14),-0.0249439 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,15),-0.0224484 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,16),-0.000563288 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,19),-0.000563288 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,20),-0.0223631 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,21),-0.0234803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,12),(7,14),-0.024446 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,15),-0.0224439 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,16),-0.00042405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,19),-0.00042405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,20),-0.0223631 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,21),-0.0211298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,14),(7,15),-0.0224439 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,14),(7,16),-0.00042405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,14),(7,19),-0.00042405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,14),(7,20),-0.0223631 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,14),(7,21),-0.0211172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,15),(7,16),-0.0355895 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,15),(7,19),-0.0355895 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,15),(7,20),-0.0223404 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,15),(7,21),0.104198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,16),(7,19),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,16),(7,20),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,16),(7,21),-0.00986022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,19),(7,20),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,19),(7,21),-0.00985784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,20),(7,21),-0.0291688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,6),0.195446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,5),0.195461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,4),0.131504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,3),0.195461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,2),-0.146451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,1),-0.145673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,-1),-0.451396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,6),(7,5),0.138593 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,4),0.0782926 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,3),0.138593 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,2),-0.144793 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,1),-0.144848 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,-1),-0.197729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,4),0.0783033 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,3),0.138593 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,2),-0.144793 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,1),-0.144848 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,-1),-0.197725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,4),(7,3),0.0908805 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,2),-0.145016 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,1),-0.145296 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,-1),-0.165062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,3),(7,2),-0.144793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,3),(7,1),-0.144848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,3),(7,-1),-0.197725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,2),(7,1),-0.144704 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,2),(7,-1),-0.0611966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,1),(7,-1),-0.173977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,9),-0.131367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,11),0.0482705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,21),0.132822 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,9),(8,11),-0.0207496 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,21),0.0265201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,11),(8,21),0.00356637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,-1),-0.0183779 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,9),(9,10),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,11),0.0482705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,12),0.0478793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,14),0.0478792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,16),-0.132009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,20),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,21),0.132823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,10),(9,11),-0.0660892 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,12),-0.0676548 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,14),-0.0676548 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,16),0.135171 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,20),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,21),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,11),(9,12),-0.0238798 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,14),-0.0238798 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,16),-0.0233486 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,20),-0.0195617 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,21),0.00356637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,12),(9,14),-0.0237863 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,16),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,20),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,21),0.00246878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,14),(9,16),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,20),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,21),0.00246879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,16),(9,20),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,16),(9,21),0.0258775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,20),(9,21),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,9),(9,8),0.16103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,7),0.0279649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,6),0.159869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,5),0.161029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,4),0.182057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,3),0.161031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,2),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,-1),-0.0183779 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,8),(9,7),0.0980611 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,6),0.0911065 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,5),0.0911064 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,4),0.116649 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,3),0.0911065 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,2),-0.144729 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,7),(9,6),-0.0995518 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,5),-0.0684415 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,4),0.0736582 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,3),-0.0204597 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,2),0.0923479 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,-1),-0.226199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,6),(9,5),0.0911061 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,4),0.116649 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,3),0.0911061 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,2),-0.144729 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,-1),-0.175013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,5),(9,4),0.116649 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,3),0.0911064 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,2),-0.144729 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,4),(9,3),0.118238 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,4),(9,2),-0.145104 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,4),(9,-1),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,3),(9,2),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,3),(9,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,2),(9,-1),-0.195037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,21),-0.0473504 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,10),(10,-1),-0.18845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,11),(11,12),-0.0227234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,13),-0.0363178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,14),-0.0210439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,15),0.0270806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,16),-0.0344331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,17),-0.0363178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,19),-0.0330741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,20),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,21),0.0475613 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,12),(11,13),-0.0249703 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,14),-0.0224813 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,15),-0.0198316 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,16),-0.0220489 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,17),-0.0249703 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,19),-0.0220489 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,20),-0.0234405 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,21),0.00108393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,13),(11,14),-0.0270029 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,15),-0.0201589 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,16),-0.0267452 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,17),-0.0088327 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,19),-0.0267452 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,20),-0.0201925 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,21),-0.0475432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,14),(11,15),-0.0198316 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,16),-0.0222498 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,17),-0.0249703 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,19),-0.0222498 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,20),-0.0234405 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,21),-0.00220726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,15),(11,16),-0.0107885 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,15),(11,17),-0.0409296 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,15),(11,19),-0.0107885 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,15),(11,20),-0.0248428 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,15),(11,21),0.0487808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,16),(11,17),-0.041116 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,16),(11,19),-0.001118 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,16),(11,20),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,16),(11,21),-0.032336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,17),(11,19),-0.0267452 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,17),(11,20),-0.0201925 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,17),(11,21),-0.0475432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
